Date,CANBK
2017-01-02,262.45
2017-01-03,264.8
2017-01-04,263.9
2017-01-05,266.35
2017-01-06,270.35
2017-01-09,270.0
2017-01-10,268.7
2017-01-11,276.3
2017-01-12,275.15
2017-01-13,276.1
2017-01-16,278.2
2017-01-17,284.25
2017-01-18,288.2
2017-01-19,286.8
2017-01-20,272.65
2017-01-23,274.65
2017-01-24,277.8
2017-01-25,281.75
2017-01-27,284.0
2017-01-30,287.85
2017-01-31,283.75
2017-02-01,292.35
2017-02-02,298.65
2017-02-03,311.0
2017-02-06,311.1
2017-02-07,311.5
2017-02-08,309.95
2017-02-09,309.45
2017-02-10,311.05
2017-02-13,300.9
2017-02-14,303.2
2017-02-15,293.35
2017-02-16,296.05
2017-02-17,291.9
2017-02-20,290.3
2017-02-21,293.8
2017-02-22,291.7
2017-02-23,291.5
2017-02-27,288.95
2017-02-28,295.55
2017-03-01,296.0
2017-03-02,291.0
2017-03-03,288.7
2017-03-06,290.9
2017-03-07,288.9
2017-03-08,287.75
2017-03-09,285.95
2017-03-10,284.0
2017-03-14,284.75
2017-03-15,289.55
2017-03-16,295.65
2017-03-17,292.85
2017-03-20,294.25
2017-03-21,288.45
2017-03-22,282.25
2017-03-23,283.05
2017-03-24,293.25
2017-03-27,296.75
2017-03-28,297.2
2017-03-29,302.1
2017-03-30,303.15
2017-03-31,302.75
2017-04-03,304.45
2017-04-05,310.5
2017-04-06,309.95
2017-04-07,304.8
2017-04-10,309.45
2017-04-11,316.0
2017-04-12,312.25
2017-04-13,314.45
2017-04-17,310.2
2017-04-18,312.75
2017-04-19,317.65
2017-04-20,325.15
2017-04-21,323.1
2017-04-24,328.8
2017-04-25,331.65
2017-04-26,330.0
2017-04-27,329.25
2017-04-28,357.55
2017-05-02,367.65
2017-05-03,367.15
2017-05-04,388.15
2017-05-05,394.55
2017-05-08,395.0
2017-05-09,373.6
2017-05-10,368.55
2017-05-11,371.1
2017-05-12,366.0
2017-05-15,364.3
2017-05-16,373.15
2017-05-17,373.95
2017-05-18,368.3
2017-05-19,367.6
2017-05-22,361.7
2017-05-23,357.35
2017-05-24,353.1
2017-05-25,358.65
2017-05-26,360.0
2017-05-29,350.6
2017-05-30,355.7
2017-05-31,350.9
2017-06-01,352.7
2017-06-02,360.05
2017-06-05,362.65
2017-06-06,358.5
2017-06-07,362.7
2017-06-08,359.35
2017-06-09,360.45
2017-06-12,346.0
2017-06-13,348.7
2017-06-14,355.35
2017-06-15,351.95
2017-06-16,352.05
2017-06-19,355.45
2017-06-20,352.45
2017-06-21,353.4
2017-06-22,350.45
2017-06-23,339.25
2017-06-27,323.8
2017-06-28,326.0
2017-06-29,332.65
2017-06-30,328.65
2017-07-03,331.65
2017-07-04,331.55
2017-07-05,332.4
2017-07-06,342.5
2017-07-07,346.0
2017-07-10,361.55
2017-07-11,355.7
2017-07-12,359.5
2017-07-13,362.4
2017-07-14,367.65
2017-07-17,368.5
2017-07-18,368.55
2017-07-19,371.25
2017-07-20,351.9
2017-07-21,350.8
2017-07-24,353.0
2017-07-25,357.2
2017-07-26,357.15
2017-07-27,353.95
2017-07-28,364.0
2017-07-31,368.1
2017-08-01,362.7
2017-08-02,360.25
2017-08-03,347.6
2017-08-04,351.6
2017-08-07,352.55
2017-08-08,346.65
2017-08-09,343.95
2017-08-10,330.7
2017-08-11,325.9
2017-08-14,330.3
2017-08-16,336.85
2017-08-17,335.1
2017-08-18,332.7
2017-08-21,326.75
2017-08-22,326.7
2017-08-23,336.15
2017-08-24,341.2
2017-08-28,339.05
2017-08-29,337.45
2017-08-30,339.3
2017-08-31,339.75
2017-09-01,340.45
2017-09-04,335.4
2017-09-05,338.15
2017-09-06,335.4
2017-09-07,335.3
2017-09-08,331.7
2017-09-11,333.85
2017-09-12,338.85
2017-09-13,339.9
2017-09-14,346.25
2017-09-15,347.8
2017-09-18,347.15
2017-09-19,342.65
2017-09-20,344.6
2017-09-21,340.05
2017-09-22,326.0
2017-09-25,325.85
2017-09-26,327.7
2017-09-27,317.9
2017-09-28,315.8
2017-09-29,308.0
2017-10-03,308.6
2017-10-04,307.25
2017-10-05,310.0
2017-10-06,315.15
2017-10-09,314.3
2017-10-10,314.05
2017-10-11,305.25
2017-10-12,303.65
2017-10-13,308.5
2017-10-16,307.9
2017-10-17,308.8
2017-10-18,305.05
2017-10-19,302.6
2017-10-23,305.35
2017-10-24,317.1
2017-10-25,439.9
2017-10-26,424.1
2017-10-27,404.15
2017-10-30,413.4
2017-10-31,405.6
2017-11-01,412.5
2017-11-02,402.7
2017-11-03,404.1
2017-11-06,406.3
2017-11-07,390.75
2017-11-08,389.35
2017-11-09,388.95
2017-11-10,388.95
2017-11-13,382.95
2017-11-14,377.45
2017-11-15,370.1
2017-11-16,384.55
2017-11-17,388.85
2017-11-20,393.15
2017-11-21,393.15
2017-11-22,398.95
2017-11-23,394.35
2017-11-24,390.6
2017-11-27,387.1
2017-11-28,385.1
2017-11-29,378.15
2017-11-30,372.85
2017-12-01,362.7
2017-12-04,367.25
2017-12-05,373.85
2017-12-06,364.05
2017-12-07,366.7
2017-12-08,366.3
2017-12-11,366.8
2017-12-12,367.3
2017-12-13,354.85
2017-12-14,357.2
2017-12-15,355.4
2017-12-18,365.25
2017-12-19,371.25
2017-12-20,365.5
2017-12-21,368.3
2017-12-22,370.25
2017-12-26,375.2
2017-12-27,368.2
2017-12-28,360.7
2017-12-29,360.4
