Date,SUNILHITEC
2017-01-02,12.95
2017-01-03,12.9
2017-01-04,12.7
2017-01-05,12.4
2017-01-06,12.4
2017-01-09,12.1
2017-01-10,12.15
2017-01-11,11.9
2017-01-12,11.75
2017-01-13,12.3
2017-01-16,12.9
2017-01-17,12.5
2017-01-18,12.2
2017-01-19,12.1
2017-01-20,12.0
2017-01-23,11.9
2017-01-24,11.95
2017-01-25,12.0
2017-01-27,11.95
2017-01-30,12.0
2017-01-31,11.95
2017-02-01,11.85
2017-02-02,11.8
2017-02-03,11.75
2017-02-06,11.7
2017-02-07,12.85
2017-02-08,13.1
2017-02-09,12.95
2017-02-10,12.9
2017-02-13,12.7
2017-02-14,12.3
2017-02-15,11.9
2017-02-16,12.0
2017-02-17,11.9
2017-02-20,11.9
2017-02-21,11.85
2017-02-22,11.85
2017-02-23,11.8
2017-02-27,11.7
2017-02-28,11.65
2017-03-01,11.4
2017-03-02,11.35
2017-03-03,11.1
2017-03-06,10.8
2017-03-07,10.45
2017-03-08,10.4
2017-03-09,10.4
2017-03-10,11.4
2017-03-14,11.8
2017-03-15,11.25
2017-03-16,11.55
2017-03-17,11.3
2017-03-20,11.2
2017-03-21,11.05
2017-03-22,11.15
2017-03-23,11.9
2017-03-24,11.75
2017-03-27,12.05
2017-03-28,11.85
2017-03-29,11.5
2017-03-30,11.65
2017-03-31,11.8
2017-04-03,11.95
2017-04-05,11.95
2017-04-06,13.05
2017-04-07,13.2
2017-04-10,14.8
2017-04-11,14.6
2017-04-12,14.1
2017-04-13,14.45
2017-04-17,14.55
2017-04-18,14.25
2017-04-19,14.0
2017-04-20,14.25
2017-04-21,14.05
2017-04-24,14.95
2017-04-25,14.8
2017-04-26,14.55
2017-04-27,14.25
2017-04-28,14.05
2017-05-02,13.85
2017-05-03,13.45
2017-05-04,13.5
2017-05-05,14.2
2017-05-08,14.35
2017-05-09,14.35
2017-05-10,14.35
2017-05-11,14.45
2017-05-12,14.5
2017-05-15,15.1
2017-05-16,14.8
2017-05-17,15.0
2017-05-18,14.65
2017-05-19,14.35
2017-05-22,13.25
2017-05-23,12.9
2017-05-24,12.3
2017-05-25,12.5
2017-05-26,13.3
2017-05-29,13.0
2017-05-30,13.1
2017-05-31,13.1
2017-06-01,13.2
2017-06-02,13.15
2017-06-05,13.05
2017-06-06,13.1
2017-06-07,13.1
2017-06-08,13.1
2017-06-09,12.95
2017-06-12,12.9
2017-06-13,12.75
2017-06-14,12.55
2017-06-15,13.95
2017-06-16,13.75
2017-06-19,13.15
2017-06-20,13.25
2017-06-21,13.25
2017-06-22,14.05
2017-06-23,13.55
2017-06-27,13.45
2017-06-28,13.2
2017-06-29,13.25
2017-06-30,13.25
2017-07-03,13.35
2017-07-04,13.4
2017-07-05,13.1
2017-07-06,13.15
2017-07-07,13.15
2017-07-10,13.15
2017-07-11,13.1
2017-07-12,14.0
2017-07-13,13.8
2017-07-14,13.8
2017-07-17,13.3
2017-07-18,13.5
2017-07-19,13.4
2017-07-20,13.45
2017-07-21,13.35
2017-07-24,13.35
2017-07-25,13.35
2017-07-26,13.3
2017-07-27,13.15
2017-07-28,13.2
2017-07-31,13.2
2017-08-01,13.05
2017-08-02,13.0
2017-08-03,12.85
2017-08-04,12.65
2017-08-07,12.8
2017-08-08,12.35
2017-08-09,11.8
2017-08-10,11.3
2017-08-11,11.25
2017-08-14,11.35
2017-08-16,11.75
2017-08-17,11.9
2017-08-18,11.65
2017-08-21,11.65
2017-08-22,11.5
2017-08-23,11.5
2017-08-24,11.7
2017-08-28,11.7
2017-08-29,11.5
2017-08-30,11.55
2017-08-31,11.6
2017-09-01,11.7
2017-09-04,11.45
2017-09-05,11.45
2017-09-06,11.7
2017-09-07,13.25
2017-09-08,13.75
2017-09-11,13.4
2017-09-12,13.25
2017-09-13,12.9
2017-09-14,13.3
2017-09-15,13.85
2017-09-18,13.85
2017-09-19,13.45
2017-09-20,13.3
2017-09-21,13.3
2017-09-22,13.0
2017-09-25,12.5
2017-09-26,12.5
2017-09-27,12.5
2017-09-28,12.65
2017-09-29,12.65
2017-10-03,12.7
2017-10-04,12.6
2017-10-05,12.5
2017-10-06,12.55
2017-10-09,12.6
2017-10-10,12.6
2017-10-11,12.95
2017-10-12,13.0
2017-10-13,12.85
2017-10-16,12.6
2017-10-17,12.65
2017-10-18,13.0
2017-10-19,13.45
2017-10-23,15.3
2017-10-24,14.95
2017-10-25,14.45
2017-10-26,14.65
2017-10-27,14.7
2017-10-30,15.35
2017-10-31,15.05
2017-11-01,14.85
2017-11-02,14.75
2017-11-03,14.6
2017-11-06,15.0
2017-11-07,14.7
2017-11-08,14.0
2017-11-09,14.05
2017-11-10,14.05
2017-11-13,13.85
2017-11-14,13.7
2017-11-15,13.3
2017-11-16,13.3
2017-11-17,13.5
2017-11-20,13.7
2017-11-21,14.15
2017-11-22,14.3
2017-11-23,13.95
2017-11-24,14.05
2017-11-27,14.05
2017-11-28,14.35
2017-11-29,14.45
2017-11-30,14.5
2017-12-01,14.35
2017-12-04,14.2
2017-12-05,14.1
2017-12-06,14.1
2017-12-07,14.0
2017-12-08,14.0
2017-12-11,13.9
2017-12-12,13.8
2017-12-13,13.5
2017-12-14,13.25
2017-12-15,13.2
2017-12-18,13.2
2017-12-19,13.4
2017-12-20,13.7
2017-12-21,14.0
2017-12-22,14.1
2017-12-26,13.9
2017-12-27,13.8
2017-12-28,13.7
2017-12-29,13.8
