Date,FDC
2017-01-02,223.55
2017-01-03,222.6
2017-01-04,220.9
2017-01-05,220.3
2017-01-06,217.35
2017-01-09,219.65
2017-01-10,223.4
2017-01-11,220.1
2017-01-12,218.6
2017-01-13,218.15
2017-01-16,218.3
2017-01-17,217.2
2017-01-18,217.05
2017-01-19,218.3
2017-01-20,215.25
2017-01-23,218.0
2017-01-24,217.2
2017-01-25,218.05
2017-01-27,220.0
2017-01-30,216.3
2017-01-31,213.3
2017-02-01,212.95
2017-02-02,217.75
2017-02-03,228.55
2017-02-06,210.1
2017-02-07,209.65
2017-02-08,209.95
2017-02-09,210.2
2017-02-10,210.15
2017-02-13,211.5
2017-02-14,210.6
2017-02-15,210.15
2017-02-16,209.95
2017-02-17,211.0
2017-02-20,213.55
2017-02-21,210.5
2017-02-22,211.7
2017-02-23,212.0
2017-02-27,211.7
2017-02-28,211.75
2017-03-01,214.6
2017-03-02,210.05
2017-03-03,210.6
2017-03-06,210.0
2017-03-07,210.0
2017-03-08,209.95
2017-03-09,209.95
2017-03-10,209.55
2017-03-14,211.85
2017-03-15,208.35
2017-03-16,207.65
2017-03-17,206.0
2017-03-20,205.75
2017-03-21,204.65
2017-03-22,205.5
2017-03-23,205.75
2017-03-24,204.25
2017-03-27,202.9
2017-03-28,202.9
2017-03-29,203.85
2017-03-30,204.3
2017-03-31,203.9
2017-04-03,207.7
2017-04-05,208.05
2017-04-06,205.25
2017-04-07,205.5
2017-04-10,201.0
2017-04-11,202.95
2017-04-12,200.45
2017-04-13,201.7
2017-04-17,204.35
2017-04-18,206.4
2017-04-19,206.15
2017-04-20,205.3
2017-04-21,204.9
2017-04-24,202.25
2017-04-25,199.7
2017-04-26,195.7
2017-04-27,200.65
2017-04-28,199.55
2017-05-02,196.05
2017-05-03,194.9
2017-05-04,193.85
2017-05-05,190.45
2017-05-08,190.6
2017-05-09,186.65
2017-05-10,188.3
2017-05-11,187.35
2017-05-12,183.75
2017-05-15,184.0
2017-05-16,185.0
2017-05-17,184.1
2017-05-18,183.25
2017-05-19,180.05
2017-05-22,178.65
2017-05-23,174.3
2017-05-24,172.2
2017-05-25,171.75
2017-05-26,177.25
2017-05-29,179.0
2017-05-30,179.3
2017-05-31,183.5
2017-06-01,184.8
2017-06-02,189.0
2017-06-05,187.95
2017-06-06,183.75
2017-06-07,184.4
2017-06-08,187.45
2017-06-09,187.55
2017-06-12,187.15
2017-06-13,185.2
2017-06-14,186.65
2017-06-15,185.75
2017-06-16,182.2
2017-06-19,186.6
2017-06-20,184.5
2017-06-21,186.55
2017-06-22,183.1
2017-06-23,183.9
2017-06-27,184.1
2017-06-28,181.25
2017-06-29,182.7
2017-06-30,182.35
2017-07-03,182.8
2017-07-04,182.3
2017-07-05,184.5
2017-07-06,184.85
2017-07-07,186.85
2017-07-10,190.8
2017-07-11,190.7
2017-07-12,189.85
2017-07-13,187.5
2017-07-14,184.85
2017-07-17,185.45
2017-07-18,183.1
2017-07-19,183.7
2017-07-20,183.65
2017-07-21,182.95
2017-07-24,182.8
2017-07-25,182.2
2017-07-26,182.0
2017-07-27,181.85
2017-07-28,182.5
2017-07-31,180.95
2017-08-01,180.0
2017-08-02,179.95
2017-08-03,178.8
2017-08-04,176.2
2017-08-07,179.95
2017-08-08,176.35
2017-08-09,173.9
2017-08-10,171.0
2017-08-11,171.0
2017-08-14,169.55
2017-08-16,173.15
2017-08-17,171.0
2017-08-18,173.15
2017-08-21,169.65
2017-08-22,170.3
2017-08-23,169.6
2017-08-24,170.05
2017-08-28,169.0
2017-08-29,164.95
2017-08-30,165.7
2017-08-31,164.55
2017-09-01,169.3
2017-09-04,168.45
2017-09-05,175.3
2017-09-06,170.4
2017-09-07,172.65
2017-09-08,171.65
2017-09-11,174.7
2017-09-12,174.2
2017-09-13,172.45
2017-09-14,174.05
2017-09-15,171.85
2017-09-18,174.6
2017-09-19,171.85
2017-09-20,173.6
2017-09-21,183.1
2017-09-22,185.9
2017-09-25,182.3
2017-09-26,183.85
2017-09-27,184.95
2017-09-28,185.35
2017-09-29,186.6
2017-10-03,187.55
2017-10-04,191.6
2017-10-05,188.55
2017-10-06,190.0
2017-10-09,190.5
2017-10-10,190.65
2017-10-11,186.0
2017-10-12,185.45
2017-10-13,182.8
2017-10-16,184.15
2017-10-17,186.75
2017-10-18,182.35
2017-10-19,184.65
2017-10-23,183.9
2017-10-24,178.25
2017-10-25,179.85
2017-10-26,178.45
2017-10-27,182.85
2017-10-30,183.8
2017-10-31,191.05
2017-11-01,200.75
2017-11-02,206.55
2017-11-03,201.1
2017-11-06,201.9
2017-11-07,200.1
2017-11-08,198.35
2017-11-09,198.25
2017-11-10,199.85
2017-11-13,194.8
2017-11-14,197.85
2017-11-15,200.65
2017-11-16,202.9
2017-11-17,205.1
2017-11-20,208.3
2017-11-21,208.75
2017-11-22,215.2
2017-11-23,210.5
2017-11-24,207.75
2017-11-27,209.35
2017-11-28,212.4
2017-11-29,210.3
2017-11-30,213.25
2017-12-01,211.1
2017-12-04,212.4
2017-12-05,211.8
2017-12-06,213.55
2017-12-07,215.15
2017-12-08,215.6
2017-12-11,209.9
2017-12-12,211.35
2017-12-13,211.75
2017-12-14,212.25
2017-12-15,209.8
2017-12-18,212.05
2017-12-19,213.05
2017-12-20,213.45
2017-12-21,215.5
2017-12-22,234.35
2017-12-26,256.0
2017-12-27,254.0
2017-12-28,250.95
2017-12-29,252.5
