Date,POLARIS
2017-01-02,152.0
2017-01-03,155.4
2017-01-04,153.1
2017-01-05,154.6
2017-01-06,155.1
2017-01-09,157.4
2017-01-10,161.55
2017-01-11,159.55
2017-01-12,160.0
2017-01-13,159.05
2017-01-16,161.0
2017-01-17,165.0
2017-01-18,163.55
2017-01-19,162.05
2017-01-20,161.9
2017-01-23,162.15
2017-01-24,164.05
2017-01-25,163.2
2017-01-27,162.1
2017-01-30,162.05
2017-01-31,157.5
2017-02-01,158.85
2017-02-02,160.25
2017-02-03,160.45
2017-02-06,157.6
2017-02-07,157.05
2017-02-08,158.35
2017-02-09,163.25
2017-02-10,168.1
2017-02-13,171.55
2017-02-14,174.7
2017-02-15,176.3
2017-02-16,179.35
2017-02-17,183.35
2017-02-20,185.3
2017-02-21,180.6
2017-02-22,178.6
2017-02-23,179.95
2017-02-27,182.6
2017-02-28,182.0
2017-03-01,181.3
2017-03-02,176.85
2017-03-03,179.6
2017-03-06,178.25
2017-03-07,176.8
2017-03-08,181.05
2017-03-09,184.2
2017-03-10,180.25
2017-03-14,182.45
2017-03-15,179.5
2017-03-16,181.4
2017-03-17,177.25
2017-03-20,175.1
2017-03-21,173.15
2017-03-22,170.95
2017-03-23,171.5
2017-03-24,172.7
2017-03-27,176.0
2017-03-28,178.4
2017-03-29,180.65
2017-03-30,179.1
2017-03-31,181.1
2017-04-03,183.1
2017-04-05,185.35
2017-04-06,184.05
2017-04-07,181.2
2017-04-10,179.75
2017-04-11,177.6
2017-04-12,196.0
2017-04-13,197.1
2017-04-17,213.75
2017-04-18,224.7
2017-04-19,219.4
2017-04-20,214.8
2017-04-21,215.7
2017-04-24,211.9
2017-04-25,212.95
2017-04-26,209.9
2017-04-27,204.95
2017-04-28,204.45
2017-05-02,200.2
2017-05-03,202.2
2017-05-04,212.3
2017-05-05,207.9
2017-05-08,209.35
2017-05-09,210.7
2017-05-10,211.95
2017-05-11,206.05
2017-05-12,211.85
2017-05-15,209.25
2017-05-16,215.9
2017-05-17,217.6
2017-05-18,222.8
2017-05-19,223.95
2017-05-22,223.05
2017-05-23,217.75
2017-05-24,212.5
2017-05-25,214.45
2017-05-26,218.05
2017-05-29,215.55
2017-05-30,213.4
2017-05-31,219.35
2017-06-01,226.05
2017-06-02,220.65
2017-06-05,223.25
2017-06-06,226.6
2017-06-07,221.85
2017-06-08,225.65
2017-06-09,224.65
2017-06-12,221.55
2017-06-13,225.0
2017-06-14,231.8
2017-06-15,236.2
2017-06-16,240.85
2017-06-19,236.95
2017-06-20,235.95
2017-06-21,231.7
2017-06-22,234.3
2017-06-23,244.3
2017-06-27,240.6
2017-06-28,243.1
2017-06-29,245.25
2017-06-30,240.15
2017-07-03,240.7
2017-07-04,245.1
2017-07-05,246.15
2017-07-06,246.05
2017-07-07,243.95
2017-07-10,246.95
2017-07-11,239.95
2017-07-12,246.4
2017-07-13,243.85
2017-07-14,241.8
2017-07-17,244.5
2017-07-18,245.1
2017-07-19,245.3
2017-07-20,245.75
2017-07-21,245.0
2017-07-24,243.1
2017-07-25,243.0
2017-07-26,236.85
2017-07-27,229.9
2017-07-28,233.1
2017-07-31,230.55
2017-08-01,228.05
2017-08-02,231.25
2017-08-03,230.05
2017-08-04,233.5
2017-08-07,240.25
2017-08-08,229.9
2017-08-09,232.8
2017-08-10,230.15
2017-08-11,232.7
2017-08-14,235.25
2017-08-16,240.8
2017-08-17,237.9
2017-08-18,240.25
2017-08-21,239.95
2017-08-22,240.05
2017-08-23,241.1
2017-08-24,242.05
2017-08-28,242.15
2017-08-29,242.0
2017-08-30,243.9
2017-08-31,242.55
2017-09-01,237.75
2017-09-04,240.5
2017-09-05,240.2
2017-09-06,240.05
2017-09-07,240.8
2017-09-08,240.05
2017-09-11,234.9
2017-09-12,232.0
2017-09-13,228.95
2017-09-14,233.95
2017-09-15,232.95
2017-09-18,229.75
2017-09-19,230.35
2017-09-20,229.15
2017-09-21,229.1
2017-09-22,221.1
2017-09-25,219.95
2017-09-26,222.45
2017-09-27,228.35
2017-09-28,228.9
2017-09-29,223.5
2017-10-03,223.65
2017-10-04,224.25
2017-10-05,225.5
2017-10-06,229.75
2017-10-09,230.35
2017-10-10,230.15
2017-10-11,230.25
2017-10-12,230.85
2017-10-13,230.05
2017-10-16,229.4
2017-10-17,230.75
2017-10-18,226.6
2017-10-19,224.15
2017-10-23,227.25
2017-10-24,241.35
2017-10-25,242.5
2017-10-26,291.0
2017-10-27,286.1
2017-10-30,282.7
2017-10-31,281.8
2017-11-01,282.5
2017-11-02,280.5
2017-11-03,284.75
2017-11-06,294.45
2017-11-07,304.3
2017-11-08,319.85
2017-11-09,315.35
2017-11-10,316.5
2017-11-13,325.3
2017-11-14,325.45
2017-11-15,324.0
2017-11-16,332.15
2017-11-17,356.0
2017-11-20,363.55
2017-11-21,352.1
2017-11-22,357.55
2017-11-23,364.95
2017-11-24,365.85
2017-11-27,367.95
2017-11-28,365.6
2017-11-29,364.75
2017-11-30,365.05
2017-12-01,365.05
2017-12-04,362.2
2017-12-05,364.0
2017-12-06,365.05
2017-12-07,369.8
2017-12-08,367.9
2017-12-11,368.9
2017-12-12,369.5
2017-12-13,366.35
2017-12-14,360.85
2017-12-15,358.8
2017-12-18,354.8
2017-12-19,354.7
2017-12-20,354.7
2017-12-21,360.1
2017-12-22,385.45
2017-12-26,395.25
2017-12-27,388.05
2017-12-28,391.65
2017-12-29,392.6
