Date,BFUTILITIE
2017-01-02,393.9
2017-01-03,393.8
2017-01-04,391.6
2017-01-05,394.6
2017-01-06,394.25
2017-01-09,393.5
2017-01-10,395.1
2017-01-11,396.2
2017-01-12,396.0
2017-01-13,394.0
2017-01-16,392.2
2017-01-17,386.45
2017-01-18,385.1
2017-01-19,383.15
2017-01-20,373.4
2017-01-23,384.0
2017-01-24,386.35
2017-01-25,384.25
2017-01-27,376.35
2017-01-30,372.55
2017-01-31,359.55
2017-02-01,368.85
2017-02-02,383.25
2017-02-03,397.8
2017-02-06,405.9
2017-02-07,394.0
2017-02-08,407.45
2017-02-09,421.95
2017-02-10,402.65
2017-02-13,395.9
2017-02-14,392.75
2017-02-15,380.2
2017-02-16,389.6
2017-02-17,392.6
2017-02-20,393.2
2017-02-21,406.65
2017-02-22,399.3
2017-02-23,398.9
2017-02-27,398.15
2017-02-28,400.45
2017-03-01,413.95
2017-03-02,398.45
2017-03-03,408.6
2017-03-06,404.65
2017-03-07,403.15
2017-03-08,398.75
2017-03-09,395.4
2017-03-10,391.3
2017-03-14,394.05
2017-03-15,395.2
2017-03-16,402.25
2017-03-17,399.1
2017-03-20,416.85
2017-03-21,428.6
2017-03-22,434.15
2017-03-23,438.95
2017-03-24,436.5
2017-03-27,431.1
2017-03-28,434.7
2017-03-29,431.9
2017-03-30,448.65
2017-03-31,442.15
2017-04-03,448.25
2017-04-05,468.05
2017-04-06,465.35
2017-04-07,460.45
2017-04-10,453.7
2017-04-11,456.0
2017-04-12,447.1
2017-04-13,448.5
2017-04-17,451.0
2017-04-18,438.45
2017-04-19,441.3
2017-04-20,445.95
2017-04-21,445.65
2017-04-24,447.2
2017-04-25,472.55
2017-04-26,460.9
2017-04-27,459.5
2017-04-28,457.1
2017-05-02,452.3
2017-05-03,472.2
2017-05-04,463.15
2017-05-05,448.35
2017-05-08,452.15
2017-05-09,466.2
2017-05-10,466.25
2017-05-11,458.5
2017-05-12,453.5
2017-05-15,455.7
2017-05-16,456.65
2017-05-17,448.9
2017-05-18,433.0
2017-05-19,417.95
2017-05-22,406.25
2017-05-23,386.45
2017-05-24,378.3
2017-05-25,392.95
2017-05-26,401.2
2017-05-29,386.2
2017-05-30,390.8
2017-05-31,396.85
2017-06-01,397.65
2017-06-02,403.45
2017-06-05,399.9
2017-06-06,391.7
2017-06-07,394.1
2017-06-08,395.95
2017-06-09,398.55
2017-06-12,394.05
2017-06-13,412.05
2017-06-14,414.65
2017-06-15,415.8
2017-06-16,419.55
2017-06-19,426.3
2017-06-20,422.55
2017-06-21,416.95
2017-06-22,408.15
2017-06-23,396.1
2017-06-27,386.1
2017-06-28,383.7
2017-06-29,387.9
2017-06-30,386.2
2017-07-03,390.85
2017-07-04,394.85
2017-07-05,399.8
2017-07-06,399.15
2017-07-07,402.0
2017-07-10,401.95
2017-07-11,396.65
2017-07-12,397.5
2017-07-13,399.35
2017-07-14,387.95
2017-07-17,389.95
2017-07-18,384.15
2017-07-19,389.4
2017-07-20,392.7
2017-07-21,396.8
2017-07-24,392.85
2017-07-25,390.35
2017-07-26,389.1
2017-07-27,385.2
2017-07-28,383.6
2017-07-31,380.55
2017-08-01,381.45
2017-08-02,373.0
2017-08-03,363.15
2017-08-04,368.15
2017-08-07,370.2
2017-08-08,360.35
2017-08-09,348.25
2017-08-10,324.85
2017-08-11,326.8
2017-08-14,337.2
2017-08-16,339.4
2017-08-17,339.5
2017-08-18,331.65
2017-08-21,321.4
2017-08-22,317.05
2017-08-23,325.6
2017-08-24,325.2
2017-08-28,327.25
2017-08-29,325.1
2017-08-30,372.25
2017-08-31,371.2
2017-09-01,376.15
2017-09-04,362.6
2017-09-05,376.25
2017-09-06,382.05
2017-09-07,379.85
2017-09-08,377.85
2017-09-11,376.6
2017-09-12,372.4
2017-09-13,370.85
2017-09-14,369.35
2017-09-15,391.15
2017-09-18,425.7
2017-09-19,434.75
2017-09-20,426.95
2017-09-21,418.05
2017-09-22,391.9
2017-09-25,408.6
2017-09-26,415.7
2017-09-27,391.5
2017-09-28,394.45
2017-09-29,393.75
2017-10-03,398.25
2017-10-04,404.55
2017-10-05,407.65
2017-10-06,410.85
2017-10-09,415.6
2017-10-10,415.4
2017-10-11,404.0
2017-10-12,417.35
2017-10-13,409.7
2017-10-16,407.75
2017-10-17,408.85
2017-10-18,405.15
2017-10-19,397.2
2017-10-23,404.45
2017-10-24,404.8
2017-10-25,406.1
2017-10-26,404.6
2017-10-27,412.95
2017-10-30,426.8
2017-10-31,453.05
2017-11-01,468.2
2017-11-02,460.9
2017-11-03,479.1
2017-11-06,479.4
2017-11-07,446.3
2017-11-08,438.45
2017-11-09,438.35
2017-11-10,441.25
2017-11-13,433.3
2017-11-14,452.3
2017-11-15,441.0
2017-11-16,465.75
2017-11-17,468.05
2017-11-20,506.4
2017-11-21,492.7
2017-11-22,524.15
2017-11-23,522.4
2017-11-24,510.05
2017-11-27,510.7
2017-11-28,511.7
2017-11-29,495.4
2017-11-30,482.95
2017-12-01,486.45
2017-12-04,480.7
2017-12-05,469.05
2017-12-06,466.9
2017-12-07,474.95
2017-12-08,481.9
2017-12-11,476.4
2017-12-12,461.5
2017-12-13,454.1
2017-12-14,464.6
2017-12-15,467.35
2017-12-18,463.65
2017-12-19,478.75
2017-12-20,475.2
2017-12-21,473.7
2017-12-22,470.4
2017-12-26,474.7
2017-12-27,471.55
2017-12-28,474.0
2017-12-29,506.15
