Date,PNBGILTS
2017-01-02,47.95
2017-01-03,49.5
2017-01-04,48.3
2017-01-05,49.3
2017-01-06,48.65
2017-01-09,48.2
2017-01-10,48.95
2017-01-11,48.8
2017-01-12,48.85
2017-01-13,49.05
2017-01-16,49.1
2017-01-17,48.95
2017-01-18,48.7
2017-01-19,49.1
2017-01-20,48.25
2017-01-23,48.85
2017-01-24,48.9
2017-01-25,51.25
2017-01-27,52.0
2017-01-30,54.6
2017-01-31,55.4
2017-02-01,56.45
2017-02-02,58.25
2017-02-03,58.9
2017-02-06,61.8
2017-02-07,61.5
2017-02-08,58.4
2017-02-09,54.0
2017-02-10,56.05
2017-02-13,54.55
2017-02-14,53.05
2017-02-15,50.9
2017-02-16,57.65
2017-02-17,56.35
2017-02-20,55.45
2017-02-21,56.95
2017-02-22,55.95
2017-02-23,55.5
2017-02-27,54.45
2017-02-28,54.3
2017-03-01,55.1
2017-03-02,54.35
2017-03-03,54.1
2017-03-06,54.5
2017-03-07,53.5
2017-03-08,53.2
2017-03-09,52.9
2017-03-10,52.7
2017-03-14,52.55
2017-03-15,52.5
2017-03-16,53.55
2017-03-17,53.25
2017-03-20,53.0
2017-03-21,52.4
2017-03-22,51.65
2017-03-23,54.0
2017-03-24,54.1
2017-03-27,52.9
2017-03-28,53.6
2017-03-29,53.1
2017-03-30,53.2
2017-03-31,53.05
2017-04-03,56.0
2017-04-05,55.6
2017-04-06,55.75
2017-04-07,54.05
2017-04-10,53.4
2017-04-11,54.45
2017-04-12,53.6
2017-04-13,54.4
2017-04-17,54.3
2017-04-18,53.6
2017-04-19,53.25
2017-04-20,53.65
2017-04-21,53.0
2017-04-24,53.2
2017-04-25,53.45
2017-04-26,53.0
2017-04-27,52.7
2017-04-28,52.95
2017-05-02,52.95
2017-05-03,52.9
2017-05-04,53.05
2017-05-05,53.2
2017-05-08,54.4
2017-05-09,57.4
2017-05-10,57.0
2017-05-11,59.5
2017-05-12,56.3
2017-05-15,51.6
2017-05-16,51.15
2017-05-17,51.25
2017-05-18,50.6
2017-05-19,48.8
2017-05-22,46.9
2017-05-23,45.3
2017-05-24,45.9
2017-05-25,46.2
2017-05-26,49.2
2017-05-29,47.1
2017-05-30,47.1
2017-05-31,47.3
2017-06-01,49.0
2017-06-02,50.1
2017-06-05,48.8
2017-06-06,48.35
2017-06-07,48.1
2017-06-08,50.45
2017-06-09,49.15
2017-06-12,48.95
2017-06-13,49.95
2017-06-14,49.2
2017-06-15,49.7
2017-06-16,49.8
2017-06-19,49.2
2017-06-20,49.0
2017-06-21,51.7
2017-06-22,50.35
2017-06-23,50.95
2017-06-27,49.35
2017-06-28,49.6
2017-06-29,50.0
2017-06-30,48.85
2017-07-03,49.35
2017-07-04,50.55
2017-07-05,50.1
2017-07-06,51.35
2017-07-07,50.15
2017-07-10,50.35
2017-07-11,50.05
2017-07-12,51.3
2017-07-13,52.15
2017-07-14,52.55
2017-07-17,52.1
2017-07-18,52.25
2017-07-19,53.65
2017-07-20,53.5
2017-07-21,52.7
2017-07-24,52.4
2017-07-25,53.05
2017-07-26,54.8
2017-07-27,54.7
2017-07-28,55.15
2017-07-31,55.2
2017-08-01,54.45
2017-08-02,54.25
2017-08-03,52.2
2017-08-04,53.7
2017-08-07,54.75
2017-08-08,53.9
2017-08-09,53.4
2017-08-10,51.25
2017-08-11,50.55
2017-08-14,51.95
2017-08-16,52.95
2017-08-17,52.95
2017-08-18,52.7
2017-08-21,53.1
2017-08-22,53.1
2017-08-23,53.2
2017-08-24,53.3
2017-08-28,53.55
2017-08-29,53.6
2017-08-30,54.95
2017-08-31,55.35
2017-09-01,56.25
2017-09-04,56.95
2017-09-05,56.85
2017-09-06,57.05
2017-09-07,53.45
2017-09-08,51.9
2017-09-11,51.4
2017-09-12,51.95
2017-09-13,51.45
2017-09-14,50.8
2017-09-15,50.45
2017-09-18,50.6
2017-09-19,50.0
2017-09-20,51.2
2017-09-21,50.2
2017-09-22,49.3
2017-09-25,47.9
2017-09-26,47.9
2017-09-27,46.25
2017-09-28,46.55
2017-09-29,47.05
2017-10-03,48.3
2017-10-04,49.9
2017-10-05,50.7
2017-10-06,51.55
2017-10-09,49.85
2017-10-10,49.9
2017-10-11,49.2
2017-10-12,49.8
2017-10-13,49.35
2017-10-16,49.1
2017-10-17,48.75
2017-10-18,48.5
2017-10-19,49.1
2017-10-23,49.15
2017-10-24,49.2
2017-10-25,49.4
2017-10-26,53.5
2017-10-27,53.75
2017-10-30,53.05
2017-10-31,51.8
2017-11-01,51.3
2017-11-02,52.9
2017-11-03,52.9
2017-11-06,51.95
2017-11-07,50.55
2017-11-08,49.3
2017-11-09,47.4
2017-11-10,47.4
2017-11-13,47.6
2017-11-14,47.6
2017-11-15,46.3
2017-11-16,46.9
2017-11-17,47.4
2017-11-20,46.85
2017-11-21,46.95
2017-11-22,46.8
2017-11-23,46.95
2017-11-24,48.1
2017-11-27,47.95
2017-11-28,47.65
2017-11-29,47.5
2017-11-30,46.8
2017-12-01,46.3
2017-12-04,46.15
2017-12-05,45.75
2017-12-06,45.35
2017-12-07,45.55
2017-12-08,45.6
2017-12-11,45.15
2017-12-12,44.85
2017-12-13,44.7
2017-12-14,44.4
2017-12-15,44.7
2017-12-18,44.3
2017-12-19,44.4
2017-12-20,44.4
2017-12-21,44.45
2017-12-22,47.1
2017-12-26,46.85
2017-12-27,46.4
2017-12-28,47.85
2017-12-29,47.3
