Date,TIMETECHNO
2017-01-02,93.9
2017-01-03,93.45
2017-01-04,92.85
2017-01-05,91.9
2017-01-06,89.95
2017-01-09,91.9
2017-01-10,92.8
2017-01-11,91.45
2017-01-12,90.75
2017-01-13,90.5
2017-01-16,90.85
2017-01-17,90.1
2017-01-18,91.2
2017-01-19,91.55
2017-01-20,89.0
2017-01-23,88.9
2017-01-24,88.5
2017-01-25,88.65
2017-01-27,88.35
2017-01-30,87.1
2017-01-31,87.9
2017-02-01,90.8
2017-02-02,89.1
2017-02-03,88.6
2017-02-06,93.35
2017-02-07,93.3
2017-02-08,93.1
2017-02-09,92.5
2017-02-10,91.2
2017-02-13,93.8
2017-02-14,94.05
2017-02-15,93.25
2017-02-16,92.9
2017-02-17,92.35
2017-02-20,93.0
2017-02-21,96.9
2017-02-22,94.55
2017-02-23,94.4
2017-02-27,94.8
2017-02-28,97.05
2017-03-01,100.55
2017-03-02,101.1
2017-03-03,100.9
2017-03-06,100.0
2017-03-07,98.55
2017-03-08,99.45
2017-03-09,98.8
2017-03-10,103.15
2017-03-14,108.0
2017-03-15,110.4
2017-03-16,121.3
2017-03-17,116.45
2017-03-20,119.45
2017-03-21,117.5
2017-03-22,118.35
2017-03-23,123.05
2017-03-24,123.55
2017-03-27,120.7
2017-03-28,122.5
2017-03-29,121.65
2017-03-30,123.15
2017-03-31,123.8
2017-04-03,126.05
2017-04-05,124.5
2017-04-06,123.15
2017-04-07,121.8
2017-04-10,122.35
2017-04-11,120.1
2017-04-12,119.55
2017-04-13,118.0
2017-04-17,119.25
2017-04-18,115.15
2017-04-19,116.1
2017-04-20,121.6
2017-04-21,118.7
2017-04-24,119.3
2017-04-25,119.65
2017-04-26,116.4
2017-04-27,112.05
2017-04-28,113.65
2017-05-02,114.15
2017-05-03,134.55
2017-05-04,127.75
2017-05-05,122.35
2017-05-08,126.2
2017-05-09,124.65
2017-05-10,133.0
2017-05-11,132.75
2017-05-12,136.6
2017-05-15,133.3
2017-05-16,128.95
2017-05-17,133.3
2017-05-18,128.85
2017-05-19,128.6
2017-05-22,132.45
2017-05-23,132.8
2017-05-24,127.95
2017-05-25,132.55
2017-05-26,133.9
2017-05-29,135.75
2017-05-30,135.0
2017-05-31,142.65
2017-06-01,156.65
2017-06-02,152.2
2017-06-05,164.1
2017-06-06,171.0
2017-06-07,170.25
2017-06-08,170.45
2017-06-09,173.9
2017-06-12,168.75
2017-06-13,164.5
2017-06-14,167.55
2017-06-15,169.85
2017-06-16,165.35
2017-06-19,163.3
2017-06-20,157.1
2017-06-21,158.2
2017-06-22,154.05
2017-06-23,152.65
2017-06-27,153.35
2017-06-28,154.25
2017-06-29,155.1
2017-06-30,159.45
2017-07-03,163.75
2017-07-04,163.95
2017-07-05,163.15
2017-07-06,160.8
2017-07-07,161.3
2017-07-10,161.55
2017-07-11,156.4
2017-07-12,158.05
2017-07-13,156.55
2017-07-14,156.5
2017-07-17,153.55
2017-07-18,154.95
2017-07-19,156.75
2017-07-20,166.55
2017-07-21,165.3
2017-07-24,162.55
2017-07-25,164.0
2017-07-26,167.6
2017-07-27,169.85
2017-07-28,166.45
2017-07-31,164.15
2017-08-01,165.7
2017-08-02,170.7
2017-08-03,174.7
2017-08-04,171.55
2017-08-07,174.8
2017-08-08,174.6
2017-08-09,174.85
2017-08-10,164.95
2017-08-11,164.35
2017-08-14,175.6
2017-08-16,180.2
2017-08-17,191.25
2017-08-18,188.3
2017-08-21,180.1
2017-08-22,177.9
2017-08-23,187.4
2017-08-24,184.3
2017-08-28,184.4
2017-08-29,183.35
2017-08-30,184.35
2017-08-31,182.0
2017-09-01,183.2
2017-09-04,182.25
2017-09-05,183.3
2017-09-06,183.1
2017-09-07,183.55
2017-09-08,182.3
2017-09-11,189.5
2017-09-12,203.1
2017-09-13,196.6
2017-09-14,207.8
2017-09-15,206.35
2017-09-18,203.75
2017-09-19,206.4
2017-09-20,202.9
2017-09-21,200.5
2017-09-22,189.15
2017-09-25,192.85
2017-09-26,188.85
2017-09-27,184.75
2017-09-28,187.55
2017-09-29,194.95
2017-10-03,201.6
2017-10-04,201.35
2017-10-05,197.35
2017-10-06,193.25
2017-10-09,198.55
2017-10-10,198.8
2017-10-11,192.0
2017-10-12,193.1
2017-10-13,195.75
2017-10-16,192.2
2017-10-17,191.55
2017-10-18,193.15
2017-10-19,192.6
2017-10-23,192.85
2017-10-24,192.1
2017-10-25,189.9
2017-10-26,188.35
2017-10-27,188.45
2017-10-30,189.25
2017-10-31,186.5
2017-11-01,188.05
2017-11-02,188.0
2017-11-03,184.8
2017-11-06,186.7
2017-11-07,186.55
2017-11-08,183.35
2017-11-09,179.7
2017-11-10,173.55
2017-11-13,183.6
2017-11-14,187.85
2017-11-15,183.95
2017-11-16,188.95
2017-11-17,188.0
2017-11-20,187.15
2017-11-21,185.35
2017-11-22,187.3
2017-11-23,187.55
2017-11-24,186.7
2017-11-27,187.5
2017-11-28,189.6
2017-11-29,186.25
2017-11-30,195.55
2017-12-01,208.9
2017-12-04,208.15
2017-12-05,207.3
2017-12-06,206.45
2017-12-07,202.25
2017-12-08,200.95
2017-12-11,197.95
2017-12-12,199.15
2017-12-13,199.6
2017-12-14,196.4
2017-12-15,203.8
2017-12-18,207.1
2017-12-19,213.2
2017-12-20,217.85
2017-12-21,213.4
2017-12-22,215.25
2017-12-26,215.05
2017-12-27,206.2
2017-12-28,209.35
2017-12-29,207.65
