Date,TATACHEM
2017-01-02,506.95
2017-01-03,509.75
2017-01-04,505.1
2017-01-05,508.15
2017-01-06,507.8
2017-01-09,512.4
2017-01-10,510.25
2017-01-11,517.8
2017-01-12,515.45
2017-01-13,517.6
2017-01-16,518.45
2017-01-17,521.5
2017-01-18,529.35
2017-01-19,526.8
2017-01-20,512.8
2017-01-23,512.15
2017-01-24,520.85
2017-01-25,541.3
2017-01-27,542.95
2017-01-30,541.0
2017-01-31,544.55
2017-02-01,553.75
2017-02-02,561.4
2017-02-03,560.5
2017-02-06,560.75
2017-02-07,556.3
2017-02-08,573.3
2017-02-09,570.3
2017-02-10,567.35
2017-02-13,563.85
2017-02-14,564.4
2017-02-15,551.3
2017-02-16,567.1
2017-02-17,562.85
2017-02-20,569.4
2017-02-21,581.35
2017-02-22,583.85
2017-02-23,576.15
2017-02-27,566.5
2017-02-28,560.45
2017-03-01,568.2
2017-03-02,561.65
2017-03-03,562.65
2017-03-06,568.05
2017-03-07,575.1
2017-03-08,566.5
2017-03-09,562.65
2017-03-10,559.5
2017-03-14,564.7
2017-03-15,564.55
2017-03-16,580.5
2017-03-17,577.6
2017-03-20,575.75
2017-03-21,578.5
2017-03-22,573.1
2017-03-23,576.5
2017-03-24,577.15
2017-03-27,583.3
2017-03-28,592.0
2017-03-29,594.05
2017-03-30,594.55
2017-03-31,598.75
2017-04-03,598.75
2017-04-05,611.55
2017-04-06,606.85
2017-04-07,605.05
2017-04-10,615.55
2017-04-11,618.45
2017-04-12,622.25
2017-04-13,616.25
2017-04-17,629.55
2017-04-18,622.2
2017-04-19,638.5
2017-04-20,640.25
2017-04-21,638.25
2017-04-24,635.8
2017-04-25,638.7
2017-04-26,656.35
2017-04-27,653.7
2017-04-28,656.8
2017-05-02,654.5
2017-05-03,646.65
2017-05-04,659.0
2017-05-05,635.65
2017-05-08,633.45
2017-05-09,635.95
2017-05-10,644.35
2017-05-11,638.1
2017-05-12,628.4
2017-05-15,629.8
2017-05-16,643.9
2017-05-17,638.1
2017-05-18,624.9
2017-05-19,616.45
2017-05-22,598.9
2017-05-23,601.9
2017-05-24,596.05
2017-05-25,615.25
2017-05-26,610.4
2017-05-29,608.25
2017-05-30,627.15
2017-05-31,628.3
2017-06-01,637.45
2017-06-02,639.7
2017-06-05,637.75
2017-06-06,621.5
2017-06-07,624.95
2017-06-08,614.25
2017-06-09,620.45
2017-06-12,618.4
2017-06-13,616.55
2017-06-14,614.8
2017-06-15,612.0
2017-06-16,611.85
2017-06-19,615.9
2017-06-20,621.3
2017-06-21,620.95
2017-06-22,615.8
2017-06-23,605.9
2017-06-27,592.45
2017-06-28,597.5
2017-06-29,600.75
2017-06-30,606.95
2017-07-03,623.7
2017-07-04,625.55
2017-07-05,644.0
2017-07-06,645.15
2017-07-07,648.5
2017-07-10,648.9
2017-07-11,637.3
2017-07-12,642.4
2017-07-13,641.0
2017-07-14,639.2
2017-07-17,629.75
2017-07-18,623.0
2017-07-19,628.35
2017-07-20,626.1
2017-07-21,623.2
2017-07-24,617.65
2017-07-25,618.15
2017-07-26,626.1
2017-07-27,620.8
2017-07-28,623.8
2017-07-31,619.9
2017-08-01,614.1
2017-08-02,612.25
2017-08-03,600.15
2017-08-04,606.35
2017-08-07,607.0
2017-08-08,596.05
2017-08-09,579.05
2017-08-10,576.75
2017-08-11,578.35
2017-08-14,592.0
2017-08-16,601.1
2017-08-17,591.35
2017-08-18,592.7
2017-08-21,586.5
2017-08-22,582.8
2017-08-23,588.1
2017-08-24,583.85
2017-08-28,589.7
2017-08-29,586.6
2017-08-30,588.85
2017-08-31,584.05
2017-09-01,586.55
2017-09-04,580.55
2017-09-05,575.35
2017-09-06,580.15
2017-09-07,616.95
2017-09-08,623.6
2017-09-11,619.5
2017-09-12,633.3
2017-09-13,636.35
2017-09-14,636.65
2017-09-15,636.95
2017-09-18,644.45
2017-09-19,657.6
2017-09-20,645.8
2017-09-21,639.7
2017-09-22,614.45
2017-09-25,615.75
2017-09-26,625.55
2017-09-27,621.7
2017-09-28,635.4
2017-09-29,643.15
2017-10-03,639.55
2017-10-04,637.2
2017-10-05,664.3
2017-10-06,678.75
2017-10-09,681.0
2017-10-10,681.4
2017-10-11,681.85
2017-10-12,694.55
2017-10-13,689.2
2017-10-16,697.8
2017-10-17,722.1
2017-10-18,726.2
2017-10-19,719.6
2017-10-23,730.0
2017-10-24,746.0
2017-10-25,741.6
2017-10-26,757.8
2017-10-27,743.55
2017-10-30,740.6
2017-10-31,732.9
2017-11-01,730.2
2017-11-02,718.95
2017-11-03,730.35
2017-11-06,734.6
2017-11-07,711.35
2017-11-08,710.3
2017-11-09,718.15
2017-11-10,719.3
2017-11-13,724.6
2017-11-14,715.6
2017-11-15,705.9
2017-11-16,714.6
2017-11-17,716.75
2017-11-20,739.3
2017-11-21,735.0
2017-11-22,736.8
2017-11-23,737.75
2017-11-24,740.3
2017-11-27,747.0
2017-11-28,742.95
2017-11-29,729.15
2017-11-30,726.75
2017-12-01,712.35
2017-12-04,714.4
2017-12-05,714.65
2017-12-06,710.45
2017-12-07,719.8
2017-12-08,720.05
2017-12-11,737.8
2017-12-12,727.35
2017-12-13,711.3
2017-12-14,718.0
2017-12-15,718.8
2017-12-18,720.25
2017-12-19,727.0
2017-12-20,732.35
2017-12-21,736.05
2017-12-22,734.6
2017-12-26,731.9
2017-12-27,736.3
2017-12-28,730.65
2017-12-29,731.55
