Date,MTEDUCARE
2017-01-02,117.7
2017-01-03,120.4
2017-01-04,124.95
2017-01-05,126.75
2017-01-06,126.2
2017-01-09,123.3
2017-01-10,120.85
2017-01-11,121.85
2017-01-12,120.9
2017-01-13,119.05
2017-01-16,121.8
2017-01-17,124.2
2017-01-18,124.2
2017-01-19,129.95
2017-01-20,132.25
2017-01-23,131.85
2017-01-24,133.2
2017-01-25,138.0
2017-01-27,132.25
2017-01-30,129.4
2017-01-31,130.65
2017-02-01,128.8
2017-02-02,127.15
2017-02-03,127.2
2017-02-06,129.75
2017-02-07,128.25
2017-02-08,127.0
2017-02-09,129.35
2017-02-10,126.95
2017-02-13,126.05
2017-02-14,125.25
2017-02-15,103.2
2017-02-16,98.3
2017-02-17,93.45
2017-02-20,89.45
2017-02-21,95.3
2017-02-22,99.3
2017-02-23,98.75
2017-02-27,95.25
2017-02-28,96.2
2017-03-01,99.1
2017-03-02,95.2
2017-03-03,95.9
2017-03-06,93.7
2017-03-07,92.3
2017-03-08,89.05
2017-03-09,87.7
2017-03-10,86.3
2017-03-14,84.4
2017-03-15,86.25
2017-03-16,85.45
2017-03-17,84.55
2017-03-20,86.0
2017-03-21,85.35
2017-03-22,83.8
2017-03-23,82.8
2017-03-24,79.45
2017-03-27,78.0
2017-03-28,78.65
2017-03-29,78.1
2017-03-30,83.2
2017-03-31,84.35
2017-04-03,85.5
2017-04-05,86.6
2017-04-06,84.65
2017-04-07,81.95
2017-04-10,79.8
2017-04-11,81.9
2017-04-12,80.55
2017-04-13,80.85
2017-04-17,81.15
2017-04-18,80.25
2017-04-19,79.8
2017-04-20,79.55
2017-04-21,78.35
2017-04-24,77.85
2017-04-25,83.15
2017-04-26,81.8
2017-04-27,80.05
2017-04-28,80.6
2017-05-02,79.1
2017-05-03,81.05
2017-05-04,85.65
2017-05-05,85.8
2017-05-08,83.2
2017-05-09,83.45
2017-05-10,83.75
2017-05-11,82.7
2017-05-12,80.65
2017-05-15,79.15
2017-05-16,75.8
2017-05-17,72.15
2017-05-18,69.6
2017-05-19,66.75
2017-05-22,62.85
2017-05-23,68.2
2017-05-24,64.5
2017-05-25,66.05
2017-05-26,64.25
2017-05-29,63.8
2017-05-30,62.55
2017-05-31,61.55
2017-06-01,68.45
2017-06-02,66.05
2017-06-05,65.1
2017-06-06,64.4
2017-06-07,64.65
2017-06-08,63.6
2017-06-09,64.6
2017-06-12,64.15
2017-06-13,64.35
2017-06-14,64.15
2017-06-15,64.05
2017-06-16,63.65
2017-06-19,63.85
2017-06-20,64.25
2017-06-21,63.65
2017-06-22,64.15
2017-06-23,63.5
2017-06-27,63.05
2017-06-28,62.3
2017-06-29,62.75
2017-06-30,62.75
2017-07-03,62.9
2017-07-04,63.35
2017-07-05,63.85
2017-07-06,65.4
2017-07-07,67.2
2017-07-10,80.6
2017-07-11,76.3
2017-07-12,78.75
2017-07-13,76.65
2017-07-14,75.25
2017-07-17,73.05
2017-07-18,73.05
2017-07-19,72.85
2017-07-20,74.9
2017-07-21,76.75
2017-07-24,74.6
2017-07-25,74.0
2017-07-26,73.7
2017-07-27,70.8
2017-07-28,71.9
2017-07-31,70.8
2017-08-01,69.5
2017-08-02,68.2
2017-08-03,67.45
2017-08-04,65.55
2017-08-07,67.7
2017-08-08,65.2
2017-08-09,63.1
2017-08-10,59.8
2017-08-11,59.7
2017-08-14,62.2
2017-08-16,60.3
2017-08-17,61.5
2017-08-18,61.25
2017-08-21,61.15
2017-08-22,63.65
2017-08-23,63.05
2017-08-24,62.75
2017-08-28,62.9
2017-08-29,62.3
2017-08-30,62.15
2017-08-31,61.95
2017-09-01,61.85
2017-09-04,65.05
2017-09-05,73.15
2017-09-06,68.15
2017-09-07,65.95
2017-09-08,64.75
2017-09-11,64.4
2017-09-12,63.15
2017-09-13,62.75
2017-09-14,62.9
2017-09-15,63.4
2017-09-18,62.4
2017-09-19,62.35
2017-09-20,62.3
2017-09-21,60.3
2017-09-22,57.7
2017-09-25,56.35
2017-09-26,56.75
2017-09-27,55.95
2017-09-28,56.85
2017-09-29,56.05
2017-10-03,55.55
2017-10-04,58.9
2017-10-05,58.6
2017-10-06,60.4
2017-10-09,60.1
2017-10-10,61.3
2017-10-11,60.75
2017-10-12,61.0
2017-10-13,61.0
2017-10-16,62.2
2017-10-17,61.05
2017-10-18,61.45
2017-10-19,62.5
2017-10-23,63.05
2017-10-24,63.75
2017-10-25,62.25
2017-10-26,62.4
2017-10-27,61.95
2017-10-30,62.7
2017-10-31,61.9
2017-11-01,61.95
2017-11-02,60.85
2017-11-03,60.6
2017-11-06,60.15
2017-11-07,58.65
2017-11-08,58.35
2017-11-09,58.5
2017-11-10,57.95
2017-11-13,57.4
2017-11-14,59.45
2017-11-15,57.35
2017-11-16,57.15
2017-11-17,56.95
2017-11-20,56.95
2017-11-21,56.05
2017-11-22,57.2
2017-11-23,68.6
2017-11-24,72.4
2017-11-27,70.35
2017-11-28,74.75
2017-11-29,72.85
2017-11-30,82.1
2017-12-01,81.5
2017-12-04,80.15
2017-12-05,71.5
2017-12-06,73.45
