Date,NECLIFE
2017-01-02,35.55
2017-01-03,35.9
2017-01-04,35.75
2017-01-05,35.75
2017-01-06,36.2
2017-01-09,36.55
2017-01-10,36.85
2017-01-11,36.5
2017-01-12,35.35
2017-01-13,34.95
2017-01-16,35.4
2017-01-17,35.1
2017-01-18,35.75
2017-01-19,35.25
2017-01-20,34.2
2017-01-23,34.25
2017-01-24,34.25
2017-01-25,34.25
2017-01-27,35.3
2017-01-30,35.3
2017-01-31,34.7
2017-02-01,34.95
2017-02-02,34.55
2017-02-03,34.95
2017-02-06,35.7
2017-02-07,36.6
2017-02-08,37.35
2017-02-09,37.6
2017-02-10,36.7
2017-02-13,36.65
2017-02-14,37.1
2017-02-15,35.7
2017-02-16,36.75
2017-02-17,37.4
2017-02-20,38.55
2017-02-21,38.9
2017-02-22,37.2
2017-02-23,36.95
2017-02-27,36.55
2017-02-28,36.6
2017-03-01,37.4
2017-03-02,36.1
2017-03-03,36.15
2017-03-06,36.5
2017-03-07,35.8
2017-03-08,35.65
2017-03-09,35.2
2017-03-10,35.3
2017-03-14,35.2
2017-03-15,35.35
2017-03-16,36.5
2017-03-17,36.85
2017-03-20,35.6
2017-03-21,35.65
2017-03-22,35.5
2017-03-23,35.35
2017-03-24,34.9
2017-03-27,34.65
2017-03-28,35.75
2017-03-29,35.15
2017-03-30,35.35
2017-03-31,35.1
2017-04-03,36.4
2017-04-05,36.65
2017-04-06,36.35
2017-04-07,36.15
2017-04-10,36.65
2017-04-11,36.85
2017-04-12,36.3
2017-04-13,36.4
2017-04-17,40.1
2017-04-18,40.3
2017-04-19,40.75
2017-04-20,41.25
2017-04-21,39.2
2017-04-24,40.2
2017-04-25,39.3
2017-04-26,38.35
2017-04-27,38.35
2017-04-28,37.65
2017-05-02,36.9
2017-05-03,36.75
2017-05-04,36.25
2017-05-05,35.65
2017-05-08,36.3
2017-05-09,36.1
2017-05-10,36.75
2017-05-11,40.55
2017-05-12,38.65
2017-05-15,38.05
2017-05-16,38.7
2017-05-17,38.2
2017-05-18,36.75
2017-05-19,36.4
2017-05-22,35.9
2017-05-23,34.8
2017-05-24,33.0
2017-05-25,34.65
2017-05-26,35.35
2017-05-29,34.25
2017-05-30,35.85
2017-05-31,35.7
2017-06-01,35.1
2017-06-02,35.25
2017-06-05,35.15
2017-06-06,34.6
2017-06-07,34.55
2017-06-08,34.35
2017-06-09,34.3
2017-06-12,34.0
2017-06-13,34.6
2017-06-14,34.2
2017-06-15,34.5
2017-06-16,33.95
2017-06-19,33.4
2017-06-20,33.1
2017-06-21,33.4
2017-06-22,33.85
2017-06-23,32.35
2017-06-27,32.25
2017-06-28,31.25
2017-06-29,31.8
2017-06-30,32.05
2017-07-03,31.8
2017-07-04,31.45
2017-07-05,32.2
2017-07-06,32.15
2017-07-07,32.65
2017-07-10,32.95
2017-07-11,32.0
2017-07-12,32.0
2017-07-13,31.7
2017-07-14,31.8
2017-07-17,31.2
2017-07-18,31.45
2017-07-19,32.0
2017-07-20,31.9
2017-07-21,31.75
2017-07-24,32.25
2017-07-25,31.7
2017-07-26,31.85
2017-07-27,31.75
2017-07-28,31.6
2017-07-31,30.95
2017-08-01,30.5
2017-08-02,30.2
2017-08-03,28.95
2017-08-04,28.45
2017-08-07,29.0
2017-08-08,28.85
2017-08-09,27.95
2017-08-10,25.75
2017-08-11,25.3
2017-08-14,26.75
2017-08-16,27.7
2017-08-17,28.0
2017-08-18,27.45
2017-08-21,26.75
2017-08-22,26.3
2017-08-23,27.55
2017-08-24,27.8
2017-08-28,27.55
2017-08-29,27.2
2017-08-30,27.05
2017-08-31,26.4
2017-09-01,27.95
2017-09-04,27.75
2017-09-05,28.45
2017-09-06,28.15
2017-09-07,27.75
2017-09-08,27.3
2017-09-11,28.3
2017-09-12,28.45
2017-09-13,28.05
2017-09-14,28.15
2017-09-15,27.85
2017-09-18,28.9
2017-09-19,28.25
2017-09-20,28.8
2017-09-21,29.55
2017-09-22,28.1
2017-09-25,27.25
2017-09-26,27.35
2017-09-27,26.5
2017-09-28,26.7
2017-09-29,26.65
2017-10-03,26.75
2017-10-04,27.3
2017-10-05,27.4
2017-10-06,27.45
2017-10-09,27.15
2017-10-10,27.65
2017-10-11,27.35
2017-10-12,27.4
2017-10-13,27.05
2017-10-16,27.55
2017-10-17,27.2
2017-10-18,27.15
2017-10-19,27.2
2017-10-23,26.9
2017-10-24,26.9
2017-10-25,26.6
2017-10-26,27.3
2017-10-27,27.15
2017-10-30,27.7
2017-10-31,28.0
2017-11-01,27.45
2017-11-02,28.2
2017-11-03,30.35
2017-11-06,31.45
2017-11-07,29.75
2017-11-08,29.3
2017-11-09,29.9
2017-11-10,29.25
2017-11-13,30.35
2017-11-14,30.55
2017-11-15,30.25
2017-11-16,29.95
2017-11-17,29.6
2017-11-20,30.7
2017-11-21,30.75
2017-11-22,30.65
2017-11-23,32.95
2017-11-24,33.5
2017-11-27,33.0
2017-11-28,31.9
2017-11-29,31.75
2017-11-30,31.35
2017-12-01,37.6
2017-12-04,35.05
2017-12-05,33.5
2017-12-06,35.85
2017-12-07,35.9
2017-12-08,35.2
2017-12-11,34.3
2017-12-12,33.6
2017-12-13,33.4
2017-12-14,32.1
2017-12-15,32.25
2017-12-18,32.7
2017-12-19,33.65
2017-12-20,35.0
2017-12-21,35.45
2017-12-22,35.8
2017-12-26,37.05
2017-12-27,38.15
2017-12-28,38.2
2017-12-29,38.95
