Date,GINNIFILA
2017-01-02,20.3
2017-01-03,21.5
2017-01-04,21.85
2017-01-05,22.7
2017-01-06,23.65
2017-01-09,24.35
2017-01-10,26.15
2017-01-11,26.55
2017-01-12,25.55
2017-01-13,25.1
2017-01-16,27.7
2017-01-17,27.2
2017-01-18,27.3
2017-01-19,27.05
2017-01-20,25.75
2017-01-23,26.05
2017-01-24,26.6
2017-01-25,26.15
2017-01-27,25.8
2017-01-30,26.5
2017-01-31,25.9
2017-02-01,26.2
2017-02-02,25.95
2017-02-03,26.25
2017-02-06,27.85
2017-02-07,27.35
2017-02-08,27.3
2017-02-09,28.9
2017-02-10,28.0
2017-02-13,26.7
2017-02-14,26.2
2017-02-15,25.4
2017-02-16,25.85
2017-02-17,25.85
2017-02-20,25.75
2017-02-21,27.55
2017-02-22,27.4
2017-02-23,27.65
2017-02-27,29.9
2017-02-28,31.35
2017-03-01,35.05
2017-03-02,35.05
2017-03-03,35.45
2017-03-06,35.9
2017-03-07,34.65
2017-03-08,34.75
2017-03-09,34.95
2017-03-10,34.65
2017-03-14,34.65
2017-03-15,33.9
2017-03-16,33.7
2017-03-17,34.45
2017-03-20,34.65
2017-03-21,33.8
2017-03-22,34.05
2017-03-23,35.2
2017-03-24,35.8
2017-03-27,35.1
2017-03-28,35.15
2017-03-29,34.4
2017-03-30,35.25
2017-03-31,35.45
2017-04-03,38.95
2017-04-05,40.55
2017-04-06,39.45
2017-04-07,38.0
2017-04-10,38.3
2017-04-11,39.55
2017-04-12,37.8
2017-04-13,37.6
2017-04-17,38.45
2017-04-18,37.7
2017-04-19,37.55
2017-04-20,37.95
2017-04-21,37.9
2017-04-24,43.05
2017-04-25,42.4
2017-04-26,40.85
2017-04-27,40.6
2017-04-28,42.4
2017-05-02,45.0
2017-05-03,47.15
2017-05-04,46.1
2017-05-05,45.25
2017-05-08,46.2
2017-05-09,46.5
2017-05-10,44.85
2017-05-11,44.65
2017-05-12,44.35
2017-05-15,44.75
2017-05-16,44.4
2017-05-17,43.35
2017-05-18,41.95
2017-05-19,41.5
2017-05-22,40.15
2017-05-23,38.8
2017-05-24,36.45
2017-05-25,38.4
2017-05-26,39.95
2017-05-29,39.75
2017-05-30,38.9
2017-05-31,39.35
2017-06-01,40.0
2017-06-02,41.5
2017-06-05,43.4
2017-06-06,41.9
2017-06-07,42.05
2017-06-08,44.65
2017-06-09,46.9
2017-06-12,46.85
2017-06-13,45.85
2017-06-14,49.3
2017-06-15,58.5
2017-06-16,55.55
2017-06-19,56.75
2017-06-20,61.6
2017-06-21,62.3
2017-06-22,59.65
2017-06-23,57.45
2017-06-27,54.25
2017-06-28,62.4
2017-06-29,61.85
2017-06-30,62.85
2017-07-03,62.85
2017-07-04,63.45
2017-07-05,63.6
2017-07-06,61.9
2017-07-07,61.3
2017-07-10,60.95
2017-07-11,58.4
2017-07-12,59.7
2017-07-13,58.8
2017-07-14,57.3
2017-07-17,55.95
2017-07-18,57.9
2017-07-19,58.8
2017-07-20,57.55
2017-07-21,59.05
2017-07-24,58.8
2017-07-25,58.6
2017-07-26,57.55
2017-07-27,56.25
2017-07-28,56.05
2017-07-31,55.95
2017-08-01,55.15
2017-08-02,53.55
2017-08-03,50.25
2017-08-04,53.75
2017-08-07,54.45
2017-08-08,52.25
2017-08-09,50.25
2017-08-10,46.35
2017-08-11,47.35
2017-08-14,48.95
2017-08-16,49.9
2017-08-17,50.1
2017-08-18,50.65
2017-08-21,52.0
2017-08-22,50.65
2017-08-23,50.95
2017-08-24,50.1
2017-08-28,49.75
2017-08-29,49.6
2017-08-30,52.6
2017-08-31,53.7
2017-09-01,53.25
2017-09-04,54.05
2017-09-05,54.5
2017-09-06,52.15
2017-09-07,51.85
2017-09-08,48.9
2017-09-11,48.2
2017-09-12,46.85
2017-09-13,47.05
2017-09-14,46.15
2017-09-15,45.75
2017-09-18,46.65
2017-09-19,46.95
2017-09-20,47.5
2017-09-21,46.7
2017-09-22,44.45
2017-09-25,42.75
2017-09-26,43.1
2017-09-27,42.2
2017-09-28,42.5
2017-09-29,42.5
2017-10-03,41.7
2017-10-04,41.65
2017-10-05,42.5
2017-10-06,50.55
2017-10-09,48.55
2017-10-10,48.35
2017-10-11,48.5
2017-10-12,48.3
2017-10-13,47.6
2017-10-16,46.2
2017-10-17,47.6
2017-10-18,46.65
2017-10-19,46.65
2017-10-23,46.25
2017-10-24,45.15
2017-10-25,45.1
2017-10-26,45.35
2017-10-27,47.35
2017-10-30,45.9
2017-10-31,48.6
2017-11-01,47.55
2017-11-02,47.4
2017-11-03,46.95
2017-11-06,46.35
2017-11-07,45.25
2017-11-08,44.4
2017-11-09,44.8
2017-11-10,44.8
2017-11-13,44.6
2017-11-14,43.7
2017-11-15,42.55
2017-11-16,42.6
2017-11-17,42.25
2017-11-20,43.75
2017-11-21,42.7
2017-11-22,42.95
2017-11-23,43.8
2017-11-24,43.55
2017-11-27,44.95
2017-11-28,45.35
2017-11-29,44.3
2017-11-30,44.25
2017-12-01,44.4
2017-12-04,44.85
2017-12-05,44.9
2017-12-06,45.1
2017-12-07,45.15
2017-12-08,41.9
2017-12-11,40.7
2017-12-12,40.9
2017-12-13,39.2
2017-12-14,38.15
2017-12-15,38.9
2017-12-18,38.7
2017-12-19,40.45
2017-12-20,41.35
2017-12-21,41.85
2017-12-22,42.6
2017-12-26,42.1
2017-12-27,44.15
2017-12-28,43.5
2017-12-29,42.95
