Date,KOTAKBKETF
2017-01-02,182.92
2017-01-03,183.57
2017-01-04,182.19
2017-01-05,184.45
2017-01-06,185.85
2017-01-09,186.22
2017-01-10,186.2
2017-01-11,190.67
2017-01-12,191.45
2017-01-13,192.05
2017-01-16,194.15
2017-01-17,194.01
2017-01-18,194.33
2017-01-19,193.77
2017-01-20,192.0
2017-01-23,192.13
2017-01-24,192.55
2017-01-25,197.32
2017-01-27,200.2
2017-01-30,199.02
2017-01-31,197.64
2017-02-01,203.6
2017-02-02,203.95
2017-02-03,204.76
2017-02-06,207.43
2017-02-07,206.0
2017-02-08,206.24
2017-02-09,204.86
2017-02-10,204.87
2017-02-13,205.29
2017-02-14,205.12
2017-02-15,204.59
2017-02-16,205.2
2017-02-17,208.54
2017-02-20,208.99
2017-02-21,211.0
2017-02-22,210.61
2017-02-23,210.6
2017-02-27,208.81
2017-02-28,208.55
2017-03-01,210.61
2017-03-02,208.78
2017-03-03,208.0
2017-03-06,209.9
2017-03-07,209.35
2017-03-08,209.36
2017-03-09,210.4
2017-03-10,211.02
2017-03-14,213.99
2017-03-15,214.0
2017-03-16,215.05
2017-03-17,214.12
2017-03-20,213.62
2017-03-21,212.8
2017-03-22,210.68
2017-03-23,211.45
2017-03-24,214.99
2017-03-27,213.87
2017-03-28,215.27
2017-03-29,216.1
2017-03-30,225.77
2017-03-31,217.84
2017-04-03,216.82
2017-04-05,219.68
2017-04-06,220.05
2017-04-07,218.0
2017-04-10,218.36
2017-04-11,221.34
2017-04-12,219.83
2017-04-13,220.5
2017-04-17,220.0
2017-04-18,219.9
2017-04-19,218.75
2017-04-20,218.9
2017-04-21,218.18
2017-04-24,222.06
2017-04-25,223.07
2017-04-26,225.5
2017-04-27,226.72
2017-04-28,226.71
2017-05-02,226.71
2017-05-03,226.36
2017-05-04,230.1
2017-05-05,228.08
2017-05-08,230.28
2017-05-09,230.0
2017-05-10,230.94
2017-05-11,231.0
2017-05-12,229.76
2017-05-15,230.62
2017-05-16,232.24
2017-05-17,232.51
2017-05-18,230.7
2017-05-19,230.58
2017-05-22,229.59
2017-05-23,228.58
2017-05-24,227.72
2017-05-25,233.57
2017-05-26,236.46
2017-05-29,236.25
2017-05-30,236.24
2017-05-31,237.29
2017-06-01,236.53
2017-06-02,236.46
2017-06-05,237.7
2017-06-06,237.5
2017-06-07,239.0
2017-06-08,239.57
2017-06-09,241.42
2017-06-12,239.24
2017-06-13,238.88
2017-06-14,239.0
2017-06-15,239.49
2017-06-16,238.91
2017-06-19,240.35
2017-06-20,241.45
2017-06-21,240.03
2017-06-22,240.95
2017-06-23,238.53
2017-06-27,236.2
2017-06-28,236.0
2017-06-29,237.0
2017-06-30,236.08
2017-07-03,236.51
2017-07-04,236.75
2017-07-05,237.82
2017-07-06,240.09
2017-07-07,238.79
2017-07-10,241.0
2017-07-11,241.98
2017-07-12,242.71
2017-07-13,244.05
2017-07-14,245.07
2017-07-17,244.42
2017-07-18,244.3
2017-07-19,246.25
2017-07-20,247.99
2017-07-21,248.0
2017-07-24,248.95
2017-07-25,249.98
2017-07-26,251.52
2017-07-27,254.84
2017-07-28,253.89
2017-07-31,255.0
2017-08-01,256.43
2017-08-02,256.07
2017-08-03,253.1
2017-08-04,254.53
2017-08-07,254.22
2017-08-08,251.08
2017-08-09,249.94
2017-08-10,247.62
2017-08-11,244.63
2017-08-14,247.0
2017-08-16,250.14
2017-08-17,248.22
2017-08-18,246.7
2017-08-21,245.99
2017-08-22,245.87
2017-08-23,247.73
2017-08-24,248.3
2017-08-28,249.16
2017-08-29,246.57
2017-08-30,247.65
2017-08-31,248.4
2017-09-01,248.53
2017-09-04,246.69
2017-09-05,247.59
2017-09-06,247.84
2017-09-07,247.89
2017-09-08,248.0
2017-09-11,252.46
2017-09-12,252.86
2017-09-13,252.33
2017-09-14,254.23
2017-09-15,252.97
2017-09-18,254.63
2017-09-19,255.51
2017-09-20,254.15
2017-09-21,253.29
2017-09-22,248.88
2017-09-25,246.99
2017-09-26,246.24
2017-09-27,245.22
2017-09-28,245.98
2017-09-29,245.96
2017-10-03,246.59
2017-10-04,246.51
2017-10-05,246.38
2017-10-06,247.49
2017-10-09,248.52
2017-10-10,248.15
2017-10-11,245.26
2017-10-12,249.47
2017-10-13,251.33
2017-10-16,251.8
2017-10-17,250.68
2017-10-18,248.84
2017-10-19,245.38
2017-10-23,246.09
2017-10-24,246.66
2017-10-25,255.52
2017-10-26,255.5
2017-10-27,254.46
2017-10-30,256.5
2017-10-31,256.0
2017-11-01,259.14
2017-11-02,258.82
2017-11-03,262.55
2017-11-06,261.81
2017-11-07,259.39
2017-11-08,256.82
2017-11-09,258.3
2017-11-10,260.01
2017-11-13,258.46
2017-11-14,257.6
2017-11-15,257.8
2017-11-16,260.02
2017-11-17,263.71
2017-11-20,263.59
2017-11-21,263.36
2017-11-22,263.22
2017-11-23,261.71
2017-11-24,263.8
2017-11-27,263.28
2017-11-28,263.2
2017-11-29,263.06
2017-11-30,260.5
2017-12-01,256.12
2017-12-04,255.79
2017-12-05,257.36
2017-12-06,254.89
2017-12-07,255.6
2017-12-08,257.29
2017-12-11,258.34
2017-12-12,256.5
2017-12-13,255.47
2017-12-14,256.41
2017-12-15,260.68
2017-12-18,261.69
2017-12-19,261.16
2017-12-20,262.54
2017-12-21,260.87
2017-12-22,262.54
2017-12-26,260.47
2017-12-27,259.96
2017-12-28,259.02
2017-12-29,260.0
