Date,SJVN
2017-01-02,30.3
2017-01-03,30.0
2017-01-04,30.15
2017-01-05,30.6
2017-01-06,30.15
2017-01-09,30.25
2017-01-10,30.1
2017-01-11,30.05
2017-01-12,32.3
2017-01-13,32.15
2017-01-16,31.35
2017-01-17,31.5
2017-01-18,31.25
2017-01-19,31.65
2017-01-20,31.75
2017-01-23,31.7
2017-01-24,32.25
2017-01-25,32.1
2017-01-27,32.5
2017-01-30,32.3
2017-01-31,32.65
2017-02-01,32.5
2017-02-02,33.75
2017-02-03,33.9
2017-02-06,33.65
2017-02-07,33.65
2017-02-08,34.0
2017-02-09,33.9
2017-02-10,33.35
2017-02-13,32.95
2017-02-14,34.75
2017-02-15,35.7
2017-02-16,35.75
2017-02-17,35.75
2017-02-20,35.95
2017-02-21,36.3
2017-02-22,33.9
2017-02-23,33.7
2017-02-27,32.75
2017-02-28,32.95
2017-03-01,32.95
2017-03-02,32.1
2017-03-03,31.8
2017-03-06,31.4
2017-03-07,32.05
2017-03-08,32.4
2017-03-09,31.85
2017-03-10,31.3
2017-03-14,31.55
2017-03-15,31.95
2017-03-16,33.5
2017-03-17,33.05
2017-03-20,32.65
2017-03-21,32.4
2017-03-22,32.6
2017-03-23,32.8
2017-03-24,33.4
2017-03-27,34.35
2017-03-28,34.05
2017-03-29,34.25
2017-03-30,33.55
2017-03-31,33.65
2017-04-03,34.1
2017-04-05,35.1
2017-04-06,35.2
2017-04-07,35.0
2017-04-10,35.2
2017-04-11,35.15
2017-04-12,35.3
2017-04-13,35.05
2017-04-17,35.1
2017-04-18,35.0
2017-04-19,34.9
2017-04-20,35.0
2017-04-21,35.05
2017-04-24,35.05
2017-04-25,35.2
2017-04-26,35.0
2017-04-27,35.0
2017-04-28,34.95
2017-05-02,34.8
2017-05-03,35.4
2017-05-04,34.9
2017-05-05,34.9
2017-05-08,34.95
2017-05-09,34.05
2017-05-10,33.2
2017-05-11,32.4
2017-05-12,32.7
2017-05-15,32.9
2017-05-16,32.7
2017-05-17,32.65
2017-05-18,32.6
2017-05-19,32.7
2017-05-22,32.55
2017-05-23,30.95
2017-05-24,31.5
2017-05-25,31.9
2017-05-26,31.7
2017-05-29,31.8
2017-05-30,31.9
2017-05-31,32.1
2017-06-01,32.15
2017-06-02,32.35
2017-06-05,32.4
2017-06-06,31.8
2017-06-07,31.95
2017-06-08,32.2
2017-06-09,33.0
2017-06-12,32.65
2017-06-13,32.35
2017-06-14,32.3
2017-06-15,32.25
2017-06-16,32.15
2017-06-19,32.2
2017-06-20,32.1
2017-06-21,32.2
2017-06-22,32.15
2017-06-23,31.95
2017-06-27,31.6
2017-06-28,31.75
2017-06-29,31.85
2017-06-30,31.95
2017-07-03,32.45
2017-07-04,32.05
2017-07-05,32.15
2017-07-06,32.3
2017-07-07,32.2
2017-07-10,32.35
2017-07-11,32.25
2017-07-12,32.35
2017-07-13,32.5
2017-07-14,32.75
2017-07-17,33.55
2017-07-18,33.35
2017-07-19,33.25
2017-07-20,33.05
2017-07-21,33.05
2017-07-24,33.0
2017-07-25,33.05
2017-07-26,33.0
2017-07-27,33.05
2017-07-28,33.05
2017-07-31,33.3
2017-08-01,32.95
2017-08-02,32.95
2017-08-03,32.95
2017-08-04,33.0
2017-08-07,33.2
2017-08-08,32.95
2017-08-09,32.7
2017-08-10,31.45
2017-08-11,31.05
2017-08-14,31.05
2017-08-16,31.1
2017-08-17,30.85
2017-08-18,30.9
2017-08-21,30.35
2017-08-22,30.25
2017-08-23,31.1
2017-08-24,30.85
2017-08-28,30.8
2017-08-29,31.2
2017-08-30,31.35
2017-08-31,32.25
2017-09-01,32.0
2017-09-04,31.4
2017-09-05,31.65
2017-09-06,32.35
2017-09-07,32.85
2017-09-08,33.05
2017-09-11,33.4
2017-09-12,34.3
2017-09-13,34.45
2017-09-14,33.95
2017-09-15,32.8
2017-09-18,32.2
2017-09-19,32.15
2017-09-20,31.6
2017-09-21,31.75
2017-09-22,31.55
2017-09-25,31.7
2017-09-26,31.5
2017-09-27,31.7
2017-09-28,32.2
2017-09-29,32.35
2017-10-03,33.6
2017-10-04,33.75
2017-10-05,32.85
2017-10-06,32.75
2017-10-09,32.15
2017-10-10,33.0
2017-10-11,32.55
2017-10-12,32.9
2017-10-13,34.1
2017-10-16,34.85
2017-10-17,34.2
2017-10-18,34.2
2017-10-19,34.25
2017-10-23,34.05
2017-10-24,34.25
2017-10-25,35.5
2017-10-26,35.45
2017-10-27,35.3
2017-10-30,35.95
2017-10-31,35.45
2017-11-01,35.05
2017-11-02,35.35
2017-11-03,35.95
2017-11-06,36.35
2017-11-07,37.0
2017-11-08,35.95
2017-11-09,36.35
2017-11-10,36.0
2017-11-13,36.0
2017-11-14,34.7
2017-11-15,34.55
2017-11-16,34.7
2017-11-17,34.6
2017-11-20,34.7
2017-11-21,34.9
2017-11-22,34.85
2017-11-23,34.85
2017-11-24,34.75
2017-11-27,34.85
2017-11-28,33.9
2017-11-29,34.1
2017-11-30,33.25
2017-12-01,33.55
2017-12-04,33.6
2017-12-05,33.4
2017-12-06,33.3
2017-12-07,33.2
2017-12-08,33.15
2017-12-11,33.0
2017-12-12,32.8
2017-12-13,32.8
2017-12-14,32.65
2017-12-15,32.55
2017-12-18,32.1
2017-12-19,32.4
2017-12-20,32.5
2017-12-21,33.0
2017-12-22,33.3
2017-12-26,33.8
2017-12-27,33.7
2017-12-28,33.1
2017-12-29,33.9
