Date,MANGCHEFER
2017-01-02,44.25
2017-01-03,44.3
2017-01-04,47.25
2017-01-05,49.2
2017-01-06,50.6
2017-01-09,52.85
2017-01-10,53.35
2017-01-11,54.2
2017-01-12,52.55
2017-01-13,52.25
2017-01-16,53.8
2017-01-17,54.1
2017-01-18,52.65
2017-01-19,55.95
2017-01-20,54.75
2017-01-23,56.7
2017-01-24,56.05
2017-01-25,56.05
2017-01-27,53.65
2017-01-30,55.8
2017-01-31,53.35
2017-02-01,54.85
2017-02-02,53.95
2017-02-03,53.55
2017-02-06,54.3
2017-02-07,53.4
2017-02-08,52.75
2017-02-09,52.55
2017-02-10,52.5
2017-02-13,52.2
2017-02-14,51.8
2017-02-15,49.35
2017-02-16,51.75
2017-02-17,50.7
2017-02-20,50.25
2017-02-21,49.85
2017-02-22,50.3
2017-02-23,49.8
2017-02-27,50.45
2017-02-28,49.6
2017-03-01,48.95
2017-03-02,47.75
2017-03-03,48.45
2017-03-06,49.5
2017-03-07,48.95
2017-03-08,49.15
2017-03-09,49.5
2017-03-10,48.5
2017-03-14,48.75
2017-03-15,47.65
2017-03-16,48.05
2017-03-17,48.6
2017-03-20,48.8
2017-03-21,50.1
2017-03-22,49.9
2017-03-23,50.15
2017-03-24,51.75
2017-03-27,53.25
2017-03-28,57.15
2017-03-29,57.55
2017-03-30,57.0
2017-03-31,57.7
2017-04-03,57.3
2017-04-05,58.0
2017-04-06,57.1
2017-04-07,55.85
2017-04-10,56.05
2017-04-11,56.65
2017-04-12,58.6
2017-04-13,62.8
2017-04-17,63.6
2017-04-18,62.3
2017-04-19,66.3
2017-04-20,70.55
2017-04-21,69.2
2017-04-24,70.75
2017-04-25,69.55
2017-04-26,75.1
2017-04-27,76.3
2017-04-28,76.7
2017-05-02,76.2
2017-05-03,77.05
2017-05-04,78.5
2017-05-05,75.65
2017-05-08,74.8
2017-05-09,76.65
2017-05-10,77.55
2017-05-11,78.1
2017-05-12,75.9
2017-05-15,76.1
2017-05-16,75.4
2017-05-17,74.5
2017-05-18,74.25
2017-05-19,73.4
2017-05-22,68.75
2017-05-23,65.55
2017-05-24,62.8
2017-05-25,65.8
2017-05-26,67.95
2017-05-29,68.7
2017-05-30,77.15
2017-05-31,73.45
2017-06-01,72.65
2017-06-02,72.85
2017-06-05,73.6
2017-06-06,71.4
2017-06-07,71.7
2017-06-08,75.45
2017-06-09,75.0
2017-06-12,73.05
2017-06-13,71.75
2017-06-14,72.9
2017-06-15,73.35
2017-06-16,76.15
2017-06-19,76.9
2017-06-20,75.0
2017-06-21,72.55
2017-06-22,72.8
2017-06-23,72.1
2017-06-27,70.85
2017-06-28,69.95
2017-06-29,68.75
2017-06-30,68.2
2017-07-03,71.4
2017-07-04,73.8
2017-07-05,75.05
2017-07-06,74.15
2017-07-07,74.1
2017-07-10,75.3
2017-07-11,72.9
2017-07-12,75.55
2017-07-13,74.15
2017-07-14,73.5
2017-07-17,70.4
2017-07-18,70.75
2017-07-19,70.9
2017-07-20,71.25
2017-07-21,70.85
2017-07-24,73.35
2017-07-25,75.55
2017-07-26,75.95
2017-07-27,72.0
2017-07-28,70.55
2017-07-31,68.1
2017-08-01,68.2
2017-08-02,67.85
2017-08-03,67.5
2017-08-04,67.75
2017-08-07,68.7
2017-08-08,67.85
2017-08-09,65.8
2017-08-10,62.7
2017-08-11,61.7
2017-08-14,62.0
2017-08-16,63.15
2017-08-17,64.6
2017-08-18,64.5
2017-08-21,63.0
2017-08-22,61.85
2017-08-23,62.1
2017-08-24,65.55
2017-08-28,67.45
2017-08-29,65.4
2017-08-30,64.6
2017-08-31,65.95
2017-09-01,65.5
2017-09-04,64.6
2017-09-05,66.45
2017-09-06,67.85
2017-09-07,68.35
2017-09-08,68.4
2017-09-11,67.95
2017-09-12,70.95
2017-09-13,69.7
2017-09-14,71.8
2017-09-15,71.3
2017-09-18,71.1
2017-09-19,69.55
2017-09-20,70.35
2017-09-21,71.15
2017-09-22,68.0
2017-09-25,65.35
2017-09-26,69.4
2017-09-27,67.85
2017-09-28,68.0
2017-09-29,68.45
2017-10-03,67.7
2017-10-04,66.95
2017-10-05,67.95
2017-10-06,68.05
2017-10-09,68.9
2017-10-10,69.55
2017-10-11,67.4
2017-10-12,67.75
2017-10-13,68.2
2017-10-16,67.4
2017-10-17,67.6
2017-10-18,67.1
2017-10-19,67.0
2017-10-23,69.85
2017-10-24,72.4
2017-10-25,70.35
2017-10-26,74.75
2017-10-27,78.05
2017-10-30,77.45
2017-10-31,76.55
2017-11-01,76.95
2017-11-02,77.4
2017-11-03,77.55
2017-11-06,77.15
2017-11-07,73.85
2017-11-08,73.55
2017-11-09,73.35
2017-11-10,71.85
2017-11-13,69.2
2017-11-14,69.0
2017-11-15,71.8
2017-11-16,73.7
2017-11-17,73.4
2017-11-20,71.65
2017-11-21,70.75
2017-11-22,71.45
2017-11-23,71.25
2017-11-24,71.6
2017-11-27,71.95
2017-11-28,76.3
2017-11-29,76.4
2017-11-30,80.45
2017-12-01,80.65
2017-12-04,78.7
2017-12-05,79.9
2017-12-06,80.7
2017-12-07,79.95
2017-12-08,80.3
2017-12-11,80.0
2017-12-12,77.65
2017-12-13,75.0
2017-12-14,73.5
2017-12-15,77.05
2017-12-18,77.2
2017-12-19,78.35
2017-12-20,84.55
2017-12-21,80.25
2017-12-22,79.05
2017-12-26,81.75
2017-12-27,79.95
2017-12-28,80.05
2017-12-29,80.25
