Date,METALFORGE
2017-01-02,60.15
2017-01-03,60.15
2017-01-04,61.1
2017-01-05,61.35
2017-01-06,62.6
2017-01-09,61.55
2017-01-10,61.45
2017-01-11,62.65
2017-01-12,62.3
2017-01-13,61.85
2017-01-16,62.75
2017-01-17,63.3
2017-01-18,63.55
2017-01-19,63.35
2017-01-20,61.45
2017-01-23,61.7
2017-01-24,61.55
2017-01-25,61.2
2017-01-27,62.1
2017-01-30,60.2
2017-01-31,58.95
2017-02-01,59.4
2017-02-02,59.85
2017-02-03,59.9
2017-02-06,61.7
2017-02-07,66.5
2017-02-08,63.65
2017-02-09,61.85
2017-02-10,62.05
2017-02-13,60.9
2017-02-14,61.15
2017-02-15,59.15
2017-02-16,59.45
2017-02-17,59.35
2017-02-20,61.55
2017-02-21,61.45
2017-02-22,62.2
2017-02-23,62.6
2017-02-27,62.1
2017-02-28,61.75
2017-03-01,64.4
2017-03-02,62.35
2017-03-03,62.1
2017-03-06,61.5
2017-03-07,61.0
2017-03-08,60.1
2017-03-09,60.5
2017-03-10,60.0
2017-03-14,62.4
2017-03-15,61.95
2017-03-16,61.45
2017-03-17,60.6
2017-03-20,60.55
2017-03-21,60.45
2017-03-22,59.1
2017-03-23,60.15
2017-03-24,60.45
2017-03-27,58.9
2017-03-28,58.5
2017-03-29,56.65
2017-03-30,58.3
2017-03-31,56.35
2017-04-03,56.95
2017-04-05,57.75
2017-04-06,57.8
2017-04-07,57.55
2017-04-10,56.95
2017-04-11,57.15
2017-04-12,56.35
2017-04-13,56.5
2017-04-17,55.5
2017-04-18,54.65
2017-04-19,53.25
2017-04-20,54.35
2017-04-21,54.2
2017-04-24,53.8
2017-04-25,53.2
2017-04-26,51.9
2017-04-27,50.5
2017-04-28,55.1
2017-05-02,55.0
2017-05-03,53.05
2017-05-04,55.9
2017-05-05,53.4
2017-05-08,52.0
2017-05-09,54.1
2017-05-10,53.8
2017-05-11,53.8
2017-05-12,52.9
2017-05-15,52.25
2017-05-16,53.2
2017-05-17,54.4
2017-05-18,53.25
2017-05-19,51.4
2017-05-22,50.05
2017-05-23,48.45
2017-05-24,47.25
2017-05-25,49.15
2017-05-26,50.9
2017-05-29,49.25
2017-05-30,49.45
2017-05-31,50.8
2017-06-01,49.8
2017-06-02,49.4
2017-06-05,49.2
2017-06-06,49.2
2017-06-07,49.25
2017-06-08,52.1
2017-06-09,51.65
2017-06-12,49.05
2017-06-13,48.8
2017-06-14,49.55
2017-06-15,48.95
2017-06-16,42.15
2017-06-19,34.05
2017-06-20,37.45
2017-06-21,41.15
2017-06-22,43.8
2017-06-23,41.7
2017-06-27,39.65
2017-06-28,39.0
2017-06-29,40.95
2017-06-30,42.15
2017-07-03,41.15
2017-07-04,39.75
2017-07-05,39.75
2017-07-06,39.9
2017-07-07,39.4
2017-07-10,39.8
2017-07-11,38.6
2017-07-12,38.5
2017-07-13,38.1
2017-07-14,37.1
2017-07-17,37.45
2017-07-18,37.25
2017-07-19,37.3
2017-07-20,37.2
2017-07-21,37.7
2017-07-24,39.55
2017-07-25,37.75
2017-07-26,37.75
2017-07-27,37.0
2017-07-28,37.35
2017-07-31,37.0
2017-08-01,35.45
2017-08-02,34.35
2017-08-03,33.85
2017-08-04,33.95
2017-08-07,34.8
2017-08-08,32.85
2017-08-09,32.6
2017-08-10,31.1
2017-08-11,29.25
2017-08-14,30.75
2017-08-16,33.7
2017-08-17,31.95
2017-08-18,30.55
2017-08-21,30.0
2017-08-22,30.0
2017-08-23,29.75
2017-08-24,29.8
2017-08-28,29.4
2017-08-29,29.45
2017-08-30,30.8
2017-08-31,29.7
2017-09-01,29.7
2017-09-04,29.55
2017-09-05,30.3
2017-09-06,29.85
2017-09-07,30.1
2017-09-08,29.25
2017-09-11,31.0
2017-09-12,30.6
2017-09-13,29.15
2017-09-14,29.35
2017-09-15,29.1
2017-09-18,28.75
2017-09-19,28.4
2017-09-20,28.9
2017-09-21,28.45
2017-09-22,28.05
2017-09-25,27.3
2017-09-26,27.35
2017-09-27,26.45
2017-09-28,26.25
2017-09-29,26.4
2017-10-03,25.2
2017-10-04,24.55
2017-10-05,25.25
2017-10-06,25.6
2017-10-09,27.55
2017-10-10,28.55
2017-10-11,26.95
2017-10-12,26.9
2017-10-13,26.9
2017-10-16,26.85
2017-10-17,26.65
2017-10-18,26.55
2017-10-19,26.75
2017-10-23,27.4
2017-10-24,32.85
2017-10-25,31.3
2017-10-26,31.05
2017-10-27,31.5
2017-10-30,31.7
2017-10-31,31.25
2017-11-01,30.7
2017-11-02,30.35
2017-11-03,36.4
2017-11-06,41.15
2017-11-07,41.0
2017-11-08,38.95
2017-11-09,38.35
2017-11-10,35.95
2017-11-13,38.45
