Date,TVTODAY
2017-01-02,265.65
2017-01-03,287.8
2017-01-04,281.35
2017-01-05,282.9
2017-01-06,275.7
2017-01-09,274.05
2017-01-10,272.85
2017-01-11,273.3
2017-01-12,269.85
2017-01-13,265.9
2017-01-16,267.3
2017-01-17,269.7
2017-01-18,271.3
2017-01-19,274.65
2017-01-20,275.3
2017-01-23,273.7
2017-01-24,272.25
2017-01-25,274.15
2017-01-27,274.7
2017-01-30,274.65
2017-01-31,272.4
2017-02-01,269.75
2017-02-02,267.9
2017-02-03,269.8
2017-02-06,273.35
2017-02-07,272.35
2017-02-08,270.35
2017-02-09,271.6
2017-02-10,279.8
2017-02-13,270.1
2017-02-14,269.7
2017-02-15,268.8
2017-02-16,268.65
2017-02-17,265.75
2017-02-20,265.4
2017-02-21,264.5
2017-02-22,261.3
2017-02-23,264.75
2017-02-27,260.6
2017-02-28,259.95
2017-03-01,261.35
2017-03-02,260.15
2017-03-03,260.1
2017-03-06,259.05
2017-03-07,254.9
2017-03-08,253.9
2017-03-09,255.5
2017-03-10,254.85
2017-03-14,258.3
2017-03-15,257.8
2017-03-16,256.5
2017-03-17,255.2
2017-03-20,254.85
2017-03-21,252.25
2017-03-22,254.25
2017-03-23,269.4
2017-03-24,268.95
2017-03-27,265.8
2017-03-28,263.35
2017-03-29,263.15
2017-03-30,260.45
2017-03-31,257.9
2017-04-03,260.1
2017-04-05,277.3
2017-04-06,286.0
2017-04-07,277.45
2017-04-10,283.05
2017-04-11,285.15
2017-04-12,281.1
2017-04-13,281.8
2017-04-17,275.0
2017-04-18,274.5
2017-04-19,272.3
2017-04-20,274.2
2017-04-21,272.45
2017-04-24,273.9
2017-04-25,273.6
2017-04-26,268.25
2017-04-27,269.4
2017-04-28,267.75
2017-05-02,271.7
2017-05-03,266.45
2017-05-04,263.75
2017-05-05,265.2
2017-05-08,267.1
2017-05-09,270.0
2017-05-10,271.6
2017-05-11,274.8
2017-05-12,270.7
2017-05-15,269.3
2017-05-16,269.15
2017-05-17,267.6
2017-05-18,265.85
2017-05-19,257.35
2017-05-22,253.95
2017-05-23,254.6
2017-05-24,252.5
2017-05-25,254.8
2017-05-26,253.3
2017-05-29,263.2
2017-05-30,262.75
2017-05-31,262.95
2017-06-01,263.35
2017-06-02,268.2
2017-06-05,267.05
2017-06-06,271.0
2017-06-07,271.25
2017-06-08,268.7
2017-06-09,265.9
2017-06-12,261.85
2017-06-13,260.5
2017-06-14,262.6
2017-06-15,259.35
2017-06-16,259.1
2017-06-19,257.3
2017-06-20,256.15
2017-06-21,254.0
2017-06-22,253.1
2017-06-23,246.45
2017-06-27,242.85
2017-06-28,239.35
2017-06-29,237.5
2017-06-30,238.85
2017-07-03,238.15
2017-07-04,234.65
2017-07-05,251.0
2017-07-06,246.5
2017-07-07,255.5
2017-07-10,255.2
2017-07-11,247.45
2017-07-12,255.15
2017-07-13,247.85
2017-07-14,250.4
2017-07-17,254.25
2017-07-18,252.85
2017-07-19,252.5
2017-07-20,248.75
2017-07-21,250.7
2017-07-24,249.1
2017-07-25,248.1
2017-07-26,243.6
2017-07-27,241.65
2017-07-28,241.85
2017-07-31,241.3
2017-08-01,242.2
2017-08-02,241.7
2017-08-03,240.85
2017-08-04,239.55
2017-08-07,237.5
2017-08-08,234.75
2017-08-09,228.55
2017-08-10,216.45
2017-08-11,247.7
2017-08-14,245.75
2017-08-16,244.45
2017-08-17,245.15
2017-08-18,240.05
2017-08-21,244.45
2017-08-22,242.05
2017-08-23,245.5
2017-08-24,242.6
2017-08-28,243.3
2017-08-29,244.15
2017-08-30,243.0
2017-08-31,243.25
2017-09-01,255.85
2017-09-04,257.45
2017-09-05,263.1
2017-09-06,265.25
2017-09-07,271.8
2017-09-08,272.0
2017-09-11,270.8
2017-09-12,263.85
2017-09-13,263.95
2017-09-14,281.4
2017-09-15,284.55
2017-09-18,324.45
2017-09-19,328.9
2017-09-20,337.25
2017-09-21,342.6
2017-09-22,359.25
2017-09-25,414.45
2017-09-26,373.05
2017-09-27,339.95
2017-09-28,353.2
2017-09-29,349.7
2017-10-03,366.95
2017-10-04,363.45
2017-10-05,363.65
2017-10-06,360.9
2017-10-09,385.35
2017-10-10,389.45
2017-10-11,375.05
2017-10-12,366.1
2017-10-13,362.2
2017-10-16,360.6
2017-10-17,352.9
2017-10-18,352.45
2017-10-19,353.5
2017-10-23,350.25
2017-10-24,349.95
2017-10-25,350.4
2017-10-26,355.25
2017-10-27,358.6
2017-10-30,357.85
2017-10-31,357.4
2017-11-01,355.4
2017-11-02,358.35
2017-11-03,379.4
2017-11-06,366.4
2017-11-07,360.85
2017-11-08,363.85
2017-11-09,370.45
2017-11-10,361.7
2017-11-13,373.1
2017-11-14,365.2
2017-11-15,351.9
2017-11-16,351.75
2017-11-17,357.0
2017-11-20,374.45
2017-11-21,376.65
2017-11-22,375.2
2017-11-23,375.25
2017-11-24,387.35
2017-11-27,384.7
2017-11-28,390.9
2017-11-29,399.45
2017-11-30,395.1
2017-12-01,383.4
2017-12-04,376.8
2017-12-05,381.5
2017-12-06,392.05
2017-12-07,411.0
2017-12-08,396.8
2017-12-11,390.05
2017-12-12,396.3
2017-12-13,386.65
2017-12-14,386.95
2017-12-15,396.5
2017-12-18,392.4
2017-12-19,404.45
2017-12-20,413.35
2017-12-21,410.75
2017-12-22,465.4
2017-12-26,443.95
2017-12-27,440.35
2017-12-28,435.25
2017-12-29,431.0
