Date,SHOPERSTOP
2017-01-02,292.6
2017-01-03,295.45
2017-01-04,293.7
2017-01-05,293.8
2017-01-06,292.2
2017-01-09,292.4
2017-01-10,293.2
2017-01-11,293.95
2017-01-12,293.9
2017-01-13,293.85
2017-01-16,293.85
2017-01-17,292.8
2017-01-18,293.9
2017-01-19,293.8
2017-01-20,290.85
2017-01-23,293.95
2017-01-24,297.75
2017-01-25,292.15
2017-01-27,293.65
2017-01-30,295.85
2017-01-31,288.55
2017-02-01,288.4
2017-02-02,294.0
2017-02-03,292.35
2017-02-06,292.95
2017-02-07,294.6
2017-02-08,310.05
2017-02-09,324.65
2017-02-10,320.35
2017-02-13,325.6
2017-02-14,321.5
2017-02-15,317.4
2017-02-16,316.65
2017-02-17,309.6
2017-02-20,316.1
2017-02-21,329.95
2017-02-22,321.15
2017-02-23,316.4
2017-02-27,314.85
2017-02-28,327.7
2017-03-01,329.25
2017-03-02,322.85
2017-03-03,319.65
2017-03-06,326.3
2017-03-07,323.7
2017-03-08,325.05
2017-03-09,324.15
2017-03-10,319.85
2017-03-14,325.1
2017-03-15,326.3
2017-03-16,343.0
2017-03-17,336.0
2017-03-20,333.05
2017-03-21,336.45
2017-03-22,327.35
2017-03-23,321.1
2017-03-24,343.8
2017-03-27,349.9
2017-03-28,351.65
2017-03-29,359.1
2017-03-30,361.55
2017-03-31,365.15
2017-04-03,363.7
2017-04-05,373.3
2017-04-06,370.7
2017-04-07,374.15
2017-04-10,376.45
2017-04-11,379.0
2017-04-12,380.65
2017-04-13,374.5
2017-04-17,367.2
2017-04-18,371.2
2017-04-19,376.25
2017-04-20,373.4
2017-04-21,368.95
2017-04-24,370.35
2017-04-25,373.0
2017-04-26,370.15
2017-04-27,368.7
2017-04-28,362.05
2017-05-02,362.9
2017-05-03,365.6
2017-05-04,375.45
2017-05-05,377.7
2017-05-08,360.45
2017-05-09,355.55
2017-05-10,359.2
2017-05-11,359.5
2017-05-12,342.5
2017-05-15,340.1
2017-05-16,340.25
2017-05-17,339.85
2017-05-18,333.25
2017-05-19,332.2
2017-05-22,329.85
2017-05-23,324.6
2017-05-24,315.65
2017-05-25,301.85
2017-05-26,306.8
2017-05-29,302.35
2017-05-30,302.2
2017-05-31,290.15
2017-06-01,303.3
2017-06-02,307.4
2017-06-05,331.9
2017-06-06,335.9
2017-06-07,332.6
2017-06-08,334.2
2017-06-09,332.7
2017-06-12,328.3
2017-06-13,329.25
2017-06-14,346.9
2017-06-15,344.15
2017-06-16,349.35
2017-06-19,354.95
2017-06-20,357.55
2017-06-21,344.45
2017-06-22,344.55
2017-06-23,341.8
2017-06-27,321.8
2017-06-28,313.85
2017-06-29,341.9
2017-06-30,341.95
2017-07-03,349.4
2017-07-04,348.25
2017-07-05,349.85
2017-07-06,349.8
2017-07-07,348.35
2017-07-10,351.5
2017-07-11,348.85
2017-07-12,350.15
2017-07-13,350.0
2017-07-14,343.45
2017-07-17,345.4
2017-07-18,342.3
2017-07-19,347.85
2017-07-20,351.0
2017-07-21,353.15
2017-07-24,350.4
2017-07-25,350.55
2017-07-26,351.6
2017-07-27,352.0
2017-07-28,346.1
2017-07-31,348.7
2017-08-01,360.9
2017-08-02,359.85
2017-08-03,359.45
2017-08-04,349.15
2017-08-07,355.95
2017-08-08,353.3
2017-08-09,350.65
2017-08-10,339.75
2017-08-11,344.7
2017-08-14,339.05
2017-08-16,338.2
2017-08-17,335.8
2017-08-18,331.25
2017-08-21,334.9
2017-08-22,338.5
2017-08-23,343.45
2017-08-24,353.75
2017-08-28,355.8
2017-08-29,354.6
2017-08-30,362.35
2017-08-31,360.2
2017-09-01,368.5
2017-09-04,368.65
2017-09-05,378.0
2017-09-06,379.35
2017-09-07,400.6
2017-09-08,412.6
2017-09-11,440.35
2017-09-12,434.65
2017-09-13,420.35
2017-09-14,410.0
2017-09-15,424.05
2017-09-18,412.05
2017-09-19,419.5
2017-09-20,422.75
2017-09-21,430.9
2017-09-22,418.1
2017-09-25,500.4
2017-09-26,480.45
2017-09-27,466.1
2017-09-28,447.55
2017-09-29,483.1
2017-10-03,469.8
2017-10-04,492.7
2017-10-05,507.5
2017-10-06,513.6
2017-10-09,503.75
2017-10-10,512.75
2017-10-11,522.7
2017-10-12,543.1
2017-10-13,540.0
2017-10-16,544.6
2017-10-17,549.55
2017-10-18,539.2
2017-10-19,545.95
2017-10-23,545.75
2017-10-24,540.65
2017-10-25,527.4
2017-10-26,517.15
2017-10-27,555.35
2017-10-30,540.9
2017-10-31,527.5
2017-11-01,573.25
2017-11-02,587.15
2017-11-03,590.75
2017-11-06,580.2
2017-11-07,564.55
2017-11-08,566.5
2017-11-09,545.3
2017-11-10,545.8
2017-11-13,552.05
2017-11-14,543.25
2017-11-15,544.45
2017-11-16,555.3
2017-11-17,556.3
2017-11-20,558.65
2017-11-21,543.6
2017-11-22,531.5
2017-11-23,548.55
2017-11-24,547.5
2017-11-27,554.2
2017-11-28,557.35
2017-11-29,557.65
2017-11-30,548.95
2017-12-01,535.4
2017-12-04,529.25
2017-12-05,538.25
2017-12-06,528.35
2017-12-07,539.0
2017-12-08,536.7
2017-12-11,533.05
2017-12-12,527.1
2017-12-13,532.05
2017-12-14,543.05
2017-12-15,540.55
2017-12-18,543.7
2017-12-19,569.05
2017-12-20,558.85
2017-12-21,566.05
2017-12-22,565.05
2017-12-26,557.95
2017-12-27,551.9
2017-12-28,558.2
2017-12-29,560.35
