Date,MEGH
2017-01-02,40.45
2017-01-03,42.05
2017-01-04,43.05
2017-01-05,43.0
2017-01-06,42.05
2017-01-09,42.2
2017-01-10,42.85
2017-01-11,43.4
2017-01-12,44.15
2017-01-13,44.05
2017-01-16,45.4
2017-01-17,44.8
2017-01-18,44.15
2017-01-19,44.75
2017-01-20,43.8
2017-01-23,45.95
2017-01-24,45.7
2017-01-25,44.95
2017-01-27,45.15
2017-01-30,44.55
2017-01-31,44.85
2017-02-01,45.55
2017-02-02,46.45
2017-02-03,47.05
2017-02-06,42.85
2017-02-07,41.7
2017-02-08,41.55
2017-02-09,40.8
2017-02-10,40.2
2017-02-13,39.3
2017-02-14,38.8
2017-02-15,37.5
2017-02-16,40.2
2017-02-17,42.0
2017-02-20,40.9
2017-02-21,40.2
2017-02-22,39.45
2017-02-23,39.2
2017-02-27,39.15
2017-02-28,38.9
2017-03-01,39.25
2017-03-02,38.55
2017-03-03,37.95
2017-03-06,38.0
2017-03-07,39.2
2017-03-08,38.8
2017-03-09,38.6
2017-03-10,38.45
2017-03-14,38.75
2017-03-15,38.65
2017-03-16,38.75
2017-03-17,38.4
2017-03-20,38.4
2017-03-21,37.4
2017-03-22,37.85
2017-03-23,37.8
2017-03-24,37.55
2017-03-27,37.4
2017-03-28,37.25
2017-03-29,37.25
2017-03-30,37.35
2017-03-31,37.25
2017-04-03,39.95
2017-04-05,41.55
2017-04-06,40.85
2017-04-07,39.6
2017-04-10,39.7
2017-04-11,39.5
2017-04-12,38.5
2017-04-13,38.1
2017-04-17,39.75
2017-04-18,39.85
2017-04-19,40.05
2017-04-20,41.2
2017-04-21,39.8
2017-04-24,39.8
2017-04-25,40.25
2017-04-26,40.35
2017-04-27,40.6
2017-04-28,40.5
2017-05-02,39.85
2017-05-03,39.5
2017-05-04,39.55
2017-05-05,38.7
2017-05-08,39.65
2017-05-09,40.65
2017-05-10,42.9
2017-05-11,42.9
2017-05-12,42.5
2017-05-15,42.35
2017-05-16,42.25
2017-05-17,41.7
2017-05-18,40.25
2017-05-19,39.65
2017-05-22,37.7
2017-05-23,37.1
2017-05-24,37.55
2017-05-25,38.95
2017-05-26,39.1
2017-05-29,38.0
2017-05-30,38.05
2017-05-31,40.6
2017-06-01,41.5
2017-06-02,41.6
2017-06-05,41.2
2017-06-06,40.75
2017-06-07,40.95
2017-06-08,42.6
2017-06-09,44.45
2017-06-12,45.4
2017-06-13,46.05
2017-06-14,44.95
2017-06-15,46.45
2017-06-16,46.35
2017-06-19,45.6
2017-06-20,44.7
2017-06-21,47.8
2017-06-22,47.75
2017-06-23,46.65
2017-06-27,45.25
2017-06-28,45.6
2017-06-29,46.1
2017-06-30,50.35
2017-07-03,52.45
2017-07-04,51.35
2017-07-05,52.45
2017-07-06,53.65
2017-07-07,53.0
2017-07-10,54.35
2017-07-11,52.3
2017-07-12,52.05
2017-07-13,55.0
2017-07-14,53.55
2017-07-17,55.15
2017-07-18,54.35
2017-07-19,55.4
2017-07-20,56.4
2017-07-21,56.1
2017-07-24,54.95
2017-07-25,53.8
2017-07-26,53.5
2017-07-27,51.5
2017-07-28,52.35
2017-07-31,51.95
2017-08-01,51.6
2017-08-02,51.5
2017-08-03,50.2
2017-08-04,50.85
2017-08-07,51.55
2017-08-08,53.75
2017-08-09,56.65
2017-08-10,53.45
2017-08-11,54.7
2017-08-14,57.1
2017-08-16,61.8
2017-08-17,65.35
2017-08-18,74.6
2017-08-21,71.35
2017-08-22,72.25
2017-08-23,72.2
2017-08-24,72.8
2017-08-28,73.0
2017-08-29,71.3
2017-08-30,73.45
2017-08-31,78.65
2017-09-01,82.55
2017-09-04,79.1
2017-09-05,80.45
2017-09-06,81.0
2017-09-07,79.9
2017-09-08,78.7
2017-09-11,76.65
2017-09-12,83.65
2017-09-13,82.85
2017-09-14,82.55
2017-09-15,83.6
2017-09-18,84.0
2017-09-19,83.55
2017-09-20,85.7
2017-09-21,84.0
2017-09-22,78.15
2017-09-25,75.15
2017-09-26,80.25
2017-09-27,78.3
2017-09-28,78.95
2017-09-29,79.45
2017-10-03,80.2
2017-10-04,80.95
2017-10-05,84.25
2017-10-06,89.95
2017-10-09,98.85
2017-10-10,97.6
2017-10-11,94.8
2017-10-12,96.25
2017-10-13,94.05
2017-10-16,101.2
2017-10-17,103.6
2017-10-18,101.45
2017-10-19,101.05
2017-10-23,103.1
2017-10-24,103.15
2017-10-25,102.0
2017-10-26,108.5
2017-10-27,108.55
2017-10-30,116.95
2017-10-31,118.3
2017-11-01,121.4
2017-11-02,119.3
2017-11-03,121.65
2017-11-06,124.85
2017-11-07,117.95
2017-11-08,108.0
2017-11-09,114.05
2017-11-10,112.15
2017-11-13,107.9
2017-11-14,110.25
2017-11-15,103.05
2017-11-16,106.6
2017-11-17,108.75
2017-11-20,110.75
2017-11-21,110.3
2017-11-22,109.6
2017-11-23,111.5
2017-11-24,109.8
2017-11-27,109.3
2017-11-28,107.5
2017-11-29,105.85
2017-11-30,106.35
2017-12-01,105.75
2017-12-04,105.1
2017-12-05,103.0
2017-12-06,101.05
2017-12-07,108.5
2017-12-08,108.7
2017-12-11,108.95
2017-12-12,105.55
2017-12-13,104.05
2017-12-14,104.5
2017-12-15,106.5
2017-12-18,104.95
2017-12-19,105.75
2017-12-20,108.8
2017-12-21,112.1
2017-12-22,110.8
2017-12-26,109.35
2017-12-27,107.65
2017-12-28,107.1
2017-12-29,106.5
