Date,ICICIBANK
2017-01-02,251.95
2017-01-03,254.4
2017-01-04,251.1
2017-01-05,257.25
2017-01-06,258.15
2017-01-09,258.7
2017-01-10,260.2
2017-01-11,264.7
2017-01-12,268.35
2017-01-13,268.05
2017-01-16,269.3
2017-01-17,268.4
2017-01-18,268.45
2017-01-19,269.7
2017-01-20,263.45
2017-01-23,257.55
2017-01-24,257.15
2017-01-25,259.95
2017-01-27,272.0
2017-01-30,270.8
2017-01-31,268.95
2017-02-01,281.0
2017-02-02,285.8
2017-02-03,281.55
2017-02-06,290.3
2017-02-07,288.1
2017-02-08,285.8
2017-02-09,285.0
2017-02-10,281.6
2017-02-13,281.65
2017-02-14,284.65
2017-02-15,280.75
2017-02-16,278.8
2017-02-17,283.0
2017-02-20,282.35
2017-02-21,284.8
2017-02-22,286.15
2017-02-23,284.5
2017-02-27,278.85
2017-02-28,276.35
2017-03-01,279.1
2017-03-02,278.65
2017-03-03,275.95
2017-03-06,276.75
2017-03-07,276.0
2017-03-08,274.4
2017-03-09,273.5
2017-03-10,270.55
2017-03-14,287.25
2017-03-15,285.15
2017-03-16,284.5
2017-03-17,280.6
2017-03-20,275.05
2017-03-21,272.05
2017-03-22,265.0
2017-03-23,266.95
2017-03-24,274.75
2017-03-27,273.15
2017-03-28,277.0
2017-03-29,282.2
2017-03-30,281.35
2017-03-31,276.85
2017-04-03,286.7
2017-04-05,284.85
2017-04-06,280.85
2017-04-07,277.35
2017-04-10,277.65
2017-04-11,283.65
2017-04-12,280.8
2017-04-13,282.8
2017-04-17,282.4
2017-04-18,283.4
2017-04-19,280.55
2017-04-20,272.75
2017-04-21,269.15
2017-04-24,268.65
2017-04-25,272.5
2017-04-26,276.9
2017-04-27,274.15
2017-04-28,278.5
2017-05-02,275.6
2017-05-03,272.75
2017-05-04,297.8
2017-05-05,298.55
2017-05-08,302.95
2017-05-09,300.6
2017-05-10,298.65
2017-05-11,300.2
2017-05-12,296.55
2017-05-15,301.8
2017-05-16,302.65
2017-05-17,309.75
2017-05-18,307.95
2017-05-19,307.05
2017-05-22,303.85
2017-05-23,306.05
2017-05-24,306.7
2017-05-25,317.7
2017-05-26,321.55
2017-05-29,314.9
2017-05-30,321.4
2017-05-31,326.45
2017-06-01,320.1
2017-06-02,318.15
2017-06-05,319.75
2017-06-06,318.95
2017-06-07,324.7
2017-06-08,320.2
2017-06-09,322.15
2017-06-12,315.75
2017-06-13,314.85
2017-06-14,319.05
2017-06-15,316.75
2017-06-16,316.5
2017-06-19,320.6
2017-06-20,292.45
2017-06-21,291.1
2017-06-22,289.6
2017-06-23,291.85
2017-06-27,287.9
2017-06-28,290.35
2017-06-29,293.25
2017-06-30,290.15
2017-07-03,290.05
2017-07-04,289.5
2017-07-05,292.85
2017-07-06,293.75
2017-07-07,289.7
2017-07-10,291.45
2017-07-11,289.65
2017-07-12,292.35
2017-07-13,297.9
2017-07-14,298.25
2017-07-17,303.5
2017-07-18,303.9
2017-07-19,302.25
2017-07-20,300.6
2017-07-21,302.05
2017-07-24,303.05
2017-07-25,304.15
2017-07-26,310.35
2017-07-27,307.2
2017-07-28,296.15
2017-07-31,302.6
2017-08-01,302.6
2017-08-02,301.85
2017-08-03,295.7
2017-08-04,296.25
2017-08-07,300.15
2017-08-08,295.5
2017-08-09,290.6
2017-08-10,288.75
2017-08-11,286.95
2017-08-14,291.8
2017-08-16,294.95
2017-08-17,293.15
2017-08-18,293.15
2017-08-21,293.5
2017-08-22,293.95
2017-08-23,298.6
2017-08-24,297.7
2017-08-28,300.9
2017-08-29,299.5
2017-08-30,300.3
2017-08-31,298.05
2017-09-01,298.3
2017-09-04,297.1
2017-09-05,297.6
2017-09-06,295.35
2017-09-07,292.65
2017-09-08,292.0
2017-09-11,290.8
2017-09-12,291.2
2017-09-13,292.0
2017-09-14,293.7
2017-09-15,291.6
2017-09-18,293.0
2017-09-19,294.65
2017-09-20,290.55
2017-09-21,284.95
2017-09-22,277.1
2017-09-25,279.5
2017-09-26,282.75
2017-09-27,276.4
2017-09-28,275.95
2017-09-29,276.6
2017-10-03,278.4
2017-10-04,276.1
2017-10-05,271.8
2017-10-06,271.95
2017-10-09,271.75
2017-10-10,269.8
2017-10-11,267.6
2017-10-12,267.55
2017-10-13,271.3
2017-10-16,274.25
2017-10-17,273.9
2017-10-18,263.15
2017-10-19,257.85
2017-10-23,262.55
2017-10-24,266.55
2017-10-25,305.7
2017-10-26,299.25
2017-10-27,301.15
2017-10-30,300.55
2017-10-31,300.1
2017-11-01,313.4
2017-11-02,316.65
2017-11-03,315.9
2017-11-06,316.1
2017-11-07,312.45
2017-11-08,305.5
2017-11-09,311.3
2017-11-10,318.5
2017-11-13,314.25
2017-11-14,314.1
2017-11-15,315.5
2017-11-16,318.95
2017-11-17,325.1
2017-11-20,318.55
2017-11-21,319.9
2017-11-22,318.9
2017-11-23,319.45
2017-11-24,317.2
2017-11-27,317.0
2017-11-28,313.2
2017-11-29,314.85
2017-11-30,307.55
2017-12-01,305.25
2017-12-04,304.25
2017-12-05,305.25
2017-12-06,299.5
2017-12-07,305.8
2017-12-08,310.75
2017-12-11,311.45
2017-12-12,307.6
2017-12-13,302.95
2017-12-14,304.35
2017-12-15,303.15
2017-12-18,308.9
2017-12-19,313.7
2017-12-20,315.8
2017-12-21,315.45
2017-12-22,316.6
2017-12-26,318.15
2017-12-27,312.8
2017-12-28,315.3
2017-12-29,314.0
