Date,EXIDEIND
2017-01-02,183.05
2017-01-03,183.0
2017-01-04,182.1
2017-01-05,184.25
2017-01-06,186.5
2017-01-09,185.6
2017-01-10,183.05
2017-01-11,186.45
2017-01-12,184.4
2017-01-13,182.05
2017-01-16,184.95
2017-01-17,182.75
2017-01-18,189.25
2017-01-19,194.2
2017-01-20,194.5
2017-01-23,194.15
2017-01-24,196.85
2017-01-25,195.0
2017-01-27,197.25
2017-01-30,202.6
2017-01-31,197.3
2017-02-01,202.85
2017-02-02,209.7
2017-02-03,209.05
2017-02-06,208.1
2017-02-07,207.75
2017-02-08,209.3
2017-02-09,207.6
2017-02-10,207.9
2017-02-13,215.5
2017-02-14,213.7
2017-02-15,208.6
2017-02-16,210.45
2017-02-17,210.1
2017-02-20,215.3
2017-02-21,215.15
2017-02-22,213.05
2017-02-23,212.55
2017-02-27,208.65
2017-02-28,211.85
2017-03-01,212.5
2017-03-02,213.2
2017-03-03,210.95
2017-03-06,212.75
2017-03-07,214.15
2017-03-08,211.6
2017-03-09,212.15
2017-03-10,214.35
2017-03-14,216.45
2017-03-15,220.85
2017-03-16,222.1
2017-03-17,219.15
2017-03-20,218.55
2017-03-21,219.5
2017-03-22,214.65
2017-03-23,215.85
2017-03-24,215.65
2017-03-27,213.65
2017-03-28,216.55
2017-03-29,219.8
2017-03-30,220.55
2017-03-31,224.35
2017-04-03,230.0
2017-04-05,228.65
2017-04-06,227.25
2017-04-07,224.85
2017-04-10,227.1
2017-04-11,233.0
2017-04-12,227.65
2017-04-13,227.35
2017-04-17,230.75
2017-04-18,225.2
2017-04-19,233.8
2017-04-20,238.45
2017-04-21,234.45
2017-04-24,235.65
2017-04-25,235.85
2017-04-26,230.25
2017-04-27,227.6
2017-04-28,229.85
2017-05-02,230.9
2017-05-03,222.3
2017-05-04,236.6
2017-05-05,241.95
2017-05-08,239.0
2017-05-09,237.25
2017-05-10,247.0
2017-05-11,247.5
2017-05-12,244.85
2017-05-15,245.8
2017-05-16,244.7
2017-05-17,243.2
2017-05-18,239.85
2017-05-19,238.15
2017-05-22,230.8
2017-05-23,227.05
2017-05-24,222.15
2017-05-25,227.8
2017-05-26,233.35
2017-05-29,228.45
2017-05-30,227.35
2017-05-31,230.25
2017-06-01,228.05
2017-06-02,227.2
2017-06-05,227.4
2017-06-06,223.95
2017-06-07,223.55
2017-06-08,224.3
2017-06-09,223.0
2017-06-12,224.3
2017-06-13,227.65
2017-06-14,226.05
2017-06-15,220.95
2017-06-16,221.95
2017-06-19,226.2
2017-06-20,225.25
2017-06-21,225.25
2017-06-22,219.05
2017-06-23,216.4
2017-06-27,212.75
2017-06-28,216.8
2017-06-29,218.0
2017-06-30,220.5
2017-07-03,223.5
2017-07-04,226.25
2017-07-05,228.3
2017-07-06,228.45
2017-07-07,229.95
2017-07-10,229.35
2017-07-11,224.15
2017-07-12,226.35
2017-07-13,226.35
2017-07-14,222.8
2017-07-17,221.5
2017-07-18,221.2
2017-07-19,218.25
2017-07-20,218.15
2017-07-21,216.65
2017-07-24,215.3
2017-07-25,216.7
2017-07-26,217.25
2017-07-27,214.9
2017-07-28,216.45
2017-07-31,217.5
2017-08-01,223.8
2017-08-02,221.95
2017-08-03,222.15
2017-08-04,215.8
2017-08-07,215.7
2017-08-08,214.25
2017-08-09,207.2
2017-08-10,199.95
2017-08-11,203.0
2017-08-14,207.95
2017-08-16,206.95
2017-08-17,213.3
2017-08-18,208.95
2017-08-21,201.35
2017-08-22,197.15
2017-08-23,198.85
2017-08-24,202.55
2017-08-28,200.05
2017-08-29,195.55
2017-08-30,196.4
2017-08-31,196.85
2017-09-01,204.25
2017-09-04,203.55
2017-09-05,204.6
2017-09-06,207.8
2017-09-07,207.6
2017-09-08,219.65
2017-09-11,221.7
2017-09-12,226.05
2017-09-13,217.85
2017-09-14,220.45
2017-09-15,217.9
2017-09-18,224.45
2017-09-19,225.7
2017-09-20,222.1
2017-09-21,217.6
2017-09-22,209.45
2017-09-25,208.4
2017-09-26,205.6
2017-09-27,203.1
2017-09-28,203.15
2017-09-29,205.95
2017-10-03,207.5
2017-10-04,205.8
2017-10-05,204.15
2017-10-06,205.45
2017-10-09,203.4
2017-10-10,208.45
2017-10-11,203.55
2017-10-12,206.05
2017-10-13,204.95
2017-10-16,204.9
2017-10-17,208.6
2017-10-18,208.7
2017-10-19,207.25
2017-10-23,206.05
2017-10-24,207.3
2017-10-25,209.0
2017-10-26,206.8
2017-10-27,203.1
2017-10-30,204.55
2017-10-31,208.75
2017-11-01,211.9
2017-11-02,208.75
2017-11-03,204.85
2017-11-06,203.05
2017-11-07,200.95
2017-11-08,198.15
2017-11-09,202.3
2017-11-10,200.85
2017-11-13,201.5
2017-11-14,199.5
2017-11-15,196.0
2017-11-16,197.65
2017-11-17,200.95
2017-11-20,201.25
2017-11-21,203.3
2017-11-22,202.6
2017-11-23,205.2
2017-11-24,206.6
2017-11-27,206.35
2017-11-28,207.35
2017-11-29,206.55
2017-11-30,205.05
2017-12-01,204.85
2017-12-04,203.8
2017-12-05,202.55
2017-12-06,202.45
2017-12-07,202.0
2017-12-08,206.4
2017-12-11,204.8
2017-12-12,204.35
2017-12-13,204.55
2017-12-14,204.15
2017-12-15,204.8
2017-12-18,207.6
2017-12-19,214.3
2017-12-20,215.05
2017-12-21,221.2
2017-12-22,220.3
2017-12-26,220.7
2017-12-27,219.0
2017-12-28,219.0
2017-12-29,223.35
