Date,JOCIL
2017-01-02,177.6
2017-01-03,180.25
2017-01-04,178.5
2017-01-05,180.2
2017-01-06,180.5
2017-01-09,178.25
2017-01-10,175.4
2017-01-11,176.0
2017-01-12,177.35
2017-01-13,180.5
2017-01-16,177.0
2017-01-17,177.0
2017-01-18,176.0
2017-01-19,180.8
2017-01-20,182.7
2017-01-23,177.4
2017-01-24,175.25
2017-01-25,177.3
2017-01-27,175.05
2017-01-30,174.25
2017-01-31,172.1
2017-02-01,176.85
2017-02-02,172.15
2017-02-03,174.9
2017-02-06,164.65
2017-02-07,163.7
2017-02-08,164.05
2017-02-09,164.1
2017-02-10,165.25
2017-02-13,167.65
2017-02-14,168.0
2017-02-15,166.65
2017-02-16,166.9
2017-02-17,166.2
2017-02-20,165.8
2017-02-21,169.85
2017-02-22,169.05
2017-02-23,166.3
2017-02-27,169.35
2017-02-28,172.9
2017-03-01,171.85
2017-03-02,170.05
2017-03-03,168.55
2017-03-06,170.15
2017-03-07,170.2
2017-03-08,166.45
2017-03-09,167.05
2017-03-10,164.25
2017-03-14,162.8
2017-03-15,162.2
2017-03-16,164.65
2017-03-17,161.75
2017-03-20,165.45
2017-03-21,163.8
2017-03-22,162.05
2017-03-23,165.15
2017-03-24,162.5
2017-03-27,164.1
2017-03-28,160.35
2017-03-29,158.15
2017-03-30,160.0
2017-03-31,163.15
2017-04-03,161.2
2017-04-05,162.4
2017-04-06,160.65
2017-04-07,164.5
2017-04-10,167.05
2017-04-11,171.55
2017-04-12,172.85
2017-04-13,173.35
2017-04-17,171.9
2017-04-18,169.6
2017-04-19,169.05
2017-04-20,170.5
2017-04-21,171.2
2017-04-24,171.4
2017-04-25,169.05
2017-04-26,168.85
2017-04-27,167.45
2017-04-28,170.75
2017-05-02,171.7
2017-05-03,171.0
2017-05-04,171.5
2017-05-05,170.05
2017-05-08,170.0
2017-05-09,172.0
2017-05-10,176.0
2017-05-11,175.2
2017-05-12,171.8
2017-05-15,171.15
2017-05-16,171.75
2017-05-17,171.45
2017-05-18,170.15
2017-05-19,168.05
2017-05-22,170.15
2017-05-23,167.7
2017-05-24,162.6
2017-05-25,162.0
2017-05-26,160.75
2017-05-29,157.5
2017-05-30,159.45
2017-05-31,158.5
2017-06-01,164.0
2017-06-02,170.0
2017-06-05,172.6
2017-06-06,169.7
2017-06-07,169.5
2017-06-08,165.3
2017-06-09,166.0
2017-06-12,164.05
2017-06-13,164.05
2017-06-14,165.05
2017-06-15,187.9
2017-06-16,189.4
2017-06-19,182.65
2017-06-20,192.85
2017-06-21,190.35
2017-06-22,185.3
2017-06-23,180.2
2017-06-27,173.85
2017-06-28,172.25
2017-06-29,185.05
2017-06-30,187.35
2017-07-03,190.05
2017-07-04,190.7
2017-07-05,188.05
2017-07-06,189.15
2017-07-07,191.05
2017-07-10,189.35
2017-07-11,191.25
2017-07-12,192.85
2017-07-13,190.65
2017-07-14,187.75
2017-07-17,189.7
2017-07-18,190.3
2017-07-19,190.45
2017-07-20,190.35
2017-07-21,188.45
2017-07-24,191.2
2017-07-25,191.0
2017-07-26,191.45
2017-07-27,191.95
2017-07-28,189.55
2017-07-31,188.45
2017-08-01,183.0
2017-08-02,180.35
2017-08-03,181.85
2017-08-04,179.0
2017-08-07,184.7
2017-08-08,179.4
2017-08-09,177.8
2017-08-10,176.9
2017-08-11,175.5
2017-08-14,170.0
2017-08-16,167.15
2017-08-17,170.2
2017-08-18,167.65
2017-08-21,168.1
2017-08-22,165.1
2017-08-23,165.95
2017-08-24,166.75
2017-08-28,170.8
2017-08-29,169.25
2017-08-30,172.7
2017-08-31,171.15
2017-09-01,172.05
2017-09-04,182.05
2017-09-05,182.0
2017-09-06,179.2
2017-09-07,177.95
2017-09-08,170.45
2017-09-11,166.0
2017-09-12,170.15
2017-09-13,172.6
2017-09-14,173.1
2017-09-15,170.2
2017-09-18,172.3
2017-09-19,176.25
2017-09-20,176.4
2017-09-21,172.2
2017-09-22,168.0
2017-09-25,166.35
2017-09-26,166.9
2017-09-27,168.15
2017-09-28,167.9
2017-09-29,165.85
2017-10-03,168.4
2017-10-04,170.3
2017-10-05,166.7
2017-10-06,172.15
2017-10-09,192.4
2017-10-10,214.45
2017-10-11,199.4
2017-10-12,197.55
2017-10-13,193.2
2017-10-16,190.35
2017-10-17,196.4
2017-10-18,201.95
2017-10-19,201.5
2017-10-23,202.75
2017-10-24,198.35
2017-10-25,193.55
2017-10-26,193.95
2017-10-27,196.85
2017-10-30,198.6
2017-10-31,199.7
2017-11-01,196.6
2017-11-02,193.1
2017-11-03,220.75
2017-11-06,227.7
2017-11-07,215.85
2017-11-08,214.1
2017-11-09,211.35
2017-11-10,207.9
2017-11-13,206.5
2017-11-14,200.95
2017-11-15,185.9
2017-11-16,194.2
2017-11-17,189.5
2017-11-20,186.25
2017-11-21,183.15
2017-11-22,180.65
2017-11-23,184.55
2017-11-24,189.9
2017-11-27,188.85
2017-11-28,185.1
2017-11-29,188.95
2017-11-30,187.6
2017-12-01,187.7
2017-12-04,187.0
2017-12-05,184.9
2017-12-06,179.75
2017-12-07,183.75
2017-12-08,183.5
2017-12-11,182.95
2017-12-12,183.45
2017-12-13,183.0
2017-12-14,179.9
2017-12-15,180.2
2017-12-18,180.0
2017-12-19,180.15
2017-12-20,188.0
2017-12-21,186.85
2017-12-22,184.2
2017-12-26,192.1
2017-12-27,199.95
2017-12-28,207.7
2017-12-29,201.35
