Date,CENTURYPLY
2017-01-02,172.15
2017-01-03,174.3
2017-01-04,175.85
2017-01-05,179.55
2017-01-06,176.5
2017-01-09,177.95
2017-01-10,178.4
2017-01-11,178.4
2017-01-12,179.05
2017-01-13,178.15
2017-01-16,177.55
2017-01-17,182.8
2017-01-18,184.05
2017-01-19,182.65
2017-01-20,179.25
2017-01-23,180.7
2017-01-24,180.75
2017-01-25,184.25
2017-01-27,195.25
2017-01-30,199.8
2017-01-31,196.05
2017-02-01,206.8
2017-02-02,205.6
2017-02-03,215.7
2017-02-06,218.05
2017-02-07,215.5
2017-02-08,215.65
2017-02-09,215.9
2017-02-10,222.15
2017-02-13,226.6
2017-02-14,230.1
2017-02-15,228.6
2017-02-16,228.95
2017-02-17,228.75
2017-02-20,229.9
2017-02-21,229.45
2017-02-22,228.95
2017-02-23,227.05
2017-02-27,236.85
2017-02-28,250.15
2017-03-01,248.75
2017-03-02,244.0
2017-03-03,238.6
2017-03-06,242.7
2017-03-07,243.7
2017-03-08,248.6
2017-03-09,249.75
2017-03-10,249.15
2017-03-14,245.4
2017-03-15,243.15
2017-03-16,242.85
2017-03-17,241.8
2017-03-20,245.85
2017-03-21,244.4
2017-03-22,243.45
2017-03-23,249.2
2017-03-24,247.15
2017-03-27,242.05
2017-03-28,246.3
2017-03-29,249.85
2017-03-30,257.3
2017-03-31,259.5
2017-04-03,259.85
2017-04-05,259.55
2017-04-06,259.35
2017-04-07,260.0
2017-04-10,260.95
2017-04-11,267.5
2017-04-12,267.3
2017-04-13,262.8
2017-04-17,259.15
2017-04-18,252.9
2017-04-19,260.4
2017-04-20,263.1
2017-04-21,262.85
2017-04-24,265.7
2017-04-25,266.8
2017-04-26,264.35
2017-04-27,257.3
2017-04-28,257.2
2017-05-02,258.0
2017-05-03,255.7
2017-05-04,256.4
2017-05-05,254.7
2017-05-08,254.8
2017-05-09,257.6
2017-05-10,257.3
2017-05-11,256.5
2017-05-12,255.65
2017-05-15,266.65
2017-05-16,266.1
2017-05-17,264.85
2017-05-18,260.35
2017-05-19,254.05
2017-05-22,255.5
2017-05-23,247.95
2017-05-24,241.05
2017-05-25,252.65
2017-05-26,259.65
2017-05-29,259.45
2017-05-30,258.0
2017-05-31,264.4
2017-06-01,273.4
2017-06-02,274.15
2017-06-05,281.5
2017-06-06,282.1
2017-06-07,290.95
2017-06-08,290.6
2017-06-09,299.6
2017-06-12,306.05
2017-06-13,299.4
2017-06-14,308.35
2017-06-15,303.2
2017-06-16,307.1
2017-06-19,302.9
2017-06-20,292.65
2017-06-21,298.9
2017-06-22,301.1
2017-06-23,301.05
2017-06-27,290.9
2017-06-28,300.85
2017-06-29,302.05
2017-06-30,294.25
2017-07-03,292.9
2017-07-04,291.5
2017-07-05,286.7
2017-07-06,289.9
2017-07-07,288.8
2017-07-10,289.5
2017-07-11,281.0
2017-07-12,281.4
2017-07-13,284.0
2017-07-14,283.15
2017-07-17,293.5
2017-07-18,292.15
2017-07-19,288.6
2017-07-20,286.2
2017-07-21,286.8
2017-07-24,285.25
2017-07-25,286.95
2017-07-26,299.05
2017-07-27,299.1
2017-07-28,299.65
2017-07-31,295.2
2017-08-01,280.45
2017-08-02,283.85
2017-08-03,274.6
2017-08-04,260.75
2017-08-07,266.3
2017-08-08,259.5
2017-08-09,264.8
2017-08-10,251.8
2017-08-11,254.45
2017-08-14,261.4
2017-08-16,258.3
2017-08-17,250.9
2017-08-18,248.9
2017-08-21,253.1
2017-08-22,253.8
2017-08-23,259.9
2017-08-24,259.2
2017-08-28,258.0
2017-08-29,253.9
2017-08-30,251.15
2017-08-31,252.6
2017-09-01,251.95
2017-09-04,249.5
2017-09-05,242.85
2017-09-06,239.1
2017-09-07,252.2
2017-09-08,253.45
2017-09-11,252.95
2017-09-12,251.75
2017-09-13,250.3
2017-09-14,252.25
2017-09-15,246.4
2017-09-18,244.75
2017-09-19,247.9
2017-09-20,249.05
2017-09-21,247.4
2017-09-22,247.15
2017-09-25,239.75
2017-09-26,246.15
2017-09-27,242.8
2017-09-28,241.7
2017-09-29,249.3
2017-10-03,252.55
2017-10-04,247.65
2017-10-05,251.6
2017-10-06,257.2
2017-10-09,251.8
2017-10-10,246.2
2017-10-11,264.0
2017-10-12,267.95
2017-10-13,268.7
2017-10-16,275.85
2017-10-17,280.6
2017-10-18,277.65
2017-10-19,279.85
2017-10-23,276.9
2017-10-24,279.2
2017-10-25,274.35
2017-10-26,278.95
2017-10-27,279.65
2017-10-30,277.95
2017-10-31,282.35
2017-11-01,280.4
2017-11-02,281.0
2017-11-03,288.3
2017-11-06,293.8
2017-11-07,296.1
2017-11-08,296.6
2017-11-09,298.7
2017-11-10,296.85
2017-11-13,293.45
2017-11-14,294.15
2017-11-15,288.0
2017-11-16,295.25
2017-11-17,294.0
2017-11-20,289.75
2017-11-21,293.55
2017-11-22,298.45
2017-11-23,293.25
2017-11-24,295.55
2017-11-27,315.55
2017-11-28,313.5
2017-11-29,314.1
2017-11-30,316.4
2017-12-01,311.8
2017-12-04,309.35
2017-12-05,305.55
2017-12-06,307.45
2017-12-07,316.6
2017-12-08,320.9
2017-12-11,322.05
2017-12-12,333.95
2017-12-13,326.6
2017-12-14,322.2
2017-12-15,336.75
2017-12-18,334.65
2017-12-19,335.15
2017-12-20,335.65
2017-12-21,336.65
2017-12-22,336.85
2017-12-26,337.85
2017-12-27,339.2
2017-12-28,337.65
2017-12-29,339.25
