Date,MPHASIS
2017-01-02,557.65
2017-01-03,537.45
2017-01-04,534.3
2017-01-05,538.25
2017-01-06,527.15
2017-01-09,529.85
2017-01-10,534.1
2017-01-11,529.2
2017-01-12,528.15
2017-01-13,522.2
2017-01-16,519.7
2017-01-17,520.35
2017-01-18,526.1
2017-01-19,527.15
2017-01-20,523.9
2017-01-23,529.0
2017-01-24,529.35
2017-01-25,538.35
2017-01-27,560.55
2017-01-30,578.6
2017-01-31,559.25
2017-02-01,563.85
2017-02-02,564.2
2017-02-03,560.05
2017-02-06,564.55
2017-02-07,572.0
2017-02-08,565.0
2017-02-09,564.6
2017-02-10,558.95
2017-02-13,562.15
2017-02-14,579.5
2017-02-15,574.65
2017-02-16,573.95
2017-02-17,581.2
2017-02-20,576.8
2017-02-21,577.25
2017-02-22,580.7
2017-02-23,588.0
2017-02-27,593.5
2017-02-28,595.1
2017-03-01,592.1
2017-03-02,593.1
2017-03-03,593.25
2017-03-06,591.8
2017-03-07,590.0
2017-03-08,584.0
2017-03-09,575.8
2017-03-10,572.6
2017-03-14,577.75
2017-03-15,589.05
2017-03-16,589.8
2017-03-17,590.9
2017-03-20,590.0
2017-03-21,589.9
2017-03-22,594.55
2017-03-23,599.5
2017-03-24,603.0
2017-03-27,599.95
2017-03-28,599.05
2017-03-29,596.25
2017-03-30,580.05
2017-03-31,579.9
2017-04-03,573.4
2017-04-05,567.9
2017-04-06,561.25
2017-04-07,554.05
2017-04-10,557.65
2017-04-11,550.5
2017-04-12,540.0
2017-04-13,541.9
2017-04-17,553.4
2017-04-18,559.9
2017-04-19,543.15
2017-04-20,540.35
2017-04-21,535.3
2017-04-24,528.9
2017-04-25,530.7
2017-04-26,530.15
2017-04-27,535.05
2017-04-28,536.25
2017-05-02,562.75
2017-05-03,569.3
2017-05-04,561.95
2017-05-05,561.25
2017-05-08,587.75
2017-05-09,575.1
2017-05-10,580.3
2017-05-11,574.25
2017-05-12,574.25
2017-05-15,576.95
2017-05-16,575.5
2017-05-17,584.9
2017-05-18,573.1
2017-05-19,582.5
2017-05-22,585.6
2017-05-23,584.95
2017-05-24,568.15
2017-05-25,574.15
2017-05-26,583.5
2017-05-29,580.85
2017-05-30,589.55
2017-05-31,613.55
2017-06-01,605.35
2017-06-02,620.25
2017-06-05,608.45
2017-06-06,620.45
2017-06-07,624.6
2017-06-08,629.7
2017-06-09,644.15
2017-06-12,625.9
2017-06-13,617.35
2017-06-14,603.65
2017-06-15,599.5
2017-06-16,601.9
2017-06-19,591.25
2017-06-20,596.05
2017-06-21,593.85
2017-06-22,596.65
2017-06-23,592.0
2017-06-27,595.0
2017-06-28,594.9
2017-06-29,594.85
2017-06-30,599.5
2017-07-03,591.3
2017-07-04,598.35
2017-07-05,586.7
2017-07-06,597.2
2017-07-07,597.45
2017-07-10,616.4
2017-07-11,601.85
2017-07-12,603.15
2017-07-13,584.3
2017-07-14,576.6
2017-07-17,569.1
2017-07-18,571.15
2017-07-19,577.15
2017-07-20,576.35
2017-07-21,577.65
2017-07-24,579.7
2017-07-25,580.65
2017-07-26,596.0
2017-07-27,602.5
2017-07-28,594.45
2017-07-31,604.6
2017-08-01,592.75
2017-08-02,598.8
2017-08-03,601.35
2017-08-04,597.7
2017-08-07,599.2
2017-08-08,581.5
2017-08-09,581.5
2017-08-10,572.9
2017-08-11,571.45
2017-08-14,591.1
2017-08-16,585.6
2017-08-17,590.5
2017-08-18,591.15
2017-08-21,592.3
2017-08-22,592.8
2017-08-23,591.8
2017-08-24,604.85
2017-08-28,614.45
2017-08-29,609.6
2017-08-30,612.25
2017-08-31,609.1
2017-09-01,605.05
2017-09-04,606.2
2017-09-05,606.05
2017-09-06,604.75
2017-09-07,608.25
2017-09-08,604.85
2017-09-11,609.15
2017-09-12,602.9
2017-09-13,605.25
2017-09-14,604.85
2017-09-15,627.65
2017-09-18,612.85
2017-09-19,623.6
2017-09-20,613.7
2017-09-21,619.95
2017-09-22,614.7
2017-09-25,608.95
2017-09-26,598.9
2017-09-27,595.2
2017-09-28,612.1
2017-09-29,618.7
2017-10-03,619.55
2017-10-04,616.9
2017-10-05,613.65
2017-10-06,617.7
2017-10-09,613.05
2017-10-10,619.3
2017-10-11,623.3
2017-10-12,634.65
2017-10-13,641.7
2017-10-16,656.15
2017-10-17,655.1
2017-10-18,644.3
2017-10-19,649.6
2017-10-23,675.9
2017-10-24,690.35
2017-10-25,703.8
2017-10-26,672.4
2017-10-27,704.25
2017-10-30,704.9
2017-10-31,693.5
2017-11-01,689.55
2017-11-02,696.3
2017-11-03,701.55
2017-11-06,692.55
2017-11-07,706.1
2017-11-08,738.5
2017-11-09,727.6
2017-11-10,733.55
2017-11-13,729.45
2017-11-14,711.6
2017-11-15,714.0
2017-11-16,712.4
2017-11-17,711.7
2017-11-20,705.95
2017-11-21,726.35
2017-11-22,724.0
2017-11-23,718.15
2017-11-24,717.6
2017-11-27,723.0
2017-11-28,729.8
2017-11-29,727.15
2017-11-30,728.95
2017-12-01,720.0
2017-12-04,731.55
2017-12-05,720.95
2017-12-06,724.3
2017-12-07,712.85
2017-12-08,707.7
2017-12-11,708.2
2017-12-12,710.3
2017-12-13,718.3
2017-12-14,704.8
2017-12-15,705.65
2017-12-18,716.5
2017-12-19,731.65
2017-12-20,729.55
2017-12-21,751.6
2017-12-22,735.0
2017-12-26,723.85
2017-12-27,725.3
2017-12-28,724.5
2017-12-29,725.65
