Date,UFLEX
2017-01-02,275.1
2017-01-03,277.65
2017-01-04,280.9
2017-01-05,285.6
2017-01-06,279.35
2017-01-09,276.65
2017-01-10,283.9
2017-01-11,284.25
2017-01-12,277.25
2017-01-13,272.35
2017-01-16,281.45
2017-01-17,283.5
2017-01-18,279.25
2017-01-19,276.05
2017-01-20,272.35
2017-01-23,276.7
2017-01-24,275.75
2017-01-25,276.45
2017-01-27,276.75
2017-01-30,271.95
2017-01-31,266.1
2017-02-01,275.35
2017-02-02,271.95
2017-02-03,273.65
2017-02-06,278.05
2017-02-07,274.25
2017-02-08,273.85
2017-02-09,272.5
2017-02-10,272.85
2017-02-13,266.85
2017-02-14,268.45
2017-02-15,256.6
2017-02-16,263.25
2017-02-17,261.15
2017-02-20,272.95
2017-02-21,271.25
2017-02-22,267.95
2017-02-23,267.9
2017-02-27,269.25
2017-02-28,268.9
2017-03-01,270.15
2017-03-02,268.7
2017-03-03,267.35
2017-03-06,268.9
2017-03-07,267.5
2017-03-08,267.45
2017-03-09,266.15
2017-03-10,265.55
2017-03-14,271.75
2017-03-15,277.65
2017-03-16,287.5
2017-03-17,292.8
2017-03-20,287.75
2017-03-21,286.25
2017-03-22,275.25
2017-03-23,276.1
2017-03-24,275.6
2017-03-27,270.9
2017-03-28,276.05
2017-03-29,272.75
2017-03-30,275.1
2017-03-31,278.05
2017-04-03,290.7
2017-04-05,298.05
2017-04-06,298.8
2017-04-07,296.7
2017-04-10,310.2
2017-04-11,317.7
2017-04-12,312.7
2017-04-13,311.05
2017-04-17,306.85
2017-04-18,306.6
2017-04-19,307.65
2017-04-20,309.6
2017-04-21,319.8
2017-04-24,319.5
2017-04-25,321.95
2017-04-26,323.45
2017-04-27,340.6
2017-04-28,370.95
2017-05-02,378.9
2017-05-03,368.7
2017-05-04,370.3
2017-05-05,361.25
2017-05-08,368.95
2017-05-09,368.2
2017-05-10,373.85
2017-05-11,372.2
2017-05-12,368.0
2017-05-15,373.0
2017-05-16,371.8
2017-05-17,381.3
2017-05-18,368.6
2017-05-19,366.45
2017-05-22,354.6
2017-05-23,343.25
2017-05-24,340.1
2017-05-25,343.0
2017-05-26,352.55
2017-05-29,338.4
2017-05-30,335.65
2017-05-31,342.75
2017-06-01,358.0
2017-06-02,366.55
2017-06-05,389.7
2017-06-06,383.2
2017-06-07,383.35
2017-06-08,396.15
2017-06-09,390.7
2017-06-12,380.35
2017-06-13,379.3
2017-06-14,377.5
2017-06-15,383.95
2017-06-16,384.0
2017-06-19,388.5
2017-06-20,383.65
2017-06-21,383.1
2017-06-22,390.25
2017-06-23,382.9
2017-06-27,381.45
2017-06-28,373.45
2017-06-29,383.8
2017-06-30,384.7
2017-07-03,388.45
2017-07-04,386.95
2017-07-05,388.2
2017-07-06,402.3
2017-07-07,419.5
2017-07-10,423.3
2017-07-11,410.2
2017-07-12,422.05
2017-07-13,438.4
2017-07-14,429.2
2017-07-17,432.65
2017-07-18,433.2
2017-07-19,444.0
2017-07-20,439.95
2017-07-21,447.3
2017-07-24,444.05
2017-07-25,444.75
2017-07-26,447.35
2017-07-27,446.4
2017-07-28,446.35
2017-07-31,444.2
2017-08-01,438.5
2017-08-02,439.9
2017-08-03,428.15
2017-08-04,430.5
2017-08-07,424.4
2017-08-08,403.45
2017-08-09,398.4
2017-08-10,375.2
2017-08-11,387.85
2017-08-14,401.4
2017-08-16,412.2
2017-08-17,413.55
2017-08-18,406.95
2017-08-21,416.5
2017-08-22,410.3
2017-08-23,418.95
2017-08-24,416.95
2017-08-28,420.1
2017-08-29,409.75
2017-08-30,420.35
2017-08-31,437.25
2017-09-01,435.65
2017-09-04,423.15
2017-09-05,428.45
2017-09-06,437.05
2017-09-07,429.15
2017-09-08,427.4
2017-09-11,431.5
2017-09-12,433.1
2017-09-13,429.35
2017-09-14,434.75
2017-09-15,447.3
2017-09-18,452.3
2017-09-19,452.35
2017-09-20,453.6
2017-09-21,450.25
2017-09-22,441.5
2017-09-25,424.2
2017-09-26,432.95
2017-09-27,433.0
2017-09-28,428.6
2017-09-29,430.7
2017-10-03,430.85
2017-10-04,434.9
2017-10-05,443.85
2017-10-06,440.85
2017-10-09,443.8
2017-10-10,442.65
2017-10-11,439.5
2017-10-12,448.05
2017-10-13,467.7
2017-10-16,487.95
2017-10-17,484.2
2017-10-18,473.3
2017-10-19,469.95
2017-10-23,457.15
2017-10-24,465.9
2017-10-25,467.8
2017-10-26,465.25
2017-10-27,464.6
2017-10-30,462.65
2017-10-31,455.5
2017-11-01,468.25
2017-11-02,463.8
2017-11-03,465.7
2017-11-06,465.45
2017-11-07,452.0
2017-11-08,443.7
2017-11-09,449.5
2017-11-10,448.4
2017-11-13,447.2
2017-11-14,456.5
2017-11-15,453.7
2017-11-16,452.6
2017-11-17,463.35
2017-11-20,459.9
2017-11-21,460.5
2017-11-22,461.5
2017-11-23,466.3
2017-11-24,467.95
2017-11-27,468.25
2017-11-28,462.95
2017-11-29,458.65
2017-11-30,458.4
2017-12-01,453.0
2017-12-04,453.3
2017-12-05,449.95
2017-12-06,443.4
2017-12-07,449.8
2017-12-08,444.35
2017-12-11,471.5
2017-12-12,465.0
2017-12-13,456.4
2017-12-14,467.3
2017-12-15,465.5
2017-12-18,469.65
2017-12-19,476.05
2017-12-20,479.4
2017-12-21,482.6
2017-12-22,494.6
2017-12-26,497.15
2017-12-27,489.55
2017-12-28,489.35
2017-12-29,486.75
