Date,KOTAKPSUBK
2017-01-02,300.0
2017-01-03,300.14
2017-01-04,299.26
2017-01-05,301.3
2017-01-06,304.0
2017-01-09,303.4
2017-01-10,305.63
2017-01-11,312.31
2017-01-12,312.24
2017-01-13,311.2
2017-01-16,317.69
2017-01-17,317.59
2017-01-18,319.9
2017-01-19,322.52
2017-01-20,312.91
2017-01-23,316.0
2017-01-24,316.68
2017-01-25,322.42
2017-01-27,331.75
2017-01-30,330.0
2017-01-31,323.85
2017-02-01,336.01
2017-02-02,342.47
2017-02-03,350.38
2017-02-06,353.51
2017-02-07,352.0
2017-02-08,349.72
2017-02-09,348.99
2017-02-10,351.09
2017-02-13,338.07
2017-02-14,338.2
2017-02-15,334.11
2017-02-16,334.99
2017-02-17,333.99
2017-02-20,335.94
2017-02-21,336.02
2017-02-22,338.73
2017-02-23,337.5
2017-02-27,334.85
2017-02-28,334.94
2017-03-01,338.4
2017-03-02,331.98
2017-03-03,329.0
2017-03-06,332.99
2017-03-07,333.33
2017-03-08,333.46
2017-03-09,328.4
2017-03-10,334.7
2017-03-14,328.72
2017-03-15,335.81
2017-03-16,339.17
2017-03-17,331.92
2017-03-20,331.97
2017-03-21,330.6
2017-03-22,324.16
2017-03-23,325.71
2017-03-24,334.16
2017-03-27,338.92
2017-03-28,344.03
2017-03-29,349.25
2017-03-30,350.71
2017-03-31,351.93
2017-04-03,356.01
2017-04-05,354.91
2017-04-06,353.16
2017-04-07,346.38
2017-04-10,348.0
2017-04-11,357.54
2017-04-12,351.42
2017-04-13,354.05
2017-04-17,352.55
2017-04-18,353.93
2017-04-19,347.76
2017-04-20,351.18
2017-04-21,346.39
2017-04-24,352.84
2017-04-25,352.01
2017-04-26,354.33
2017-04-27,351.8
2017-04-28,368.26
2017-05-02,368.79
2017-05-03,373.08
2017-05-04,380.02
2017-05-05,373.34
2017-05-08,378.96
2017-05-09,375.65
2017-05-10,376.65
2017-05-11,372.95
2017-05-12,372.53
2017-05-15,374.0
2017-05-16,381.5
2017-05-17,380.08
2017-05-18,374.49
2017-05-19,375.3
2017-05-22,360.09
2017-05-23,354.46
2017-05-24,345.71
2017-05-25,354.38
2017-05-26,354.13
2017-05-29,350.02
2017-05-30,352.0
2017-05-31,354.47
2017-06-01,353.89
2017-06-02,353.4
2017-06-05,353.06
2017-06-06,350.17
2017-06-07,355.25
2017-06-08,354.0
2017-06-09,351.97
2017-06-12,347.52
2017-06-13,345.84
2017-06-14,351.29
2017-06-15,348.0
2017-06-16,350.0
2017-06-19,348.73
2017-06-20,346.84
2017-06-21,350.0
2017-06-22,353.67
2017-06-23,347.0
2017-06-27,335.28
2017-06-28,331.06
2017-06-29,330.27
2017-06-30,330.71
2017-07-03,334.8
2017-07-04,330.74
2017-07-05,331.95
2017-07-06,338.88
2017-07-07,341.01
2017-07-10,346.6
2017-07-11,344.76
2017-07-12,347.5
2017-07-13,350.26
2017-07-14,352.92
2017-07-17,354.0
2017-07-18,353.28
2017-07-19,356.0
2017-07-20,355.04
2017-07-21,353.41
2017-07-24,356.35
2017-07-25,360.02
2017-07-26,359.76
2017-07-27,357.5
2017-07-28,361.5
2017-07-31,373.42
2017-08-01,372.29
2017-08-02,370.84
2017-08-03,363.25
2017-08-04,360.07
2017-08-07,365.5
2017-08-08,360.33
2017-08-09,358.55
2017-08-10,351.9
2017-08-11,334.02
2017-08-14,328.77
2017-08-16,337.39
2017-08-17,335.0
2017-08-18,333.25
2017-08-21,326.13
2017-08-22,324.98
2017-08-23,335.0
2017-08-24,334.24
2017-08-28,334.1
2017-08-29,331.31
2017-08-30,330.1
2017-08-31,332.21
2017-09-01,335.29
2017-09-04,332.9
2017-09-05,329.99
2017-09-06,328.1
2017-09-07,327.48
2017-09-08,323.89
2017-09-11,321.89
2017-09-12,326.99
2017-09-13,333.44
2017-09-14,331.87
2017-09-15,328.67
2017-09-18,328.98
2017-09-19,325.0
2017-09-20,329.11
2017-09-21,326.0
2017-09-22,317.0
2017-09-25,312.79
2017-09-26,312.0
2017-09-27,306.84
2017-09-28,306.02
2017-09-29,305.0
2017-10-03,303.13
2017-10-04,305.0
2017-10-05,304.12
2017-10-06,312.1
2017-10-09,323.73
2017-10-10,310.99
2017-10-11,303.11
2017-10-12,304.59
2017-10-13,303.89
2017-10-16,306.83
2017-10-17,304.06
2017-10-18,302.12
2017-10-19,300.1
2017-10-23,302.53
2017-10-24,313.85
2017-10-25,358.95
2017-10-26,372.55
2017-10-27,381.2
2017-10-30,387.66
2017-10-31,382.07
2017-11-01,392.12
2017-11-02,387.61
2017-11-03,396.3
2017-11-06,400.77
2017-11-07,390.55
2017-11-08,377.04
2017-11-09,386.54
2017-11-10,400.37
2017-11-13,400.21
2017-11-14,395.12
2017-11-15,392.18
2017-11-16,403.74
2017-11-17,407.95
2017-11-20,403.62
2017-11-21,400.06
2017-11-22,405.07
2017-11-23,404.63
2017-11-24,403.27
2017-11-27,402.53
2017-11-28,398.97
2017-11-29,398.01
2017-11-30,389.37
2017-12-01,383.85
2017-12-04,377.41
2017-12-05,385.4
2017-12-06,378.45
2017-12-07,380.6
2017-12-08,379.53
2017-12-11,383.0
2017-12-12,379.99
2017-12-13,373.2
2017-12-14,377.0
2017-12-15,375.28
2017-12-18,380.59
2017-12-19,384.3
2017-12-20,377.52
2017-12-21,380.08
2017-12-22,381.0
2017-12-26,380.06
2017-12-27,378.57
2017-12-28,370.94
2017-12-29,370.33
