Date,ULTRACEMCO
2017-01-02,3371.35
2017-01-03,3326.7
2017-01-04,3301.4
2017-01-05,3382.85
2017-01-06,3322.75
2017-01-09,3291.85
2017-01-10,3279.45
2017-01-11,3353.1
2017-01-12,3352.5
2017-01-13,3319.7
2017-01-16,3340.2
2017-01-17,3380.25
2017-01-18,3501.65
2017-01-19,3461.45
2017-01-20,3471.65
2017-01-23,3527.8
2017-01-24,3656.85
2017-01-25,3680.4
2017-01-27,3686.3
2017-01-30,3693.9
2017-01-31,3694.45
2017-02-01,3779.75
2017-02-02,3721.55
2017-02-03,3737.5
2017-02-06,3754.85
2017-02-07,3696.0
2017-02-08,3717.9
2017-02-09,3752.45
2017-02-10,3761.9
2017-02-13,3767.7
2017-02-14,3705.65
2017-02-15,3678.15
2017-02-16,3714.25
2017-02-17,3718.5
2017-02-20,3756.65
2017-02-21,3769.35
2017-02-22,3777.8
2017-02-23,3786.1
2017-02-27,3737.2
2017-02-28,3774.55
2017-03-01,3731.1
2017-03-02,3817.8
2017-03-03,3801.75
2017-03-06,3824.1
2017-03-07,3786.9
2017-03-08,3803.6
2017-03-09,3822.85
2017-03-10,3852.45
2017-03-14,3998.95
2017-03-15,4017.45
2017-03-16,4056.55
2017-03-17,4039.8
2017-03-20,3999.8
2017-03-21,4007.8
2017-03-22,3970.25
2017-03-23,3974.25
2017-03-24,3973.95
2017-03-27,3951.25
2017-03-28,3987.3
2017-03-29,3999.35
2017-03-30,3988.45
2017-03-31,3984.75
2017-04-03,4026.75
2017-04-05,4081.25
2017-04-06,4111.15
2017-04-07,4081.0
2017-04-10,4058.9
2017-04-11,4033.3
2017-04-12,4033.1
2017-04-13,4019.35
2017-04-17,3999.85
2017-04-18,3972.2
2017-04-19,3939.8
2017-04-20,4006.75
2017-04-21,3978.35
2017-04-24,4141.55
2017-04-25,4242.4
2017-04-26,4230.9
2017-04-27,4237.1
2017-04-28,4248.95
2017-05-02,4206.0
2017-05-03,4301.4
2017-05-04,4324.2
2017-05-05,4329.95
2017-05-08,4426.25
2017-05-09,4432.9
2017-05-10,4367.55
2017-05-11,4412.5
2017-05-12,4404.35
2017-05-15,4437.7
2017-05-16,4485.15
2017-05-17,4471.0
2017-05-18,4341.05
2017-05-19,4360.6
2017-05-22,4269.6
2017-05-23,4267.35
2017-05-24,4172.2
2017-05-25,4162.4
2017-05-26,4154.4
2017-05-29,4061.3
2017-05-30,4082.1
2017-05-31,4195.2
2017-06-01,4198.35
2017-06-02,4240.6
2017-06-05,4178.15
2017-06-06,4122.5
2017-06-07,4140.75
2017-06-08,4120.25
2017-06-09,4111.95
2017-06-12,4045.45
2017-06-13,4061.8
2017-06-14,4052.85
2017-06-15,4043.8
2017-06-16,4125.3
2017-06-19,4097.55
2017-06-20,4063.8
2017-06-21,4016.05
2017-06-22,4057.85
2017-06-23,3999.0
2017-06-27,3877.9
2017-06-28,3958.25
2017-06-29,3953.75
2017-06-30,3959.1
2017-07-03,3998.85
2017-07-04,4019.05
2017-07-05,4087.95
2017-07-06,4107.35
2017-07-07,4096.9
2017-07-10,4135.15
2017-07-11,4151.25
2017-07-12,4191.25
2017-07-13,4198.7
2017-07-14,4222.9
2017-07-17,4347.75
2017-07-18,4330.85
2017-07-19,4205.85
2017-07-20,4141.7
2017-07-21,4176.65
2017-07-24,4197.5
2017-07-25,4105.7
2017-07-26,4074.4
2017-07-27,4042.95
2017-07-28,4024.2
2017-07-31,4056.9
2017-08-01,4067.85
2017-08-02,4087.45
2017-08-03,4084.4
2017-08-04,4081.35
2017-08-07,4049.95
2017-08-08,4056.7
2017-08-09,3997.85
2017-08-10,3907.6
2017-08-11,3922.55
2017-08-14,3960.5
2017-08-16,3941.3
2017-08-17,3932.9
2017-08-18,4014.35
2017-08-21,4007.9
2017-08-22,3975.25
2017-08-23,3951.55
2017-08-24,3939.65
2017-08-28,3984.15
2017-08-29,3931.6
2017-08-30,4013.05
2017-08-31,4000.4
2017-09-01,3999.6
2017-09-04,4000.4
2017-09-05,4097.85
2017-09-06,4150.25
2017-09-07,4116.3
2017-09-08,4144.45
2017-09-11,4174.6
2017-09-12,4220.25
2017-09-13,4184.85
2017-09-14,4214.4
2017-09-15,4210.95
2017-09-18,4209.2
2017-09-19,4184.2
2017-09-20,4209.65
2017-09-21,4166.05
2017-09-22,3999.6
2017-09-25,3901.8
2017-09-26,3914.65
2017-09-27,3798.5
2017-09-28,3868.7
2017-09-29,3854.2
2017-10-03,3895.0
2017-10-04,3872.5
2017-10-05,3894.4
2017-10-06,3930.9
2017-10-09,3957.35
2017-10-10,3970.8
2017-10-11,3951.2
2017-10-12,3919.8
2017-10-13,4005.0
2017-10-16,4004.25
2017-10-17,4089.4
2017-10-18,4092.2
2017-10-19,4034.35
2017-10-23,4205.05
2017-10-24,4227.1
2017-10-25,4460.25
2017-10-26,4483.9
2017-10-27,4439.85
2017-10-30,4472.25
2017-10-31,4401.05
2017-11-01,4426.3
2017-11-02,4399.15
2017-11-03,4375.1
2017-11-06,4427.75
2017-11-07,4373.45
2017-11-08,4370.6
2017-11-09,4363.35
2017-11-10,4450.85
2017-11-13,4348.65
2017-11-14,4361.4
2017-11-15,4306.7
2017-11-16,4273.1
2017-11-17,4267.05
2017-11-20,4181.3
2017-11-21,4163.4
2017-11-22,4230.4
2017-11-23,4185.15
2017-11-24,4241.3
2017-11-27,4272.0
2017-11-28,4275.9
2017-11-29,4287.75
2017-11-30,4203.8
2017-12-01,4184.95
2017-12-04,4110.05
2017-12-05,4108.3
2017-12-06,4037.4
2017-12-07,4081.85
2017-12-08,4165.55
2017-12-11,4240.55
2017-12-12,4222.5
2017-12-13,4274.35
2017-12-14,4268.2
2017-12-15,4311.8
2017-12-18,4309.9
2017-12-19,4360.5
2017-12-20,4333.1
2017-12-21,4332.75
2017-12-22,4288.9
2017-12-26,4340.35
2017-12-27,4277.7
2017-12-28,4276.45
2017-12-29,4320.6
