Date,MBLINFRA
2017-01-02,40.25
2017-01-03,38.25
2017-01-04,36.35
2017-01-05,38.15
2017-01-06,40.05
2017-01-09,42.05
2017-01-10,44.15
2017-01-11,46.35
2017-01-12,48.65
2017-01-13,51.05
2017-01-16,53.6
2017-01-17,56.25
2017-01-18,59.05
2017-01-19,56.1
2017-01-20,53.3
2017-01-23,50.8
2017-01-24,53.3
2017-01-25,55.75
2017-01-27,53.0
2017-01-30,50.35
2017-01-31,49.5
2017-02-01,50.0
2017-02-02,49.65
2017-02-03,49.25
2017-02-06,47.95
2017-02-07,49.8
2017-02-08,49.95
2017-02-09,49.8
2017-02-10,54.75
2017-02-13,54.2
2017-02-14,52.3
2017-02-15,49.9
2017-02-16,50.6
2017-02-17,50.55
2017-02-20,49.85
2017-02-21,49.5
2017-02-22,49.35
2017-02-23,49.3
2017-02-27,47.55
2017-02-28,49.1
2017-03-01,48.55
2017-03-02,46.6
2017-03-03,46.15
2017-03-06,45.65
2017-03-07,44.5
2017-03-08,44.45
2017-03-09,44.05
2017-03-10,44.45
2017-03-14,44.4
2017-03-15,45.05
2017-03-16,49.55
2017-03-17,51.4
2017-03-20,49.8
2017-03-21,48.25
2017-03-22,48.0
2017-03-23,48.9
2017-03-24,48.5
2017-03-27,48.6
2017-03-28,48.1
2017-03-29,46.35
2017-03-30,46.25
2017-03-31,45.1
2017-04-03,41.4
2017-04-05,45.5
2017-04-06,44.85
2017-04-07,44.6
2017-04-10,45.15
2017-04-11,43.1
2017-04-12,41.5
2017-04-13,40.5
2017-04-17,40.0
2017-04-18,41.65
2017-04-19,42.25
2017-04-20,43.25
2017-04-21,42.65
2017-04-24,42.5
2017-04-25,42.5
2017-04-26,41.25
2017-04-27,41.05
2017-04-28,41.25
2017-05-02,41.0
2017-05-03,40.65
2017-05-04,40.15
2017-05-05,40.1
2017-05-08,40.25
2017-05-09,41.05
2017-05-10,41.5
2017-05-11,42.15
2017-05-12,42.15
2017-05-15,40.05
2017-05-16,39.25
2017-05-17,38.7
2017-05-18,38.05
2017-05-19,37.15
2017-05-22,33.55
2017-05-23,32.7
2017-05-24,32.5
2017-05-25,29.9
2017-05-26,25.8
2017-05-29,23.9
2017-05-30,26.25
2017-05-31,25.0
2017-06-01,25.3
2017-06-02,26.4
2017-06-05,29.0
2017-06-06,31.9
2017-06-07,35.05
2017-06-08,36.8
2017-06-09,36.05
2017-06-12,34.25
2017-06-13,32.55
2017-06-14,30.95
2017-06-15,29.65
2017-06-16,28.6
2017-06-19,27.3
2017-06-20,28.65
2017-06-21,30.05
2017-06-22,29.45
2017-06-23,28.0
2017-06-27,27.15
2017-06-28,27.75
2017-06-29,27.25
2017-06-30,27.0
2017-07-03,28.35
2017-07-04,29.75
2017-07-05,29.8
2017-07-06,29.65
2017-07-07,29.5
2017-07-10,30.1
2017-07-11,29.85
2017-07-12,28.85
2017-07-13,28.75
2017-07-14,28.3
2017-07-17,28.1
2017-07-18,27.8
2017-07-19,27.6
2017-07-20,27.45
2017-07-21,26.95
2017-07-24,27.45
2017-07-25,27.45
2017-07-26,28.8
2017-07-27,27.5
2017-07-28,27.2
2017-07-31,26.15
2017-08-01,26.25
2017-08-02,25.95
2017-08-03,25.3
2017-08-04,24.8
2017-08-07,23.55
2017-08-08,22.25
2017-08-09,21.65
2017-08-10,23.8
2017-08-11,25.1
2017-08-14,22.85
2017-08-16,24.15
2017-08-17,23.75
2017-08-18,23.1
2017-08-21,23.0
2017-08-22,22.55
2017-08-23,22.55
2017-08-24,22.4
2017-08-28,23.65
2017-08-29,24.25
2017-08-30,23.95
2017-08-31,23.85
2017-09-01,23.95
2017-09-04,23.75
2017-09-05,23.45
2017-09-06,23.2
2017-09-07,22.75
2017-09-08,22.3
2017-09-11,22.45
2017-09-12,22.45
2017-09-13,22.15
2017-09-14,22.5
2017-09-15,22.2
2017-09-18,22.15
2017-09-19,23.1
2017-09-20,25.4
2017-09-21,23.8
2017-09-22,23.0
2017-09-25,22.35
2017-09-26,22.55
2017-09-27,22.05
2017-09-28,22.05
2017-09-29,22.0
2017-10-03,22.1
2017-10-04,21.9
2017-10-05,21.85
2017-10-06,22.05
2017-10-09,24.95
2017-10-10,28.55
2017-10-11,26.65
2017-10-12,26.2
2017-10-13,26.05
2017-10-16,27.7
2017-10-17,27.8
2017-10-18,27.35
2017-10-19,27.95
2017-10-23,26.8
2017-10-24,26.5
2017-10-25,27.85
