Date,MERCK
2017-01-02,981.35
2017-01-03,997.3
2017-01-04,991.1
2017-01-05,988.1
2017-01-06,983.5
2017-01-09,978.65
2017-01-10,968.7
2017-01-11,974.1
2017-01-12,959.55
2017-01-13,955.35
2017-01-16,967.75
2017-01-17,966.45
2017-01-18,969.75
2017-01-19,953.4
2017-01-20,946.4
2017-01-23,940.7
2017-01-24,943.85
2017-01-25,939.85
2017-01-27,935.95
2017-01-30,958.2
2017-01-31,941.05
2017-02-01,938.7
2017-02-02,987.0
2017-02-03,985.25
2017-02-06,981.7
2017-02-07,985.9
2017-02-08,983.55
2017-02-09,981.75
2017-02-10,980.65
2017-02-13,983.15
2017-02-14,983.65
2017-02-15,983.9
2017-02-16,986.0
2017-02-17,1016.6
2017-02-20,1076.1
2017-02-21,1133.7
2017-02-22,1092.15
2017-02-23,1087.2
2017-02-27,1094.85
2017-02-28,1025.15
2017-03-01,1023.9
2017-03-02,1000.9
2017-03-03,1007.45
2017-03-06,1000.4
2017-03-07,1009.6
2017-03-08,1005.85
2017-03-09,996.0
2017-03-10,1000.7
2017-03-14,1008.0
2017-03-15,999.85
2017-03-16,1010.35
2017-03-17,1013.5
2017-03-20,1010.4
2017-03-21,1004.9
2017-03-22,1025.7
2017-03-23,1043.3
2017-03-24,1040.2
2017-03-27,1044.0
2017-03-28,1051.0
2017-03-29,1029.85
2017-03-30,1030.25
2017-03-31,1043.0
2017-04-03,1062.15
2017-04-05,1102.0
2017-04-06,1096.7
2017-04-07,1142.05
2017-04-10,1167.75
2017-04-11,1130.1
2017-04-12,1115.75
2017-04-13,1115.65
2017-04-17,1161.55
2017-04-18,1140.45
2017-04-19,1126.1
2017-04-20,1122.1
2017-04-21,1137.85
2017-04-24,1102.5
2017-04-25,1093.1
2017-04-26,1087.4
2017-04-27,1090.35
2017-04-28,1092.0
2017-05-02,1081.7
2017-05-03,1073.65
2017-05-04,1107.65
2017-05-05,1084.6
2017-05-08,1098.0
2017-05-09,1084.8
2017-05-10,1084.45
2017-05-11,1062.45
2017-05-12,1096.65
2017-05-15,1100.65
2017-05-16,1088.65
2017-05-17,1094.35
2017-05-18,1071.35
2017-05-19,1046.35
2017-05-22,1044.65
2017-05-23,1029.6
2017-05-24,1009.5
2017-05-25,1014.3
2017-05-26,1012.4
2017-05-29,1027.85
2017-05-30,1032.6
2017-05-31,1045.85
2017-06-01,1099.75
2017-06-02,1102.45
2017-06-05,1092.2
2017-06-06,1097.4
2017-06-07,1083.9
2017-06-08,1094.15
2017-06-09,1090.25
2017-06-12,1079.75
2017-06-13,1070.35
2017-06-14,1072.2
2017-06-15,1087.25
2017-06-16,1106.7
2017-06-19,1105.45
2017-06-20,1112.75
2017-06-21,1104.55
2017-06-22,1100.15
2017-06-23,1081.9
2017-06-27,1077.2
2017-06-28,1069.3
2017-06-29,1065.35
2017-06-30,1068.3
2017-07-03,1085.7
2017-07-04,1070.0
2017-07-05,1069.95
2017-07-06,1071.0
