Date,TTML
2017-01-02,6.1
2017-01-03,6.0
2017-01-04,6.05
2017-01-05,6.1
2017-01-06,6.0
2017-01-09,6.0
2017-01-10,6.0
2017-01-11,6.05
2017-01-12,6.05
2017-01-13,6.05
2017-01-16,6.05
2017-01-17,6.05
2017-01-18,6.05
2017-01-19,6.0
2017-01-20,6.0
2017-01-23,5.95
2017-01-24,5.95
2017-01-25,5.85
2017-01-27,5.9
2017-01-30,6.2
2017-01-31,6.05
2017-02-01,6.1
2017-02-02,6.05
2017-02-03,6.4
2017-02-06,6.25
2017-02-07,6.4
2017-02-08,6.3
2017-02-09,6.6
2017-02-10,6.45
2017-02-13,6.25
2017-02-14,6.1
2017-02-15,6.0
2017-02-16,6.0
2017-02-17,6.05
2017-02-20,6.45
2017-02-21,6.6
2017-02-22,6.45
2017-02-23,6.6
2017-02-27,6.7
2017-02-28,8.0
2017-03-01,9.6
2017-03-02,9.5
2017-03-03,9.3
2017-03-06,9.2
2017-03-07,8.8
2017-03-08,8.65
2017-03-09,9.05
2017-03-10,9.0
2017-03-14,8.85
2017-03-15,8.9
2017-03-16,8.6
2017-03-17,8.45
2017-03-20,8.1
2017-03-21,7.85
2017-03-22,7.95
2017-03-23,7.95
2017-03-24,7.8
2017-03-27,7.6
2017-03-28,7.5
2017-03-29,7.25
2017-03-30,7.3
2017-03-31,7.15
2017-04-03,7.3
2017-04-05,7.85
2017-04-06,7.7
2017-04-07,7.45
2017-04-10,7.4
2017-04-11,7.4
2017-04-12,7.3
2017-04-13,7.3
2017-04-17,7.2
2017-04-18,7.2
2017-04-19,7.15
2017-04-20,7.05
2017-04-21,7.05
2017-04-24,7.1
2017-04-25,7.1
2017-04-26,7.0
2017-04-27,6.9
2017-04-28,8.25
2017-05-02,9.05
2017-05-03,8.4
2017-05-04,8.1
2017-05-05,7.8
2017-05-08,8.1
2017-05-09,7.95
2017-05-10,7.95
2017-05-11,7.85
2017-05-12,7.85
2017-05-15,7.55
2017-05-16,7.4
2017-05-17,7.2
2017-05-18,7.0
2017-05-19,7.05
2017-05-22,6.95
2017-05-23,6.7
2017-05-24,6.6
2017-05-25,6.75
2017-05-26,6.85
2017-05-29,6.65
2017-05-30,6.6
2017-05-31,6.55
2017-06-01,6.6
2017-06-02,6.6
2017-06-05,6.65
2017-06-06,6.6
2017-06-07,6.55
2017-06-08,6.55
2017-06-09,6.5
2017-06-12,6.4
2017-06-13,6.4
2017-06-14,6.3
2017-06-15,6.3
2017-06-16,6.25
2017-06-19,6.2
2017-06-20,6.05
2017-06-21,6.2
2017-06-22,6.25
2017-06-23,6.75
2017-06-27,6.45
2017-06-28,7.0
2017-06-29,7.0
2017-06-30,6.85
2017-07-03,6.8
2017-07-04,6.8
2017-07-05,7.35
2017-07-06,7.3
2017-07-07,8.6
2017-07-10,8.25
2017-07-11,7.75
2017-07-12,7.65
2017-07-13,7.65
2017-07-14,7.4
2017-07-17,7.5
2017-07-18,7.45
2017-07-19,7.65
2017-07-20,7.55
2017-07-21,7.4
2017-07-24,7.45
2017-07-25,7.45
2017-07-26,8.1
2017-07-27,7.65
2017-07-28,7.7
2017-07-31,7.85
2017-08-01,7.65
2017-08-02,7.5
2017-08-03,7.1
2017-08-04,7.45
2017-08-07,7.55
2017-08-08,7.25
2017-08-09,6.95
2017-08-10,6.6
2017-08-11,6.5
2017-08-14,6.75
2017-08-16,6.8
2017-08-17,6.9
2017-08-18,6.9
2017-08-21,6.65
2017-08-22,6.7
2017-08-23,6.75
2017-08-24,6.75
2017-08-28,6.8
2017-08-29,6.55
2017-08-30,6.65
2017-08-31,6.7
2017-09-01,6.85
2017-09-04,6.75
2017-09-05,6.75
2017-09-06,7.0
2017-09-07,6.9
2017-09-08,6.85
2017-09-11,6.8
2017-09-12,6.75
2017-09-13,6.7
2017-09-14,6.75
2017-09-15,6.35
2017-09-18,6.05
2017-09-19,6.3
2017-09-20,6.2
2017-09-21,6.2
2017-09-22,6.1
2017-09-25,6.05
2017-09-26,6.05
2017-09-27,6.05
2017-09-28,6.0
2017-09-29,5.95
2017-10-03,5.75
2017-10-04,6.15
2017-10-05,5.95
2017-10-06,5.8
2017-10-09,5.0
2017-10-10,4.0
2017-10-11,4.0
2017-10-12,4.4
2017-10-13,4.8
2017-10-16,5.25
2017-10-17,5.5
2017-10-18,5.75
2017-10-19,6.0
2017-10-23,6.3
2017-10-24,6.6
2017-10-25,6.9
2017-10-26,7.2
2017-10-27,7.55
2017-10-30,7.9
2017-10-31,8.25
2017-11-01,8.65
2017-11-02,9.05
2017-11-03,9.5
2017-11-06,9.95
2017-11-07,9.5
2017-11-08,9.05
2017-11-09,8.6
2017-11-10,8.2
2017-11-13,7.8
