Date,MOHITIND
2017-01-02,38.45
2017-01-03,39.1
2017-01-04,38.25
2017-01-05,40.0
2017-01-06,40.15
2017-01-09,44.05
2017-01-10,41.5
2017-01-11,43.0
2017-01-12,43.55
2017-01-13,43.9
2017-01-16,45.5
2017-01-17,43.5
2017-01-18,44.0
2017-01-19,44.0
2017-01-20,44.4
2017-01-23,44.15
2017-01-24,43.65
2017-01-25,45.0
2017-01-27,45.3
2017-01-30,45.5
2017-01-31,44.95
2017-02-01,44.9
2017-02-02,48.65
2017-02-03,50.1
2017-02-06,52.4
2017-02-07,51.3
2017-02-08,45.2
2017-02-09,43.15
2017-02-10,43.5
2017-02-13,44.0
2017-02-14,43.2
2017-02-15,43.0
2017-02-16,42.85
2017-02-17,42.75
2017-02-20,44.35
2017-02-21,44.6
2017-02-22,44.0
2017-02-23,43.55
2017-02-27,41.55
2017-02-28,40.05
2017-03-01,40.2
2017-03-02,39.4
2017-03-03,39.95
2017-03-06,43.05
2017-03-07,44.8
2017-03-08,44.85
2017-03-09,42.35
2017-03-10,41.3
2017-03-14,43.8
2017-03-15,42.9
2017-03-16,39.9
2017-03-17,39.15
2017-03-20,40.0
2017-03-21,40.5
2017-03-22,39.55
2017-03-23,39.5
2017-03-24,39.0
2017-03-27,38.5
2017-03-28,38.9
2017-03-29,42.25
2017-03-30,42.3
2017-03-31,41.85
2017-04-03,44.95
2017-04-05,46.55
2017-04-06,47.2
2017-04-07,43.65
2017-04-10,42.9
2017-04-11,42.7
2017-04-12,42.9
2017-04-13,43.05
2017-04-17,43.45
2017-04-18,43.55
2017-04-19,46.75
2017-04-20,49.25
2017-04-21,48.8
2017-04-24,48.25
2017-04-25,49.3
2017-04-26,50.1
2017-04-27,49.05
2017-04-28,48.8
2017-05-02,49.2
2017-05-03,49.05
2017-05-04,49.7
2017-05-05,48.45
2017-05-08,49.5
2017-05-09,49.35
2017-05-10,48.7
2017-05-11,47.55
2017-05-12,47.15
2017-05-15,46.95
2017-05-16,46.9
2017-05-17,44.55
2017-05-18,43.25
2017-05-19,42.9
2017-05-22,42.85
2017-05-23,41.15
2017-05-24,40.0
2017-05-25,40.5
2017-05-26,40.75
2017-05-29,39.65
2017-05-30,40.75
2017-05-31,48.9
2017-06-01,47.25
2017-06-02,45.75
2017-06-05,45.5
2017-06-06,46.1
2017-06-07,46.1
2017-06-08,46.15
2017-06-09,46.4
2017-06-12,47.0
2017-06-13,46.6
2017-06-14,47.7
2017-06-15,49.4
2017-06-16,56.55
2017-06-19,53.0
2017-06-20,48.7
2017-06-21,51.05
2017-06-22,54.15
2017-06-23,52.6
2017-06-27,51.05
2017-06-28,51.75
2017-06-29,53.45
2017-06-30,53.1
2017-07-03,56.55
2017-07-04,56.2
2017-07-05,57.55
2017-07-06,56.15
2017-07-07,55.55
2017-07-10,58.6
2017-07-11,60.55
2017-07-12,64.65
2017-07-13,59.2
2017-07-14,61.2
2017-07-17,62.05
2017-07-18,61.45
2017-07-19,62.0
2017-07-20,61.9
2017-07-21,61.2
2017-07-24,61.05
2017-07-25,61.85
2017-07-26,60.2
2017-07-27,60.8
2017-07-28,60.15
2017-07-31,53.3
2017-08-01,59.7
2017-08-02,60.05
2017-08-03,60.2
2017-08-04,60.75
2017-08-07,60.25
2017-08-08,59.85
2017-08-09,55.65
2017-08-10,56.65
2017-08-11,55.9
2017-08-14,58.25
2017-08-16,55.85
2017-08-17,56.1
2017-08-18,55.7
2017-08-21,55.65
2017-08-22,55.25
2017-08-23,55.8
2017-08-24,55.1
2017-08-28,55.35
2017-08-29,54.95
2017-08-30,54.35
2017-08-31,55.25
2017-09-01,55.05
2017-09-04,52.7
2017-09-05,52.3
2017-09-06,51.95
2017-09-07,51.25
2017-09-08,50.6
2017-09-11,49.3
2017-09-12,49.3
2017-09-13,49.95
2017-09-14,49.55
2017-09-15,51.15
2017-09-18,50.2
2017-09-19,49.95
2017-09-20,49.8
2017-09-21,48.85
2017-09-22,44.95
2017-09-25,43.0
2017-09-26,43.8
2017-09-27,42.25
2017-09-28,43.15
2017-09-29,43.05
2017-10-03,44.05
2017-10-04,43.15
2017-10-05,44.1
2017-10-06,43.9
2017-10-09,43.45
2017-10-10,44.55
2017-10-11,42.9
2017-10-12,42.7
2017-10-13,42.45
2017-10-16,40.9
2017-10-17,41.8
2017-10-18,41.1
2017-10-19,42.2
2017-10-23,42.1
2017-10-24,42.6
2017-10-25,42.7
2017-10-26,42.8
2017-10-27,43.85
2017-10-30,42.95
2017-10-31,42.85
2017-11-01,42.85
2017-11-02,42.85
2017-11-03,42.5
2017-11-06,43.1
2017-11-07,42.4
2017-11-08,42.05
2017-11-09,42.8
2017-11-10,42.3
2017-11-13,37.2
2017-11-14,43.55
2017-11-15,52.25
2017-11-16,50.65
2017-11-17,47.55
2017-11-20,47.85
2017-11-21,54.0
2017-11-22,53.6
2017-11-23,51.15
2017-11-24,56.35
2017-11-27,58.6
2017-11-28,57.75
2017-11-29,54.2
2017-11-30,51.0
2017-12-01,50.95
2017-12-04,50.35
2017-12-05,47.35
2017-12-06,44.5
2017-12-07,45.8
2017-12-08,46.35
2017-12-11,45.65
2017-12-12,44.2
2017-12-13,42.4
2017-12-14,45.1
2017-12-15,47.25
2017-12-18,47.35
2017-12-19,49.3
2017-12-20,50.1
2017-12-21,49.55
2017-12-22,48.75
2017-12-26,47.4
2017-12-27,45.0
2017-12-28,45.55
2017-12-29,44.2
