Date,AARTIDRUGS
2013-03-01,191.65
2013-03-04,198.9
2013-03-05,191.8
2013-03-06,191.5
2013-03-07,192.1
2013-03-08,193.0
2013-03-11,193.3
2013-03-12,193.1
2013-03-13,191.05
2013-03-14,193.0
2013-03-15,193.1
2013-03-18,193.7
2013-03-19,194.0
2013-03-20,193.4
2013-03-21,191.05
2013-03-22,186.95
2013-03-25,168.3
2013-03-26,151.5
2013-03-28,143.95
2013-04-01,136.8
2013-04-02,143.6
2013-04-03,150.75
2013-04-04,153.95
2013-04-05,156.85
2013-04-08,158.2
2013-04-09,159.75
2013-04-10,159.5
2013-04-11,156.25
2013-04-12,158.45
2013-04-15,158.8
2013-04-16,159.65
2013-04-17,158.8
2013-04-18,161.9
2013-04-22,166.45
2013-04-23,167.6
2013-04-25,170.25
2013-04-26,169.55
2013-04-29,174.15
2013-04-30,179.25
2013-05-02,177.95
2013-05-03,178.05
2013-05-06,180.05
2013-05-07,181.75
2013-05-08,181.9
2013-05-09,177.15
2013-05-10,183.45
2013-05-11,183.15
2013-05-13,178.65
2013-05-14,180.45
2013-05-15,184.05
2013-05-16,190.55
2013-05-17,209.6
2013-05-20,223.4
2013-05-21,219.9
2013-05-22,218.6
2013-05-23,212.05
2013-05-24,214.2
2013-05-27,216.5
2013-05-28,217.75
2013-05-29,218.4
2013-05-30,216.8
2013-05-31,213.3
2013-06-03,210.25
2013-06-04,214.05
2013-06-05,215.95
2013-06-06,219.15
2013-06-07,219.8
2013-06-10,215.25
2013-06-11,213.6
2013-06-12,212.3
2013-06-13,210.75
2013-06-14,211.35
2013-06-17,208.95
2013-06-18,211.5
2013-06-19,210.05
2013-06-20,206.95
2013-06-21,201.35
2013-06-24,187.0
2013-06-25,191.6
2013-06-26,187.7
2013-06-27,193.55
2013-06-28,196.55
2013-07-01,198.9
2013-07-02,200.5
2013-07-03,196.2
2013-07-04,198.0
2013-07-05,195.25
2013-07-08,195.5
2013-07-09,197.85
2013-07-10,198.95
2013-07-11,203.6
2013-07-12,226.15
2013-07-15,227.25
2013-07-16,225.05
2013-07-17,224.5
2013-07-18,225.1
2013-07-19,228.55
2013-07-22,241.85
2013-07-23,246.65
2013-07-24,234.65
2013-07-25,230.85
2013-07-26,213.75
2013-07-29,212.35
2013-07-30,202.5
2013-07-31,200.15
2013-08-01,208.8
2013-08-02,199.4
2013-08-05,185.75
2013-08-06,186.9
2013-08-07,189.25
2013-08-08,191.25
2013-08-12,198.0
2013-08-13,201.1
2013-08-14,206.35
2013-08-16,196.3
2013-08-19,204.25
2013-08-20,203.65
2013-08-21,198.95
2013-08-22,198.85
2013-08-23,197.45
2013-08-26,192.75
2013-08-27,184.7
2013-08-28,181.05
2013-08-29,185.9
2013-08-30,188.4
2013-09-02,188.75
2013-09-03,182.7
2013-09-04,190.7
2013-09-05,189.85
2013-09-06,186.6
2013-09-10,189.75
2013-09-11,192.5
2013-09-12,199.9
2013-09-13,194.65
2013-09-16,193.95
2013-09-17,193.2
2013-09-18,195.85
2013-09-19,196.4
2013-09-20,194.9
2013-09-23,193.2
2013-09-24,193.0
2013-09-25,195.0
2013-09-26,181.95
2013-09-27,177.5
2013-09-30,177.2
2013-10-01,185.8
2013-10-03,185.05
2013-10-04,184.15
2013-10-07,185.0
2013-10-08,184.0
2013-10-09,187.7
2013-10-10,185.8
2013-10-11,187.15
2013-10-14,185.85
2013-10-15,184.2
2013-10-17,185.25
2013-10-18,186.6
2013-10-21,185.85
2013-10-22,188.95
2013-10-23,190.35
2013-10-24,188.1
2013-10-25,187.8
2013-10-28,184.1
2013-10-29,183.55
2013-10-30,188.3
2013-10-31,190.7
2013-11-01,193.2
2013-11-03,199.15
2013-11-05,201.45
2013-11-06,209.7
2013-11-07,209.65
2013-11-08,206.75
2013-11-11,202.7
2013-11-12,208.15
2013-11-13,204.65
2013-11-14,210.8
2013-11-18,208.9
2013-11-19,204.35
2013-11-20,196.6
2013-11-21,191.5
2013-11-22,192.45
2013-11-25,195.55
2013-11-26,193.45
2013-11-27,194.95
2013-11-28,194.85
2013-11-29,194.8
2013-12-02,194.55
2013-12-03,197.55
2013-12-04,196.45
2013-12-05,196.7
2013-12-06,197.4
2013-12-09,196.95
2013-12-10,196.25
2013-12-11,194.15
2013-12-12,193.05
2013-12-13,193.85
2013-12-16,189.65
2013-12-17,188.5
2013-12-18,200.55
2013-12-19,197.35
2013-12-20,201.25
2013-12-23,202.6
2013-12-24,204.4
2013-12-26,209.55
2013-12-27,220.1
2013-12-30,228.15
2013-12-31,224.55
2014-01-01,226.25
2014-01-02,218.0
2014-01-03,213.4
2014-01-06,216.85
2014-01-07,216.35
2014-01-08,218.9
2014-01-09,225.45
2014-01-10,223.3
2014-01-13,222.0
2014-01-14,223.3
2014-01-15,220.05
2014-01-16,213.0
2014-01-17,205.8
2014-01-20,214.25
2014-01-21,217.55
2014-01-22,220.35
2014-01-23,220.4
2014-01-24,215.85
2014-01-27,209.25
2014-01-28,224.35
2014-01-29,235.05
2014-01-30,230.95
2014-01-31,223.2
2014-02-03,230.5
2014-02-04,229.0
2014-02-05,225.15
2014-02-06,222.1
2014-02-07,224.55
2014-02-10,224.5
2014-02-11,227.3
2014-02-12,230.55
2014-02-13,225.35
2014-02-14,222.0
2014-02-17,211.5
2014-02-18,211.8
2014-02-19,215.25
2014-02-20,215.75
2014-02-21,217.8
2014-02-24,220.1
2014-02-25,237.1
2014-02-26,246.1
2014-02-28,257.85
2014-03-03,264.65
2014-03-04,267.2
2014-03-05,265.95
2014-03-06,267.05
2014-03-07,254.6
2014-03-10,250.35
2014-03-11,265.4
2014-03-12,264.2
2014-03-13,264.3
2014-03-14,260.0
2014-03-18,279.95
2014-03-19,282.45
2014-03-20,269.25
2014-03-21,260.65
2014-03-22,264.2
2014-03-24,266.95
2014-03-25,266.6
2014-03-26,261.85
2014-03-27,263.9
2014-03-28,264.35
2014-03-31,262.65
2014-04-01,264.25
2014-04-02,262.2
2014-04-03,262.65
2014-04-04,265.3
2014-04-07,262.45
2014-04-09,266.8
2014-04-10,289.6
2014-04-11,304.65
2014-04-15,300.3
2014-04-16,303.3
2014-04-17,323.45
2014-04-21,343.0
2014-04-22,355.9
2014-04-23,359.8
2014-04-25,364.3
2014-04-28,362.85
2014-04-29,361.35
2014-04-30,357.7
2014-05-02,412.75
2014-05-05,421.0
2014-05-06,425.3
2014-05-07,416.5
2014-05-08,401.1
2014-05-09,397.3
2014-05-12,391.75
2014-05-13,398.9
2014-05-14,397.3
2014-05-15,391.9
2014-05-16,386.35
2014-05-19,369.65
2014-05-20,381.55
2014-05-21,382.9
2014-05-22,394.55
2014-05-23,403.05
2014-05-26,388.75
2014-05-27,390.15
2014-05-28,397.3
2014-05-29,392.75
2014-05-30,401.2
2014-06-02,408.4
2014-06-03,407.45
2014-06-04,417.25
2014-06-05,416.15
2014-06-06,414.45
2014-06-09,440.8
2014-06-10,444.45
2014-06-11,445.1
2014-06-12,467.95
2014-06-13,452.35
2014-06-16,481.15
2014-06-17,509.95
2014-06-18,506.2
2014-06-19,538.8
2014-06-20,545.25
2014-06-23,556.75
2014-06-24,556.95
2014-06-25,550.2
2014-06-26,542.55
2014-06-27,534.35
2014-06-30,529.15
2014-07-01,544.15
2014-07-02,545.7
2014-07-03,552.5
2014-07-04,540.45
2014-07-07,557.95
2014-07-08,542.1
2014-07-09,529.05
2014-07-10,531.9
2014-07-11,511.5
2014-07-14,527.25
2014-07-15,546.25
2014-07-16,561.15
2014-07-17,586.7
2014-07-18,596.75
2014-07-21,627.95
2014-07-22,625.25
2014-07-23,609.6
2014-07-24,625.0
2014-07-25,612.95
2014-07-28,622.0
2014-07-30,618.25
2014-07-31,624.5
2014-08-01,624.95
2014-08-04,631.5
2014-08-05,726.0
2014-08-06,728.75
2014-08-07,721.1
2014-08-08,699.75
2014-08-11,671.35
2014-08-12,659.1
2014-08-13,680.7
2014-08-14,687.85
2014-08-18,691.7
2014-08-19,710.7
2014-08-20,727.9
2014-08-21,762.85
2014-08-22,745.6
2014-08-25,754.85
2014-08-26,741.5
2014-08-27,741.8
2014-08-28,741.65
2014-09-01,738.0
2014-09-02,738.7
2014-09-03,732.65
2014-09-04,731.25
2014-09-05,739.95
2014-09-08,742.7
2014-09-09,762.85
2014-09-10,781.3
2014-09-11,783.4
2014-09-12,787.55
2014-09-15,766.5
2014-09-16,726.1
2014-09-17,722.2
2014-09-18,743.15
2014-09-19,754.85
2014-09-22,794.75
2014-09-23,775.75
2014-09-24,753.95
2014-09-25,745.8
2014-09-26,768.5
2014-09-29,770.2
2014-09-30,771.45
2014-10-01,761.2
2014-10-07,760.05
2014-10-08,748.3
2014-10-09,747.25
2014-10-10,743.9
2014-10-13,757.0
2014-10-14,744.15
2014-10-16,720.9
2014-10-17,697.3
2014-10-20,681.1
2014-10-21,684.0
2014-10-22,673.35
2014-10-23,694.35
2014-10-27,696.5
2014-10-28,689.25
2014-10-29,696.6
2014-10-30,708.1
2014-10-31,722.15
2014-11-03,756.6
2014-11-05,771.9
2014-11-07,782.8
2014-11-10,781.8
2014-11-11,777.8
2014-11-12,764.4
2014-11-13,776.0
2014-11-14,813.45
2014-11-17,860.15
2014-11-18,859.4
2014-11-19,848.55
2014-11-20,835.7
2014-11-21,819.55
2014-11-24,802.95
2014-11-25,787.8
2014-11-26,795.6
2014-11-27,797.7
2014-11-28,794.1
2014-12-01,783.0
2014-12-02,787.1
2014-12-03,814.55
2014-12-04,814.35
2014-12-05,804.9
2014-12-08,807.15
2014-12-09,797.75
2014-12-10,792.4
2014-12-11,792.35
2014-12-12,786.0
2014-12-15,794.5
2014-12-16,766.25
2014-12-17,755.3
2014-12-18,814.15
2014-12-19,800.35
2014-12-22,801.1
2014-12-23,778.45
2014-12-24,785.0
2014-12-26,784.55
2014-12-29,784.35
2014-12-30,789.25
2014-12-31,854.1
2015-01-01,873.45
2015-01-02,954.0
2015-01-05,954.75
2015-01-06,913.65
2015-01-07,907.1
2015-01-08,993.5
2015-01-09,1003.3
2015-01-12,1010.6
2015-01-13,1032.3
2015-01-14,1029.75
2015-01-15,1045.75
2015-01-16,1048.15
2015-01-19,1051.2
2015-01-20,1072.45
2015-01-21,1071.7
2015-01-22,1089.6
2015-01-23,1092.8
2015-01-27,1093.45
2015-01-28,1086.45
2015-01-29,1144.05
2015-01-30,1204.2
2015-02-02,1324.95
2015-02-03,1229.9
2015-02-04,1262.95
2015-02-05,1228.5
2015-02-06,1189.05
2015-02-09,1194.0
2015-02-10,1196.05
2015-02-11,1201.35
2015-02-12,1248.2
2015-02-13,1285.05
2015-02-16,1333.65
2015-02-18,1365.05
2015-02-19,1331.8
2015-02-20,1321.55
2015-02-23,1300.2
2015-02-24,1269.15
2015-02-25,1284.3
2015-02-26,1274.55
2015-02-27,1261.8
2015-02-28,1264.2
2015-03-02,1295.75
2015-03-03,1324.7
2015-03-04,1314.0
2015-03-05,1336.6
2015-03-09,1323.45
2015-03-10,1338.4
2015-03-11,1311.75
2015-03-12,1439.7
2015-03-13,1494.65
2015-03-16,1528.95
2015-03-17,1553.9
2015-03-18,1549.95
2015-03-19,1491.65
2015-03-20,1399.5
2015-03-23,1343.1
2015-03-24,634.05
2015-03-25,646.1
2015-03-26,636.9
2015-03-27,619.5
2015-03-30,654.5
2015-03-31,649.95
2015-04-01,648.25
2015-04-06,655.15
2015-04-07,786.15
2015-04-08,813.7
2015-04-09,812.85
2015-04-10,809.35
2015-04-13,808.85
2015-04-15,794.7
2015-04-16,778.15
2015-04-17,762.85
2015-04-20,723.55
2015-04-21,709.3
2015-04-22,705.1
2015-04-23,691.7
2015-04-24,672.9
2015-04-27,657.25
2015-04-28,662.65
2015-04-29,646.05
2015-04-30,658.3
2015-05-04,736.6
2015-05-05,721.6
2015-05-06,683.5
2015-05-07,670.5
2015-05-08,687.9
2015-05-11,696.65
2015-05-12,679.5
2015-05-13,682.0
2015-05-14,689.25
2015-05-15,691.65
2015-05-18,733.65
2015-05-19,715.9
2015-05-20,738.6
2015-05-21,687.55
2015-05-22,682.6
2015-05-25,661.65
2015-05-26,665.1
2015-05-27,654.85
2015-05-28,647.45
2015-05-29,666.6
2015-06-01,662.9
2015-06-02,654.35
2015-06-03,607.0
2015-06-04,585.1
2015-06-05,598.15
2015-06-08,581.75
2015-06-09,568.55
2015-06-10,571.5
2015-06-11,558.5
2015-06-12,550.15
2015-06-15,564.75
2015-06-16,619.5
2015-06-17,605.85
2015-06-18,605.9
2015-06-19,645.0
2015-06-22,634.8
2015-06-23,660.7
2015-06-24,660.05
2015-06-25,654.8
2015-06-26,647.25
2015-06-29,621.6
2015-06-30,632.05
2015-07-01,629.75
2015-07-02,633.45
2015-07-03,674.8
2015-07-06,678.5
2015-07-07,671.4
2015-07-08,645.9
2015-07-09,646.8
2015-07-10,653.15
2015-07-13,656.2
2015-07-14,662.95
2015-07-15,681.75
2015-07-16,683.35
2015-07-17,677.05
2015-07-20,677.45
