Date,SURYALAXMI
2013-01-01,72.65
2013-01-02,74.0
2013-01-03,75.75
2013-01-04,75.85
2013-01-07,74.7
2013-01-08,83.8
2013-01-09,79.9
2013-01-10,78.65
2013-01-11,78.15
2013-01-14,79.1
2013-01-15,79.3
2013-01-16,77.35
2013-01-17,75.6
2013-01-18,75.8
2013-01-21,75.35
2013-01-22,73.8
2013-01-23,73.2
2013-01-24,70.7
2013-01-25,70.65
2013-01-28,70.55
2013-01-29,70.85
2013-01-30,69.65
2013-01-31,68.45
2013-02-01,68.95
2013-02-04,73.0
2013-02-05,73.95
2013-02-06,72.0
2013-02-07,70.75
2013-02-08,69.1
2013-02-11,70.5
2013-02-12,67.1
2013-02-13,68.0
2013-02-14,66.85
2013-02-15,65.65
2013-02-18,66.6
2013-02-19,66.2
2013-02-20,66.25
2013-02-21,67.55
2013-02-22,67.0
2013-02-25,65.45
2013-02-26,65.55
2013-02-27,65.45
2013-02-28,65.6
2013-03-01,65.15
2013-03-04,65.05
2013-03-05,64.5
2013-03-06,65.2
2013-03-07,66.6
2013-03-08,65.35
2013-03-11,65.65
2013-03-12,64.85
2013-03-13,64.1
2013-03-14,64.45
2013-03-15,64.25
2013-03-18,65.4
2013-03-19,63.0
2013-03-20,62.75
2013-03-21,62.45
2013-03-22,60.05
2013-03-25,60.35
2013-03-26,59.3
2013-03-28,60.0
2013-04-01,61.0
2013-04-02,61.6
2013-04-03,63.7
2013-04-04,59.25
2013-04-05,58.9
2013-04-08,60.2
2013-04-09,60.7
2013-04-10,59.9
2013-04-11,59.5
2013-04-12,60.55
2013-04-15,58.5
2013-04-16,59.05
2013-04-17,59.05
2013-04-18,60.25
2013-04-22,59.95
2013-04-23,60.55
2013-04-25,60.25
2013-04-26,61.3
2013-04-29,59.0
2013-04-30,59.5
2013-05-02,61.25
2013-05-03,63.0
2013-05-06,61.05
2013-05-07,62.6
2013-05-08,62.05
2013-05-09,61.2
2013-05-10,61.05
2013-05-11,60.05
