Date,BGRENERGY
2013-01-01,263.0
2013-01-02,266.5
2013-01-03,270.4
2013-01-04,268.65
2013-01-07,269.9
2013-01-08,267.6
2013-01-09,266.55
2013-01-10,264.95
2013-01-11,262.3
2013-01-14,263.05
2013-01-15,263.2
2013-01-16,260.65
2013-01-17,259.5
2013-01-18,257.8
2013-01-21,258.6
2013-01-22,257.8
2013-01-23,255.3
2013-01-24,243.95
2013-01-25,248.65
2013-01-28,250.0
2013-01-29,247.85
2013-01-30,243.4
2013-01-31,242.2
2013-02-01,245.1
2013-02-04,241.95
2013-02-05,237.65
2013-02-06,239.05
2013-02-07,236.65
2013-02-08,235.0
2013-02-11,228.65
2013-02-12,223.5
2013-02-13,219.2
2013-02-14,208.55
2013-02-15,202.05
2013-02-18,208.4
2013-02-19,217.6
2013-02-20,225.15
2013-02-21,217.9
2013-02-22,215.85
2013-02-25,216.45
2013-02-26,210.35
2013-02-27,206.3
2013-02-28,210.45
2013-03-01,208.65
2013-03-04,203.7
2013-03-05,204.7
2013-03-06,206.9
2013-03-07,208.1
2013-03-08,212.25
2013-03-11,213.3
2013-03-12,210.6
2013-03-13,205.4
2013-03-14,206.85
2013-03-15,203.25
2013-03-18,202.05
2013-03-19,200.15
2013-03-20,196.05
2013-03-21,189.6
2013-03-22,182.75
2013-03-25,180.5
2013-03-26,184.95
2013-03-28,192.15
2013-04-01,193.0
2013-04-02,200.55
2013-04-03,200.2
2013-04-04,192.9
2013-04-05,191.0
2013-04-08,189.0
2013-04-09,186.15
2013-04-10,184.1
2013-04-11,187.7
2013-04-12,185.1
2013-04-15,183.75
2013-04-16,186.55
2013-04-17,187.75
2013-04-18,188.45
2013-04-22,190.4
2013-04-23,191.0
2013-04-25,189.2
2013-04-26,187.15
2013-04-29,187.0
2013-04-30,194.45
2013-05-02,202.85
2013-05-03,199.35
2013-05-06,200.8
2013-05-07,200.05
2013-05-08,203.8
2013-05-09,202.1
2013-05-10,199.25
2013-05-11,198.85
2013-05-13,193.65
2013-05-14,192.9
2013-05-15,197.85
2013-05-16,198.05
2013-05-17,211.0
2013-05-20,207.35
2013-05-21,204.7
2013-05-22,198.45
2013-05-23,190.15
2013-05-24,189.95
2013-05-27,193.4
2013-05-28,195.5
2013-05-29,193.95
2013-05-30,199.85
2013-05-31,192.95
2013-06-03,169.55
2013-06-04,163.6
2013-06-05,165.55
2013-06-06,163.95
2013-06-07,160.5
2013-06-10,151.65
2013-06-11,143.15
2013-06-12,139.05
2013-06-13,133.15
2013-06-14,136.25
2013-06-17,134.75
2013-06-18,139.5
2013-06-19,140.05
2013-06-20,133.0
2013-06-21,130.1
2013-06-24,125.7
2013-06-25,125.6
2013-06-26,123.6
2013-06-27,123.95
2013-06-28,129.4
2013-07-01,133.5
2013-07-02,131.1
2013-07-03,125.9
2013-07-04,126.65
2013-07-05,123.35
2013-07-08,121.65
2013-07-09,121.7
2013-07-10,120.35
2013-07-11,124.8
2013-07-12,123.45
2013-07-15,121.6
2013-07-16,120.15
2013-07-17,119.15
2013-07-18,119.25
2013-07-19,118.9
2013-07-22,116.7
2013-07-23,115.6
2013-07-24,110.65
2013-07-25,107.1
2013-07-26,104.9
2013-07-29,89.45
2013-07-30,76.8
2013-07-31,84.45
2013-08-01,79.7
2013-08-02,80.05
2013-08-05,83.4
2013-08-06,80.7
2013-08-07,85.3
2013-08-08,93.8
2013-08-12,103.15
2013-08-13,100.4
2013-08-14,101.25
2013-08-16,97.45
2013-08-19,95.85
2013-08-20,100.6
2013-08-21,98.6
2013-08-22,100.0
2013-08-23,101.35
2013-08-26,105.15
2013-08-27,100.65
2013-08-28,100.05
2013-08-29,100.0
2013-08-30,99.6
2013-09-02,100.15
2013-09-03,98.3
2013-09-04,99.9
2013-09-05,104.85
2013-09-06,112.85
2013-09-10,115.85
2013-09-11,117.6
2013-09-12,121.95
2013-09-13,118.75
2013-09-16,118.45
2013-09-17,109.6
2013-09-18,104.9
2013-09-19,108.0
2013-09-20,102.5
2013-09-23,103.25
2013-09-24,102.7
2013-09-25,105.15
2013-09-26,106.5
2013-09-27,104.6
2013-09-30,109.65
2013-10-01,107.6
2013-10-03,108.6
2013-10-04,106.75
2013-10-07,106.3
2013-10-08,108.1
2013-10-09,112.1
2013-10-10,112.2
2013-10-11,111.9
2013-10-14,111.7
2013-10-15,113.55
2013-10-17,112.55
2013-10-18,114.45
2013-10-21,114.3
2013-10-22,115.3
2013-10-23,114.3
2013-10-24,113.7
2013-10-25,111.8
2013-10-28,109.55
2013-10-29,108.65
2013-10-30,112.1
2013-10-31,115.35
2013-11-01,115.7
2013-11-03,116.7
2013-11-05,116.15
2013-11-06,117.85
2013-11-07,111.95
2013-11-08,110.25
2013-11-11,106.7
2013-11-12,106.75
2013-11-13,106.95
2013-11-14,106.75
2013-11-18,108.05
2013-11-19,110.05
2013-11-20,111.4
2013-11-21,107.7
2013-11-22,106.85
2013-11-25,108.8
2013-11-26,111.55
2013-11-27,109.9
2013-11-28,112.9
2013-11-29,116.25
2013-12-02,115.5
2013-12-03,120.3
2013-12-04,122.4
2013-12-05,123.4
2013-12-06,128.05
2013-12-09,129.1
2013-12-10,123.8
2013-12-11,122.9
2013-12-12,119.45
2013-12-13,117.1
2013-12-16,115.0
2013-12-17,116.65
2013-12-18,118.95
2013-12-19,116.45
2013-12-20,118.65
2013-12-23,121.65
2013-12-24,123.9
2013-12-26,128.9
2013-12-27,126.0
2013-12-30,123.8
2013-12-31,125.65
2014-01-01,126.65
2014-01-02,121.15
2014-01-03,121.0
2014-01-06,121.2
2014-01-07,119.2
2014-01-08,120.55
2014-01-09,119.25
2014-01-10,116.9
2014-01-13,116.75
2014-01-14,116.0
2014-01-15,116.65
2014-01-16,120.3
2014-01-17,118.5
2014-01-20,119.25
2014-01-21,118.5
2014-01-22,118.8
2014-01-23,116.65
2014-01-24,112.0
2014-01-27,106.95
2014-01-28,107.2
2014-01-29,105.35
2014-01-30,103.45
2014-01-31,105.15
2014-02-03,103.3
2014-02-04,102.9
2014-02-05,104.8
2014-02-06,104.65
2014-02-07,104.95
2014-02-10,105.45
2014-02-11,103.1
2014-02-12,103.25
2014-02-13,101.4
2014-02-14,100.5
2014-02-17,100.65
2014-02-18,104.3
2014-02-19,103.35
2014-02-20,101.85
2014-02-21,102.4
2014-02-24,102.75
2014-02-25,102.65
2014-02-26,102.3
2014-02-28,103.8
2014-03-03,101.25
2014-03-04,102.15
2014-03-05,106.1
2014-03-06,108.35
2014-03-07,112.75
2014-03-10,115.15
2014-03-11,113.9
2014-03-12,114.6
2014-03-13,111.3
2014-03-14,110.45
2014-03-18,111.35
2014-03-19,109.65
2014-03-20,108.1
2014-03-21,107.7
2014-03-22,114.3
2014-03-24,113.0
2014-03-25,113.15
2014-03-26,111.65
2014-03-27,113.85
2014-03-28,120.4
2014-03-31,132.65
2014-04-01,128.95
2014-04-02,136.6
2014-04-03,132.5
2014-04-04,135.75
2014-04-07,132.1
2014-04-09,137.15
2014-04-10,136.5
2014-04-11,138.35
2014-04-15,136.55
2014-04-16,132.6
2014-04-17,134.85
2014-04-21,138.1
2014-04-22,138.5
2014-04-23,137.35
2014-04-25,134.35
2014-04-28,132.9
2014-04-29,133.6
2014-04-30,136.5
2014-05-02,137.1
2014-05-05,133.55
2014-05-06,132.6
2014-05-07,134.65
2014-05-08,134.05
2014-05-09,136.05
2014-05-12,142.6
2014-05-13,150.8
2014-05-14,176.4
2014-05-15,164.5
2014-05-16,167.9
2014-05-19,195.45
2014-05-20,234.5
2014-05-21,221.0
2014-05-22,233.2
2014-05-23,236.4
2014-05-26,214.65
2014-05-27,211.55
2014-05-28,220.6
2014-05-29,215.05
2014-05-30,209.1
2014-06-02,208.2
2014-06-03,213.3
2014-06-04,216.8
2014-06-05,218.45
2014-06-06,217.1
2014-06-09,232.55
2014-06-10,230.2
2014-06-11,227.2
2014-06-12,224.0
2014-06-13,210.5
2014-06-16,211.3
2014-06-17,217.0
2014-06-18,205.4
2014-06-19,206.0
2014-06-20,199.35
2014-06-23,199.6
2014-06-24,207.0
2014-06-25,210.55
2014-06-26,209.1
2014-06-27,206.8
2014-06-30,213.05
2014-07-01,210.8
2014-07-02,219.6
2014-07-03,221.15
2014-07-04,218.65
2014-07-07,222.45
2014-07-08,205.15
2014-07-09,200.7
2014-07-10,204.05
2014-07-11,192.15
2014-07-14,191.0
2014-07-15,196.35
2014-07-16,201.6
2014-07-17,203.8
2014-07-18,201.05
2014-07-21,203.05
2014-07-22,203.2
2014-07-23,204.2
2014-07-24,204.8
2014-07-25,197.8
2014-07-28,193.85
2014-07-30,189.05
2014-07-31,182.4
2014-08-01,181.95
2014-08-04,181.95
2014-08-05,183.6
2014-08-06,186.2
2014-08-07,185.2
2014-08-08,173.8
2014-08-11,179.05
2014-08-12,181.25
2014-08-13,171.25
2014-08-14,170.05
2014-08-18,175.0
2014-08-19,178.25
2014-08-20,175.85
2014-08-21,174.15
2014-08-22,172.85
2014-08-25,168.85
2014-08-26,154.35
2014-08-27,149.65
2014-08-28,153.3
2014-09-01,157.3
2014-09-02,159.2
2014-09-03,159.35
2014-09-04,155.05
2014-09-05,158.1
2014-09-08,164.1
2014-09-09,165.9
2014-09-10,166.05
2014-09-11,172.7
2014-09-12,171.65
2014-09-15,171.6
2014-09-16,162.55
2014-09-17,164.2
2014-09-18,168.8
2014-09-19,165.35
2014-09-22,163.15
2014-09-23,159.65
2014-09-24,157.25
2014-09-25,147.4
2014-09-26,146.75
2014-09-29,150.65
2014-09-30,150.85
2014-10-01,147.0
2014-10-07,145.6
2014-10-08,146.25
2014-10-09,152.95
2014-10-10,148.35
2014-10-13,151.85
2014-10-14,151.05
2014-10-16,146.6
2014-10-17,148.75
2014-10-20,150.55
2014-10-21,157.15
2014-10-22,156.5
2014-10-23,156.8
2014-10-27,155.25
2014-10-28,156.3
2014-10-29,164.9
2014-10-30,162.75
2014-10-31,167.65
2014-11-03,169.35
2014-11-05,165.85
2014-11-07,162.65
2014-11-10,163.8
2014-11-11,162.85
2014-11-12,166.9
2014-11-13,157.15
2014-11-14,155.5
2014-11-17,155.5
2014-11-18,156.55
2014-11-19,152.8
2014-11-20,150.05
2014-11-21,149.7
2014-11-24,148.1
2014-11-25,143.8
2014-11-26,144.7
2014-11-27,144.95
2014-11-28,145.85
2014-12-01,141.3
2014-12-02,143.85
2014-12-03,156.65
2014-12-04,165.15
2014-12-05,166.0
2014-12-08,170.8
2014-12-09,167.7
2014-12-10,173.3
2014-12-11,168.55
2014-12-12,167.1
2014-12-15,160.8
2014-12-16,148.8
2014-12-17,149.0
2014-12-18,156.1
2014-12-19,155.25
2014-12-22,154.0
2014-12-23,153.8
2014-12-24,153.0
2014-12-26,152.2
2014-12-29,153.7
2014-12-30,158.15
2014-12-31,162.05
2015-01-01,164.4
2015-01-02,163.15
2015-01-05,162.3
2015-01-06,154.2
2015-01-07,151.9
2015-01-08,155.4
2015-01-09,154.05
2015-01-12,155.65
2015-01-13,154.6
2015-01-14,152.2
2015-01-15,156.55
2015-01-16,163.6
2015-01-19,165.5
2015-01-20,162.55
2015-01-21,163.95
2015-01-22,161.25
2015-01-23,160.1
2015-01-27,158.75
2015-01-28,156.55
2015-01-29,156.65
2015-01-30,155.25
2015-02-02,157.15
2015-02-03,159.8
2015-02-04,155.6
2015-02-05,152.6
2015-02-06,146.4
2015-02-09,139.15
2015-02-10,135.85
2015-02-11,129.6
2015-02-12,135.35
2015-02-13,135.8
2015-02-16,129.95
2015-02-18,135.5
2015-02-19,149.15
2015-02-20,142.8
2015-02-23,143.0
2015-02-24,140.8
2015-02-25,139.25
2015-02-26,140.45
2015-02-27,143.45
2015-02-28,141.55
2015-03-02,142.15
2015-03-03,141.55
2015-03-04,138.0
2015-03-05,137.65
2015-03-09,134.55
2015-03-10,133.95
2015-03-11,132.25
2015-03-12,133.0
2015-03-13,131.35
2015-03-16,128.85
2015-03-17,129.6
2015-03-18,128.8
2015-03-19,126.9
2015-03-20,121.45
2015-03-23,120.75
2015-03-24,118.65
2015-03-25,115.55
2015-03-26,112.0
2015-03-27,110.35
2015-03-30,117.2
2015-03-31,118.85
2015-04-01,122.3
2015-04-06,124.5
2015-04-07,124.85
2015-04-08,136.0
2015-04-09,137.55
2015-04-10,136.3
2015-04-13,137.55
2015-04-15,133.95
2015-04-16,132.35
2015-04-17,130.95
2015-04-20,126.0
2015-04-21,123.4
2015-04-22,125.55
2015-04-23,124.2
2015-04-24,120.8
2015-04-27,117.0
2015-04-28,120.1
2015-04-29,119.9
2015-04-30,120.0
2015-05-04,121.9
2015-05-05,123.2
2015-05-06,118.85
2015-05-07,116.0
2015-05-08,116.35
2015-05-11,118.8
2015-05-12,115.45
2015-05-13,115.6
2015-05-14,116.45
2015-05-15,116.45
2015-05-18,115.6
2015-05-19,116.1
2015-05-20,115.15
2015-05-21,114.6
2015-05-22,113.55
2015-05-25,112.65
2015-05-26,111.3
2015-05-27,111.3
2015-05-28,113.2
2015-05-29,115.2
2015-06-01,113.6
2015-06-02,111.7
2015-06-03,105.85
2015-06-04,105.1
2015-06-05,105.05
2015-06-08,105.85
2015-06-09,106.75
2015-06-10,107.1
2015-06-11,103.35
2015-06-12,100.9
2015-06-15,101.25
2015-06-16,101.65
2015-06-17,103.95
2015-06-18,104.85
2015-06-19,107.7
2015-06-22,108.9
2015-06-23,112.7
2015-06-24,109.3
2015-06-25,109.15
2015-06-26,107.25
2015-06-29,103.6
2015-06-30,104.85
2015-07-01,107.8
2015-07-02,108.2
2015-07-03,107.9
2015-07-06,109.65
2015-07-07,123.65
2015-07-08,121.95
2015-07-09,126.6
2015-07-10,124.7
2015-07-13,124.5
2015-07-14,124.05
2015-07-15,132.25
2015-07-16,130.9
2015-07-17,131.3
2015-07-20,129.15
2015-07-21,123.3
2015-07-22,123.35
2015-07-23,124.65
2015-07-24,126.45
2015-07-27,122.35
2015-07-28,121.7
2015-07-29,121.05
2015-07-30,122.85
2015-07-31,121.8
2015-08-03,124.65
2015-08-04,139.15
2015-08-05,142.25
2015-08-06,136.2
2015-08-07,141.1
2015-08-10,140.65
2015-08-11,132.7
2015-08-12,132.85
2015-08-13,129.15
2015-08-14,132.15
2015-08-17,130.85
2015-08-18,134.05
2015-08-19,133.05
2015-08-20,127.8
2015-08-21,122.0
2015-08-24,104.1
2015-08-25,107.75
2015-08-26,105.9
2015-08-27,109.65
2015-08-28,109.85
2015-08-31,107.8
2015-09-01,104.85
2015-09-02,104.75
2015-09-03,105.95
2015-09-04,103.15
2015-09-07,101.05
2015-09-08,101.55
2015-09-09,105.85
2015-09-10,104.95
2015-09-11,104.85
2015-09-14,106.3
2015-09-15,106.8
2015-09-16,105.7
2015-09-18,107.3
2015-09-21,110.5
2015-09-22,105.75
2015-09-23,106.25
2015-09-24,105.75
2015-09-28,105.1
2015-09-29,105.3
2015-09-30,105.9
2015-10-01,109.5
2015-10-05,111.75
2015-10-06,112.05
2015-10-07,114.9
2015-10-08,117.3
2015-10-09,115.7
2015-10-12,115.3
2015-10-13,115.3
2015-10-14,115.3
2015-10-15,118.5
2015-10-16,119.05
2015-10-19,118.6
2015-10-20,122.3
2015-10-21,125.95
2015-10-23,122.45
2015-10-26,120.7
2015-10-27,120.9
2015-10-28,118.9
2015-10-29,117.75
2015-10-30,109.55
2015-11-02,109.3
2015-11-03,110.35
2015-11-04,114.35
2015-11-05,111.05
2015-11-06,108.9
2015-11-09,110.25
2015-11-10,108.85
2015-11-11,112.0
2015-11-13,111.45
2015-11-16,108.0
2015-11-17,112.85
2015-11-18,110.2
2015-11-19,110.65
2015-11-20,110.75
2015-11-23,110.85
2015-11-24,115.15
2015-11-26,116.15
2015-11-27,115.15
2015-11-30,125.25
2015-12-01,123.3
2015-12-02,124.1
2015-12-03,121.65
2015-12-04,118.05
2015-12-07,119.45
2015-12-08,119.0
2015-12-09,112.05
2015-12-10,114.35
2015-12-11,113.65
2015-12-14,114.05
2015-12-15,115.55
2015-12-16,114.85
2015-12-17,117.95
2015-12-18,115.9
2015-12-21,121.95
2015-12-22,130.0
2015-12-23,127.7
2015-12-24,127.1
2015-12-28,133.3
2015-12-29,132.75
2015-12-30,132.55
2015-12-31,130.8
2016-01-01,132.7
2016-01-04,130.25
2016-01-05,132.85
2016-01-06,132.75
2016-01-07,125.8
2016-01-08,129.45
2016-01-11,127.1
2016-01-12,126.15
2016-01-13,121.9
2016-01-14,118.0
2016-01-15,109.2
2016-01-18,105.05
2016-01-19,108.75
2016-01-20,103.65
2016-01-21,106.2
2016-01-22,109.25
2016-01-25,112.65
2016-01-27,112.95
2016-01-28,113.75
2016-01-29,114.1
2016-02-01,116.55
2016-02-02,113.5
2016-02-03,109.4
2016-02-04,109.35
2016-02-05,110.75
2016-02-08,111.35
2016-02-09,108.6
2016-02-10,105.75
2016-02-11,101.55
2016-02-12,96.6
2016-02-15,99.2
2016-02-16,96.35
2016-02-17,97.25
2016-02-18,97.5
2016-02-19,97.1
2016-02-22,98.0
2016-02-23,95.0
2016-02-24,95.5
2016-02-25,94.15
2016-02-26,92.55
2016-02-29,92.45
2016-03-01,95.2
2016-03-02,98.55
2016-03-03,99.85
2016-03-04,102.05
2016-03-08,101.65
2016-03-09,102.85
2016-03-10,103.65
2016-03-11,102.7
2016-03-14,103.05
2016-03-15,102.65
2016-03-16,102.05
2016-03-17,102.9
2016-03-18,102.35
2016-03-21,102.55
2016-03-22,102.75
2016-03-23,105.5
2016-03-28,101.45
2016-03-29,104.85
2016-03-30,109.9
2016-03-31,107.05
2016-04-01,106.9
2016-04-04,107.5
2016-04-05,103.2
2016-04-06,103.55
2016-04-07,104.75
2016-04-08,105.1
2016-04-11,105.55
2016-04-12,109.25
2016-04-13,108.55
2016-04-18,109.0
2016-04-20,111.2
2016-04-21,109.55
2016-04-22,110.9
2016-04-25,108.35
2016-04-26,108.85
2016-04-27,108.1
2016-04-28,106.55
2016-04-29,105.15
2016-05-02,106.0
2016-05-03,118.15
2016-05-04,111.7
2016-05-05,116.9
2016-05-06,114.3
2016-05-09,114.8
2016-05-10,112.55
2016-05-11,111.35
2016-05-12,112.7
2016-05-13,109.75
2016-05-16,109.5
2016-05-17,109.9
2016-05-18,113.15
2016-05-19,109.05
2016-05-20,106.8
2016-05-23,106.6
2016-05-24,105.9
2016-05-25,109.1
2016-05-26,110.75
2016-05-27,113.25
2016-05-30,111.05
2016-05-31,113.3
2016-06-01,116.05
2016-06-02,115.15
2016-06-03,112.85
2016-06-06,116.05
2016-06-07,115.65
2016-06-08,116.4
2016-06-09,117.3
2016-06-10,118.1
2016-06-13,115.75
2016-06-14,116.55
2016-06-15,116.8
2016-06-16,113.15
2016-06-17,113.4
2016-06-20,113.75
2016-06-21,113.4
2016-06-22,111.35
2016-06-23,112.05
2016-06-24,107.4
2016-06-27,108.65
2016-06-28,111.5
2016-06-29,114.05
2016-06-30,116.05
2016-07-01,117.9
2016-07-04,117.7
2016-07-05,118.7
2016-07-07,127.35
2016-07-08,124.5
2016-07-11,125.35
2016-07-12,124.75
2016-07-13,123.85
2016-07-14,122.2
2016-07-15,122.0
2016-07-18,120.25
2016-07-19,118.6
2016-07-20,120.15
2016-07-21,118.35
2016-07-22,120.05
2016-07-25,121.1
2016-07-26,124.15
2016-07-27,122.95
2016-07-28,122.6
2016-07-29,120.55
2016-08-01,122.7
2016-08-02,122.3
2016-08-03,120.05
2016-08-04,120.0
2016-08-05,121.3
2016-08-08,120.95
2016-08-09,120.3
2016-08-10,116.2
2016-08-11,113.75
2016-08-12,113.5
2016-08-16,113.35
2016-08-17,113.5
2016-08-18,114.2
2016-08-19,114.95
2016-08-22,114.65
2016-08-23,113.4
2016-08-24,114.25
2016-08-25,115.1
2016-08-26,113.85
2016-08-29,113.95
2016-08-30,114.9
2016-08-31,116.05
2016-09-01,113.75
2016-09-02,113.4
2016-09-06,113.6
2016-09-07,119.4
2016-09-08,126.3
2016-09-09,123.9
2016-09-12,121.6
2016-09-14,117.75
2016-09-15,117.1
2016-09-16,114.7
2016-09-19,115.6
2016-09-20,114.95
2016-09-21,116.35
2016-09-22,117.3
2016-09-23,116.55
2016-09-26,114.3
2016-09-27,113.8
2016-09-28,116.35
2016-09-29,109.2
2016-09-30,109.4
2016-10-03,112.65
2016-10-04,113.25
2016-10-05,114.4
2016-10-06,115.6
2016-10-07,117.25
2016-10-10,116.85
2016-10-13,113.9
2016-10-14,114.15
2016-10-17,114.25
2016-10-18,116.6
2016-10-19,115.95
2016-10-20,116.15
2016-10-21,115.15
2016-10-24,115.15
2016-10-25,116.4
2016-10-26,116.3
2016-10-27,115.5
2016-10-28,116.8
2016-10-30,117.5
2016-11-01,123.45
2016-11-02,119.0
2016-11-03,117.65
2016-11-04,113.65
2016-11-07,115.5
2016-11-08,115.0
2016-11-09,110.95
2016-11-10,114.0
2016-11-11,110.0
2016-11-15,106.25
2016-11-16,106.1
2016-11-17,105.7
2016-11-18,105.1
2016-11-21,100.65
2016-11-22,107.0
2016-11-23,108.15
2016-11-24,106.25
2016-11-25,107.9
2016-11-28,108.6
2016-11-29,110.15
2016-11-30,111.55
2016-12-01,111.2
2016-12-02,112.45
2016-12-05,117.3
2016-12-06,118.05
2016-12-07,116.45
