Date,BAJAJHLDNG
2013-01-01,989.45
2013-01-02,1001.5
2013-01-03,1036.35
2013-01-04,1032.8
2013-01-07,1025.4
2013-01-08,1015.6
2013-01-09,1015.45
2013-01-10,982.5
2013-01-11,997.25
2013-01-14,1010.85
2013-01-15,991.35
2013-01-16,1002.1
2013-01-17,998.6
2013-01-18,984.6
2013-01-21,979.05
2013-01-22,979.05
2013-01-23,968.1
2013-01-24,966.75
2013-01-25,988.55
2013-01-28,970.9
2013-01-29,966.75
2013-01-30,968.25
2013-01-31,969.35
2013-02-01,972.15
2013-02-04,979.9
2013-02-05,969.85
2013-02-06,970.45
2013-02-07,976.5
2013-02-08,973.1
2013-02-11,976.5
2013-02-12,979.1
2013-02-13,982.9
2013-02-14,969.65
2013-02-15,958.85
2013-02-18,955.5
2013-02-19,961.0
2013-02-20,979.85
2013-02-21,966.6
2013-02-22,970.6
2013-02-25,965.45
2013-02-26,962.4
2013-02-27,949.8
2013-02-28,955.0
2013-03-01,955.4
2013-03-04,949.55
2013-03-05,941.4
2013-03-06,941.95
2013-03-07,945.35
2013-03-08,937.7
2013-03-11,937.3
2013-03-12,915.15
2013-03-13,914.75
2013-03-14,899.95
2013-03-15,907.95
2013-03-18,913.1
2013-03-19,900.2
2013-03-20,899.35
2013-03-21,899.9
2013-03-22,900.2
2013-03-25,901.4
2013-03-26,899.85
2013-03-28,912.2
2013-04-01,914.15
2013-04-02,910.55
2013-04-03,909.6
2013-04-04,909.2
2013-04-05,911.9
2013-04-08,918.6
2013-04-09,911.55
2013-04-10,911.85
2013-04-11,911.85
2013-04-12,911.55
2013-04-15,878.55
2013-04-16,886.0
2013-04-17,889.3
2013-04-18,903.05
2013-04-22,887.15
2013-04-23,888.95
2013-04-25,901.05
2013-04-26,900.05
2013-04-29,891.5
2013-04-30,889.5
2013-05-02,910.55
2013-05-03,903.65
2013-05-06,899.05
2013-05-07,895.0
2013-05-08,893.25
2013-05-09,899.55
2013-05-10,902.85
2013-05-11,892.65
2013-05-13,920.4
2013-05-14,920.8
2013-05-15,920.3
2013-05-16,915.4
2013-05-17,913.65
2013-05-20,909.5
2013-05-21,892.1
2013-05-22,884.5
2013-05-23,891.95
2013-05-24,903.9
2013-05-27,918.75
2013-05-28,928.55
2013-05-29,927.5
2013-05-30,925.6
2013-05-31,925.6
2013-06-03,925.3
2013-06-04,925.3
2013-06-05,926.55
2013-06-06,925.55
2013-06-07,913.85
2013-06-10,887.75
2013-06-11,894.3
2013-06-12,828.0
2013-06-13,809.45
2013-06-14,797.45
2013-06-17,789.95
2013-06-18,800.1
2013-06-19,790.35
2013-06-20,804.8
2013-06-21,749.55
2013-06-24,760.05
2013-06-25,778.75
2013-06-26,785.65
2013-06-27,776.65
2013-06-28,804.45
2013-07-01,805.45
2013-07-02,795.05
2013-07-03,781.25
2013-07-04,770.45
2013-07-05,775.85
2013-07-08,778.25
2013-07-09,775.7
2013-07-10,771.35
2013-07-11,775.0
2013-07-12,775.2
2013-07-15,780.3
2013-07-16,779.85
2013-07-17,775.4
2013-07-18,780.8
2013-07-19,778.95
2013-07-22,800.15
2013-07-23,800.65
2013-07-24,793.8
2013-07-25,797.15
2013-07-26,818.5
2013-07-29,826.55
2013-07-30,835.7
2013-07-31,818.1
2013-08-01,801.9
2013-08-02,853.5
2013-08-05,881.1
2013-08-06,843.3
2013-08-07,833.5
2013-08-08,818.6
2013-08-12,812.05
2013-08-13,816.9
2013-08-14,853.35
2013-08-16,837.35
2013-08-19,829.95
2013-08-20,828.15
2013-08-21,828.9
2013-08-22,826.55
2013-08-23,822.8
2013-08-26,818.6
2013-08-27,799.7
2013-08-28,787.1
2013-08-29,810.25
2013-08-30,804.8
2013-09-02,802.85
2013-09-03,785.25
2013-09-04,800.05
2013-09-05,795.0
2013-09-06,825.3
2013-09-10,826.3
2013-09-11,803.7
2013-09-12,794.35
2013-09-13,798.05
2013-09-16,798.7
2013-09-17,793.3
2013-09-18,777.35
2013-09-19,786.7
2013-09-20,790.85
2013-09-23,782.0
2013-09-24,775.7
2013-09-25,775.55
2013-09-26,772.6
2013-09-27,779.15
2013-09-30,776.0
2013-10-01,780.65
2013-10-03,791.55
2013-10-04,805.0
2013-10-07,805.2
2013-10-08,805.1
2013-10-09,805.35
2013-10-10,806.45
2013-10-11,810.0
2013-10-14,812.4
2013-10-15,810.0
2013-10-17,823.35
2013-10-18,830.45
2013-10-21,838.25
2013-10-22,835.2
2013-10-23,820.1
2013-10-24,822.15
2013-10-25,819.95
2013-10-28,821.85
2013-10-29,819.9
2013-10-30,821.35
2013-10-31,825.4
2013-11-01,844.35
2013-11-03,844.0
2013-11-05,846.6
2013-11-06,849.9
2013-11-07,865.65
2013-11-08,865.15
2013-11-11,861.35
2013-11-12,872.1
2013-11-13,875.55
2013-11-14,875.0
2013-11-18,881.0
2013-11-19,875.2
2013-11-20,881.8
2013-11-21,876.05
2013-11-22,880.15
2013-11-25,877.3
2013-11-26,859.9
2013-11-27,850.9
2013-11-28,858.6
2013-11-29,860.05
2013-12-02,860.75
2013-12-03,873.1
2013-12-04,871.0
2013-12-05,875.1
2013-12-06,875.85
2013-12-09,881.6
2013-12-10,876.2
2013-12-11,869.95
2013-12-12,866.0
2013-12-13,864.5
2013-12-16,875.9
2013-12-17,874.75
2013-12-18,884.25
2013-12-19,880.95
2013-12-20,907.9
2013-12-23,891.3
2013-12-24,897.8
2013-12-26,897.35
2013-12-27,894.9
2013-12-30,888.25
2013-12-31,888.1
2014-01-01,896.55
2014-01-02,881.0
2014-01-03,876.0
2014-01-06,900.75
2014-01-07,889.55
2014-01-08,902.25
2014-01-09,920.65
2014-01-10,904.6
2014-01-13,921.4
2014-01-14,904.2
2014-01-15,925.8
2014-01-16,915.7
2014-01-17,924.55
2014-01-20,921.75
2014-01-21,927.25
2014-01-22,929.95
2014-01-23,936.95
2014-01-24,936.3
2014-01-27,930.6
2014-01-28,930.45
2014-01-29,930.35
2014-01-30,930.95
2014-01-31,926.45
2014-02-03,931.65
2014-02-04,930.0
2014-02-05,936.2
2014-02-06,950.0
2014-02-07,959.05
2014-02-10,953.05
2014-02-11,950.15
2014-02-12,955.35
2014-02-13,957.85
2014-02-14,955.4
2014-02-17,955.05
2014-02-18,954.0
2014-02-19,955.35
2014-02-20,950.95
2014-02-21,951.35
2014-02-24,947.95
2014-02-25,945.7
2014-02-26,944.0
2014-02-28,944.5
2014-03-03,959.45
2014-03-04,964.8
2014-03-05,957.55
2014-03-06,962.75
2014-03-07,966.0
2014-03-10,966.55
2014-03-11,965.9
2014-03-12,967.75
2014-03-13,960.15
2014-03-14,960.3
2014-03-18,970.25
2014-03-19,971.55
2014-03-20,969.45
2014-03-21,989.95
2014-03-22,974.0
2014-03-24,974.25
2014-03-25,970.85
2014-03-26,982.7
2014-03-27,996.95
2014-03-28,1031.7
2014-03-31,1024.8
2014-04-01,1004.05
2014-04-02,1020.7
2014-04-03,1031.4
2014-04-04,1039.05
2014-04-07,1021.65
2014-04-09,1035.55
2014-04-10,1042.55
2014-04-11,1042.2
2014-04-15,1029.5
2014-04-16,1029.3
2014-04-17,1042.45
2014-04-21,1044.3
2014-04-22,1051.55
2014-04-23,1051.05
2014-04-25,1076.35
2014-04-28,1088.9
2014-04-29,1085.6
2014-04-30,1049.6
2014-05-02,1084.3
2014-05-05,1091.8
2014-05-06,1102.7
2014-05-07,1100.05
2014-05-08,1066.75
2014-05-09,1058.05
2014-05-12,1030.75
2014-05-13,1040.8
2014-05-14,1035.0
2014-05-15,1034.3
2014-05-16,1062.85
2014-05-19,1105.7
2014-05-20,1124.0
2014-05-21,1173.95
2014-05-22,1180.4
2014-05-23,1218.1
2014-05-26,1226.95
2014-05-27,1168.6
2014-05-28,1147.95
2014-05-29,1204.75
2014-05-30,1154.0
2014-06-02,1151.15
2014-06-03,1161.3
2014-06-04,1166.9
2014-06-05,1179.8
2014-06-06,1214.35
2014-06-09,1202.35
2014-06-10,1214.55
2014-06-11,1241.1
2014-06-12,1223.35
2014-06-13,1217.75
2014-06-16,1195.6
2014-06-17,1206.05
2014-06-18,1221.05
2014-06-19,1221.0
2014-06-20,1213.7
2014-06-23,1219.8
2014-06-24,1214.05
2014-06-25,1231.65
2014-06-26,1240.4
2014-06-27,1255.3
2014-06-30,1271.25
2014-07-01,1382.75
2014-07-02,1384.75
2014-07-03,1328.5
2014-07-04,1304.25
2014-07-07,1315.85
2014-07-08,1321.55
2014-07-09,1323.15
2014-07-10,1301.15
2014-07-11,1261.8
2014-07-14,1237.45
2014-07-15,1251.8
2014-07-16,1249.0
2014-07-17,1250.5
2014-07-18,1279.45
2014-07-21,1306.2
2014-07-22,1310.6
2014-07-23,1314.95
2014-07-24,1318.6
2014-07-25,1309.65
2014-07-28,1322.7
2014-07-30,1327.9
2014-07-31,1295.3
2014-08-01,1319.25
2014-08-04,1318.75
2014-08-05,1314.45
2014-08-06,1313.6
2014-08-07,1298.7
2014-08-08,1274.8
2014-08-11,1288.95
2014-08-12,1316.5
2014-08-13,1311.05
2014-08-14,1300.05
2014-08-18,1346.45
2014-08-19,1372.65
2014-08-20,1381.65
2014-08-21,1359.8
2014-08-22,1366.9
2014-08-25,1384.85
2014-08-26,1381.1
2014-08-27,1352.65
2014-08-28,1335.2
2014-09-01,1335.1
2014-09-02,1346.9
2014-09-03,1345.95
2014-09-04,1340.45
2014-09-05,1350.05
2014-09-08,1386.55
2014-09-09,1370.8
2014-09-10,1359.3
2014-09-11,1349.3
2014-09-12,1350.45
2014-09-15,1354.3
2014-09-16,1317.45
2014-09-17,1346.1
2014-09-18,1350.05
2014-09-19,1380.9
2014-09-22,1372.35
2014-09-23,1374.05
2014-09-24,1369.1
2014-09-25,1405.9
2014-09-26,1393.05
2014-09-29,1379.3
2014-09-30,1392.55
2014-10-01,1380.1
2014-10-07,1379.1
2014-10-08,1370.65
2014-10-09,1435.75
2014-10-10,1413.8
2014-10-13,1383.1
2014-10-14,1384.95
2014-10-16,1356.85
2014-10-17,1365.45
2014-10-20,1384.7
2014-10-21,1404.5
2014-10-22,1409.85
2014-10-23,1415.3
2014-10-27,1399.6
2014-10-28,1380.0
2014-10-29,1387.8
2014-10-30,1380.0
2014-10-31,1386.55
2014-11-03,1383.9
2014-11-05,1390.3
2014-11-07,1396.0
2014-11-10,1380.85
2014-11-11,1381.95
2014-11-12,1402.35
2014-11-13,1400.0
2014-11-14,1404.45
2014-11-17,1422.85
2014-11-18,1413.4
2014-11-19,1429.15
2014-11-20,1539.45
2014-11-21,1460.95
2014-11-24,1463.9
2014-11-25,1431.45
2014-11-26,1406.2
2014-11-27,1409.45
2014-11-28,1429.8
2014-12-01,1423.35
2014-12-02,1422.25
2014-12-03,1424.05
2014-12-04,1437.95
2014-12-05,1429.85
2014-12-08,1424.75
2014-12-09,1420.1
2014-12-10,1413.3
2014-12-11,1434.05
2014-12-12,1440.95
2014-12-15,1406.65
2014-12-16,1399.4
2014-12-17,1349.8
2014-12-18,1360.25
2014-12-19,1320.8
2014-12-22,1401.15
2014-12-23,1373.35
2014-12-24,1384.6
2014-12-26,1384.7
2014-12-29,1398.9
2014-12-30,1400.25
2014-12-31,1403.85
2015-01-01,1407.1
2015-01-02,1436.35
2015-01-05,1457.35
2015-01-06,1430.9
2015-01-07,1428.65
2015-01-08,1466.45
2015-01-09,1428.75
2015-01-12,1452.5
2015-01-13,1463.95
2015-01-14,1496.1
2015-01-15,1468.45
2015-01-16,1434.9
2015-01-19,1420.6
2015-01-20,1413.8
2015-01-21,1404.5
2015-01-22,1407.55
2015-01-23,1402.85
2015-01-27,1396.75
2015-01-28,1424.1
2015-01-29,1421.75
2015-01-30,1405.55
2015-02-02,1409.6
2015-02-03,1414.1
2015-02-04,1411.9
2015-02-05,1420.8
2015-02-06,1414.95
2015-02-09,1387.4
2015-02-10,1400.0
2015-02-11,1400.9
2015-02-12,1399.85
2015-02-13,1389.7
2015-02-16,1376.8
2015-02-18,1379.7
2015-02-19,1380.4
2015-02-20,1395.3
2015-02-23,1410.8
2015-02-24,1390.05
2015-02-25,1371.35
2015-02-26,1363.5
2015-02-27,1390.7
2015-02-28,1399.6
2015-03-02,1395.15
2015-03-03,1406.5
2015-03-04,1397.1
2015-03-05,1395.5
2015-03-09,1328.8
2015-03-10,1373.3
2015-03-11,1377.65
2015-03-12,1377.95
2015-03-13,1363.7
2015-03-16,1334.7
2015-03-17,1358.8
2015-03-18,1353.95
2015-03-19,1366.7
2015-03-20,1298.95
2015-03-23,1303.7
2015-03-24,1301.9
2015-03-25,1298.65
2015-03-26,1300.6
2015-03-27,1300.05
2015-03-30,1291.0
2015-03-31,1296.25
2015-04-01,1299.9
2015-04-06,1290.55
2015-04-07,1316.05
2015-04-08,1314.35
2015-04-09,1300.4
2015-04-10,1299.75
2015-04-13,1288.6
2015-04-15,1294.7
2015-04-16,1293.6
2015-04-17,1287.55
2015-04-20,1292.9
2015-04-21,1270.0
2015-04-22,1267.2
2015-04-23,1270.25
2015-04-24,1267.0
2015-04-27,1256.7
2015-04-28,1303.3
2015-04-29,1283.55
2015-04-30,1293.1
2015-05-04,1299.7
2015-05-05,1290.05
2015-05-06,1278.1
2015-05-07,1281.7
2015-05-08,1295.95
2015-05-11,1294.85
2015-05-12,1296.05
2015-05-13,1298.75
2015-05-14,1299.0
2015-05-15,1301.2
2015-05-18,1304.95
2015-05-19,1301.65
2015-05-20,1302.6
2015-05-21,1303.65
2015-05-22,1325.5
2015-05-25,1314.6
2015-05-26,1307.35
2015-05-27,1331.95
2015-05-28,1324.05
2015-05-29,1331.55
2015-06-01,1322.6
2015-06-02,1327.25
2015-06-03,1320.55
2015-06-04,1335.05
2015-06-05,1309.1
2015-06-08,1326.8
2015-06-09,1337.0
2015-06-10,1347.3
2015-06-11,1327.8
2015-06-12,1338.15
2015-06-15,1327.95
2015-06-16,1320.15
2015-06-17,1332.4
2015-06-18,1334.85
2015-06-19,1323.95
2015-06-22,1354.1
2015-06-23,1401.35
2015-06-24,1448.8
2015-06-25,1459.45
2015-06-26,1434.2
2015-06-29,1423.05
2015-06-30,1459.55
2015-07-01,1455.25
2015-07-02,1478.35
2015-07-03,1473.25
2015-07-06,1508.3
2015-07-07,1504.9
2015-07-08,1504.1
2015-07-09,1469.5
2015-07-10,1451.1
2015-07-13,1428.35
2015-07-14,1420.75
2015-07-15,1399.8
2015-07-16,1406.65
2015-07-17,1410.2
2015-07-20,1395.5
2015-07-21,1392.8
2015-07-22,1379.45
2015-07-23,1424.6
2015-07-24,1404.35
2015-07-27,1433.45
2015-07-28,1420.7
2015-07-29,1444.75
2015-07-30,1483.0
2015-07-31,1475.45
2015-08-03,1477.55
2015-08-04,1503.15
2015-08-05,1523.45
2015-08-06,1558.2
2015-08-07,1581.9
2015-08-10,1599.6
2015-08-11,1581.7
2015-08-12,1575.5
2015-08-13,1600.25
2015-08-14,1645.35
2015-08-17,1645.95
2015-08-18,1657.1
2015-08-19,1664.65
2015-08-20,1660.25
2015-08-21,1656.1
2015-08-24,1618.3
2015-08-25,1611.85
2015-08-26,1575.1
2015-08-27,1585.15
2015-08-28,1626.4
2015-08-31,1584.45
2015-09-01,1613.65
2015-09-02,1556.9
2015-09-03,1611.7
2015-09-04,1588.75
