Date,PAGEIND
2013-01-01,3422.75
2013-01-02,3410.8
2013-01-03,3381.3
2013-01-04,3411.3
2013-01-07,3409.45
2013-01-08,3471.65
2013-01-09,3499.7
2013-01-10,3492.35
2013-01-11,3425.95
2013-01-14,3446.15
2013-01-15,3409.85
2013-01-16,3390.3
2013-01-17,3402.45
2013-01-18,3511.6
2013-01-21,3421.05
2013-01-22,3411.55
2013-01-23,3423.45
2013-01-24,3419.05
2013-01-25,3430.7
2013-01-28,3397.25
2013-01-29,3407.4
2013-01-30,3394.6
2013-01-31,3394.25
2013-02-01,3406.75
2013-02-04,3365.95
2013-02-05,3314.85
2013-02-06,3269.35
2013-02-07,3218.95
2013-02-08,3218.25
2013-02-11,3191.0
2013-02-12,3200.65
2013-02-13,3260.55
2013-02-14,3370.4
2013-02-15,3232.2
2013-02-18,3252.1
2013-02-19,3311.9
2013-02-20,3360.5
2013-02-21,3319.75
2013-02-22,3306.75
2013-02-25,3301.65
2013-02-26,3280.05
2013-02-27,3346.0
2013-02-28,3277.1
2013-03-01,3339.9
2013-03-04,3273.95
2013-03-05,3340.15
2013-03-06,3392.2
2013-03-07,3448.7
2013-03-08,3396.65
2013-03-11,3304.7
2013-03-12,3383.05
2013-03-13,3284.95
2013-03-14,3309.35
2013-03-15,3305.55
2013-03-18,3300.25
2013-03-19,3285.55
2013-03-20,3267.05
2013-03-21,3200.15
2013-03-22,3285.6
2013-03-25,3273.35
2013-03-26,3301.5
2013-03-28,3330.55
2013-04-01,3340.3
2013-04-02,3503.95
2013-04-03,3563.85
2013-04-04,3631.9
2013-04-05,3712.05
2013-04-08,3615.9
2013-04-09,3690.25
2013-04-10,3682.5
2013-04-11,3624.85
2013-04-12,3633.2
2013-04-15,3634.7
2013-04-16,3548.3
2013-04-17,3481.1
2013-04-18,3597.75
2013-04-22,3530.65
2013-04-23,3554.9
2013-04-25,3546.5
2013-04-26,3550.35
2013-04-29,3550.55
2013-04-30,3591.8
2013-05-02,3694.9
2013-05-03,3787.85
2013-05-06,3809.2
2013-05-07,3770.2
2013-05-08,3815.9
2013-05-09,3815.75
2013-05-10,3896.1
2013-05-11,3927.45
2013-05-13,3943.05
2013-05-14,4012.3
2013-05-15,3934.7
2013-05-16,3867.15
2013-05-17,3859.55
2013-05-20,3857.5
2013-05-21,3842.3
2013-05-22,3794.15
2013-05-23,3716.1
2013-05-24,3904.6
2013-05-27,3860.05
2013-05-28,3913.4
2013-05-29,3894.7
2013-05-30,4287.3
2013-05-31,4237.75
2013-06-03,4217.75
2013-06-04,4197.4
2013-06-05,4102.2
2013-06-06,4038.45
2013-06-07,4165.0
2013-06-10,4094.15
2013-06-11,4049.7
2013-06-12,4030.95
2013-06-13,4004.2
2013-06-14,4070.8
2013-06-17,4120.9
2013-06-18,4151.7
2013-06-19,4157.5
2013-06-20,4121.6
2013-06-21,4057.95
2013-06-24,4058.75
2013-06-25,4005.15
2013-06-26,4078.95
2013-06-27,4111.25
2013-06-28,4096.55
2013-07-01,4096.95
2013-07-02,4185.0
2013-07-03,4272.45
2013-07-04,4324.05
2013-07-05,4324.55
2013-07-08,4208.95
2013-07-09,4250.9
2013-07-10,4196.65
2013-07-11,4360.7
2013-07-12,4411.75
2013-07-15,4517.85
2013-07-16,4588.05
2013-07-17,4548.5
2013-07-18,4528.55
2013-07-19,4496.7
2013-07-22,4421.7
2013-07-23,4343.65
2013-07-24,4516.85
2013-07-25,4508.8
2013-07-26,4508.45
2013-07-29,4487.2
2013-07-30,4524.55
2013-07-31,4375.1
2013-08-01,4457.35
2013-08-02,4424.95
2013-08-05,4357.2
2013-08-06,4312.25
2013-08-07,4342.8
2013-08-08,4290.0
2013-08-12,4363.45
2013-08-13,4355.1
2013-08-14,4378.8
2013-08-16,4373.05
2013-08-19,4279.45
2013-08-20,4200.7
2013-08-21,4179.1
2013-08-22,4131.2
2013-08-23,4096.85
2013-08-26,4069.85
2013-08-27,4016.55
2013-08-28,3983.0
2013-08-29,3968.05
2013-08-30,3995.65
2013-09-02,4016.15
2013-09-03,3961.85
2013-09-04,3988.0
2013-09-05,3997.15
2013-09-06,3970.4
2013-09-10,3974.65
2013-09-11,4008.85
2013-09-12,4105.1
2013-09-13,4106.05
2013-09-16,4224.9
2013-09-17,4245.3
2013-09-18,4493.7
2013-09-19,4365.75
2013-09-20,4341.6
2013-09-23,4295.05
2013-09-24,4392.3
2013-09-25,4394.45
2013-09-26,4350.2
2013-09-27,4367.4
2013-09-30,4393.55
2013-10-01,4395.75
2013-10-03,4328.4
2013-10-04,4478.5
2013-10-07,4477.85
2013-10-08,4449.8
2013-10-09,4457.9
2013-10-10,4484.0
2013-10-11,4484.4
2013-10-14,4432.35
2013-10-15,4407.7
2013-10-17,4486.95
2013-10-18,4458.45
2013-10-21,4485.65
2013-10-22,4465.25
2013-10-23,4473.25
2013-10-24,4476.95
2013-10-25,4445.55
2013-10-28,4472.4
2013-10-29,4468.3
2013-10-30,4479.75
2013-10-31,4470.8
2013-11-01,4484.6
2013-11-03,4541.8
2013-11-05,4791.9
2013-11-06,4836.35
2013-11-07,4775.95
2013-11-08,4688.55
2013-11-11,4795.6
2013-11-12,4901.4
2013-11-13,4913.85
2013-11-14,4957.05
2013-11-18,4962.7
2013-11-19,4893.4
2013-11-20,4944.0
2013-11-21,4944.35
2013-11-22,4813.0
2013-11-25,4923.5
2013-11-26,4967.7
2013-11-27,5123.4
2013-11-28,5280.8
2013-11-29,5248.55
2013-12-02,5188.95
2013-12-03,5194.85
2013-12-04,5169.8
2013-12-05,5155.35
2013-12-06,5171.3
2013-12-09,5100.85
2013-12-10,5070.0
2013-12-11,5173.35
2013-12-12,5088.25
2013-12-13,5168.6
2013-12-16,5128.15
2013-12-17,5179.25
2013-12-18,5182.6
