Date,SALORAINTL
2017-02-14,58.85
2017-02-15,56.35
2017-02-16,57.1
2017-02-17,56.4
2017-02-20,54.9
2017-02-21,65.85
2017-02-22,62.25
2017-02-23,62.85
2017-02-27,63.5
2017-02-28,65.85
2017-03-01,66.95
2017-03-02,64.25
2017-03-03,63.05
2017-03-06,62.6
2017-03-07,66.4
2017-03-08,64.4
2017-03-09,64.2
2017-03-10,64.2
2017-03-14,64.45
2017-03-15,63.05
2017-03-16,65.2
2017-03-17,63.45
2017-03-20,62.7
2017-03-21,62.05
2017-03-22,62.05
2017-03-23,61.55
2017-03-24,61.6
2017-03-27,60.35
2017-03-28,60.4
2017-03-29,60.1
2017-03-30,63.8
2017-03-31,61.25
2017-04-03,61.65
2017-04-05,63.15
2017-04-06,66.55
2017-04-07,64.7
2017-04-10,64.05
2017-04-11,64.2
2017-04-12,64.85
2017-04-13,64.7
2017-04-17,63.05
2017-04-18,62.4
2017-04-19,63.2
2017-04-20,63.1
2017-04-21,63.0
2017-04-24,62.5
2017-04-25,61.5
2017-04-26,61.3
2017-04-27,59.8
2017-04-28,58.25
2017-05-02,58.5
2017-05-03,58.0
2017-05-04,58.5
2017-05-05,58.7
2017-05-08,58.4
2017-05-09,58.95
2017-05-10,59.05
2017-05-11,57.85
2017-05-12,57.1
2017-05-15,57.65
2017-05-16,62.7
2017-05-17,62.25
2017-05-18,60.85
2017-05-19,59.0
2017-05-22,59.9
2017-05-23,56.1
2017-05-24,57.0
2017-05-25,58.15
2017-05-26,58.95
2017-05-29,57.15
2017-05-30,56.0
2017-05-31,57.45
2017-06-01,57.35
2017-06-02,56.95
2017-06-05,56.8
2017-06-06,55.1
2017-06-07,52.7
2017-06-08,53.9
2017-06-09,53.25
2017-06-12,52.25
2017-06-13,54.1
2017-06-14,53.75
2017-06-15,54.5
2017-06-16,54.05
2017-06-19,52.65
2017-06-20,53.25
2017-06-21,53.0
2017-06-22,51.7
2017-06-23,51.7
2017-06-27,49.55
2017-06-28,50.75
2017-06-29,49.45
2017-06-30,49.45
2017-07-03,49.5
2017-07-04,49.95
2017-07-05,49.6
2017-07-06,52.6
2017-07-07,52.0
2017-07-10,52.05
2017-07-11,51.7
2017-07-12,51.35
2017-07-13,51.0
2017-07-14,49.95
2017-07-17,49.95
2017-07-18,50.85
2017-07-19,50.8
2017-07-20,49.65
2017-07-21,48.8
2017-07-24,49.0
2017-07-25,51.05
2017-07-26,50.7
2017-07-27,60.8
2017-07-28,66.1
2017-07-31,61.5
2017-08-01,58.85
2017-08-02,59.05
2017-11-14,47.3
2017-11-15,46.0
2017-11-16,45.6
2017-11-17,45.5
2017-11-20,46.4
2017-11-21,45.95
2017-11-22,45.0
2017-11-23,45.65
2017-11-24,47.05
2017-11-27,49.4
2017-11-28,51.85
2017-11-29,54.4
2017-11-30,57.1
2017-12-01,59.95
2017-12-04,57.0
2017-12-05,54.15
2017-12-06,53.05
