Date,GRPLTD
2015-02-12,1610.6
2015-02-13,1662.1
2015-02-16,1452.05
2015-02-18,1456.05
2015-02-19,1397.15
2015-02-20,1400.0
2015-02-23,1332.2
2015-02-24,1300.75
2015-02-25,1266.0
2015-02-26,1230.9
2015-02-28,1246.65
2015-03-02,1203.4
2015-03-03,1220.0
2015-03-04,1192.5
2015-03-05,1200.0
2015-03-09,1175.05
2015-03-10,1150.0
2015-03-11,1194.0
2015-03-12,1142.75
2015-03-13,1066.8
2015-03-16,1062.15
2015-03-17,1071.0
2015-03-18,1080.0
2015-03-19,1044.7
2015-03-20,1070.0
2015-03-23,1060.0
2015-03-24,1080.0
2015-03-25,1085.0
2015-03-26,1068.0
2015-03-27,1025.0
2015-03-30,1031.0
2015-03-31,1021.0
2015-04-01,1089.15
2015-04-06,1056.85
2015-04-07,1064.45
2015-04-08,1048.0
2015-04-09,1108.9
2015-04-10,1124.5
2015-04-13,1101.55
2015-04-15,1216.15
2015-04-16,1281.7
2015-04-17,1235.05
2015-04-20,1165.0
2015-04-21,1174.0
2015-04-22,1131.65
2015-04-23,1115.45
2015-04-24,1063.35
2015-04-27,1040.0
2015-04-28,1074.0
2015-04-29,1090.1
2015-04-30,1100.0
2015-05-04,1060.25
2015-05-05,1070.0
2015-05-06,1050.0
2015-05-07,1021.0
2015-05-08,1048.75
2015-05-11,1050.5
2015-05-12,1040.0
2015-05-13,1030.65
2015-05-14,1045.1
2015-05-15,1045.1
2015-05-18,1068.25
2015-05-19,1050.0
2015-05-20,1050.0
2015-05-21,1040.0
2015-05-22,1050.0
2015-05-25,1022.0
2015-05-26,1075.0
2015-05-27,1018.75
2015-05-28,1012.0
2015-05-29,1094.75
2015-06-01,1063.3
2015-06-02,1088.25
2015-06-03,1040.0
2015-06-04,1025.0
2015-06-08,1009.45
2015-06-09,991.8
2015-06-10,1026.0
2015-06-11,1000.0
2015-06-15,1011.2
2015-06-16,995.85
2015-06-17,1019.0
2015-06-18,1020.0
2015-06-19,1039.0
2015-06-22,1035.0
2015-06-24,1069.0
2015-06-25,1054.0
2015-06-26,1029.65
2015-06-29,1035.25
2015-06-30,1034.0
2015-07-01,1026.65
2015-07-02,1013.05
2015-07-03,1012.55
2015-07-06,1015.0
2015-07-07,1094.3
2015-07-08,1060.05
2015-07-09,1050.0
2015-07-10,1030.0
2015-07-13,1035.1
2015-07-14,1050.0
2015-07-15,1064.9
2015-07-16,1036.0
2015-07-17,1020.0
2015-07-20,1027.75
2015-07-21,1035.0
2015-07-22,1036.0
2015-07-23,1053.15
2015-07-24,1025.1
2015-07-27,1034.4
2015-07-28,1034.5
2015-07-29,1010.1
2015-07-30,1015.0
2015-07-31,1032.0
2015-08-03,1093.65
2015-08-04,1052.0
2015-08-05,1139.75
2015-08-06,1327.95
2015-08-07,1211.7
2015-08-10,1116.95
2015-08-11,1057.0
2015-08-12,1013.6
2015-08-13,1010.3
2015-08-14,1011.55
2015-08-17,1046.55
2015-08-18,1030.9
2015-08-19,1036.25
2015-08-20,1005.5
2015-08-21,1021.75
2015-08-24,975.0
2015-08-25,967.5
2015-08-26,1016.7
2015-08-27,1024.8
2015-08-28,1003.55
2015-08-31,989.95
2015-09-01,986.5
2015-09-02,991.95
2015-09-03,989.45
2015-09-04,993.45
2015-09-07,969.45
2015-09-08,974.9
2015-09-09,975.1
2015-09-10,969.9
2015-09-11,970.0
2015-09-14,982.95
2015-09-15,955.35
2015-09-16,979.25
2015-09-18,942.45
2015-09-21,971.0
2015-09-22,972.0
2015-09-23,954.4
2015-09-24,955.85
2015-09-28,925.95
2015-09-29,917.0
2015-09-30,941.0
2015-10-01,912.1
2015-10-05,930.95
2015-10-06,949.15
2015-10-07,937.0
2015-10-08,945.95
2015-10-09,944.0
2015-10-12,932.1
2015-10-13,923.0
2015-10-14,921.25
2015-10-15,948.0
2015-10-16,938.55
2015-10-19,935.0
2015-10-20,924.25
2015-10-21,941.95
2015-10-23,972.65
2015-10-26,985.35
2015-10-27,967.5
2015-10-28,951.0
2015-10-29,960.0
2015-10-30,1014.15
2015-11-02,954.15
2015-11-03,925.5
2015-11-04,932.2
2015-11-05,922.5
2015-11-06,936.0
2015-11-09,927.0
2015-11-10,921.0
2015-11-13,912.05
2015-11-16,924.75
2015-11-18,956.55
2015-11-19,966.25
2015-11-20,984.05
2015-11-23,1022.0
2015-11-24,1054.4
2015-11-26,1050.9
2015-11-27,1036.0
2015-11-30,976.3
2015-12-01,1059.75
2015-12-02,1050.85
2015-12-03,1034.35
2015-12-04,1037.65
2015-12-07,1012.6
2015-12-08,991.4
2015-12-09,975.9
2015-12-10,984.3
2015-12-11,972.6
2015-12-14,977.0
2015-12-15,977.0
2015-12-16,962.9
2015-12-17,1002.0
2015-12-18,981.0
2015-12-21,983.3
2015-12-22,965.7
2015-12-23,968.65
2015-12-24,979.9
2015-12-28,965.2
2015-12-29,958.65
2015-12-30,954.1
2015-12-31,950.1
2016-01-01,976.1
2016-01-04,957.4
2016-01-05,978.5
2016-01-06,984.55
2016-01-07,983.3
2016-01-08,957.3
2016-01-11,978.85
2016-01-12,960.0
2016-01-13,964.85
2016-01-14,981.75
2016-01-15,926.9
2016-01-18,925.0
2016-01-19,916.2
2016-01-20,875.3
2016-01-21,907.5
2016-01-22,891.7
2016-01-25,891.15
2016-01-27,913.9
2016-01-28,900.0
2016-01-29,884.55
2016-02-01,875.65
2016-02-02,984.65
2016-02-03,980.45
2016-02-04,993.35
2016-02-05,995.55
2016-02-09,945.0
2016-02-10,933.5
2016-02-11,892.4
2016-02-12,920.3
2016-02-15,905.0
2016-02-16,915.35
2016-02-17,900.0
2016-02-18,893.0
2016-02-22,900.0
2016-02-23,925.0
2016-02-24,890.0
2016-02-25,920.15
2016-03-01,929.05
2016-03-02,956.0
2016-03-03,931.0
2016-03-04,950.0
2016-03-08,970.0
2016-03-09,970.0
2016-03-10,970.0
2016-03-11,970.0
2016-03-14,971.0
2016-03-15,970.0
2016-03-16,970.0
2016-03-17,970.0
2016-03-18,1010.0
2016-03-21,1055.0
2016-03-22,1063.35
2016-03-23,1040.0
2016-03-28,1047.15
2016-03-29,1018.3
2016-03-30,1025.0
2016-03-31,1000.0
2016-04-04,1047.0
2016-04-05,1025.1
2016-04-06,1012.35
2016-04-07,1054.0
