Date,ALLCARGO
2013-01-01,129.1
2013-01-02,132.8
2013-01-03,138.85
2013-01-04,136.05
2013-01-07,137.7
2013-01-08,136.5
2013-01-09,135.1
2013-01-10,132.5
2013-01-11,131.55
2013-01-14,133.4
2013-01-15,129.9
2013-01-16,128.7
2013-01-17,127.5
2013-01-18,126.15
2013-01-21,125.65
2013-01-22,126.05
2013-01-23,125.05
2013-01-24,123.45
2013-01-25,124.15
2013-01-28,124.15
2013-01-29,124.1
2013-01-30,124.0
2013-01-31,123.25
2013-02-01,121.45
2013-02-04,129.45
2013-02-05,129.2
2013-02-06,129.85
2013-02-07,128.6
2013-02-08,128.8
2013-02-11,130.0
2013-02-12,129.75
2013-02-13,129.25
2013-02-14,125.0
2013-02-15,124.3
2013-02-18,124.2
2013-02-19,126.95
2013-02-20,128.1
2013-02-21,127.8
2013-02-22,129.0
2013-02-25,129.8
2013-02-26,127.95
2013-02-27,130.05
2013-02-28,129.65
2013-03-01,128.3
2013-03-04,125.55
2013-03-05,127.9
2013-03-06,127.15
2013-03-07,127.25
2013-03-08,128.1
2013-03-11,125.55
2013-03-12,121.7
2013-03-13,119.85
2013-03-14,114.65
2013-03-15,115.5
2013-03-18,113.6
2013-03-19,112.75
2013-03-20,114.6
2013-03-21,116.4
2013-03-22,122.95
2013-03-25,118.35
2013-03-26,115.0
2013-03-28,115.55
2013-04-01,117.85
2013-04-02,118.3
2013-04-03,116.2
2013-04-04,119.0
2013-04-05,119.95
2013-04-08,116.8
2013-04-09,113.95
2013-04-10,113.9
2013-04-11,117.8
2013-04-12,116.3
2013-04-15,114.15
2013-04-16,114.25
2013-04-17,116.05
2013-04-18,115.6
2013-04-22,114.95
2013-04-23,117.25
2013-04-25,115.15
2013-04-26,116.95
2013-04-29,115.55
2013-04-30,115.1
2013-05-02,118.0
2013-05-03,115.9
2013-05-06,116.0
2013-05-07,113.75
2013-05-08,114.4
2013-05-09,114.55
2013-05-10,113.95
2013-05-13,113.2
2013-05-14,113.2
2013-05-15,112.85
2013-05-16,112.4
2013-05-17,112.35
2013-05-20,114.55
2013-05-21,115.0
2013-05-22,118.15
2013-05-23,115.0
2013-05-24,112.65
2013-05-27,112.5
2013-05-28,113.5
2013-05-29,113.4
2013-05-30,111.45
2013-05-31,110.8
2013-06-03,110.95
2013-06-04,107.15
2013-06-05,108.5
2013-06-06,104.35
2013-06-07,103.75
2013-06-10,103.75
2013-06-11,101.75
2013-06-12,99.55
2013-06-13,98.6
2013-06-14,98.35
2013-06-17,99.05
2013-06-18,97.4
2013-06-19,99.15
2013-06-20,97.35
2013-06-21,94.25
2013-06-24,91.0
2013-06-25,89.0
2013-06-26,92.3
2013-06-27,90.0
2013-06-28,89.3
2013-07-01,92.7
2013-07-02,96.85
2013-07-03,94.25
2013-07-04,90.0
2013-07-05,87.5
2013-07-08,82.8
2013-07-09,83.0
2013-07-10,81.55
2013-07-11,82.1
2013-07-12,82.05
2013-07-15,80.55
2013-07-16,83.55
2013-07-17,76.3
2013-07-18,75.5
2013-07-19,74.35
2013-07-22,69.95
2013-07-23,71.7
2013-07-24,70.55
2013-07-25,69.0
2013-07-26,70.0
2013-07-29,66.15
2013-07-30,67.5
2013-07-31,65.8
2013-08-01,67.75
2013-08-02,68.6
2013-08-05,66.55
2013-08-06,61.7
2013-08-07,66.1
2013-08-08,70.7
2013-08-12,71.9
2013-08-13,72.7
2013-08-14,75.75
2013-08-16,75.1
2013-08-19,67.25
2013-08-20,68.15
2013-08-21,71.5
2013-08-22,72.8
2013-08-23,72.75
2013-08-26,73.2
2013-08-27,70.95
2013-08-28,77.45
2013-08-29,76.6
2013-08-30,77.75
2013-09-02,74.2
2013-09-03,73.55
2013-09-04,73.9
2013-09-05,76.25
2013-09-06,75.6
2013-09-10,85.1
2013-09-11,88.45
2013-09-12,85.75
2013-09-13,85.65
2013-09-16,83.05
2013-09-17,84.05
2013-09-18,81.5
2013-09-19,84.05
2013-09-20,85.9
2013-09-23,88.2
2013-09-24,88.45
2013-09-25,88.05
2013-09-26,89.5
2013-09-27,99.25
2013-09-30,101.5
2013-10-01,97.7
2013-10-03,96.35
2013-10-04,97.8
2013-10-07,99.05
2013-10-08,98.35
2013-10-09,97.6
2013-10-10,98.65
2013-10-11,96.5
2013-10-14,96.95
2013-10-15,95.8
2013-10-17,96.25
2013-10-18,95.2
2013-10-21,91.15
2013-10-22,93.85
2013-10-23,91.65
2013-10-24,95.7
2013-10-25,93.2
2013-10-28,94.4
2013-10-29,91.4
2013-10-30,91.7
2013-10-31,91.25
2013-11-01,93.8
2013-11-03,97.5
2013-11-05,98.1
2013-11-06,97.4
2013-11-07,99.0
2013-11-08,101.05
2013-11-11,102.6
2013-11-12,100.0
2013-11-13,99.0
2013-11-14,100.95
2013-11-18,104.5
2013-11-19,104.0
2013-11-20,104.35
2013-11-21,104.0
2013-11-22,105.2
2013-11-25,106.85
2013-11-26,107.35
2013-11-27,108.25
2013-11-28,107.1
2013-11-29,109.4
2013-12-02,108.45
2013-12-03,108.0
2013-12-04,105.45
2013-12-05,108.95
2013-12-06,108.6
2013-12-09,105.95
2013-12-10,108.9
2013-12-11,106.55
2013-12-12,108.6
2013-12-13,109.0
2013-12-16,107.95
2013-12-17,107.8
2013-12-18,109.75
2013-12-19,109.75
2013-12-20,107.55
2013-12-23,111.6
2013-12-24,113.0
2013-12-26,116.1
2013-12-27,116.85
2013-12-30,118.7
2013-12-31,117.35
2014-01-01,118.45
2014-01-02,125.2
2014-01-03,134.85
2014-01-06,131.8
2014-01-07,133.7
2014-01-08,131.4
2014-01-09,128.8
2014-01-10,133.9
2014-01-13,134.8
2014-01-14,133.3
2014-01-15,130.8
2014-01-16,127.1
2014-01-17,135.3
2014-01-20,135.0
2014-01-21,135.4
2014-01-22,135.35
2014-01-23,135.3
2014-01-24,135.35
2014-01-27,134.45
2014-01-28,130.9
2014-01-29,131.5
2014-01-30,129.1
2014-01-31,128.55
2014-02-03,126.2
2014-02-04,131.0
2014-02-05,132.85
2014-02-06,132.7
2014-02-07,132.55
2014-02-10,133.65
2014-02-11,130.45
2014-02-12,132.9
2014-02-13,132.35
2014-02-14,134.3
2014-02-17,139.4
2014-02-18,141.65
2014-02-19,140.65
2014-02-20,142.2
2014-02-21,142.55
2014-02-24,142.15
2014-02-25,142.95
2014-02-26,148.75
2014-02-28,160.9
2014-03-03,151.45
2014-03-04,157.3
2014-03-05,155.3
2014-03-06,160.2
