Date,ANDHRACEMT
2013-01-01,9.15
2013-01-02,9.1
2013-01-03,9.35
2013-01-04,9.4
2013-01-07,9.25
2013-01-08,9.25
2013-01-09,9.25
2013-01-10,9.55
2013-01-11,9.65
2013-01-14,9.45
2013-01-15,9.3
2013-01-16,9.5
2013-01-17,9.15
2013-01-18,9.2
2013-01-21,9.1
2013-01-22,9.6
2013-01-23,9.6
2013-01-24,9.2
2013-01-25,9.2
2013-01-28,9.15
2013-01-29,9.2
2013-01-30,9.1
2013-01-31,9.1
2013-02-01,9.05
2013-02-04,9.15
2013-02-05,9.05
2013-02-06,8.95
2013-02-07,8.9
2013-02-08,8.85
2013-02-11,8.6
2013-02-12,8.5
2013-02-13,8.5
2013-02-14,8.6
2013-02-15,8.1
2013-02-18,7.8
2013-02-19,8.2
2013-02-20,8.25
2013-02-21,8.1
2013-02-22,8.2
2013-02-25,8.0
2013-02-26,8.1
2013-02-27,8.1
2013-02-28,8.0
2013-03-01,7.9
2013-03-04,7.9
2013-03-05,7.75
2013-03-06,7.75
2013-03-07,7.7
2013-03-08,7.75
2013-03-11,7.7
2013-03-12,7.7
2013-03-13,7.5
2013-03-14,7.65
2013-03-15,7.5
2013-03-18,7.3
2013-03-19,7.15
2013-03-20,7.0
2013-03-21,7.45
2013-03-22,6.75
2013-03-25,6.65
2013-03-26,6.9
2013-03-28,6.55
2013-04-01,7.05
2013-04-02,7.6
2013-04-03,7.8
2013-04-04,7.55
2013-04-05,7.55
2013-04-08,7.6
2013-04-09,7.45
2013-04-10,7.2
2013-04-11,7.3
2013-04-12,6.95
2013-04-15,7.15
2013-04-16,7.1
2013-04-17,7.15
2013-04-18,7.3
2013-04-22,7.2
2013-04-23,7.25
2013-04-25,7.2
2013-04-26,7.15
2013-04-29,7.15
2013-04-30,7.15
2013-05-02,7.2
2013-05-03,7.3
2013-05-06,7.1
2013-05-07,7.1
2013-05-08,7.3
2013-05-09,7.05
2013-05-10,7.1
2013-05-11,7.05
2013-05-13,7.15
2013-05-14,7.15
2013-05-15,7.2
2013-05-16,7.2
2013-05-17,7.15
2013-05-20,7.2
2013-05-21,7.2
2013-05-22,7.1
2013-05-23,6.95
2013-05-24,7.0
2013-05-27,6.9
2013-05-28,7.05
2013-05-29,7.35
2013-05-30,7.05
2013-05-31,7.2
2013-06-03,7.15
2013-06-04,7.0
2013-06-05,6.95
2013-06-06,6.9
2013-06-07,6.75
2013-06-10,6.85
2013-06-11,6.65
2013-06-12,6.6
2013-06-13,6.35
2013-06-14,6.25
2013-06-17,6.3
2013-06-18,6.5
2013-06-19,6.4
2013-06-20,5.9
2013-06-21,5.95
2013-06-24,5.85
2013-06-25,6.1
