Date,SUBROS
2013-01-01,29.8
2013-01-02,29.75
2013-01-03,29.6
2013-01-04,29.4
2013-01-07,29.65
2013-01-08,30.0
2013-01-09,30.85
2013-01-10,30.35
2013-01-11,29.4
2013-01-14,29.65
2013-01-15,29.25
2013-01-16,30.0
2013-01-17,29.3
2013-01-18,29.1
2013-01-21,29.15
2013-01-22,28.5
2013-01-23,28.4
2013-01-24,27.6
2013-01-25,26.45
2013-01-28,27.7
2013-01-29,27.7
2013-01-30,27.15
2013-01-31,26.95
2013-02-01,27.2
2013-02-04,26.8
2013-02-05,26.2
2013-02-06,27.0
2013-02-07,26.6
2013-02-08,27.95
2013-02-11,27.9
2013-02-12,29.1
2013-02-13,28.0
2013-02-14,26.95
2013-02-15,26.75
2013-02-18,26.65
2013-02-19,26.95
2013-02-20,26.8
2013-02-21,26.6
2013-02-22,26.3
2013-02-25,26.05
2013-02-26,25.7
2013-02-27,26.1
2013-02-28,25.2
2013-03-01,25.1
2013-03-04,24.65
2013-03-05,24.8
2013-03-06,25.3
2013-03-07,25.35
2013-03-08,25.95
2013-03-11,25.75
2013-03-12,25.9
2013-03-13,25.25
2013-03-14,25.25
2013-03-15,25.3
2013-03-18,25.05
2013-03-19,24.6
2013-03-20,23.9
2013-03-21,23.85
2013-03-22,24.25
2013-03-25,23.4
2013-03-26,23.3
2013-03-28,23.3
2013-04-01,23.2
2013-04-02,23.6
2013-04-03,23.9
2013-04-04,23.3
2013-04-05,23.35
2013-04-08,23.2
2013-04-09,23.45
2013-04-10,24.35
2013-04-11,23.7
2013-04-12,23.65
2013-04-15,28.15
2013-04-16,27.45
2013-04-17,26.55
2013-04-18,26.7
2013-04-22,26.4
2013-04-23,27.05
2013-04-25,26.6
2013-04-26,25.75
2013-04-29,25.6
2013-04-30,26.35
2013-05-02,27.05
2013-05-03,26.2
2013-05-06,26.35
2013-05-07,26.1
2013-05-08,25.85
2013-05-09,25.6
2013-05-10,25.75
2013-05-11,26.1
2013-05-13,25.6
2013-05-14,26.05
2013-05-15,26.0
2013-05-16,26.35
2013-05-17,25.95
2013-05-20,26.15
2013-05-21,26.2
2013-05-22,26.55
2013-05-23,25.4
2013-05-24,24.8
2013-05-27,24.9
2013-05-28,25.1
2013-05-29,24.7
2013-05-30,24.4
2013-05-31,24.2
2013-06-03,24.1
2013-06-04,24.05
2013-06-05,23.75
2013-06-06,23.95
2013-06-07,23.85
2013-06-10,23.95
2013-06-11,23.05
2013-06-12,22.75
2013-06-13,22.2
2013-06-14,22.3
2013-06-17,21.95
2013-06-18,22.95
2013-06-19,23.7
2013-06-20,23.05
2013-06-21,22.1
2013-06-24,21.9
2013-06-25,21.75
2013-06-26,21.7
2013-06-27,21.75
2013-06-28,21.95
2013-07-01,22.25
2013-07-02,22.1
2013-07-03,21.85
2013-07-04,22.0
2013-07-05,22.0
2013-07-08,22.15
2013-07-09,21.75
2013-07-10,22.25
2013-07-11,22.35
2013-07-12,22.2
2013-07-15,21.95
2013-07-16,22.0
2013-07-17,22.1
2013-07-18,21.8
2013-07-19,21.3
2013-07-22,21.2
2013-07-23,21.0
2013-07-24,20.9
2013-07-25,20.9
2013-07-26,20.65
2013-07-29,19.75
2013-07-30,19.75
2013-07-31,19.35
2013-08-01,19.25
2013-08-02,19.5
2013-08-05,19.15
2013-08-06,18.75
2013-08-07,18.55
2013-08-08,19.3
2013-08-12,19.9
2013-08-13,21.0
2013-08-14,20.6
2013-08-16,19.6
2013-08-19,19.05
2013-08-20,19.0
2013-08-21,19.0
2013-08-22,19.65
2013-08-23,19.0
2013-08-26,19.1
2013-08-27,18.65
2013-08-28,18.7
2013-08-29,19.15
2013-08-30,19.25
2013-09-02,18.65
2013-09-03,18.6
2013-09-04,19.25
2013-09-05,18.9
2013-09-06,19.0
2013-09-10,19.75
2013-09-11,19.25
2013-09-12,19.7
2013-09-13,23.0
2013-09-16,25.45
2013-09-17,25.65
2013-09-18,25.2
2013-09-19,24.5
2013-09-20,24.55
2013-09-23,24.05
2013-09-24,23.5
2013-09-25,23.75
2013-09-26,23.95
2013-09-27,23.2
2013-09-30,22.75
2013-10-01,22.7
2013-10-03,23.0
2013-10-04,22.85
2013-10-07,23.6
2013-10-08,23.75
2013-10-09,23.1
2013-10-10,23.55
2013-10-11,23.8
2013-10-14,23.15
2013-10-15,23.15
2013-10-17,23.05
2013-10-18,25.0
2013-10-21,24.2
2013-10-22,23.8
2013-10-23,24.45
2013-10-24,24.25
2013-10-25,24.75
2013-10-28,25.55
2013-10-29,24.55
2013-10-30,23.85
2013-10-31,24.75
2013-11-01,24.2
2013-11-03,24.65
2013-11-05,27.2
2013-11-06,26.75
2013-11-07,26.25
2013-11-08,25.4
2013-11-11,23.95
2013-11-12,24.75
2013-11-13,24.2
2013-11-14,24.9
2013-11-18,24.9
2013-11-19,25.0
2013-11-20,24.45
2013-11-21,24.0
2013-11-22,24.05
2013-11-25,24.9
2013-11-26,24.35
2013-11-27,25.35
2013-11-28,24.8
2013-11-29,25.25
2013-12-02,25.4
2013-12-03,25.9
2013-12-04,25.7
2013-12-05,25.15
2013-12-06,26.85
2013-12-09,26.8
2013-12-10,26.25
2013-12-11,25.8
2013-12-12,25.55
2013-12-13,24.85
2013-12-16,24.7
2013-12-17,24.8
2013-12-18,25.15
2013-12-19,26.95
2013-12-20,26.85
2013-12-23,26.0
2013-12-24,27.55
2013-12-26,28.5
2013-12-27,28.0
2013-12-30,27.85
2013-12-31,27.65
2014-01-01,27.75
2014-01-02,26.9
2014-01-03,26.7
2014-01-06,27.15
2014-01-07,26.5
2014-01-08,26.95
2014-01-09,26.4
2014-01-10,25.55
2014-01-13,28.15
2014-01-14,29.6
2014-01-15,29.1
2014-01-16,27.25
2014-01-17,26.6
2014-01-20,26.25
2014-01-21,26.15
2014-01-22,26.05
2014-01-23,26.15
2014-01-24,25.9
2014-01-27,26.85
2014-01-28,25.95
2014-01-29,25.5
2014-01-30,25.1
2014-01-31,25.6
2014-02-03,25.3
2014-02-04,23.65
2014-02-05,23.75
2014-02-06,23.8
2014-02-07,24.0
2014-02-10,23.95
2014-02-11,23.85
2014-02-12,23.75
2014-02-13,23.55
2014-02-14,23.0
2014-02-17,24.15
2014-02-18,23.75
2014-02-19,23.65
2014-02-20,23.25
2014-02-21,23.7
2014-02-24,24.3
2014-02-25,23.95
2014-02-26,23.6
2014-02-28,24.1
2014-03-03,23.65
2014-03-04,23.7
2014-03-05,23.75
2014-03-06,24.6
2014-03-07,23.95
2014-03-10,24.0
2014-03-11,24.6
2014-03-12,24.5
2014-03-13,25.3
2014-03-14,24.7
2014-03-18,24.25
2014-03-19,24.65
2014-03-20,25.3
2014-03-21,24.8
2014-03-22,24.7
2014-03-24,25.45
2014-03-25,26.15
2014-03-26,27.55
2014-03-27,27.2
2014-03-28,27.1
2014-03-31,27.5
2014-04-01,26.8
2014-04-02,27.55
2014-04-03,27.45
2014-04-04,27.0
2014-04-07,27.15
2014-04-09,28.5
2014-04-10,28.45
2014-04-11,29.15
2014-04-15,28.65
2014-04-16,28.3
2014-04-17,28.0
2014-04-21,28.2
2014-04-22,28.45
2014-04-23,28.35
2014-04-25,28.1
2014-04-28,28.2
2014-04-29,28.4
2014-04-30,28.35
2014-05-02,29.75
2014-05-05,29.6
2014-05-06,28.95
2014-05-07,27.7
2014-05-08,27.7
2014-05-09,27.75
2014-05-12,27.1
2014-05-13,27.4
2014-05-14,27.45
2014-05-15,27.65
2014-05-16,27.65
2014-05-19,29.35
2014-05-20,29.9
2014-05-21,31.05
2014-05-22,31.35
2014-05-23,33.4
2014-05-26,34.2
2014-05-27,36.2
2014-05-28,36.7
2014-05-29,34.9
2014-05-30,34.3
2014-06-02,36.6
2014-06-03,36.75
2014-06-04,39.35
2014-06-05,42.7
2014-06-06,48.85
2014-06-09,48.95
2014-06-10,47.35
2014-06-11,46.75
2014-06-12,47.2
2014-06-13,47.85
2014-06-16,47.35
2014-06-17,49.5
2014-06-18,49.8
2014-06-19,49.3
2014-06-20,47.95
2014-06-23,47.8
2014-06-24,48.8
2014-06-25,53.65
2014-06-26,52.55
2014-06-27,50.55
2014-08-06,45.35
2014-08-07,44.1
2014-08-08,42.85
2014-08-11,41.5
2014-08-12,43.15
2014-08-13,41.0
2014-08-14,39.85
2014-08-18,41.05
2014-08-19,41.7
2014-08-20,42.8
2014-08-21,44.35
2014-08-22,45.7
2014-08-25,46.8
2014-08-26,48.0
2014-08-27,50.4
2014-08-28,48.05
2014-09-01,50.4
2014-09-02,50.3
2014-09-03,49.1
2014-09-04,51.55
2014-09-05,56.7
2014-09-08,62.35
2014-09-09,65.15
2014-09-10,68.4
2014-09-11,71.8
2014-09-12,69.4
2014-09-15,67.4
2014-09-16,64.1
2014-09-17,64.3
2014-09-18,67.5
2014-09-19,68.6
2014-09-22,67.7
2014-09-23,64.35
2014-09-24,64.65
2014-09-25,62.15
2014-09-26,61.95
2014-09-29,64.95
2014-09-30,67.1
2014-10-01,68.25
2014-10-07,66.3
2014-10-08,65.25
2014-10-09,68.45
2014-10-10,68.05
2014-10-13,67.5
2014-10-14,66.4
2014-10-16,63.05
2014-10-17,62.45
2014-10-20,64.35
2014-10-21,63.5
2014-10-22,66.7
2014-10-23,67.35
2014-10-27,66.7
2014-10-28,66.6
2014-10-29,73.25
2014-10-30,75.45
2014-10-31,73.45
2014-11-03,74.05
2014-11-05,70.55
2014-11-07,67.8
2014-11-10,70.95
2014-11-11,70.35
2014-11-12,70.05
2014-11-13,68.15
2014-11-14,70.25
2014-11-17,76.2
2014-11-18,79.5
2014-11-19,76.75
2014-11-20,75.9
2014-11-21,72.9
2014-11-24,73.5
2014-11-25,69.85
2014-11-26,70.65
2014-11-27,69.25
2014-11-28,73.15
2014-12-01,70.3
2014-12-02,70.0
2014-12-03,72.7
2014-12-04,72.05
