Date,GINNIFILA
2013-03-01,6.1
2013-03-04,5.8
2013-03-05,6.0
2013-03-06,5.9
2013-03-07,6.0
2013-03-08,6.05
2013-03-11,6.45
2013-03-12,6.1
2013-03-13,6.05
2013-03-14,6.05
2013-03-15,5.85
2013-03-18,5.9
2013-03-19,5.6
2013-03-20,5.95
2013-03-21,5.6
2013-03-22,5.45
2013-03-25,5.15
2013-03-26,5.25
2013-03-28,5.05
2013-04-01,5.5
2013-04-02,5.6
2013-04-03,5.65
2013-04-04,5.25
2013-04-05,5.7
2013-04-12,5.25
2013-04-17,5.7
2013-04-18,5.5
2013-04-22,5.15
2013-04-23,5.05
2013-04-25,5.4
2013-04-26,5.0
2013-05-02,5.5
2013-05-06,5.1
2013-05-07,5.6
2013-05-08,5.1
2013-05-09,5.0
2013-05-10,4.8
2013-05-13,4.95
2013-05-14,5.4
2013-05-15,5.05
2013-05-16,5.0
2013-05-17,5.5
2013-05-20,5.2
2013-05-21,5.7
2013-05-22,5.7
2013-05-23,5.4
2013-05-24,5.4
2013-05-27,5.0
2013-05-28,5.3
2013-05-29,5.15
2013-05-30,5.25
2013-06-04,5.25
2013-06-05,5.25
2013-06-06,5.1
2013-06-07,5.15
2013-06-11,5.2
2013-06-13,4.85
2013-06-14,5.0
2013-06-18,5.0
2013-06-19,5.0
2013-06-21,5.0
2013-06-24,4.85
2013-06-25,5.0
2013-06-26,5.0
2013-06-27,5.0
2013-06-28,4.65
2013-07-01,4.65
2013-07-05,4.7
2013-07-08,4.65
2013-07-09,4.2
2013-07-10,4.25
2013-07-11,4.55
2013-07-12,4.8
2013-07-15,4.85
2013-07-16,4.15
2013-07-17,4.75
2013-07-18,4.7
2013-07-19,5.6
2013-07-22,4.65
2013-07-23,4.45
2013-07-24,4.55
2013-07-25,4.55
2013-07-26,4.2
2013-07-29,4.9
2013-07-30,4.5
2013-07-31,4.4
2013-08-01,5.25
2013-08-02,5.0
2013-08-05,5.0
2013-08-06,5.0
2013-08-07,5.0
2013-08-08,4.5
2013-08-12,5.0
2013-08-13,4.5
2013-08-14,5.4
2013-08-16,6.45
2013-08-19,6.5
2013-08-20,6.05
2013-08-23,6.65
2013-08-26,6.35
2013-08-27,6.35
2013-08-28,6.85
2014-03-03,9.9
2014-03-04,9.75
2014-03-05,9.7
2014-03-06,9.8
2014-03-07,10.25
2014-03-10,10.4
2014-03-11,10.15
2014-03-12,10.25
2014-03-13,10.05
2014-03-14,9.8
2014-03-18,10.25
2014-03-19,9.7
2014-03-20,9.7
2014-03-21,9.75
2014-03-22,9.6
2014-03-24,9.7
2014-03-25,9.5
2014-03-26,9.5
2014-03-27,9.55
2014-03-28,9.5
2014-03-31,9.5
2014-04-01,9.65
2014-04-02,9.7
2014-04-03,9.6
2014-04-04,9.75
2014-04-07,9.95
2014-04-09,10.6
2014-04-10,10.6
2014-04-11,10.25
2014-04-15,10.2
2014-04-16,9.85
2014-04-17,10.8
2014-04-21,11.25
2014-04-22,11.8
2014-04-23,11.7
2014-04-25,11.45
2014-04-28,11.55
2014-04-29,10.7
2014-04-30,11.2
2014-05-02,11.9
2014-05-05,10.9
2014-05-06,10.2
2014-05-07,9.6
2014-05-08,9.75
2014-05-09,10.25
2014-05-12,9.85
2014-05-13,10.0
2014-05-14,10.15
2014-05-15,9.75
2014-05-16,9.55
2014-05-19,10.0
2014-05-20,10.85
2014-05-21,13.0
2014-05-22,12.85
2014-05-23,12.55
2014-05-26,13.05
2014-05-27,12.8
2014-05-28,13.5
2014-05-29,13.55
2014-05-30,13.35
2014-06-02,13.95
2014-06-03,14.4
2014-06-04,15.4
2014-06-05,16.7
2014-06-06,16.2
2014-06-09,15.65
2014-06-10,16.25
2014-06-11,15.65
2014-06-12,15.2
2014-06-13,14.2
2014-06-16,14.2
2014-06-17,15.55
2014-06-18,15.2
2014-06-19,15.4
2014-06-20,15.5
2014-06-23,15.6
2014-06-24,15.55
2014-06-25,15.45
2014-06-26,15.25
2014-06-27,15.3
2014-06-30,15.45
2014-07-01,15.65
2014-07-02,15.8
2014-07-03,15.4
2014-07-04,15.6
2014-07-07,15.75
2014-07-08,15.0
2014-07-09,15.05
2014-07-10,15.25
2014-07-11,14.25
2014-07-14,14.4
2014-07-15,14.85
2014-07-16,15.4
2014-07-17,15.75
2014-07-18,16.1
2014-07-21,16.1
2014-07-22,15.8
2014-07-23,15.7
2014-07-24,15.6
2014-07-25,15.5
2014-07-28,15.2
2014-07-30,15.0
2014-07-31,14.5
2014-08-01,14.9
2014-08-04,13.45
2014-08-05,13.7
2014-08-06,13.85
2014-08-07,13.95
2014-08-08,13.55
2014-08-11,13.6
2014-08-12,13.35
2014-08-13,12.85
2014-08-14,12.5
2014-08-18,12.35
2014-08-19,12.3
2014-08-20,12.45
2014-08-21,12.65
2014-08-22,13.4
2014-08-25,13.5
2014-08-26,13.45
2014-08-27,13.3
2014-08-28,15.4
2014-09-01,17.25
2014-09-02,18.45
2014-09-03,17.3
2014-09-04,17.45
2014-09-05,17.25
2014-09-08,16.95
2014-09-09,16.85
2014-09-10,16.35
2014-09-11,16.7
2014-09-12,16.35
2014-09-15,15.9
2014-09-16,15.5
2014-09-17,14.8
2014-09-18,15.45
2014-09-19,15.05
2014-09-22,15.0
2014-09-23,14.75
2014-09-24,14.45
2014-09-25,13.95
2014-09-26,13.85
2014-09-29,13.85
2014-09-30,13.95
2014-10-01,13.55
2014-10-07,13.75
2014-10-08,13.75
2014-10-09,14.4
2014-10-10,14.1
2014-10-13,13.75
2014-10-14,14.05
2014-10-16,13.6
2014-10-17,13.0
2014-10-20,12.9
2014-10-21,13.0
2014-10-22,13.2
2014-10-23,13.3
2014-10-27,12.95
2014-10-28,12.6
2014-10-29,12.65
2014-10-30,12.7
2014-10-31,13.0
2014-11-03,13.45
2014-11-05,14.35
2014-11-07,14.7
2014-11-10,14.55
2014-11-11,14.1
2014-11-12,13.95
2014-11-13,11.95
2014-11-14,12.2
2014-11-17,11.9
2014-11-18,11.95
2014-11-19,11.9
2014-11-20,12.8
2014-11-21,12.5
2014-11-24,12.0
2014-11-25,11.9
2014-11-26,11.95
2014-11-27,11.9
2014-11-28,11.95
2014-12-01,12.05
2014-12-02,12.05
2014-12-03,12.15
2014-12-04,11.9
2014-12-05,11.85
2014-12-08,11.75
2014-12-09,11.4
2014-12-10,11.2
2014-12-11,11.0
2014-12-12,10.7
2014-12-15,10.4
2014-12-16,10.1
2014-12-17,10.1
2014-12-18,10.1
2014-12-19,10.1
2014-12-22,10.15
2014-12-23,9.95
2014-12-24,10.05
2014-12-26,9.75
2014-12-29,9.7
2014-12-30,9.75
2014-12-31,9.7
2015-01-01,9.7
2015-01-02,9.4
2015-01-05,9.7
2015-01-06,9.55
2015-01-07,9.35
2015-01-08,10.85
2015-01-09,12.05
2015-01-12,13.75
2015-01-13,13.3
2015-01-14,12.8
2015-01-15,12.85
2015-01-16,12.85
2015-01-19,12.7
2015-01-20,12.45
2015-01-21,12.3
2015-01-22,11.55
2015-01-23,11.3
2015-01-27,11.7
2015-01-28,11.65
2015-01-29,11.9
2015-01-30,11.5
2015-02-02,11.55
2015-02-03,11.7
2015-02-04,12.85
2015-02-05,14.05
2015-02-06,12.25
2015-02-09,11.95
2015-02-10,11.95
2015-02-11,12.25
2015-02-12,12.1
2015-02-13,12.25
2015-02-16,11.45
2015-02-18,11.4
2015-02-19,11.05
2015-02-20,11.1
2015-02-23,11.15
2015-02-24,11.45
2015-02-25,11.25
2015-02-26,11.35
2015-02-27,11.4
2015-02-28,11.05
2015-03-02,12.0
2015-03-03,13.45
2015-03-04,13.55
2015-03-05,13.8
2015-03-09,13.8
2015-03-10,13.1
2015-03-11,13.4
2015-03-12,13.55
2015-03-13,13.25
2015-03-16,13.15
2015-03-17,13.2
2015-03-18,13.1
2015-03-19,12.75
2015-03-20,12.0
2015-03-23,11.9
2015-03-24,11.7
2015-03-25,11.45
2015-03-26,11.7
2015-03-27,11.95
2015-03-30,12.65
2015-03-31,12.55
2015-04-01,13.05
2015-04-06,13.55
2015-04-07,14.5
2015-04-08,14.3
2015-04-09,14.4
2015-04-10,15.5
2015-04-13,16.15
2015-04-15,17.9
2015-04-16,17.9
2015-04-17,17.85
2015-04-20,16.8
2015-04-21,16.2
2015-04-22,17.2
2015-04-23,17.2
2015-04-24,16.25
2015-04-27,16.25
2015-04-28,16.15
2015-04-29,16.25
2015-04-30,16.2
2015-05-04,17.55
2015-05-05,15.35
2015-05-06,14.35
2015-05-07,14.05
2015-05-08,14.0
2015-05-11,14.65
2015-05-12,14.4
2015-05-13,13.9
2015-05-14,13.7
2015-05-15,13.95
2015-05-18,15.05
2015-05-19,15.35
2015-05-20,15.5
2015-05-21,15.55
2015-05-22,15.15
2015-05-25,15.5
2015-05-26,16.7
2015-05-27,17.0
2015-05-28,16.55
2015-05-29,17.2
2015-06-01,16.95
2015-06-02,16.9
2015-06-03,15.7
2015-06-04,15.55
2015-06-05,15.45
2015-06-08,15.5
2015-06-09,15.2
2015-06-10,15.65
2015-06-11,14.7
2015-06-12,14.8
2015-06-15,15.5
2015-06-16,15.05
2015-06-17,15.05
2015-06-18,15.5
2015-06-19,15.7
2015-06-22,16.45
2015-06-23,19.65
2015-06-24,18.65
2015-06-25,18.3
2015-06-26,18.0
2015-06-29,17.25
2015-06-30,17.1
2015-07-01,20.0
2015-07-02,22.15
2015-07-03,25.95
2015-07-06,28.5
2015-07-07,30.3
2015-07-08,28.15
2015-07-09,28.65
2015-07-10,29.15
2015-07-13,29.9
2015-07-14,32.8
2015-07-15,35.95
2015-07-16,37.7
2015-07-17,35.9
2015-07-20,34.15
2015-07-21,32.45
