Date,PATELENG
2013-01-01,82.35
2013-01-02,83.7
2013-01-03,83.45
2013-01-04,87.45
2013-01-07,88.45
2013-01-08,87.25
2013-01-09,86.1
2013-01-10,84.15
2013-01-11,82.5
2013-01-14,84.25
2013-01-15,84.35
2013-01-16,81.7
2013-01-17,81.65
2013-01-18,81.9
2013-01-21,81.95
2013-01-22,80.35
2013-01-23,78.3
2013-01-24,74.75
2013-01-25,77.85
2013-01-28,76.25
2013-01-29,73.65
2013-01-30,72.15
2013-01-31,73.0
2013-02-01,72.0
2013-02-04,70.65
2013-02-05,70.0
2013-02-06,69.85
2013-02-07,70.85
2013-02-08,69.15
2013-02-11,70.15
2013-02-12,69.0
2013-02-13,67.8
2013-02-14,65.85
2013-02-15,67.65
2013-02-18,69.15
2013-02-19,70.05
2013-02-20,71.1
2013-02-21,69.0
2013-02-22,68.45
2013-02-25,65.55
2013-02-26,65.8
2013-02-27,66.7
2013-02-28,65.05
2013-03-01,65.25
2013-03-04,62.8
2013-03-05,64.1
2013-03-06,64.75
2013-03-07,65.3
2013-03-08,66.25
2013-03-11,66.25
2013-03-12,65.15
2013-03-13,63.25
2013-03-14,63.4
2013-03-15,62.95
2013-03-18,62.5
2013-03-19,60.95
2013-03-20,58.8
2013-03-21,55.8
2013-03-22,54.3
2013-03-25,57.05
2013-03-26,57.15
2013-03-28,56.75
2013-04-01,59.8
2013-04-02,60.9
2013-04-03,61.2
2013-04-04,58.9
2013-04-05,58.15
2013-04-08,58.25
2013-04-09,55.35
2013-04-10,56.3
2013-04-11,55.95
2013-04-12,55.5
2013-04-15,56.0
2013-04-16,58.2
2013-04-17,59.15
2013-04-18,58.85
2013-04-22,60.45
2013-04-23,60.25
2013-04-25,60.35
2013-04-26,59.5
2013-04-29,60.1
2013-04-30,59.65
2013-05-02,59.85
2013-05-03,58.6
2013-05-06,58.65
2013-05-07,58.2
2013-05-08,57.45
2013-05-09,56.05
2013-05-10,54.5
2013-05-11,55.3
2013-05-13,53.85
2013-05-14,53.35
2013-05-15,54.35
2013-05-16,54.15
2013-05-17,53.55
2013-05-20,52.95
2013-05-21,52.35
2013-05-22,50.15
2013-05-23,47.75
2013-05-24,48.35
2013-05-27,48.15
2013-05-28,48.3
2013-05-29,47.9
2013-05-30,46.4
2013-05-31,46.75
2013-06-03,45.5
2013-06-04,43.0
2013-06-05,42.5
2013-06-06,42.5
2013-06-07,40.95
2013-06-10,37.0
2013-06-11,34.95
2013-06-12,37.0
2013-06-13,35.35
2013-06-14,35.65
2013-06-17,36.5
2013-06-18,37.7
2013-06-19,38.15
2013-06-20,35.9
2013-06-21,33.2
2013-06-24,31.4
2013-06-25,30.55
2013-06-26,28.95
2013-06-27,28.9
2013-06-28,29.4
2013-07-01,35.25
2013-07-02,36.05
2013-07-03,33.6
2013-07-04,34.0
2013-07-05,34.25
2013-07-08,33.2
2013-07-09,33.55
2013-07-10,33.4
2013-07-11,34.6
2013-07-12,34.4
2013-07-15,35.4
2013-07-16,34.25
2013-07-17,34.2
2013-07-18,34.35
2013-07-19,33.55
2013-07-22,33.2
2013-07-23,33.45
2013-07-24,32.4
2013-07-25,31.65
2013-07-26,30.7
2013-07-29,31.25
2013-07-30,30.3
2013-07-31,29.9
2013-08-01,27.5
2013-08-02,28.4
2013-08-05,29.15
2013-08-06,27.7
2013-08-07,29.45
2013-08-08,29.85
2013-08-12,31.3
2013-08-13,32.15
2013-08-14,32.6
2013-08-16,30.05
2013-08-19,30.15
2013-08-20,30.15
2013-08-21,29.25
2013-08-22,30.1
2013-08-23,30.7
2013-08-26,32.8
2013-08-27,29.85
2013-08-28,29.65
2013-08-29,29.75
2013-08-30,30.0
2013-09-02,30.25
2013-09-03,30.15
2013-09-04,31.35
2013-09-05,32.05
2013-09-06,31.85
2013-09-10,33.25
2013-09-11,35.4
2013-09-12,35.0
2013-09-13,38.9
2013-09-16,38.65
2013-09-17,37.25
2013-09-18,37.0
2013-09-19,38.0
2013-09-20,35.75
2013-09-23,35.55
2013-09-24,35.55
2013-09-25,35.2
2013-09-26,34.85
2013-09-27,33.6
2013-09-30,33.1
2013-10-01,33.45
2013-10-03,35.45
2013-10-04,35.8
2013-10-07,36.0
2013-10-08,35.75
2013-10-09,37.2
2013-10-10,38.0
2013-10-11,37.55
2013-10-14,37.95
2013-10-15,36.8
2013-10-17,38.85
2013-10-18,38.1
2013-10-21,39.0
2013-10-22,40.6
2013-10-23,41.15
2013-10-24,40.15
2013-10-25,39.8
2013-10-28,38.65
2013-10-29,38.95
2013-10-30,40.0
2013-10-31,39.35
2013-11-01,41.05
2013-11-03,41.65
2013-11-05,41.9
2013-11-06,43.6
2013-11-07,43.3
2013-11-08,42.7
2013-11-11,40.75
2013-11-12,41.3
2013-11-13,41.6
2013-11-14,43.9
2013-11-18,44.6
2013-11-19,44.5
2013-11-20,44.7
2013-11-21,42.5
2013-11-22,41.6
2013-11-25,41.7
2013-11-26,41.15
2013-11-27,41.1
2013-11-28,41.6
2013-11-29,42.95
2013-12-02,44.7
2013-12-03,53.6
2013-12-04,54.1
2013-12-05,56.5
2013-12-06,54.7
2013-12-09,53.25
2013-12-10,53.05
2013-12-11,51.5
2013-12-12,51.5
2013-12-13,51.0
2013-12-16,50.1
2013-12-17,48.65
2013-12-18,50.3
2013-12-19,49.95
2013-12-20,50.55
2013-12-23,52.45
2013-12-24,54.05
2013-12-26,56.1
2013-12-27,55.95
2013-12-30,55.85
2013-12-31,54.75
2014-01-01,59.2
2014-01-02,55.7
2014-01-03,56.0
2014-01-06,57.5
2014-01-07,61.55
2014-01-08,60.9
2014-01-09,58.5
2014-01-10,58.25
2014-01-13,58.35
2014-01-14,61.6
2014-01-15,61.35
2014-01-16,59.35
2014-01-17,56.85
2014-01-20,55.7
2014-01-21,56.45
2014-01-22,56.15
2014-01-23,55.85
2014-01-24,53.1
2014-01-27,49.8
2014-01-28,49.8
2014-01-29,49.05
2014-01-30,47.35
2014-01-31,49.6
2014-02-03,50.1
2014-02-04,50.4
2014-02-05,52.1
2014-02-06,60.0
2014-02-07,63.15
2014-02-10,60.35
2014-02-11,56.55
2014-02-12,59.0
2014-02-13,58.3
2014-02-14,57.7
2014-02-17,55.35
2014-02-18,55.2
2014-02-19,56.9
2014-02-20,55.6
2014-02-21,57.7
2014-02-24,59.0
2014-02-25,57.95
2014-02-26,56.85
2014-02-28,56.25
2014-03-03,56.0
2014-03-04,56.7
2014-03-05,57.1
2014-03-06,59.9
2014-03-07,59.0
2014-03-10,62.05
2014-03-11,61.0
2014-03-12,60.0
2014-03-13,58.45
2014-03-14,57.1
2014-03-18,58.65
2014-03-19,57.85
2014-03-20,57.1
2014-03-21,58.45
2014-03-22,58.3
2014-03-24,57.65
2014-03-25,60.65
2014-03-26,61.7
2014-03-27,59.55
2014-03-28,59.3
2014-03-31,59.35
2014-04-01,60.4
2014-04-02,62.05
2014-04-03,62.15
2014-04-04,66.4
2014-04-07,71.1
2014-04-09,73.6
2014-04-10,76.9
2014-04-11,76.4
2014-04-15,72.1
2014-04-16,68.0
2014-04-17,70.4
2014-04-21,71.8
2014-04-22,75.2
2014-04-23,76.95
2014-04-25,74.2
2014-04-28,74.0
2014-04-29,72.8
2014-04-30,69.55
2014-05-02,69.2
2014-05-05,69.65
2014-05-06,67.5
2014-05-07,66.45
2014-05-08,66.25
2014-05-09,69.1
2014-05-12,71.65
2014-05-13,73.7
2014-05-14,77.2
2014-05-15,73.6
2014-05-16,81.5
2014-05-19,94.75
2014-05-20,98.4
2014-05-21,103.05
2014-05-22,100.45
2014-05-23,100.55
2014-05-26,93.95
2014-05-27,92.4
2014-05-28,94.75
2014-05-29,94.95
2014-05-30,95.75
2014-06-02,102.8
2014-06-03,103.3
2014-06-04,109.45
2014-06-05,117.1
2014-06-06,122.2
2014-06-09,125.9
2014-06-10,129.85
2014-06-11,143.4
2014-06-12,139.15
2014-06-13,125.45
2014-06-16,133.15
2014-06-17,139.3
2014-06-18,136.6
2014-06-19,131.45
2014-06-20,125.25
2014-06-23,131.3
2014-06-24,131.7
2014-06-25,133.25
2014-06-26,129.8
2014-06-27,127.65
2014-08-06,114.2
2014-08-07,112.8
2014-08-08,107.2
2014-08-11,104.2
2014-08-12,108.85
2014-08-13,103.45
2014-08-14,102.5
2014-08-18,107.15
2014-08-19,105.8
2014-08-20,103.75
2014-08-21,102.4
2014-08-22,101.3
2014-08-25,101.2
2014-08-26,97.45
2014-08-27,97.95
2014-08-28,96.4
2014-09-01,101.2
2014-09-02,102.95
2014-09-03,101.2
2014-09-04,103.1
2014-09-05,105.6
2014-09-08,106.3
2014-09-09,105.25
2014-09-10,104.95
2014-09-11,106.15
2014-09-12,104.9
2014-09-15,105.05
2014-09-16,98.7
2014-09-17,97.45
2014-09-18,100.3
2014-09-19,98.9
2014-09-22,97.85
2014-09-23,93.65
2014-09-24,99.0
2014-09-25,93.15
2014-09-26,93.6
2014-09-29,92.85
2014-09-30,92.05
2014-10-01,89.3
2014-10-07,92.45
2014-10-08,94.05
2014-10-09,95.4
2014-10-10,95.7
2014-10-13,95.1
2014-10-14,93.9
2014-10-16,90.8
2014-10-17,88.15
2014-10-20,87.05
2014-10-21,86.9
2014-10-22,89.35
2014-10-23,90.65
2014-10-27,89.25
2014-10-28,94.0
2014-10-29,93.75
2014-10-30,93.1
2014-10-31,99.55
2014-11-03,107.15
2014-11-05,105.9
2014-11-07,104.7
2014-11-10,103.05
2014-11-11,112.45
2014-11-12,114.6
2014-11-13,111.1
2014-11-14,108.5
2014-11-17,106.75
2014-11-18,113.7
2014-11-19,109.85
2014-11-20,107.4
2014-11-21,106.85
2014-11-24,109.8
2014-11-25,101.65
2014-11-26,105.85
2014-11-27,104.95
2014-11-28,103.9
2014-12-01,102.7
2014-12-02,102.1
2014-12-03,116.2
2014-12-04,115.7
2014-12-05,110.4
2014-12-08,106.85
2014-12-09,103.0
2014-12-10,100.8
2014-12-11,99.55
2014-12-12,97.0
2014-12-15,95.6
2014-12-16,90.0
2014-12-17,88.0
2014-12-18,97.45
2014-12-19,97.05
2014-12-22,99.25
2014-12-23,96.7
2014-12-24,97.85
2014-12-26,97.35
2014-12-29,99.85
2014-12-30,98.65
2014-12-31,97.05
2015-01-01,97.2
2015-01-02,98.05
2015-01-05,100.85
2015-01-06,95.45
2015-01-07,94.55
2015-01-08,96.9
2015-01-09,95.75
2015-01-12,95.85
2015-01-13,94.15
2015-01-14,92.6
2015-01-15,95.75
2015-01-16,98.7
2015-01-19,97.5
2015-01-20,96.85
2015-01-21,95.65
2015-01-22,94.25
2015-01-23,92.85
2015-01-27,93.5
2015-01-28,91.9
2015-01-29,96.55
2015-01-30,99.25
2015-02-02,99.2
2015-02-03,97.75
2015-02-04,95.85
2015-02-05,92.8
2015-02-06,91.2
2015-02-09,86.75
2015-02-10,87.55
2015-02-11,84.85
2015-02-12,89.95
2015-02-13,88.0
2015-02-16,84.25
2015-02-18,87.2
2015-02-19,86.45
2015-02-20,87.3
2015-02-23,93.3
2015-02-24,94.1
2015-02-25,90.75
2015-02-26,88.35
2015-02-27,90.35
2015-02-28,88.4
2015-03-02,91.85
2015-03-03,93.35
2015-03-04,89.25
2015-03-05,89.2
2015-03-09,86.35
2015-03-10,90.25
2015-03-11,92.65
2015-03-12,90.9
2015-03-13,88.2
2015-03-16,86.2
2015-03-17,86.15
2015-03-18,85.65
2015-03-19,84.5
2015-03-20,82.15
2015-03-23,80.0
2015-03-24,79.15
2015-03-25,75.85
2015-03-26,73.05
2015-03-27,72.3
2015-03-30,75.1
2015-03-31,76.3
2015-04-01,78.1
2015-04-06,80.6
2015-04-07,81.0
2015-04-08,82.85
2015-04-09,88.4
2015-04-10,89.35
2015-04-13,89.95
2015-04-15,91.25
2015-04-16,87.7
2015-04-17,87.5
2015-04-20,83.05
2015-04-21,83.05
2015-04-22,83.65
2015-04-23,82.95
2015-04-24,80.9
2015-04-27,77.4
2015-04-28,79.8
2015-04-29,80.5
2015-04-30,79.45
2015-05-04,80.65
2015-05-05,80.85
2015-05-06,77.6
2015-05-07,74.75
2015-05-08,76.7
2015-05-11,78.3
2015-05-12,75.55
2015-05-13,75.95
2015-05-14,76.35
2015-05-15,76.25
2015-05-18,76.95
2015-05-19,76.5
2015-05-20,76.65
2015-05-21,76.5
2015-05-22,79.7
2015-05-25,78.25
2015-05-26,81.7
2015-05-27,79.5
2015-05-28,78.05
2015-05-29,78.65
2015-06-01,77.8
2015-06-02,76.95
2015-06-03,71.55
2015-06-04,70.45
2015-06-05,69.65
2015-06-08,69.05
2015-06-09,66.85
2015-06-10,68.5
2015-06-11,67.45
2015-06-12,67.25
2015-06-15,68.85
2015-06-16,68.05
2015-06-17,71.1
2015-06-18,72.8
2015-06-19,71.65
2015-06-22,76.25
2015-06-23,78.7
2015-06-24,78.65
2015-06-25,77.5
2015-06-26,76.6
2015-06-29,74.75
2015-06-30,75.65
2015-07-01,76.6
2015-07-02,77.3
2015-07-03,75.95
2015-07-06,78.0
2015-07-07,80.6
2015-07-08,81.15
2015-07-09,78.8
2015-07-10,81.8
2015-07-13,84.4
2015-07-14,83.75
2015-07-15,85.2
2015-07-16,83.35
2015-07-17,82.7
2015-07-20,83.55
