Date,MERCK
2013-01-01,650.2
2013-01-02,663.95
2013-01-03,675.9
2013-01-04,675.15
2013-01-07,670.1
2013-01-08,671.35
2013-01-09,669.95
2013-01-10,671.0
2013-01-11,672.25
2013-01-14,679.75
2013-01-15,671.25
2013-01-16,665.8
2013-01-17,661.45
2013-01-18,666.6
2013-01-21,680.65
2013-01-22,675.45
2013-01-23,669.95
2013-01-24,664.2
2013-01-25,670.65
2013-01-28,668.75
2013-01-29,654.1
2013-01-30,664.25
2013-01-31,660.45
2013-02-01,641.95
2013-02-04,642.35
2013-02-05,640.2
2013-02-06,630.35
2013-02-07,623.25
2013-02-08,620.45
2013-02-11,616.45
2013-02-12,614.7
2013-02-13,619.35
2013-02-14,617.6
2013-02-15,621.6
2013-02-18,625.25
2013-02-19,630.25
2013-02-20,640.25
2013-02-21,640.25
2013-02-22,650.0
2013-02-25,631.2
2013-02-26,631.7
2013-02-27,630.6
2013-02-28,627.35
2013-03-01,618.5
2013-03-04,619.35
2013-03-05,624.05
2013-03-06,617.95
2013-03-07,625.5
2013-03-08,630.0
2013-03-11,623.0
2013-03-12,627.45
2013-03-13,635.1
2013-03-14,631.05
2013-03-15,635.8
2013-03-18,628.6
2013-03-19,628.65
2013-03-20,630.0
2013-03-21,625.25
2013-03-22,620.5
2013-03-25,620.85
2013-03-26,619.75
2013-03-28,631.25
2013-04-01,626.95
2013-04-02,630.2
2013-04-03,630.05
2013-04-04,618.1
2013-04-05,615.8
2013-04-08,612.05
2013-04-09,612.4
2013-04-10,623.2
2013-04-11,624.55
2013-04-12,625.0
2013-04-15,625.0
2013-04-16,625.05
2013-04-17,629.85
2013-04-18,624.0
2013-04-22,634.05
2013-04-23,635.1
2013-04-25,625.45
2013-04-26,625.85
2013-04-29,621.4
2013-04-30,634.7
2013-05-02,638.9
2013-05-03,633.7
2013-05-06,631.4
2013-05-07,635.4
2013-05-08,643.2
2013-05-09,642.0
2013-05-10,650.55
2013-05-11,649.35
2013-05-13,650.45
2013-05-14,655.0
2013-05-15,651.2
2013-05-16,650.5
2013-05-17,659.3
2013-05-20,661.75
2013-05-21,659.75
2013-05-22,657.3
2013-05-23,656.1
2013-05-24,653.55
2013-05-27,660.5
2013-05-28,656.35
2013-05-29,651.55
2013-05-30,655.8
2013-05-31,641.45
2013-06-03,645.1
2013-06-04,663.3
2013-06-05,660.25
2013-06-06,656.8
2013-06-07,656.2
2013-06-10,663.4
2013-06-11,658.0
2013-06-12,655.25
2013-06-13,649.75
2013-06-14,648.55
2013-06-17,651.4
2013-06-18,644.75
2013-06-19,652.25
2013-06-20,651.1
2013-06-21,648.95
2013-06-24,640.05
2013-06-25,642.4
2013-06-26,641.0
2013-06-27,644.6
2013-06-28,653.5
2013-07-01,643.15
2013-07-02,640.0
2013-07-03,633.35
2013-07-04,630.9
2013-07-05,623.7
2013-07-08,623.9
2013-07-09,618.55
2013-07-10,614.6
2013-07-11,617.05
2013-07-12,618.3
2013-07-15,612.2
2013-07-16,612.9
2013-07-17,611.1
2013-07-18,640.95
2013-07-19,639.4
2013-07-22,620.75
2013-07-23,622.05
2013-07-24,609.5
2013-07-25,604.1
2013-07-26,606.0
2013-07-29,597.25
2013-07-30,577.05
2013-07-31,559.75
2013-08-01,546.6
2013-08-02,541.3
2013-08-05,544.7
2013-08-06,540.3
2013-08-07,537.45
2013-08-08,561.4
2013-08-12,554.3
2013-08-13,557.3
2013-08-14,569.55
2013-08-16,551.2
2013-08-19,548.05
2013-08-20,547.3
2013-08-21,555.2
2013-08-22,545.05
2013-08-23,546.5
2013-08-26,541.0
2013-08-27,539.8
2013-08-28,535.85
2013-08-29,531.15
2013-08-30,536.9
2013-09-02,537.45
2013-09-03,534.65
2013-09-04,528.15
2013-09-05,529.8
2013-09-06,541.9
2013-09-10,549.65
2013-09-11,539.65
2013-09-12,561.4
2013-09-13,565.65
2013-09-16,563.75
2013-09-17,550.95
2013-09-18,564.65
2013-09-19,563.05
2013-09-20,560.35
2013-09-23,555.0
2013-09-24,554.35
2013-09-25,553.1
2013-09-26,560.0
2013-09-27,560.05
2013-09-30,572.15
2013-10-01,570.75
2013-10-03,571.6
2013-10-04,575.05
2013-10-07,576.55
2013-10-08,573.75
2013-10-09,588.85
2013-10-10,596.55
2013-10-11,609.65
2013-10-14,607.8
2013-10-15,604.45
2013-10-17,595.15
2013-10-18,595.1
2013-10-21,593.3
2013-10-22,580.0
2013-10-23,571.4
2013-10-24,574.1
2013-10-25,568.7
2013-10-28,566.0
2013-10-29,583.4
2013-10-30,571.65
2013-10-31,565.55
2013-11-01,576.45
2013-11-03,576.35
2013-11-05,570.0
2013-11-06,579.95
2013-11-07,574.55
2013-11-08,567.6
2013-11-11,564.55
2013-11-12,574.2
2013-11-13,575.1
2013-11-14,568.55
2013-11-18,572.3
2013-11-19,570.6
2013-11-20,584.2
2013-11-21,583.9
2013-11-22,584.0
2013-11-25,594.4
2013-11-26,648.55
2013-11-27,622.95
2013-11-28,630.45
2013-11-29,627.5
2013-12-02,629.35
2013-12-03,626.2
2013-12-04,611.55
2013-12-05,610.55
2013-12-06,609.75
2013-12-09,603.7
2013-12-10,603.35
2013-12-11,600.9
2013-12-12,594.55
2013-12-13,588.95
2013-12-16,626.1
2013-12-17,615.0
2013-12-18,618.0
2013-12-19,609.2
2013-12-20,580.6
2013-12-23,572.0
2013-12-24,562.1
2013-12-26,569.25
2013-12-27,556.8
2013-12-30,560.15
2013-12-31,561.6
2014-01-01,576.6
2014-01-02,566.5
2014-01-03,560.8
2014-01-06,559.05
2014-01-07,554.65
2014-01-08,549.5
2014-01-09,551.2
2014-01-10,547.85
2014-01-13,552.85
2014-01-14,572.65
2014-01-15,572.1
2014-01-16,570.3
2014-01-17,570.0
2014-01-20,577.7
2014-01-21,579.1
2014-01-22,572.65
2014-01-23,572.15
2014-01-24,571.1
2014-01-27,556.0
2014-01-28,560.7
2014-01-29,559.85
2014-01-30,559.3
2014-01-31,563.7
2014-02-03,553.6
2014-02-04,549.4
2014-02-05,549.95
2014-02-06,545.75
2014-02-07,547.15
2014-02-10,548.85
2014-02-11,555.8
2014-02-12,573.0
2014-02-13,572.65
2014-02-14,568.05
2014-02-17,561.8
2014-02-18,563.2
2014-02-19,561.8
2014-02-20,564.45
2014-02-21,560.25
2014-02-24,568.35
2014-02-25,570.85
2014-02-26,571.1
2014-02-28,572.95
2014-03-03,583.25
2014-03-04,592.35
2014-03-05,602.85
2014-03-06,598.2
2014-03-07,590.45
2014-03-10,580.75
2014-03-11,575.25
2014-03-12,581.8
2014-03-13,580.85
2014-03-14,581.6
2014-03-18,586.2
2014-03-19,588.1
2014-03-20,588.7
2014-03-21,604.7
2014-03-22,596.05
2014-03-24,598.75
2014-03-25,602.0
2014-03-26,614.3
2014-03-27,630.0
2014-03-28,649.9
2014-03-31,646.5
2014-04-01,653.1
2014-04-02,683.1
2014-04-03,677.5
2014-04-04,675.55
2014-04-07,671.55
2014-04-09,679.75
2014-04-10,670.8
2014-04-11,671.75
2014-04-15,665.25
2014-04-16,666.05
2014-04-17,674.55
2014-04-21,665.9
2014-04-22,657.1
2014-04-23,665.0
2014-04-25,670.45
2014-04-28,679.75
2014-04-29,688.1
2014-04-30,668.65
2014-05-02,655.7
2014-05-05,650.0
2014-05-06,650.45
2014-05-07,666.2
2014-05-08,656.8
2014-05-09,649.9
2014-05-12,634.5
2014-05-13,635.2
2014-05-14,630.4
2014-05-15,626.8
2014-05-16,626.95
2014-05-19,619.55
2014-05-20,641.15
2014-05-21,637.9
2014-05-22,643.55
2014-05-23,637.25
2014-05-26,638.25
2014-05-27,640.9
2014-05-28,651.9
2014-05-29,655.1
2014-05-30,639.65
2014-06-02,642.85
2014-06-03,645.1
2014-06-04,656.2
2014-06-05,656.1
2014-06-06,675.25
2014-06-09,719.1
2014-06-10,722.55
2014-06-11,700.25
2014-06-12,740.25
2014-06-13,712.0
2014-06-16,719.5
2014-06-17,717.55
