Date,AXISCADES
2013-01-01,66.6
2013-01-02,79.45
2013-01-03,79.3
2013-01-04,77.7
2013-01-07,74.4
2013-01-08,78.25
2013-01-09,77.85
2013-01-10,75.95
2013-01-11,74.9
2013-01-14,75.25
2013-01-15,75.25
2013-01-16,73.7
2013-01-17,72.25
2013-01-18,71.1
2013-01-21,79.5
2013-01-22,75.4
2013-01-23,74.5
2013-01-24,66.95
2013-01-25,66.9
2013-01-28,68.95
2013-01-29,66.3
2013-01-30,65.7
2013-01-31,67.0
2013-02-01,66.6
2013-02-04,67.25
2013-02-05,65.3
2013-02-06,67.15
2013-02-07,66.1
2013-02-08,66.3
2013-02-11,67.4
2013-02-12,65.9
2013-02-13,59.05
2013-02-14,55.45
2013-02-15,56.25
2013-02-18,60.2
2013-02-19,64.2
2013-02-20,66.25
2013-02-21,65.15
2013-02-22,66.35
2013-02-25,65.1
2013-02-26,61.55
2013-02-27,59.4
2013-02-28,58.9
2013-03-01,57.95
2013-03-04,56.95
2013-03-05,57.2
2013-03-06,58.65
2013-03-07,57.4
2013-03-08,61.5
2013-03-11,61.4
2013-03-12,58.7
2013-03-13,58.4
2013-03-14,59.15
2013-03-15,58.0
2013-03-18,57.35
2013-03-19,56.5
2013-03-20,52.0
2013-03-21,50.45
2013-03-22,47.6
2013-03-25,44.15
2013-03-26,44.55
2013-03-28,45.35
2013-04-01,46.5
2013-04-02,51.6
2013-04-03,49.55
2013-04-04,48.85
2013-04-05,46.05
2013-04-08,42.5
2013-04-09,41.35
2013-04-10,42.6
2013-04-11,41.6
2013-04-12,42.95
2013-04-15,44.8
2013-04-16,45.5
2013-04-17,46.25
2013-04-18,46.5
2013-04-22,46.05
2013-04-23,50.15
2013-04-25,49.65
2013-04-26,47.45
2013-04-29,47.15
2013-04-30,46.5
2013-05-02,46.55
2013-05-03,46.4
2013-05-06,46.15
2013-05-07,47.0
2013-05-08,47.45
2013-05-09,47.1
2013-05-10,47.1
2013-05-11,47.9
2013-05-13,49.0
2013-05-14,49.7
2013-05-15,50.55
2013-05-16,49.3
2013-05-17,50.35
2013-05-20,48.0
2013-05-21,47.1
2013-05-22,46.95
2013-05-23,45.5
2013-05-24,46.3
2013-05-27,47.45
2013-05-28,46.2
2013-05-29,46.0
2013-05-30,46.5
2013-05-31,46.45
2013-06-03,47.0
2013-06-04,47.65
2013-06-05,47.55
2013-06-06,48.5
2013-06-07,47.05
2013-06-10,47.5
2013-06-11,47.25
2013-06-12,46.95
2013-06-13,45.2
2013-06-14,44.6
2013-06-17,45.9
2013-06-18,45.65
2013-06-19,46.9
2013-06-20,46.65
2013-06-21,45.2
2013-06-24,46.55
2013-06-25,45.85
2013-06-26,45.1
2013-06-27,45.4
2013-06-28,44.6
2013-07-01,45.05
2013-07-02,45.05
2013-07-03,44.4
2013-07-04,44.5
2013-07-05,45.55
2013-07-08,45.0
2013-07-09,42.6
2013-07-10,43.05
2013-07-11,44.4
2013-07-12,49.2
2013-07-15,48.95
2013-07-16,48.0
2013-07-17,47.1
2013-07-18,47.05
2013-07-19,46.55
2013-07-22,46.2
2013-07-24,45.55
2013-07-25,44.05
2013-07-26,43.65
2013-07-29,47.2
2013-07-30,43.7
2013-07-31,41.25
2013-08-01,38.2
2013-08-02,34.6
2013-08-05,32.35
2013-08-06,30.7
2013-08-07,32.9
2013-08-08,32.55
2013-08-12,32.6
2013-08-13,34.0
2013-08-14,32.75
2013-08-16,32.05
2013-08-19,30.8
2013-08-20,30.75
2013-08-21,31.55
2013-08-22,31.15
2013-08-23,31.0
2013-08-26,32.0
2013-08-27,30.95
2013-08-28,32.0
2013-08-29,32.05
2013-08-30,32.6
2013-09-02,33.25
2013-09-03,33.8
2013-09-04,33.0
2013-09-05,34.0
2013-09-06,36.8
2013-09-10,35.2
2013-09-11,42.2
2013-09-12,50.6
2013-09-13,52.2
2013-09-16,48.9
2013-09-17,48.6
2013-09-18,48.1
2013-09-19,48.1
2013-09-20,46.35
2013-09-23,46.55
2013-09-24,47.15
2013-09-25,46.2
2013-09-26,45.6
2013-09-27,44.55
2013-09-30,43.45
2013-10-01,43.5
2013-10-03,45.0
2013-10-04,44.85
2013-10-07,44.4
2013-10-08,46.0
2013-10-09,44.15
2013-10-10,44.55
2013-10-11,45.3
2013-10-14,46.35
2013-10-15,45.2
2013-10-17,47.0
2013-10-18,45.7
2013-10-21,47.0
2013-10-22,51.7
2013-10-23,53.75
2013-10-24,51.0
2013-10-25,49.9
2013-10-28,48.85
2013-10-29,50.05
2013-10-30,49.0
2013-10-31,50.55
2013-11-01,49.1
2013-11-03,50.7
2013-11-05,54.95
2013-11-06,59.8
2013-11-07,58.95
2013-11-08,58.0
2013-11-11,56.6
2013-11-12,55.75
2013-11-13,55.0
2013-11-14,55.0
2013-11-18,58.5
2013-11-19,57.0
2013-11-20,56.35
2013-11-21,58.1
2013-11-22,56.75
2013-11-25,56.15
2013-11-26,55.7
2013-11-27,54.15
2013-11-28,55.0
2014-03-03,40.5
2014-03-04,40.85
2014-03-05,39.6
