Date,SREINFRA
2013-01-01,44.5
2013-01-02,45.8
2013-01-03,46.1
2013-01-04,49.7
2013-01-07,50.35
2013-01-08,48.15
2013-01-09,47.1
2013-01-10,46.15
2013-01-11,44.15
2013-01-14,44.95
2013-01-15,44.95
2013-01-16,43.35
2013-01-17,42.0
2013-01-18,40.35
2013-01-21,40.65
2013-01-22,38.05
2013-01-23,35.85
2013-01-24,33.7
2013-01-25,36.0
2013-01-28,36.6
2013-01-29,35.75
2013-01-30,35.4
2013-01-31,36.85
2013-02-01,37.2
2013-02-04,37.5
2013-02-05,36.25
2013-02-06,36.7
2013-02-07,36.15
2013-02-08,36.95
2013-02-11,37.15
2013-02-12,37.4
2013-02-13,37.2
2013-02-14,36.35
2013-02-15,35.55
2013-02-18,37.1
2013-02-19,37.8
2013-02-20,37.25
2013-02-21,35.45
2013-02-22,35.95
2013-02-25,37.4
2013-02-26,35.0
2013-02-27,35.25
2013-02-28,33.25
2013-03-01,33.7
2013-03-04,33.4
2013-03-05,34.1
2013-03-06,34.65
2013-03-07,35.9
2013-03-08,36.85
2013-03-11,36.5
2013-03-12,35.2
2013-03-13,34.0
2013-03-14,34.25
2013-03-15,28.75
2013-03-18,30.4
2013-03-19,29.95
2013-03-20,27.75
2013-03-21,25.55
2013-03-22,25.9
2013-03-25,26.15
2013-03-26,26.25
2013-03-28,26.75
2013-04-01,28.4
2013-04-02,29.15
2013-04-03,28.4
2013-04-04,26.85
2013-04-05,28.25
2013-04-08,27.65
2013-04-09,26.55
2013-04-10,27.0
2013-04-11,26.65
2013-04-12,26.35
2013-04-15,27.3
2013-04-16,27.85
2013-04-17,27.65
2013-04-18,27.85
2013-04-22,28.5
2013-04-23,28.9
2013-04-25,29.4
2013-04-26,29.05
2013-04-29,29.35
2013-04-30,30.0
2013-05-02,29.85
2013-05-03,28.75
2013-05-06,28.55
2013-05-07,28.2
2013-05-08,28.0
2013-05-09,27.55
2013-05-10,27.35
2013-05-11,28.15
2013-05-13,26.95
2013-05-14,26.75
2013-05-15,27.05
2013-05-16,26.55
2013-05-17,28.2
2013-05-20,27.4
2013-05-21,27.9
2013-05-22,27.35
2013-05-23,26.0
2013-05-24,26.05
2013-05-27,27.0
2013-05-28,27.2
2013-05-29,27.05
2013-05-30,26.45
2013-05-31,25.65
2013-06-03,25.95
2013-06-04,26.15
2013-06-05,25.9
2013-06-06,25.55
2013-06-07,25.4
2013-06-10,24.6
2013-06-11,22.9
2013-06-12,22.9
2013-06-13,22.15
2013-06-14,22.35
2013-06-17,24.3
2013-06-18,24.45
2013-06-19,25.95
2013-06-20,25.1
2013-06-21,25.75
2013-06-24,25.1
2013-06-25,22.95
2013-06-26,22.2
2013-06-27,22.0
2013-06-28,22.2
2013-07-01,22.85
2013-07-02,22.35
2013-07-03,21.2
2013-07-04,20.9
2013-07-05,20.8
2013-07-08,20.5
2013-07-09,20.7
2013-07-10,20.85
2013-07-11,20.85
2013-07-12,20.55
2013-07-15,20.9
2013-07-16,20.4
2013-07-17,19.9
2013-07-18,19.95
2013-07-19,19.55
2013-07-22,19.35
2013-07-23,19.35
2013-07-24,18.2
2013-07-25,18.2
2013-07-26,18.7
2013-07-29,19.45
2013-07-30,19.6
2013-07-31,19.5
2013-08-01,19.3
2013-08-02,19.45
2013-08-05,19.9
2013-08-06,19.05
2013-08-07,19.3
2013-08-08,19.75
2013-08-12,20.45
2013-08-13,20.7
2013-08-14,21.55
2013-08-16,20.8
2013-08-19,20.0
2013-08-20,19.9
2013-08-21,19.95
2013-08-22,19.55
2013-08-23,19.75
2013-08-26,19.6
2013-08-27,18.45
2013-08-28,18.0
2013-08-29,19.1
2013-08-30,18.7
2013-09-02,18.7
2013-09-03,18.45
2013-09-04,19.7
2013-09-05,20.0
2013-09-06,20.6
2013-09-10,21.05
2013-09-11,21.75
2013-09-12,21.45
2013-09-13,21.3
2013-09-16,20.85
2013-09-17,20.1
2013-09-18,19.1
2013-09-19,20.0
2013-09-20,18.85
2013-09-23,18.8
2013-09-24,18.35
2013-09-25,18.2
2013-09-26,18.1
2013-09-27,17.95
2013-09-30,17.8
2013-10-01,17.75
2013-10-03,18.6
2013-10-04,18.65
2013-10-07,19.15
2013-10-08,19.05
2013-10-09,20.05
2013-10-10,19.65
2013-10-11,19.6
2013-10-14,19.85
2013-10-15,19.45
2013-10-17,19.65
2013-10-18,19.8
2013-10-21,20.35
2013-10-22,21.3
2013-10-23,20.9
2013-10-24,20.1
2013-10-25,19.8
2013-10-28,19.15
2013-10-29,18.85
2013-10-30,19.25
2013-10-31,20.45
2013-11-01,21.35
2013-11-03,21.25
2013-11-05,21.85
2013-11-06,22.7
2013-11-07,22.4
2013-11-08,21.35
2013-11-11,19.95
2013-11-12,20.15
2013-11-13,20.5
2013-11-14,20.3
2013-11-18,20.5
2013-11-19,20.45
2013-11-20,20.35
2013-11-21,20.05
2013-11-22,20.6
2013-11-25,21.3
2013-11-26,22.05
2013-11-27,22.15
2013-11-28,22.05
2013-11-29,21.65
2013-12-02,22.1
2013-12-03,22.2
2013-12-04,23.05
2013-12-05,23.7
2013-12-06,22.8
2013-12-09,23.2
2013-12-10,22.65
2013-12-11,22.05
2013-12-12,21.2
2013-12-13,20.85
2013-12-16,20.25
2013-12-17,20.25
2013-12-18,20.6
2013-12-19,20.05
2013-12-20,19.45
2013-12-23,20.75
2013-12-24,21.6
2013-12-26,23.3
2013-12-27,23.5
2013-12-30,23.05
2013-12-31,23.75
2014-01-01,23.85
2014-01-02,22.7
2014-01-03,23.05
2014-01-06,23.0
2014-01-07,22.75
2014-01-08,22.6
2014-01-09,25.45
2014-01-10,24.05
2014-01-13,24.15
2014-01-14,23.9
2014-01-15,23.95
2014-01-16,23.9
2014-01-17,22.5
2014-01-20,23.1
2014-01-21,23.2
2014-01-22,23.4
2014-01-23,23.0
2014-01-24,22.4
2014-01-27,21.35
2014-01-28,21.65
2014-01-29,21.4
2014-01-30,20.95
2014-01-31,21.3
2014-02-03,21.2
2014-02-04,21.15
2014-02-05,21.7
2014-02-06,22.2
2014-02-07,22.75
2014-02-10,22.0
2014-02-11,21.85
2014-02-12,21.75
2014-02-13,20.95
2014-02-14,20.7
2014-02-17,21.35
2014-02-18,21.4
2014-02-19,21.2
2014-02-20,20.8
2014-02-21,20.75
2014-02-24,21.6
2014-02-25,22.15
2014-02-26,22.55
2014-02-28,23.25
2014-03-03,24.1
2014-03-04,26.3
2014-03-05,27.2
2014-03-06,27.0
2014-03-07,27.0
2014-03-10,27.35
2014-03-11,26.95
2014-03-12,26.95
2014-03-13,25.75
2014-03-14,25.1
2014-03-18,26.85
2014-03-19,26.55
2014-03-20,25.85
2014-03-21,25.45
2014-03-22,25.65
2014-03-24,25.7
2014-03-25,25.25
2014-03-26,28.4
2014-03-27,28.5
2014-03-28,28.0
2014-03-31,27.2
2014-04-01,29.0
2014-04-02,29.4
2014-04-03,27.2
2014-04-04,28.0
2014-04-07,27.9
2014-04-09,28.6
2014-04-10,30.65
2014-04-11,32.5
2014-04-15,32.6
2014-04-16,32.5
2014-04-17,32.9
2014-04-21,33.45
2014-04-22,32.9
2014-04-23,32.35
2014-04-25,31.0
2014-04-28,33.45
2014-04-29,34.9
2014-04-30,33.5
2014-05-02,32.6
2014-05-05,31.55
2014-05-06,32.2
2014-05-07,31.55
2014-05-08,31.95
2014-05-09,32.8
2014-05-12,33.05
2014-05-13,34.35
2014-05-14,36.2
2014-05-15,35.25
2014-05-16,37.15
2014-05-19,42.4
2014-05-20,45.95
2014-05-21,45.25
2014-05-22,46.5
2014-05-23,43.45
2014-05-26,39.85
2014-05-27,39.25
2014-05-28,39.8
2014-05-29,39.6
2014-05-30,39.4
2014-06-02,43.05
2014-06-03,44.45
2014-06-04,46.4
2014-06-05,45.8
2014-06-06,49.8
2014-06-09,51.75
2014-06-10,48.75
2014-06-11,45.9
2014-06-12,48.0
2014-06-13,44.6
2014-06-16,45.35
2014-06-17,46.65
2014-06-18,46.1
2014-06-19,46.3
2014-06-20,42.5
2014-06-23,43.1
2014-06-24,45.0
2014-06-25,45.7
2014-06-26,48.65
2014-06-27,48.1
2014-06-30,50.7
2014-07-01,51.1
2014-07-02,55.05
2014-07-03,57.05
2014-07-04,56.0
2014-07-07,54.45
2014-07-08,49.45
2014-07-09,46.75
2014-07-10,52.35
2014-07-11,48.1
2014-07-14,48.65
2014-07-15,48.95
2014-07-16,51.25
2014-07-17,50.95
2014-07-18,50.2
2014-07-21,50.55
2014-07-22,50.1
2014-07-23,49.2
2014-07-24,48.35
2014-07-25,46.35
2014-07-28,43.8
2014-07-30,45.95
2014-07-31,45.85
2014-08-01,45.75
2014-08-04,46.15
2014-08-05,46.55
2014-08-06,45.75
2014-08-07,44.9
2014-08-08,42.75
2014-08-11,43.75
2014-08-12,44.25
2014-08-13,40.9
2014-08-14,42.4
2014-08-18,44.25
2014-08-19,45.15
2014-08-20,47.75
2014-08-21,46.75
2014-08-22,45.7
2014-08-25,46.0
2014-08-26,44.9
2014-08-27,43.75
2014-08-28,43.8
2014-09-01,43.6
2014-09-02,45.25
2014-09-03,46.55
2014-09-04,45.25
2014-09-05,45.05
2014-09-08,46.15
2014-09-09,47.8
2014-09-10,47.65
2014-09-11,51.35
2014-09-12,53.55
2014-09-15,52.05
2014-09-16,48.7
2014-09-17,49.85
2014-09-18,50.45
2014-09-19,52.85
2014-09-22,51.2
2014-09-23,48.45
2014-09-24,47.35
2014-09-25,44.85
2014-09-26,45.3
2014-09-29,48.2
2014-09-30,47.45
2014-10-01,46.65
2014-10-07,44.45
2014-10-08,43.75
2014-10-09,44.4
2014-10-10,42.6
2014-10-13,43.05
2014-10-14,43.55
2014-10-16,41.85
2014-10-17,43.0
2014-10-20,43.6
2014-10-21,44.1
2014-10-22,44.95
2014-10-23,44.85
2014-10-27,44.1
2014-10-28,45.3
2014-10-29,47.25
2014-10-30,47.85
2014-10-31,47.55
2014-11-03,48.25
2014-11-05,48.45
2014-11-07,47.75
2014-11-10,46.9
2014-11-11,44.75
2014-11-12,44.55
2014-11-13,43.85
2014-11-14,43.75
2014-11-17,44.6
2014-11-18,45.7
2014-11-19,44.05
2014-11-20,43.2
2014-11-21,42.9
2014-11-24,42.5
2014-11-25,42.2
2014-11-26,43.75
2014-11-27,46.3
2014-11-28,47.6
2014-12-01,49.5
2014-12-02,47.2
2014-12-03,48.95
2014-12-04,47.95
2014-12-05,47.5
2014-12-08,46.0
2014-12-09,45.05
2014-12-10,45.3
2014-12-11,52.95
2014-12-12,50.15
2014-12-15,50.75
2014-12-16,46.9
2014-12-17,44.85
2014-12-18,48.35
2014-12-19,47.1
2014-12-22,49.2
2014-12-23,48.3
2014-12-24,48.2
2014-12-26,47.45
2014-12-29,47.55
2014-12-30,47.3
2014-12-31,47.7
2015-01-01,47.45
2015-01-02,48.7
2015-01-05,48.4
2015-01-06,46.3
2015-01-07,46.2
2015-01-08,47.65
2015-01-09,47.0
2015-01-12,47.9
2015-01-13,45.95
2015-01-14,46.15
2015-01-15,46.8
2015-01-16,46.7
2015-01-19,47.0
2015-01-20,46.9
2015-01-21,46.45
2015-01-22,46.0
2015-01-23,46.3
2015-01-27,46.0
2015-01-28,45.85
2015-01-29,46.4
2015-01-30,46.05
2015-02-02,45.95
2015-02-03,45.0
2015-02-04,44.05
2015-02-05,43.2
2015-02-06,42.3
2015-02-09,41.15
2015-02-10,41.1
2015-02-11,42.05
2015-02-12,42.8
2015-02-13,43.0
2015-02-16,41.25
2015-02-18,41.4
2015-02-19,41.8
2015-02-20,45.8
2015-02-23,43.85
2015-02-24,43.05
2015-02-25,44.9
2015-02-26,44.45
2015-02-27,46.9
2015-02-28,45.75
2015-03-02,51.2
2015-03-03,51.75
2015-03-04,49.1
2015-03-05,50.65
2015-03-09,49.5
2015-03-10,48.0
2015-03-11,47.05
2015-03-12,46.8
2015-03-13,46.2
2015-03-16,44.9
2015-03-17,45.8
2015-03-18,45.0
2015-03-19,44.65
2015-03-20,42.8
2015-03-23,42.35
2015-03-24,43.0
2015-03-25,42.2
2015-03-26,42.0
2015-03-27,41.0
2015-03-30,42.7
2015-03-31,42.65
2015-04-01,43.8
2015-04-06,46.9
2015-04-07,45.6
2015-04-08,45.9
2015-04-09,45.9
2015-04-10,46.55
2015-04-13,46.25
2015-04-15,45.1
2015-04-16,44.45
2015-04-17,43.4
2015-04-20,42.3
2015-04-21,42.65
2015-04-22,42.95
2015-04-23,43.2
2015-04-24,41.2
2015-04-27,40.0
2015-04-28,40.15
2015-04-29,40.9
2015-04-30,39.7
2015-05-04,41.4
2015-05-05,40.8
2015-05-06,40.5
2015-05-07,39.3
2015-05-08,40.0
2015-05-11,40.0
2015-05-12,39.25
2015-05-13,41.75
2015-05-14,40.7
2015-05-15,40.4
2015-05-18,40.6
2015-05-19,41.15
2015-05-20,40.55
2015-05-21,39.95
2015-05-22,39.55
2015-05-25,39.3
2015-05-26,39.05
2015-05-27,39.05
2015-05-28,38.3
2015-05-29,38.7
2015-06-01,39.35
2015-06-02,38.35
2015-06-03,35.0
2015-06-04,33.45
2015-06-05,32.55
2015-06-08,30.5
2015-06-09,32.1
2015-06-10,32.0
2015-06-11,31.2
2015-06-12,30.7
2015-06-15,32.75
2015-06-16,32.35
2015-06-17,31.95
2015-06-18,34.0
2015-06-19,35.95
2015-06-22,36.85
2015-06-23,37.15
2015-06-24,35.85
2015-06-25,36.65
2015-06-26,36.25
2015-06-29,34.05
2015-06-30,34.95
2015-07-01,37.65
2015-07-02,37.5
2015-07-03,37.4
2015-07-06,37.4
2015-07-07,37.3
2015-07-08,36.15
2015-07-09,35.6
2015-07-10,35.35
2015-07-13,35.9
2015-07-14,36.35
2015-07-15,36.75
2015-07-16,36.4
2015-07-17,36.5
2015-07-20,36.6
2015-07-21,35.25
2015-07-22,40.7
2015-07-23,40.55
2015-07-24,39.0
2015-07-27,39.6
2015-07-28,38.0
2015-07-29,37.0
2015-07-30,37.45
2015-07-31,37.75
2015-08-03,37.35
2015-08-04,38.25
2015-08-05,40.25
2015-08-06,39.8
2015-08-07,39.8
2015-08-10,39.85
2015-08-11,41.15
2015-08-12,39.2
2015-08-13,38.8
2015-08-14,41.4
2015-08-17,45.2
2015-08-18,46.75
2015-08-19,46.5
2015-08-20,45.2
2015-08-21,48.45
2015-08-24,39.6
2015-08-25,40.7
2015-08-26,41.2
2015-08-27,43.35
2015-08-28,42.65
2015-08-31,46.15
2015-09-01,44.0
2015-09-02,43.1
2015-09-03,44.85
2015-09-04,42.8
2015-09-07,43.2
2015-09-08,44.15
2015-09-09,45.7
2015-09-10,45.7
2015-09-11,45.8
2015-09-14,45.05
2015-09-15,43.75
2015-09-16,42.9
2015-09-18,44.45
2015-09-21,45.8
2015-09-22,44.9
2015-09-23,45.2
2015-09-24,44.35
2015-09-28,43.2
2015-09-29,44.0
2015-09-30,43.95
2015-10-01,43.2
2015-10-05,45.25
2015-10-06,44.8
2015-10-07,48.05
2015-10-08,47.8
2015-10-09,53.1
2015-10-12,50.6
2015-10-13,50.95
2015-10-14,52.75
2015-10-15,55.1
2015-10-16,55.1
2015-10-19,55.6
2015-10-20,58.2
2015-10-21,55.35
2015-10-23,50.95
2015-10-26,46.95
2015-10-27,46.75
2015-10-28,47.65
2015-10-29,46.9
2015-10-30,45.0
2015-11-02,44.55
2015-11-03,45.3
2015-11-04,44.55
2015-11-05,43.45
2015-11-06,42.5
2015-11-09,41.45
2015-11-10,41.3
2015-11-11,42.2
2015-11-13,41.6
2015-11-16,42.15
2015-11-17,41.85
2015-11-18,41.2
2015-11-19,41.7
2015-11-20,43.3
2015-11-23,43.35
2015-11-24,44.0
2015-11-26,44.65
2015-11-27,46.0
2015-11-30,46.35
2015-12-01,45.75
2015-12-02,44.75
2015-12-03,45.05
2015-12-04,43.45
2015-12-07,43.2
2015-12-08,42.15
2015-12-09,40.7
2015-12-10,42.65
2015-12-11,41.75
2015-12-14,41.65
2015-12-15,43.75
2015-12-16,43.9
2015-12-17,45.5
2015-12-18,44.45
2015-12-21,43.9
2015-12-22,45.65
2015-12-23,51.55
2015-12-24,50.95
2015-12-28,51.6
2015-12-29,58.8
2015-12-30,55.9
2015-12-31,55.65
2016-01-01,66.65
2016-01-04,61.0
2016-01-05,66.85
2016-01-06,65.2
2016-01-07,61.0
2016-01-08,63.05
2016-01-11,68.45
2016-01-12,66.3
2016-01-13,64.4
2016-01-14,65.05
2016-01-15,60.45
2016-01-18,57.35
2016-01-19,63.15
2016-01-20,59.5
2016-01-21,59.4
2016-01-22,59.95
2016-01-25,59.25
2016-01-27,59.05
2016-01-28,58.3
2016-01-29,61.9
2016-02-01,61.2
2016-02-02,59.1
2016-02-03,56.25
2016-02-04,56.05
2016-02-05,56.7
2016-02-08,57.35
2016-02-09,55.6
2016-02-10,51.75
2016-02-11,47.25
2016-02-12,45.65
2016-02-15,52.6
2016-02-16,51.2
2016-02-17,51.4
2016-02-18,50.8
2016-02-19,51.75
2016-02-22,52.1
2016-02-23,49.55
2016-02-24,49.75
2016-02-25,49.65
2016-02-26,49.45
2016-02-29,49.2
2016-03-01,50.65
2016-03-02,52.9
2016-03-03,53.85
2016-03-04,54.2
2016-03-08,52.4
2016-03-09,53.2
2016-03-10,52.35
2016-03-11,52.15
2016-03-14,53.75
2016-03-15,55.3
2016-03-16,54.7
2016-03-17,54.95
2016-03-18,55.3
2016-03-21,56.05
2016-03-22,55.85
2016-03-23,54.6
2016-03-28,52.95
2016-03-29,52.35
2016-03-30,53.6
