Date,CAREERP
2013-01-01,174.85
2013-01-02,173.45
2013-01-03,177.45
2013-01-04,176.5
2013-01-07,176.55
2013-01-08,176.55
2013-01-09,175.4
2013-01-10,171.0
2013-01-11,166.1
2013-01-14,169.75
2013-01-15,166.5
2013-01-16,163.4
2013-01-17,161.2
2013-01-18,152.8
2013-01-21,154.0
2013-01-22,153.35
2013-01-23,151.2
2013-01-24,149.0
2013-01-25,151.0
2013-01-28,154.35
2013-01-29,151.85
2013-01-30,152.95
2013-01-31,151.6
2013-02-01,145.0
2013-02-04,144.0
2013-02-05,140.85
2013-02-06,144.75
2013-02-07,143.3
2013-02-08,143.15
2013-02-11,140.1
2013-02-12,139.0
2013-02-13,137.15
2013-02-14,138.55
2013-02-15,136.3
2013-02-18,137.8
2013-02-19,137.55
2013-02-20,134.9
2013-02-21,133.95
2013-02-22,135.15
2013-02-25,133.75
2013-02-26,129.75
2013-02-27,130.2
2013-02-28,127.2
2013-03-01,125.85
2013-03-04,123.15
2013-03-05,124.45
2013-03-06,127.1
2013-03-07,127.8
2013-03-08,133.85
2013-03-11,128.85
2013-03-12,124.15
2013-03-13,118.1
2013-03-14,120.15
2013-03-15,124.75
2013-03-18,124.05
2013-03-19,123.6
2013-03-20,113.15
2013-03-21,113.05
2013-03-22,109.25
2013-03-25,110.1
2013-03-26,110.2
2013-03-28,108.85
2013-04-01,114.6
2013-04-02,122.2
2013-04-03,118.65
2013-04-04,116.75
2013-04-05,113.95
2013-04-08,113.35
2013-04-09,111.65
2013-04-10,112.05
2013-04-11,112.1
2013-04-12,116.3
2013-04-15,115.3
2013-04-16,116.7
2013-04-17,117.1
2013-04-18,120.1
2013-04-22,117.8
2013-04-23,114.9
2013-04-25,114.25
2013-04-26,112.55
2013-04-29,113.75
2013-04-30,114.15
2013-05-02,111.6
2013-05-03,109.0
2013-05-06,102.95
2013-05-07,102.1
2013-05-08,101.85
2013-05-09,103.05
2013-05-10,104.0
2013-05-11,103.65
2013-05-13,104.65
2013-05-14,106.55
2013-05-15,104.25
2013-05-16,105.3
2013-05-17,109.5
2013-05-20,105.0
2013-05-21,107.0
2013-05-22,106.0
2013-05-23,102.25
2013-05-24,100.8
2013-05-27,104.7
2013-05-28,102.4
2013-05-29,102.0
2013-05-30,99.1
2013-05-31,98.1
2013-06-03,96.85
2013-06-04,96.95
2013-06-05,97.65
2013-06-06,96.65
2013-06-07,95.0
2013-06-10,97.0
2013-06-11,94.35
2013-06-12,95.2
2013-06-13,92.2
2013-06-14,93.0
2013-06-17,91.7
2013-06-18,93.1
2013-06-19,92.9
2013-06-20,91.45
2013-06-21,91.4
2013-06-24,89.0
2013-06-25,88.45
2013-06-26,91.25
2013-06-27,91.05
2013-06-28,90.1
2013-07-01,90.65
2013-07-02,88.85
2013-07-03,90.8
2013-07-04,90.05
2013-07-05,89.15
2013-07-08,89.75
2013-07-09,89.4
2013-07-10,87.25
2013-07-11,87.6
2013-07-12,87.35
2013-07-15,86.35
2013-07-16,87.75
2013-07-17,86.3
2013-07-18,85.35
2013-07-19,83.0
2013-07-22,84.15
2013-07-23,83.0
2013-07-24,83.2
2013-07-25,79.65
2013-07-26,76.6
2013-07-29,72.85
2013-07-30,70.25
2013-07-31,68.0
2013-08-01,66.6
2013-08-02,66.85
2013-08-05,66.1
2013-08-06,59.95
2013-08-07,65.0
2013-08-08,65.1
2013-08-12,65.15
2013-08-13,67.05
2013-08-14,67.8
2013-08-16,64.8
2013-08-19,62.35
2013-08-20,62.25
2013-08-21,60.15
2013-08-22,61.15
2013-08-23,61.05
2013-08-26,63.7
2013-08-27,61.75
2013-08-28,62.9
2013-08-29,60.9
2013-08-30,60.2
2013-09-02,61.15
2013-09-03,61.0
2013-09-04,62.7
2013-09-05,62.75
2013-09-06,63.0
2013-09-10,65.0
2013-09-11,64.95
2013-09-12,64.1
2013-09-13,63.75
2013-09-16,65.0
2013-09-17,62.0
2013-09-18,61.45
2013-09-19,61.55
2013-09-20,61.35
2013-09-23,59.75
2013-09-24,60.05
2013-09-25,59.6
2013-09-26,59.35
2013-09-27,60.0
2013-09-30,61.1
2013-10-01,59.35
2013-10-03,58.8
2013-10-04,58.55
2013-10-07,59.2
2013-10-08,58.25
2013-10-09,58.2
2013-10-10,69.8
2013-10-11,76.05
2013-10-14,70.9
2013-10-15,66.3
2013-10-17,64.9
2013-10-18,65.3
2013-10-21,70.25
2013-10-22,70.2
2013-10-23,68.4
2013-10-24,71.8
2013-10-25,69.15
2013-10-28,67.65
2013-10-29,67.1
2013-10-30,67.25
2013-10-31,66.25
2013-11-01,67.2
2013-11-03,68.35
2013-11-05,70.55
2013-11-06,84.65
2013-11-07,87.4
2013-11-08,85.2
2013-11-11,80.8
2013-11-12,76.9
2013-11-13,78.35
2013-11-14,92.7
2013-11-18,84.85
2013-11-19,86.55
2013-11-20,84.7
2013-11-21,81.35
2013-11-22,78.9
2013-11-25,79.6
2013-11-26,95.5
2013-11-27,86.25
2013-11-28,91.1
2014-03-03,72.45
2014-03-04,72.8
2014-03-05,72.7
2014-03-06,73.75
2014-03-07,73.6
2014-03-10,73.95
2014-03-11,75.45
2014-03-12,76.3
2014-03-13,74.1
2014-03-14,74.0
2014-03-18,72.25
2014-03-19,72.95
2014-03-20,72.55
2014-03-21,73.5
2014-03-22,71.95
2014-03-24,70.2
2014-03-25,70.85
2014-03-26,71.15
2014-03-27,71.3
2014-03-28,77.7
2014-03-31,76.1
2014-04-01,78.85
2014-04-02,80.2
2014-04-03,80.95
2014-04-04,81.85
2014-04-07,90.0
2014-04-09,93.55
2014-04-10,93.05
2014-04-11,93.05
2014-04-15,93.55
2014-04-16,99.85
2014-04-17,104.8
2014-04-21,110.0
2014-04-22,104.7
2014-04-23,107.35
2014-04-25,102.6
2014-06-30,128.3
2014-07-01,131.65
2014-07-02,132.6
2014-07-03,131.0
2014-07-04,130.35
2014-07-07,132.05
2014-07-08,130.8
2014-07-09,126.4
2014-07-10,126.75
2014-07-11,120.5
2014-07-14,114.5
2014-07-15,114.1
2014-07-16,117.9
2014-07-17,122.8
2014-07-18,123.0
2014-07-21,126.45
2014-07-22,127.65
2014-07-23,128.35
2014-07-24,132.95
2014-07-25,131.9
2014-07-28,125.35
2014-07-30,125.15
2014-07-31,121.3
2014-08-01,118.0
2014-08-04,118.0
2014-08-05,119.4
2014-08-06,115.0
2014-08-07,117.0
2014-08-08,118.2
2014-08-11,118.45
2014-08-12,119.2
2014-08-13,113.35
2014-08-14,115.35
2014-08-18,105.65
2014-08-19,105.9
2014-08-20,109.45
2014-08-21,108.5
2014-08-22,106.1
2014-08-25,106.65
2014-08-26,103.45
2014-08-27,104.85
2014-08-28,101.65
2014-09-01,103.0
2014-09-02,99.95
2014-09-03,97.0
2014-09-04,97.85
2014-09-05,96.95
2014-09-08,92.5
2014-09-09,95.7
2014-09-10,97.05
2014-09-11,100.85
2014-09-12,121.0
2014-09-15,134.45
2014-09-16,126.25
2014-09-17,125.75
2014-09-18,134.3
2014-09-19,130.05
2014-09-22,130.3
2014-09-23,122.45
2014-09-24,121.35
2014-09-25,115.95
2014-09-26,120.3
2014-09-29,121.6
2014-09-30,120.35
2014-10-01,120.05
2014-10-07,123.15
2014-10-08,124.6
2014-10-09,127.25
2014-10-10,125.0
2014-10-13,120.6
2014-10-14,121.6
2014-10-16,120.55
2014-10-17,120.85
2014-10-20,116.1
2014-10-21,120.4
2014-10-22,117.25
2014-10-23,119.3
2014-10-27,119.5
2014-10-28,119.55
2014-10-29,117.85
2014-10-30,120.8
2014-10-31,121.8
2014-11-03,121.8
2014-11-05,117.6
2014-11-07,116.2
2014-11-10,117.85
2014-11-11,116.4
2014-11-12,115.0
2014-11-13,114.05
2014-11-14,114.75
2014-11-17,110.0
2014-11-18,102.3
2014-11-19,103.9
2014-11-20,106.1
2014-11-21,104.4
2014-11-24,102.95
2014-11-25,97.6
2014-11-26,97.6
2014-11-27,101.9
2014-11-28,110.4
2014-12-01,113.15
2014-12-02,115.3
2014-12-03,113.45
2014-12-04,127.4
2014-12-05,134.65
2014-12-08,134.75
2014-12-09,127.3
2014-12-10,128.6
2014-12-11,125.65
2014-12-12,120.2
2014-12-15,144.2
2014-12-16,129.75
2014-12-17,124.15
2014-12-18,127.3
2014-12-19,120.55
2014-12-22,124.8
2014-12-23,119.8
2014-12-24,120.2
2014-12-26,133.8
2014-12-29,147.6
2014-12-30,170.0
2014-12-31,170.0
2015-01-01,166.5
2015-01-02,166.0
2015-01-05,167.65
2015-01-06,164.05
2015-01-07,163.9
2015-01-08,165.9
2015-01-09,162.4
2015-01-12,163.05
2015-01-13,171.55
2015-01-14,172.85
2015-01-15,173.3
2015-01-16,173.6
2015-01-19,174.05
2015-01-20,172.3
2015-01-21,168.05
2015-01-22,168.7
2015-01-23,168.2
2015-01-27,169.6
2015-01-28,164.9
2015-01-29,162.9
2015-01-30,162.15
2015-02-02,159.25
2015-02-03,158.35
2015-02-04,163.15
2015-02-05,165.2
2015-02-06,166.3
2015-02-09,165.05
2015-02-10,161.6
2015-02-11,162.25
2015-02-12,171.15
2015-02-13,166.45
2015-02-16,165.25
2015-02-18,165.25
2015-02-19,169.75
2015-02-20,171.2
2015-02-23,166.05
2015-02-24,161.95
2015-02-25,161.35
2015-02-26,157.25
2015-02-27,164.55
2015-02-28,168.95
2015-03-02,163.45
2015-03-03,172.6
2015-03-04,164.6
2015-03-05,167.9
2015-03-09,163.95
2015-03-10,165.65
2015-03-11,168.85
2015-03-12,167.15
2015-03-13,166.2
2015-03-16,167.5
2015-03-17,164.9
2015-03-18,165.55
2015-03-19,166.7
2015-03-20,161.35
2015-03-23,156.8
2015-03-24,152.0
2015-03-25,147.45
2015-03-26,140.7
2015-03-27,137.15
2015-03-30,145.45
2015-03-31,149.65
2015-04-01,153.25
2015-04-06,154.6
2015-04-07,155.85
2015-04-08,155.55
2015-04-09,156.4
2015-04-10,160.4
2015-04-13,161.0
2015-04-15,167.45
2015-04-16,163.1
2015-04-17,162.05
2015-04-20,162.85
2015-04-21,159.8
2015-04-22,161.8
2015-04-23,163.9
2015-04-24,162.6
2015-04-27,154.95
2015-04-28,150.0
2015-04-29,150.05
2015-04-30,150.75
2015-05-04,150.15
2015-05-05,153.4
2015-05-06,149.85
2015-05-07,147.65
2015-05-08,151.05
2015-05-11,149.3
2015-05-12,147.75
2015-05-13,148.15
2015-05-14,153.45
2015-05-15,151.7
2015-05-18,164.4
2015-05-19,163.2
2015-05-20,162.05
2015-05-21,163.1
2015-05-22,160.0
2015-05-25,162.9
2015-05-26,163.9
2015-05-27,161.35
2015-05-28,160.5
2015-05-29,160.6
2015-06-01,157.85
2015-06-02,158.9
2015-06-03,153.4
2015-06-04,152.2
2015-06-05,153.2
2015-06-08,149.3
2015-06-09,150.1
2015-06-10,151.3
2015-06-11,151.35
2015-06-12,149.7
2015-06-15,151.9
2015-06-16,154.35
2015-06-17,154.85
2015-06-18,160.25
2015-06-19,160.1
2015-06-22,162.15
2015-06-23,159.95
2015-06-24,160.45
2015-06-25,159.25
2015-06-26,161.05
2015-06-29,158.2
2015-06-30,158.3
2015-07-01,160.0
2015-07-02,159.65
2015-07-03,160.15
2015-07-06,161.5
2015-07-07,163.05
2015-07-08,163.75
2015-07-09,160.0
2015-07-10,164.2
2015-07-13,163.4
2015-07-14,161.1
2015-07-15,162.85
2015-07-16,160.1
2015-07-17,160.25
2015-07-20,161.6
2015-07-21,157.55
2015-07-22,159.2
2015-07-23,157.0
2015-07-24,156.25
2015-07-27,155.75
2015-07-28,153.25
2015-07-29,154.1
2015-07-30,156.55
2015-07-31,157.55
2015-08-03,155.9
2015-08-04,155.8
2015-08-05,154.2
2015-08-06,164.65
2015-08-07,158.75
2015-08-10,158.15
2015-08-11,153.9
2015-08-12,150.25
2015-08-13,139.05
2015-08-14,139.45
2015-08-17,136.95
2015-08-18,134.5
2015-08-19,140.25
2015-08-20,133.25
2015-08-21,135.5
2015-08-24,120.05
2015-08-25,115.05
2015-08-26,113.85
2015-08-27,117.0
2015-08-28,112.25
2015-08-31,108.9
2015-09-01,106.75
2015-09-02,103.4
2015-09-03,124.05
2015-09-04,121.95
2015-09-07,112.65
2015-09-08,117.7
2015-09-09,116.25
2015-09-10,112.7
2015-09-11,114.3
2015-09-14,116.6
2015-09-15,111.65
2015-09-16,112.15
2015-09-18,113.25
2015-09-21,113.95
2015-09-22,123.75
2015-09-23,127.95
2015-09-24,124.2
2015-09-28,121.1
2015-09-29,122.4
2015-09-30,126.25
2015-10-01,124.9
2015-10-05,125.25
2015-10-06,130.55
2015-10-07,134.0
2015-10-08,132.1
2015-10-09,129.35
2015-10-12,130.65
2015-10-13,129.55
2015-10-14,128.65
2015-10-15,127.15
2015-10-16,126.8
2015-10-19,126.4
2015-10-20,131.15
2015-10-21,127.5
2015-10-23,127.6
2015-10-26,126.0
2015-10-27,127.0
2015-10-28,126.65
2015-10-29,126.7
2015-10-30,125.15
2015-11-02,122.0
2015-11-03,123.1
2015-11-04,124.55
