Date,KOTAKPSUBK
2013-01-01,391.0
2013-01-02,395.0
2013-01-03,400.0
2013-01-04,399.0
2013-01-07,409.0
2013-01-08,408.28
2013-01-09,411.86
2013-01-10,412.22
2013-01-11,406.1
2013-01-14,409.53
2013-01-15,412.0
2013-01-16,408.0
2013-01-17,410.5
2013-01-18,408.35
2013-01-21,411.0
2013-01-22,411.0
2013-01-23,409.0
2013-01-24,396.04
2013-01-25,396.5
2013-01-28,397.68
2013-01-29,402.0
2013-01-30,391.57
2013-01-31,390.0
2013-02-01,389.5
2013-02-04,389.29
2013-02-05,380.4
2013-02-06,382.0
2013-02-07,379.0
2013-02-08,373.0
2013-02-11,367.0
2013-02-12,367.0
2013-02-13,372.0
2013-02-14,365.75
2013-02-15,357.97
2013-02-18,362.62
2013-02-19,372.62
2013-02-20,371.0
2013-02-21,365.0
2013-02-22,360.0
2013-02-25,344.5
2013-02-26,338.83
2013-02-27,342.0
2013-02-28,320.83
2013-03-01,325.8
2013-03-04,321.0
2013-03-05,327.0
2013-03-06,329.0
2013-03-07,330.68
2013-03-08,330.9
2013-03-11,333.09
2013-03-12,334.0
2013-03-13,330.44
2013-03-14,335.0
2013-03-15,331.41
2013-03-18,326.21
2013-03-19,327.18
2013-03-20,311.04
2013-03-21,310.97
2013-03-22,315.0
2013-03-25,312.42
2013-03-26,306.0
2013-03-28,308.44
2013-04-01,306.46
2013-04-02,308.12
2013-04-03,308.0
2013-04-04,306.08
2013-04-05,305.0
2013-04-08,301.0
2013-04-09,297.05
2013-04-10,305.0
2013-04-11,309.8
2013-04-12,310.37
2013-04-15,316.0
2013-04-16,318.0
2013-04-17,323.0
2013-04-18,337.09
2013-04-22,336.18
2013-04-23,336.0
2013-04-25,339.0
2013-04-26,332.5
2013-04-29,331.66
2013-04-30,327.33
2013-05-02,329.46
2013-05-03,328.33
2013-05-06,328.33
2013-05-07,328.0
2013-05-08,325.0
2013-05-09,330.0
2013-05-10,334.16
2013-05-11,332.0
2013-05-13,330.0
2013-05-14,331.0
2013-05-15,341.9
2013-05-16,345.0
2013-05-17,343.13
2013-05-20,345.0
2013-05-21,340.35
2013-05-22,336.5
2013-05-23,321.27
2013-05-24,317.68
2013-05-27,317.0
2013-05-28,320.0
2013-05-29,314.25
2013-05-30,314.75
2013-05-31,304.67
2013-06-03,306.0
2013-06-04,307.0
2013-06-05,306.5
2013-06-06,310.16
2013-06-07,306.16
2013-06-10,302.06
2013-06-11,304.0
2013-06-12,301.85
2013-06-13,303.0
2013-06-14,308.04
2013-06-17,306.0
2013-06-18,301.86
2013-06-19,301.0
2013-06-20,296.28
2013-06-21,290.82
2013-06-24,289.45
2013-06-25,281.39
2013-06-26,278.91
2013-06-27,279.09
2013-06-28,284.0
2013-07-01,290.0
2013-07-02,287.0
2013-07-03,279.37
2013-07-04,273.41
2013-07-05,276.0
2013-07-08,274.06
2013-07-09,277.0
2013-07-10,276.0
2013-07-11,281.84
2013-07-12,279.84
2013-07-15,285.5
