Date,CENTUM
2017-12-11,633.35
2017-12-12,626.2
2017-12-13,640.0
2017-12-14,640.05
2017-12-15,640.55
2017-12-18,641.85
2017-12-19,643.9
2017-12-20,659.9
2017-12-21,651.75
2017-12-22,653.35
2017-12-26,662.25
2017-12-27,656.6
2017-12-28,644.0
2017-12-29,649.65
