Date,AHLEAST
2013-01-01,219.35
2013-01-02,223.9
2013-01-03,222.1
2013-01-04,218.15
2013-01-07,219.95
2013-01-08,219.25
2013-01-09,217.95
2013-01-10,221.0
2013-01-11,221.15
2013-01-14,218.05
2013-01-15,217.4
2013-01-16,218.0
2013-01-17,217.15
2013-01-18,216.0
2013-01-21,214.1
2013-01-22,218.55
2013-01-23,218.4
2013-01-24,219.5
2013-01-25,214.5
2013-01-28,214.1
2013-01-29,215.25
2013-01-30,215.65
2013-01-31,212.15
2013-02-01,212.75
2013-02-04,206.15
2013-02-05,203.8
2013-02-06,208.0
2013-02-07,204.05
2013-02-08,203.1
2013-02-11,205.8
2013-02-12,202.9
2013-02-13,204.6
2013-02-14,200.7
2013-02-15,198.95
2013-02-18,195.8
2013-02-19,191.3
2013-02-20,192.0
2013-02-21,193.3
2013-02-22,191.0
2013-02-25,189.25
2013-02-26,186.0
2013-02-27,186.0
2013-02-28,186.1
2013-03-01,183.5
2013-03-04,181.2
2013-03-05,181.05
2013-03-06,183.05
2013-03-07,184.9
2013-03-08,183.0
2013-03-11,184.5
2013-03-12,178.55
2013-03-13,178.05
2013-03-14,176.7
2013-03-15,178.0
2013-03-18,177.1
2013-03-19,178.05
2013-03-20,174.1
2013-03-21,173.5
2013-03-22,174.0
2013-03-25,176.7
2013-03-26,179.05
2013-03-28,200.95
2013-04-01,188.0
2013-04-02,188.65
2013-04-03,187.35
2013-04-04,180.0
2013-04-05,179.15
2013-04-08,179.15
2013-04-10,153.2
2013-04-12,156.0
2013-04-15,171.0
2013-04-22,163.0
2013-04-23,163.0
2013-04-25,161.0
2013-04-26,157.05
2013-04-30,159.95
2013-05-03,184.0
2013-05-06,156.1
2013-05-07,150.0
2013-05-08,146.05
2013-05-09,170.0
2013-05-10,170.1
2013-05-13,159.0
2013-05-14,150.0
2013-05-15,150.0
2013-05-16,136.0
2013-05-17,145.0
2013-05-21,152.0
2013-05-22,152.0
2013-05-23,145.0
2013-05-24,150.0
2013-05-27,150.0
2013-05-30,150.0
2013-05-31,150.0
2013-06-04,139.0
2013-06-05,139.05
2013-06-06,150.0
2013-06-10,155.0
2013-06-13,155.0
2013-06-14,135.05
2013-06-17,143.0
2013-06-18,138.0
2013-06-19,135.0
2013-06-20,137.0
2013-06-21,131.0
2013-06-24,127.0
2013-06-25,131.0
2013-06-26,132.0
2013-06-27,138.0
2013-07-03,149.0
2013-07-04,157.0
2013-07-05,158.0
2013-07-08,154.45
2013-07-10,155.0
2013-07-11,160.0
2013-07-12,153.0
2013-07-15,155.0
2013-07-16,154.6
2013-07-17,154.0
2013-07-18,152.8
2013-07-19,153.5
2013-07-23,155.0
2013-07-24,159.95
2013-07-25,158.65
2013-07-26,150.75
2013-07-29,149.0
2013-07-30,150.0
2013-08-02,150.0
2013-08-12,143.0
2013-08-13,138.0
2013-08-14,140.0
2013-08-16,140.0
2013-08-20,140.0
2013-08-28,140.0
2013-08-29,133.0
2013-08-30,126.35
2013-09-02,120.25
2013-09-06,117.55
2013-09-10,118.5
2013-09-12,119.3
2013-09-13,119.0
2013-09-16,119.0
2013-09-18,124.95
2013-09-19,125.0
2013-09-23,121.05
2013-09-24,123.0
2013-09-25,122.0
2013-09-26,120.0
2013-09-27,120.0
2013-10-01,125.0
2013-10-03,121.15
2013-10-04,120.0
2013-10-07,126.0
2013-10-08,121.5
2013-10-09,122.05
2013-10-10,121.0
2013-10-11,120.65
2013-10-14,125.0
2013-10-15,124.95
2013-10-17,131.15
2013-10-18,128.1
2013-10-21,131.0
2013-10-22,131.0
2013-10-23,136.0
2013-10-24,140.0
2013-10-25,136.8
2013-10-28,138.0
2013-10-29,133.05
2013-10-30,136.0
2013-10-31,137.1
2013-11-01,132.05
2013-11-05,138.0
2013-11-06,140.0
2013-11-07,134.0
2013-11-08,130.1
2013-11-11,129.55
2013-11-12,133.0
2013-11-13,130.0
2013-11-14,130.0
2013-11-18,130.0
2013-11-19,130.1
2013-11-20,126.0
2013-11-21,130.0
2013-11-22,136.5
2013-11-25,129.75
2013-11-26,126.25
2013-11-27,125.1
2013-11-28,125.5
2013-11-29,126.0
2013-12-02,130.0
2013-12-04,130.0
2013-12-05,130.0
2013-12-06,130.0
2013-12-09,130.0
2013-12-10,125.0
2013-12-11,126.0
2013-12-12,127.0
2013-12-13,123.1
2013-12-16,125.0
2013-12-18,128.0
2013-12-20,128.5
2013-12-23,134.4
2013-12-26,134.0
2013-12-27,131.15
2013-12-30,131.25
2013-12-31,132.05
2014-01-01,133.0
2014-01-02,134.0
2014-01-03,134.0
2014-01-06,133.0
2014-01-07,135.0
2014-01-08,136.5
2014-01-09,140.0
2014-01-10,140.1
2014-01-13,137.55
2014-01-14,137.2
2014-01-15,134.0
2014-01-16,135.15
2014-01-17,130.0
2014-01-20,126.65
2014-01-21,132.95
2014-01-23,130.2
2014-01-24,131.0
2014-01-27,129.15
2014-01-28,129.3
2014-01-29,128.55
2014-01-30,126.35
2014-02-03,132.0
2014-02-04,136.0
2014-02-05,131.5
2014-02-06,131.5
2014-02-07,135.0
2014-02-10,131.0
2014-02-11,131.1
2014-02-12,131.0
2014-02-13,132.1
2014-02-17,128.15
2014-02-18,130.0
2014-02-19,128.35
2014-02-20,132.6
2014-02-21,135.0
2014-02-24,135.0
2014-02-25,132.0
2014-02-26,136.0
2014-02-28,140.0
2014-03-03,135.05
2014-03-04,132.45
2014-03-05,137.8
2014-03-06,137.6
2014-03-07,134.95
2014-03-10,137.6
2014-03-11,132.0
2014-03-12,131.5
2014-03-13,132.3
2014-03-14,132.5
2014-03-18,134.0
2014-03-19,131.05
2014-03-20,131.1
2014-03-21,134.9
2014-03-22,136.0
2014-03-24,132.25
2014-03-25,136.05
2014-03-26,138.75
2014-03-27,141.1
2014-03-28,147.6
2014-03-31,149.95
2014-04-01,143.7
2014-04-02,145.3
2014-04-03,144.25
2014-04-04,149.45
2014-04-07,146.85
2014-04-09,151.0
2014-04-10,153.7
2014-04-11,151.95
2014-04-15,151.75
2014-04-16,149.75
2014-04-17,150.95
2014-04-21,154.05
2014-04-22,154.5
2014-04-23,152.0
2014-04-25,149.15
2014-04-28,148.55
2014-04-29,146.0
2014-04-30,151.5
2014-05-02,147.15
2014-05-05,144.65
2014-05-06,145.05
2014-05-07,145.0
2014-05-08,142.35
2014-05-09,143.75
2014-05-12,145.0
2014-05-13,146.55
2014-05-14,146.05
2014-05-15,147.6
2014-05-16,150.05
2014-05-19,164.4
2014-05-20,170.45
2014-05-21,173.1
2014-05-22,186.1
2014-05-23,181.0
2014-05-26,178.55
2014-05-27,175.0
2014-05-28,185.5
2014-05-29,180.65
2014-05-30,179.75
2014-06-02,194.85
2014-06-03,194.3
2014-06-04,200.7
2014-06-05,207.65
2014-06-06,243.85
2014-06-09,242.0
2014-06-10,241.65
2014-06-11,243.05
2014-06-12,244.0
2014-06-13,227.6
2014-06-16,222.9
2014-06-17,227.85
2014-06-18,218.0
2014-06-19,210.35
2014-06-20,202.05
2014-06-23,205.35
2014-06-24,203.85
2014-06-25,209.0
2014-06-26,206.05
2014-06-27,204.5
2014-06-30,207.9
2014-07-01,212.7
2014-07-02,211.05
2014-07-03,218.0
2014-07-04,221.85
2014-07-07,233.55
2014-07-08,257.35
2014-07-09,250.3
2014-07-10,252.25
2014-07-11,239.15
2014-07-14,234.05
2014-07-15,236.5
2014-07-16,235.95
2014-07-17,234.85
2014-07-18,233.6
2014-07-21,232.0
2014-07-22,226.0
2014-07-23,226.05
2014-07-24,223.45
2014-07-25,220.15
2014-07-28,222.3
2014-07-30,218.55
2014-07-31,216.5
2014-08-01,213.1
2014-08-04,212.15
2014-08-05,214.35
2014-08-06,212.0
2014-08-07,206.95
