Date,JUSTDIAL
2013-06-05,612.35
2013-06-06,605.15
2013-06-07,646.35
2013-06-10,674.9
2013-06-11,655.05
2013-06-12,636.0
2013-06-13,628.6
2013-06-14,628.8
2013-06-17,638.4
2013-06-18,630.4
2013-06-19,649.25
2013-06-20,622.1
2013-06-21,624.0
2013-06-24,607.95
2013-06-25,622.2
2013-06-26,612.55
2013-06-27,629.25
2013-06-28,650.15
2013-07-01,637.25
2013-07-02,636.55
2013-07-03,635.6
2013-07-04,642.15
2013-07-05,653.95
2013-07-08,681.0
2013-07-09,718.1
2013-07-10,705.6
2013-07-11,685.75
2013-07-12,699.7
2013-07-15,705.3
2013-07-16,697.3
2013-07-17,695.4
2013-07-18,698.8
2013-07-19,682.6
2013-07-22,684.55
2013-07-23,690.05
2013-07-24,678.8
2013-07-25,680.45
2013-07-26,680.1
2013-07-29,680.1
2013-07-30,677.5
2013-07-31,697.8
2013-08-01,680.75
2013-08-02,695.5
2013-08-05,679.1
2013-08-06,658.2
2013-08-07,669.85
2013-08-08,666.35
2013-08-12,670.75
2013-08-13,666.4
2013-08-14,671.6
2013-08-16,661.05
2013-08-19,641.1
2013-08-20,644.25
2013-08-21,650.05
2013-08-22,667.7
2013-08-23,675.4
2013-08-26,674.0
2013-08-27,679.6
2013-08-28,676.05
2013-08-29,672.15
2013-08-30,678.35
2013-09-02,682.55
2013-09-03,680.15
2013-09-04,699.3
2013-09-05,706.45
2013-09-06,728.25
2013-09-10,728.6
2013-09-11,769.05
2013-09-12,777.8
2013-09-13,773.15
2013-09-16,774.35
2013-09-17,740.65
2013-09-18,769.4
2013-09-19,772.8
2013-09-20,766.35
2013-09-23,763.75
2013-09-24,757.15
2013-09-25,785.05
2013-09-26,816.8
2013-09-27,846.9
2013-09-30,844.2
2013-10-01,838.0
2013-10-03,859.0
2013-10-04,1029.45
2013-10-07,925.35
2013-10-08,912.6
2013-10-09,904.65
2013-10-10,908.25
2013-10-11,880.75
2013-10-14,868.8
2013-10-15,875.15
2013-10-17,881.85
2013-10-18,953.3
2013-10-21,969.75
2013-10-22,960.65
2013-10-23,1148.1
2013-10-24,1058.65
2013-10-25,1029.55
2013-10-28,1058.75
2013-10-29,1071.9
2013-10-30,1054.4
2013-10-31,1246.9
2013-11-01,1175.3
2013-11-03,1231.6
2013-11-05,1196.4
2013-11-06,1157.55
2013-11-07,1172.65
2013-11-08,1193.3
2013-11-11,1195.55
2013-11-12,1055.65
2013-11-13,1013.65
2013-11-14,1115.25
2013-11-18,1130.2
2013-11-19,1204.8
2013-11-20,1389.75
2013-11-21,1293.05
2013-11-22,1243.75
2013-11-25,1207.65
2013-11-26,1216.4
2013-11-27,1199.05
2013-11-28,1216.9
2013-11-29,1222.25
2013-12-02,1215.2
2013-12-03,1206.3
2013-12-04,1221.25
2013-12-05,1205.65
2013-12-06,1199.6
2013-12-09,1121.45
2013-12-10,1138.0
2013-12-11,1143.8
2013-12-12,1160.95
2013-12-13,1168.05
2013-12-16,1138.15
2013-12-17,1169.05
2013-12-18,1221.35
2013-12-19,1266.1
2013-12-20,1324.45
2013-12-23,1322.55
2013-12-24,1312.1
2013-12-26,1338.65
2013-12-27,1381.85
2013-12-30,1418.2
2013-12-31,1441.8
2014-01-01,1417.4
2014-01-02,1490.45
2014-01-03,1598.8
2014-01-06,1510.0
2014-01-07,1435.55
2014-01-08,1428.15
2014-01-09,1446.75
2014-01-10,1440.7
2014-01-13,1431.2
2014-01-14,1500.9
2014-01-15,1509.75
2014-01-16,1549.0
2014-01-17,1485.05
2014-01-20,1547.55
2014-01-21,1614.7
2014-01-22,1693.25
2014-01-23,1666.15
2014-01-24,1578.9
2014-01-27,1481.1
2014-01-28,1290.0
2014-01-29,1495.6
2014-01-30,1386.95
2014-01-31,1420.5
2014-02-03,1331.3
2014-02-04,1300.1
2014-02-05,1312.1
2014-02-06,1366.7
2014-02-07,1401.6
2014-02-10,1416.05
2014-02-11,1358.65
2014-02-12,1374.0
2014-02-13,1452.65
2014-02-14,1483.4
2014-02-17,1435.4
2014-02-18,1423.7
2014-02-19,1437.0
2014-02-20,1436.95
2014-02-21,1444.25
2014-02-24,1438.25
2014-02-25,1437.65
2014-02-26,1411.9
2014-02-28,1433.45
2014-03-03,1473.2
2014-03-04,1515.25
2014-03-05,1682.4
2014-03-06,1744.95
2014-03-07,1609.95
2014-03-10,1628.05
2014-03-11,1615.15
2014-03-12,1616.85
2014-03-13,1613.9
2014-03-14,1621.25
2014-03-18,1649.95
2014-03-19,1641.45
2014-03-20,1630.05
2014-03-21,1640.85
2014-03-22,1636.9
2014-03-24,1639.85
2014-03-25,1641.3
2014-03-26,1626.05
2014-03-27,1613.3
2014-03-28,1631.1
2014-03-31,1549.4
2014-04-01,1556.05
2014-04-02,1594.95
2014-04-03,1597.85
2014-04-04,1560.6
2014-04-07,1487.3
2014-04-09,1418.95
2014-04-10,1331.95
2014-04-11,1291.95
2014-04-15,1187.35
2014-04-16,1250.2
2014-04-17,1241.3
2014-04-21,1230.6
2014-04-22,1262.5
2014-04-23,1246.55
2014-04-25,1296.3
2014-04-28,1248.8
2014-04-29,1213.45
2014-04-30,1178.75
2014-05-02,1102.8
2014-05-05,1005.0
2014-05-06,1091.0
2014-05-07,1079.3
2014-05-08,1029.1
2014-05-09,1102.65
2014-05-12,1105.3
2014-05-13,1131.15
2014-05-14,1129.7
2014-05-15,1129.45
2014-05-16,1099.3
2014-05-19,1216.5
2014-05-20,1222.4
2014-05-21,1246.35
2014-05-22,1299.6
2014-05-23,1324.25
2014-05-26,1289.7
2014-05-27,1348.35
2014-05-28,1408.0
2014-05-29,1436.45
2014-05-30,1407.25
2014-06-02,1369.15
2014-06-03,1311.15
2014-06-04,1306.1
2014-06-05,1332.4
2014-06-06,1360.85
2014-06-09,1378.6
2014-06-10,1368.55
2014-06-11,1307.15
2014-06-12,1339.9
2014-06-13,1330.75
2014-06-16,1334.25
2014-06-17,1370.45
2014-06-18,1378.3
2014-06-19,1411.9
2014-06-20,1414.9
2014-06-23,1405.6
2014-06-24,1433.3
2014-06-25,1455.35
2014-06-26,1490.85
2014-06-27,1480.75
2014-06-30,1461.75
2014-07-01,1431.9
2014-07-02,1454.5
2014-07-03,1485.65
2014-07-04,1528.0
2014-07-07,1523.4
2014-07-08,1539.05
2014-07-09,1558.05
2014-07-10,1534.4
2014-07-11,1514.2
2014-07-14,1588.35
2014-07-15,1559.25
2014-07-16,1559.15
2014-07-17,1570.1
2014-07-18,1553.55
2014-07-21,1559.7
2014-07-22,1579.1
