Date,BODALCHEM
2013-01-01,8.55
2013-01-02,8.95
2013-01-03,9.35
2013-01-04,9.8
2013-01-07,10.15
2013-01-08,9.75
2013-01-09,10.2
2013-01-10,10.4
2013-01-11,10.4
2013-01-14,10.05
2013-01-15,9.95
2013-01-16,9.25
2013-01-17,8.8
2013-03-01,6.4
2013-03-04,6.7
2013-03-05,7.0
2013-03-06,7.35
2013-03-07,7.1
2013-03-08,7.8
2013-03-11,8.5
2013-03-12,9.35
2013-03-13,8.9
2013-03-15,8.5
2013-03-25,6.3
2013-03-26,6.25
2013-03-28,6.0
2013-04-01,6.0
2013-04-02,5.75
2013-04-03,5.8
2013-04-04,5.6
2013-04-05,5.8
2013-04-08,5.8
2013-04-10,5.55
2013-04-11,5.45
2013-04-12,5.45
2013-04-15,5.6
2013-04-16,5.6
2013-04-17,5.75
2013-04-18,5.55
2013-04-22,5.8
2013-04-23,5.75
2013-04-25,6.0
2013-04-26,6.3
2013-04-29,6.6
2013-04-30,6.9
2013-05-02,7.2
2013-05-03,7.1
2013-05-06,7.0
2013-05-07,6.85
2013-05-09,6.55
2013-06-18,6.4
2013-06-20,6.45
2013-06-21,6.35
2013-06-24,6.05
2013-06-25,6.35
2013-06-26,6.1
2013-06-27,6.25
2013-07-01,6.0
2013-07-03,6.1
2013-07-04,5.8
2013-07-05,6.1
2013-07-16,5.5
2013-07-18,6.0
2013-07-19,6.6
2013-07-22,7.25
2013-07-26,7.0
2013-07-30,7.0
2013-07-31,6.65
2013-08-01,6.95
2014-03-03,16.05
2014-03-04,15.8
2014-03-05,15.75
2014-03-06,15.5
2014-03-07,15.75
2014-03-10,15.25
2014-03-11,15.5
2014-03-12,15.1
2014-03-13,14.8
2014-03-14,14.75
2014-03-18,14.5
2014-03-19,15.9
2014-03-20,15.9
2014-03-21,15.5
2014-03-22,16.0
2014-03-24,15.95
2014-03-25,16.75
2014-03-26,18.0
2014-03-27,19.0
2014-03-28,18.5
2014-03-31,18.9
2014-04-01,18.9
2014-04-02,18.55
2014-04-03,18.5
2014-04-04,19.9
2014-04-07,21.85
2014-04-09,22.9
2014-04-10,24.0
2014-04-11,25.2
2014-06-30,44.2
2014-07-01,46.4
2014-07-02,48.7
2014-07-03,50.3
2014-07-04,50.25
2014-07-07,48.25
2014-07-08,45.85
2014-07-09,43.6
2014-07-10,43.55
2014-07-11,41.4
2014-07-14,43.45
2014-07-15,45.6
2014-07-16,47.85
2014-07-17,47.8
2014-07-18,47.75
2014-07-21,50.1
2014-07-22,52.6
2014-07-23,55.2
2014-07-24,57.95
2014-07-25,59.9
2014-07-28,58.6
2014-07-30,60.6
2014-07-31,63.6
2014-08-01,66.75
2014-08-04,70.05
2014-08-05,73.55
2014-09-09,57.85
2014-09-10,56.8
2014-09-11,59.6
2014-09-12,59.9
2014-09-15,58.65
2014-09-16,55.75
2014-09-17,53.0
2014-09-18,52.1
2014-09-19,49.5
2014-09-22,47.05
2014-09-23,44.7
2014-09-24,42.5
2014-09-25,40.4
2014-09-26,38.4
2014-09-29,40.15
2014-09-30,42.15
2014-10-01,40.05
2014-10-07,38.05
2014-10-08,36.15
2014-10-09,36.7
2014-10-10,34.9
2014-10-13,33.2
2014-10-14,31.55
2014-10-16,30.0
2014-10-17,28.5
2014-10-20,27.1
2014-10-21,25.75
2014-10-22,27.0
2014-10-23,28.35
2014-10-27,29.75
2014-10-28,31.2
2014-10-29,32.75
2014-10-30,34.35
2014-10-31,36.05
2014-11-03,37.85
2014-11-05,39.7
2014-11-07,38.1
2014-11-10,37.9
2014-11-11,38.15
2014-11-12,37.5
2014-11-13,39.35
2014-11-14,37.6
2014-11-17,35.75
2014-11-18,34.0
2014-11-19,32.55
2014-11-20,34.15
2014-11-21,34.6
2014-11-24,32.9
2014-11-25,31.7
2014-11-26,30.15
2014-11-27,30.65
2014-11-28,31.15
2014-12-01,29.65
2014-12-02,28.85
2014-12-03,30.25
2014-12-04,31.75
2014-12-05,33.3
2014-12-08,34.95
2014-12-09,33.25
2014-12-10,31.6
2014-12-11,30.45
2014-12-12,30.7
2014-12-15,29.5
2014-12-16,29.2
2014-12-17,30.65
2014-12-18,32.15
2014-12-19,33.05
2014-12-22,32.3
2014-12-23,31.3
2014-12-24,31.8
2014-12-26,32.15
2014-12-29,33.25
2014-12-30,32.15
2014-12-31,32.75
2015-01-01,32.15
2015-01-02,31.75
2015-01-05,32.15
2015-01-06,30.65
2015-01-07,30.85
2015-01-08,31.3
2015-01-09,34.4
2015-01-12,37.8
2015-01-13,41.45
2015-01-14,39.4
2015-01-15,41.35
2015-01-16,43.4
2015-01-19,43.45
2015-01-20,42.65
2015-01-21,42.0
2015-01-22,41.65
2015-01-23,43.45
2015-01-27,43.05
2015-01-28,41.85
2015-01-29,41.85
2015-01-30,41.9
2015-02-02,42.4
2015-02-03,42.15
2015-02-04,44.25
2015-02-05,45.65
2015-02-06,43.45
2015-02-09,43.7
2015-02-10,42.55
2015-02-11,42.45
2015-02-12,39.95
2015-02-13,38.5
2015-02-16,40.4
2015-02-18,41.5
2015-02-19,41.35
2015-02-20,40.15
2015-02-23,38.95
2015-02-24,39.75
2015-02-25,39.15
2015-02-26,39.8
2015-02-27,39.75
2015-02-28,38.65
2015-03-02,38.35
2015-03-03,37.7
2015-03-04,37.6
2015-03-05,37.45
2015-03-09,37.9
2015-03-10,37.65
2015-03-11,36.95
2015-03-12,36.25
2015-03-13,34.3
2015-03-16,32.9
2015-03-17,36.4
2015-03-18,38.0
2015-03-19,36.85
2015-03-20,34.3
2015-03-23,33.5
2015-03-24,34.0
2015-03-25,32.85
2015-03-26,31.6
2015-03-27,30.5
2015-03-30,34.55
2015-03-31,34.05
2015-04-01,34.65
2015-04-06,35.45
2015-04-07,35.0
2015-04-08,38.2
2015-04-09,37.45
2015-04-10,37.85
2015-04-13,38.45
2015-04-15,38.2
2015-04-16,37.85
2015-04-17,36.8
2015-04-20,36.2
2015-04-21,35.45
2015-04-22,35.6
2015-04-23,34.45
2015-04-24,33.85
2015-04-27,32.0
2015-04-28,32.25
2015-04-29,31.45
2015-04-30,31.45
2015-05-04,31.9
2015-05-05,31.6
2015-05-06,30.75
2015-05-07,29.95
2015-05-08,31.05
2015-05-11,32.45
2015-05-12,31.6
2015-05-13,32.25
2015-05-14,32.2
2015-05-15,31.25
2015-05-18,30.6
2015-05-19,30.55
2015-05-20,30.5
2015-05-21,30.0
2015-05-22,30.3
2015-05-25,29.45
2015-05-26,28.9
2015-05-27,30.0
2015-05-28,33.5
2015-05-29,34.35
2015-06-01,30.35
2015-06-02,29.75
2015-06-03,29.35
2015-06-04,28.6
2015-06-05,28.55
2015-06-08,27.2
2015-06-09,26.15
2015-06-10,26.85
2015-06-11,26.15
2015-06-12,26.1
2015-06-15,26.1
2015-06-16,26.1
2015-06-17,26.95
2015-06-18,27.8
2015-06-19,28.0
2015-06-22,27.65
2015-06-23,26.8
2015-06-24,26.9
2015-06-25,26.45
2015-06-26,26.8
2015-06-29,26.1
2015-06-30,26.2
2015-07-01,26.95
2015-07-02,26.95
2015-07-03,26.75
2015-07-06,29.0
2015-07-07,30.6
2015-07-08,30.45
2015-07-09,29.4
2015-07-10,29.9
2015-07-13,30.15
2015-07-14,31.4
2015-07-15,30.45
2015-07-16,31.0
2015-07-17,30.1
2015-07-20,30.05
2015-07-21,29.75
2015-07-22,29.5
2015-07-23,29.35
2015-07-24,29.4
2015-07-27,29.45
2015-07-28,30.85
2015-07-29,32.75
2015-07-30,32.35
2015-07-31,33.35
2015-08-03,33.05
2015-08-04,34.4
2015-08-05,34.8
2015-08-06,36.2
2015-08-07,36.85
2015-08-10,35.5
2015-08-11,34.0
2015-08-12,32.9
2015-08-13,32.15
2015-08-14,32.8
2015-08-17,32.2
2015-08-18,32.5
2015-08-19,35.3
2015-08-20,33.05
2015-08-21,33.95
2015-08-24,28.4
2015-08-25,29.05
2015-08-26,29.95
2015-08-27,31.3
2015-08-28,30.85
2015-08-31,30.2
2015-09-01,29.5
2015-09-02,31.3
2015-09-03,30.65
2015-09-04,29.8
2015-09-07,28.55
2015-09-08,28.95
2015-09-09,28.85
2015-09-10,29.05
2015-09-11,29.75
2015-09-14,30.45
2015-09-15,29.7
2015-09-16,30.0
2015-09-18,30.75
2015-09-21,30.75
2015-09-22,30.7
2015-09-23,30.85
2015-09-24,31.3
2015-09-28,30.95
2015-09-29,30.75
2015-09-30,30.8
2015-10-01,30.8
2015-10-05,31.3
2015-10-06,34.7
2015-10-07,35.6
2015-10-08,34.85
2015-10-09,34.8
2015-10-12,34.2
2015-10-13,35.9
2015-10-14,36.2
2015-10-15,38.05
2015-10-16,41.3
2015-10-19,43.25
2015-10-20,42.7
2015-10-21,42.0
2015-10-23,39.65
2015-10-26,39.8
2015-10-27,42.05
