Date,VENUSREM
2013-01-01,286.1
2013-01-02,283.8
2013-01-03,282.05
2013-01-04,281.45
2013-01-07,280.15
2013-01-08,277.45
2013-01-09,279.05
2013-01-10,274.65
2013-01-11,269.0
2013-01-14,276.8
2013-01-15,275.4
2013-01-16,271.3
2013-01-17,274.6
2013-01-18,277.3
2013-01-21,282.45
2013-01-22,277.05
2013-01-23,264.65
2013-01-24,255.9
2013-01-25,264.45
2013-01-28,263.25
2013-01-29,258.3
2013-01-30,255.7
2013-01-31,253.1
2013-02-01,243.75
2013-02-04,247.15
2013-02-05,243.9
2013-02-06,249.1
2013-02-07,247.45
2013-02-08,268.85
2013-02-11,263.25
2013-02-12,262.7
2013-02-13,270.85
2013-02-14,268.1
2013-02-15,269.6
2013-02-18,270.3
2013-02-19,270.65
2013-02-20,272.45
2013-02-21,270.6
2013-02-22,271.3
2013-02-25,273.2
2013-02-26,266.45
2013-02-27,280.55
2013-02-28,270.05
2013-03-01,276.0
2013-03-04,269.65
2013-03-05,270.0
2013-03-06,271.3
2013-03-07,269.95
2013-03-08,271.35
2013-03-11,275.0
2013-03-12,270.65
2013-03-13,270.05
2013-03-14,275.5
2013-03-15,270.2
2013-03-18,275.7
2013-03-19,268.05
2013-03-20,274.55
2013-03-21,263.7
2013-03-22,242.7
2013-03-25,240.35
2013-03-26,241.0
2013-03-28,241.0
2013-04-01,248.95
2013-04-02,262.85
2013-04-03,264.15
2013-04-04,257.75
2013-04-05,253.55
2013-04-08,257.0
2013-04-09,252.8
2013-04-10,251.4
2013-04-11,263.3
2013-04-12,256.0
2013-04-15,260.1
2013-04-16,259.3
2013-04-17,255.1
2013-04-18,255.35
2013-04-22,251.55
2013-04-23,251.2
2013-04-25,246.8
2013-04-26,244.05
2013-04-29,248.25
2013-04-30,245.25
2013-05-02,249.4
2013-05-03,244.75
2013-05-06,246.95
2013-05-07,251.85
2013-05-08,302.2
2013-05-09,316.25
2013-05-10,316.95
2013-05-11,315.35
2013-05-13,337.05
2013-05-14,343.4
2013-05-15,349.15
2013-05-16,340.45
2013-05-17,330.95
2013-05-20,304.45
2013-05-21,303.45
2013-05-22,298.75
2013-05-23,279.95
2013-05-24,277.15
2013-05-27,302.8
2013-05-28,319.65
2013-05-29,323.75
2013-05-30,311.9
2013-05-31,300.35
2013-06-03,301.9
2013-06-04,300.8
2013-06-05,297.9
2013-06-06,294.35
2013-06-07,290.2
2013-06-10,278.6
2013-06-11,271.55
2013-06-12,272.2
2013-06-13,265.35
2013-06-14,271.0
2013-06-17,274.05
2013-06-18,281.0
2013-06-19,278.6
2013-06-20,271.25
2013-06-21,266.3
2013-06-24,251.95
2013-06-25,254.25
2013-06-26,250.6
2013-06-27,255.1
2013-06-28,259.4
2013-07-01,257.75
2013-07-02,260.4
2013-07-03,265.15
2013-07-04,256.25
2013-07-05,254.15
2013-07-08,243.0
2013-07-09,245.15
2013-07-10,241.95
2013-07-11,243.4
2013-07-12,239.05
2013-07-15,239.8
2013-07-16,236.2
2013-07-17,236.9
2013-07-18,246.6
2013-07-19,240.65
2013-07-22,237.75
2013-07-23,237.5
2013-07-24,227.05
2013-07-25,194.4
2013-07-26,192.2
2013-07-29,193.15
2013-07-30,172.25
2013-07-31,167.8
2013-08-01,168.65
2013-08-02,146.25
2013-08-05,160.85
2013-08-06,170.4
2013-08-07,180.0
2013-08-08,180.0
2013-08-12,190.7
2013-08-13,199.15
2013-08-14,189.2
2013-08-16,179.75
2013-08-19,170.8
2013-08-20,178.95
2013-08-21,170.25
2013-08-22,172.9
2013-08-23,179.05
2013-08-26,179.7
2013-08-27,170.75
2013-08-28,168.1
2013-08-29,169.7
2013-08-30,168.75
2013-09-02,172.7
2013-09-03,165.2
2013-09-04,170.2
2013-09-05,176.95
2013-09-06,186.45
2013-09-10,190.05
2013-09-11,190.35
2013-09-12,190.15
2013-09-13,188.8
2013-09-16,187.55
2013-09-17,198.05
2013-09-18,194.3
2013-09-19,195.9
2013-09-20,199.55
2013-09-23,197.9
2013-09-24,194.4
2013-09-25,191.7
2013-09-26,189.65
2013-09-27,185.45
2013-09-30,182.0
2013-10-01,187.05
2013-10-03,199.65
2013-10-04,195.5
2013-10-07,203.7
2013-10-08,204.2
2013-10-09,203.9
2013-10-10,204.15
2013-10-11,206.7
2013-10-14,208.6
2013-10-15,207.15
2013-10-17,203.35
2013-10-18,201.9
2013-10-21,203.7
2013-10-22,203.15
2013-10-23,197.65
2013-10-24,195.7
2013-10-25,192.6
2013-10-28,190.6
2013-10-29,193.3
2013-10-30,193.95
2013-10-31,203.0
2013-11-01,200.25
2013-11-03,203.0
2013-11-05,202.1
2013-11-06,198.15
2013-11-07,210.95
2013-11-08,213.1
2013-11-11,216.0
2013-11-12,196.65
2013-11-13,190.15
2013-11-14,200.0
2013-11-18,201.25
2013-11-19,201.4
2013-11-20,207.85
2013-11-21,207.55
2013-11-22,207.35
2013-11-25,207.5
2013-11-26,203.5
2013-11-27,202.35
2013-11-28,204.45
2013-11-29,206.2
2013-12-02,206.65
2013-12-03,210.95
2013-12-04,211.05
2013-12-05,231.6
2013-12-06,232.45
2013-12-09,228.75
2013-12-10,236.35
2013-12-11,231.1
2013-12-12,229.3
2013-12-13,225.0
2013-12-16,224.35
2013-12-17,224.85
2013-12-18,231.65
2013-12-19,231.85
2013-12-20,239.65
2013-12-23,240.95
2013-12-24,253.8
2013-12-26,263.25
2013-12-27,257.15
2013-12-30,251.15
2013-12-31,246.9
2014-01-01,251.35
2014-01-02,249.25
2014-01-03,244.3
2014-01-06,248.05
2014-01-07,247.05
2014-01-08,245.9
2014-01-09,244.0
2014-01-10,241.85
2014-01-13,238.55
2014-01-14,238.85
2014-01-15,240.3
2014-01-16,240.4
2014-01-17,238.25
2014-01-20,240.55
2014-01-21,240.75
2014-01-22,244.1
2014-01-23,243.6
2014-01-24,223.85
2014-01-27,209.3
2014-01-28,214.4
2014-01-29,231.5
2014-01-30,218.65
2014-01-31,220.5
2014-02-03,221.85
2014-02-04,221.55
2014-02-05,227.75
2014-02-06,228.0
2014-02-07,236.85
2014-02-10,238.45
2014-02-11,234.05
2014-02-12,233.0
2014-02-13,233.15
2014-02-14,225.85
2014-02-17,224.45
2014-02-18,224.25
2014-02-19,221.5
2014-02-20,218.95
2014-02-21,224.85
2014-02-24,229.05
2014-02-25,230.6
2014-02-26,229.6
2014-02-28,239.85
2014-03-03,243.4
2014-03-04,244.05
2014-03-05,244.1
2014-03-06,261.65
2014-03-07,253.35
2014-03-10,254.3
2014-03-11,251.7
2014-03-12,249.3
2014-03-13,249.2
2014-03-14,249.9
2014-03-18,253.95
2014-03-19,252.6
2014-03-20,253.05
2014-03-21,254.35
2014-03-22,254.1
2014-03-24,248.0
2014-03-25,243.85
2014-03-26,238.85
2014-03-27,239.9
2014-03-28,244.15
2014-03-31,244.5
2014-04-01,242.95
2014-04-02,248.85
2014-04-03,263.55
2014-04-04,316.25
2014-04-07,306.85
2014-04-09,317.6
2014-04-10,308.3
2014-04-11,306.65
2014-04-15,305.5
2014-04-16,302.7
2014-04-17,306.35
2014-04-21,307.0
2014-04-22,308.2
2014-04-23,307.95
2014-04-25,304.5
2014-04-28,340.75
2014-04-29,317.65
2014-04-30,320.3
2014-05-02,330.0
2014-05-05,323.15
2014-05-06,307.9
2014-05-07,308.35
2014-05-08,310.1
2014-05-09,320.9
2014-05-12,312.8
2014-05-13,310.7
2014-05-14,309.6
2014-05-15,304.5
2014-05-16,304.75
2014-05-19,312.95
2014-05-20,307.4
2014-05-21,300.5
2014-05-22,299.95
2014-05-23,301.4
2014-05-26,294.25
2014-05-27,289.05
2014-05-28,288.45
2014-05-29,283.35
2014-05-30,278.1
2014-06-02,279.5
2014-06-03,289.6
2014-06-04,288.6
2014-06-05,281.8
2014-06-06,276.55
2014-06-09,278.85
2014-06-10,282.8
2014-06-11,285.8
2014-06-12,290.7
2014-06-13,281.8
2014-06-16,280.8
2014-06-17,283.35
2014-06-18,281.3
2014-06-19,279.5
2014-06-20,281.0
2014-06-23,279.1
2014-06-24,275.35
2014-06-25,263.6
2014-06-26,258.5
2014-06-27,262.45
2014-06-30,276.95
2014-07-01,278.35
2014-07-02,280.3
2014-07-03,278.95
2014-07-04,288.05
2014-07-07,288.85
2014-07-08,268.75
2014-07-09,264.45
2014-07-10,264.1
2014-07-11,257.2
2014-07-14,257.9
2014-07-15,259.7
2014-07-16,269.3
2014-07-17,265.45
2014-07-18,264.5
2014-07-21,267.6
2014-07-22,274.05
2014-07-23,266.9
2014-07-24,271.3
2014-07-25,270.35
2014-07-28,271.35
2014-07-30,274.7
2014-07-31,278.85
2014-08-01,275.55
2014-08-04,272.55
2014-08-05,275.45
2014-08-06,278.25
2014-08-07,275.0
2014-08-08,272.95
2014-08-11,269.5
2014-08-12,267.25
2014-08-13,261.05
2014-08-14,243.0
2014-08-18,251.2
2014-08-19,249.8
2014-08-20,262.5
2014-08-21,264.6
2014-08-22,258.6
2014-08-25,259.55
2014-08-26,256.5
2014-08-27,295.6
2014-08-28,282.6
2014-09-01,285.05
2014-09-02,285.85
2014-09-03,278.55
2014-09-04,280.1
2014-09-05,274.9
2014-09-08,298.55
2014-09-09,313.3
2014-09-10,321.95
2014-09-11,324.05
2014-09-12,317.4
2014-09-15,377.6
2014-09-16,302.1
2014-09-17,300.95
2014-09-18,308.8
2014-09-19,300.7
2014-09-22,291.65
2014-09-23,285.9
2014-09-24,276.5
2014-09-25,263.85
2014-09-26,277.2
2014-09-29,272.35
2014-09-30,271.4
2014-10-01,265.65
2014-10-07,259.05
2014-10-08,254.95
2014-10-09,261.3
2014-10-10,268.0
2014-10-13,265.55
2014-10-14,264.65
2014-10-16,257.5
2014-10-17,253.1
2014-10-20,254.3
2014-10-21,255.3
2014-10-22,257.1
2014-10-23,262.65
2014-10-27,264.6
2014-10-28,259.75
2014-10-29,260.8
2014-10-30,260.05
2014-10-31,265.05
2014-11-03,273.8
2014-11-05,278.45
2014-11-07,275.1
2014-11-10,261.05
2014-11-11,263.85
2014-11-12,261.65
2014-11-13,258.6
2014-11-14,258.85
2014-11-17,245.95
2014-11-18,245.05
2014-11-19,240.95
2014-11-20,237.6
2014-11-21,240.45
2014-11-24,229.05
2014-11-25,226.9
2014-11-26,222.5
2014-11-27,215.9
2014-11-28,222.4
2014-12-01,218.25
2014-12-02,219.5
2014-12-03,220.65
2014-12-04,231.95
2014-12-05,227.7
2014-12-08,228.4
2014-12-09,223.9
2014-12-10,220.7
2014-12-11,221.55
2014-12-12,217.0
2014-12-15,210.3
2014-12-16,204.6
2014-12-17,201.25
2014-12-18,207.5
2014-12-19,209.95
2014-12-22,214.25
2014-12-23,210.35
2014-12-24,209.65
2014-12-26,209.05
2014-12-29,210.7
2014-12-30,210.8
2014-12-31,210.6
2015-01-01,219.75
2015-01-02,222.5
2015-01-05,219.65
2015-01-06,212.9
2015-01-07,210.55
2015-01-08,217.15
2015-01-09,215.85
2015-01-12,216.5
2015-01-13,213.1
2015-01-14,209.4
2015-01-15,206.7
2015-01-16,206.25
2015-01-19,207.05
2015-01-20,206.55
2015-01-21,207.75
2015-01-22,205.25
2015-01-23,201.25
2015-01-27,191.55
2015-01-28,176.45
2015-01-29,181.9
2015-01-30,187.9
2015-02-02,181.75
2015-02-03,176.3
2015-02-04,168.75
2015-02-05,172.3
2015-02-06,163.25
2015-02-09,184.0
2015-02-10,173.45
2015-02-11,169.65
2015-02-12,170.45
2015-02-13,174.85
2015-02-16,162.55
2015-02-18,159.65
2015-02-19,161.25
2015-02-20,159.4
2015-02-23,159.15
2015-02-24,156.2
2015-02-25,151.65
2015-02-26,146.45
2015-02-27,144.2
2015-02-28,149.95
2015-03-02,149.25
2015-03-03,149.4
2015-03-04,144.8
2015-03-05,146.3
2015-03-09,148.55
2015-03-10,144.65
2015-03-11,140.8
2015-03-12,139.95
2015-03-13,135.4
2015-03-16,130.95
2015-03-17,125.8
2015-03-18,121.55
2015-03-19,114.05
2015-03-20,102.75
2015-03-23,123.3
2015-03-24,139.15
2015-03-25,136.5
2015-03-26,132.65
2015-03-27,139.3
2015-03-30,135.6
2015-03-31,135.6
2015-04-01,133.45
2015-04-06,138.75
2015-04-07,140.65
2015-04-08,164.3
2015-04-09,163.1
2015-04-10,168.4
2015-04-13,200.6
2015-04-15,206.2
2015-04-16,204.5
2015-04-17,196.8
2015-04-20,183.25
2015-04-21,186.1
2015-04-22,189.65
2015-04-23,186.2
2015-04-24,173.3
2015-04-27,156.95
2015-04-28,169.25
2015-04-29,166.45
2015-04-30,164.25
2015-05-04,175.7
2015-05-05,175.65
2015-05-06,169.7
2015-05-07,167.6
2015-05-08,168.6
2015-05-11,168.65
2015-05-12,161.85
2015-05-13,165.4
2015-05-14,163.8
2015-05-15,162.15
2015-05-18,162.65
2015-05-19,163.45
2015-05-20,166.55
2015-05-21,164.2
2015-05-22,163.05
2015-05-25,163.7
2015-05-26,162.4
2015-05-27,159.1
2015-05-28,157.4
2015-05-29,154.7
2015-06-01,137.5
2015-06-02,151.8
2015-06-03,141.55
2015-06-04,142.95
2015-06-05,140.05
2015-06-08,136.55
2015-06-09,132.05
2015-06-10,133.9
2015-06-11,131.7
2015-06-12,128.7
2015-06-15,129.8
2015-06-16,128.8
2015-06-17,144.0
