Date,HNGSNGBEES
2013-01-01,1628.0
2013-01-02,1672.66
2013-01-03,1630.3
2013-01-04,1680.0
2013-01-07,1670.0
2013-01-08,1665.0
2013-01-09,1690.0
2013-01-10,1784.98
2013-01-11,1785.0
2013-01-14,1780.0
2013-01-15,1850.0
2013-01-16,1720.0
2013-01-17,1801.38
2013-01-18,1750.08
2013-01-21,1748.68
2013-01-22,1740.0
2013-01-23,1719.0
2013-01-24,1813.33
2013-01-25,1800.0
2013-01-28,1759.0
2013-01-29,1800.0
2013-01-30,1754.43
2013-02-01,1694.67
2013-02-04,1770.0
2013-02-05,1765.0
2013-02-06,1761.99
2013-02-07,1715.0
2013-02-08,1715.0
2013-02-11,1705.0
2013-02-12,1691.0
2013-02-13,1700.66
2013-02-14,1667.22
2013-02-15,1720.0
2013-02-18,1689.33
2013-02-19,1684.25
2013-02-20,1674.02
2013-02-21,1634.06
2013-02-22,1698.46
2013-02-25,1791.33
2013-02-26,1744.25
2013-02-27,1766.0
2013-02-28,1849.0
2013-03-01,1879.1
2013-03-04,1748.33
2013-03-05,1710.25
2013-03-06,1724.53
2013-03-07,1854.5
2013-03-08,1861.99
2013-03-12,1947.87
2013-03-13,1915.0
2013-03-14,1821.16
2013-03-15,1896.0
2013-03-18,1896.0
2013-03-19,1820.0
2013-03-20,1820.0
2013-03-21,1869.0
2013-03-22,1892.0
2013-03-25,1800.0
2013-03-26,1738.45
2013-03-28,1740.0
2013-04-01,1740.0
2013-04-02,1840.0
2013-04-03,1812.8
2013-04-04,1750.0
2013-04-05,1850.0
2013-04-08,1915.0
2013-04-09,1836.0
2013-04-10,1935.8
2013-04-11,1850.0
2013-04-12,1780.0
2013-04-15,1727.8
2013-04-16,1836.97
2013-04-17,1904.0
2013-04-18,1829.52
2013-04-22,1758.33
2013-04-23,1760.0
2013-04-25,1735.12
2013-04-26,1759.97
2013-04-29,1760.0
2013-04-30,1712.17
2013-05-02,1771.49
2013-05-03,1771.49
2013-05-06,1750.0
2013-05-07,1780.0
2013-05-08,1790.0
2013-05-09,1750.0
2013-05-10,1800.0
2013-05-11,1763.0
2013-05-13,1748.5
2013-05-14,1750.0
2013-05-15,1784.3
2013-05-16,1910.88
2013-05-17,1900.0
2013-05-20,1885.0
2013-05-21,1870.0
2013-05-22,1888.0
2013-05-23,1768.55
2013-05-24,1820.0
2013-05-27,1839.99
2013-05-28,1805.0
2013-05-29,1830.0
2013-05-30,1848.0
2013-05-31,1850.0
2013-06-03,1810.0
2013-06-04,1791.81
2013-06-05,1783.0
2013-06-06,1800.0
2013-06-07,1808.0
2013-06-10,1768.6
2013-06-11,1741.09
2013-06-12,1717.0
2013-06-13,1730.66
2013-06-14,1730.0
2013-06-17,1773.0
2013-06-18,1784.0
2013-06-19,1793.0
2013-06-20,1712.0
2013-06-21,1712.0
2013-06-24,1722.0
2013-06-25,1729.0
2013-06-26,1735.0
2013-06-27,1740.0
2013-06-28,1771.0
2013-07-01,1762.45
2013-07-02,1834.5
2013-07-03,1739.67
2013-07-04,1732.01
2013-07-05,1730.0
2013-07-08,1760.0
2013-07-09,1742.05
2013-07-10,1756.5
2013-07-11,1762.37
2013-07-12,1755.02
2013-07-15,1802.39
2013-07-16,1799.96
2013-07-17,1705.15
2013-07-18,1702.51
2013-07-19,1718.0
2013-07-22,1745.0
2013-07-23,1721.36
2013-07-24,1676.56
2013-07-25,1657.97
2013-07-26,1698.76
2013-07-29,1684.36
2013-07-30,1699.96
2013-07-31,1699.99
2013-08-01,1710.0
2013-08-02,1695.01
2013-08-05,1700.0
2013-08-06,1651.0
2013-08-07,1653.1
2013-08-08,1638.25
2013-08-12,1625.14
2013-08-13,1648.0
2013-08-14,1650.4
2013-08-16,1645.63
2013-08-19,1602.22
2013-08-20,1649.95
2013-08-21,1589.81
2013-08-22,1643.94
2013-08-23,1635.15
2013-08-26,1592.52
2013-08-27,1617.43
2013-08-28,1595.85
2013-08-29,1650.0
2013-08-30,1662.6
2013-09-02,1681.42
2013-09-03,1672.36
2013-09-04,1677.99
2013-09-05,1710.1
2013-09-06,1710.75
2013-09-10,1690.45
2013-09-11,1701.0
2013-09-12,1730.0
2013-09-13,1680.0
2013-09-16,1663.05
2013-09-17,1667.0
2013-09-18,1650.0
2013-09-19,1665.84
2013-09-20,1700.0
2013-09-23,1681.51
2013-09-24,1666.0
2013-09-25,1696.28
2013-09-26,1668.0
2013-09-27,1695.0
2013-09-30,1670.0
2013-10-01,1692.0
2013-10-03,1698.99
2013-10-04,1711.0
2013-10-07,1715.0
2013-10-08,1715.0
2013-10-11,1729.2
2013-10-14,1720.0
2013-10-15,1735.0
2013-10-17,1700.0
2013-10-18,1717.5
2013-10-21,1706.38
2013-10-22,1714.95
2013-10-23,1750.0
2013-10-24,1720.65
2013-10-25,1740.62
2013-10-28,1705.0
2013-10-29,1705.51
2013-10-30,1739.0
2013-10-31,1750.0
2013-11-01,1715.87
2013-11-03,1765.0
2013-11-05,1804.41
2013-11-06,1850.0
2013-11-07,1911.24
2013-11-08,1918.15
2013-11-11,1837.88
2013-11-12,1841.1
2013-11-13,1849.0
2013-11-14,1787.48
2013-11-18,1889.28
2013-11-19,1878.92
2013-11-20,1910.14
2013-11-21,1918.0
2013-11-22,1835.1
2013-11-25,1865.0
2013-11-26,1872.6
2013-11-27,1942.55
2013-11-28,1940.0
2013-11-29,1875.0
2013-12-02,1925.0
2013-12-03,2030.0
2013-12-04,2098.69
2013-12-05,2000.0
2013-12-06,2103.0
2013-12-09,2050.0
2013-12-10,1969.67
2013-12-11,1950.0
2013-12-12,1929.83
2013-12-13,1954.42
2013-12-16,2352.99
2013-12-17,2006.94
2013-12-18,1941.0
2013-12-20,1928.0
2013-12-23,1898.0
2013-12-24,2000.05
2013-12-26,2024.0
2013-12-27,1965.01
2013-12-30,2045.0
2013-12-31,1999.9
2014-01-01,2040.17
2014-01-02,2089.99
2014-01-03,2100.0
2014-01-06,2068.52
2014-01-07,2082.0
2014-01-08,2234.78
2014-01-09,2234.0
2014-01-10,2281.66
2014-01-13,2298.0
2014-01-14,2202.0
2014-01-15,2295.11
2014-01-16,2329.66
2014-01-17,2339.99
2014-01-20,2276.0
2014-01-21,2379.94
2014-01-22,2330.0
2014-01-23,2377.0
2014-01-24,2341.0
2014-01-27,2274.99
2014-01-28,2339.99
2014-01-29,2340.0
2014-01-30,2290.0
2014-01-31,2332.16
2014-02-03,2277.22
2014-02-04,2330.16
2014-02-05,2310.1
2014-02-07,2246.35
2014-02-10,2182.5
2014-02-11,2259.94
2014-02-13,2186.5
2014-02-14,2193.0
2014-02-17,2323.38
2014-02-18,2320.0
2014-02-19,2300.0
2014-02-20,2200.0
2014-02-21,2265.0
2014-02-24,2225.0
2014-02-25,2233.33
2014-02-26,2270.0
2014-03-03,2319.99
2014-03-04,2314.0
2014-03-05,2349.0
2014-03-06,2363.0
2014-03-07,2240.0
2014-03-10,2232.68
2014-03-11,2210.05
2014-03-12,2042.27
2014-03-13,2120.94
2014-03-14,2100.0
2014-03-18,2151.0
2014-03-19,2100.25
2014-03-20,2080.01
2014-03-21,2020.05
2014-03-22,2050.0
2014-03-24,1910.14
2014-03-25,1866.0
2014-03-26,1856.0
2014-03-27,1920.0
2014-03-28,1934.64
2014-03-31,1916.0
2014-04-01,1925.0
2014-04-02,1930.66
2014-04-03,1948.0
2014-04-04,1979.44
2014-04-07,1912.0
2014-04-09,1983.33
2014-04-10,1995.98
2014-04-11,2000.07
2014-04-15,2045.14
2014-04-16,2022.5
2014-04-17,2000.0
2014-04-21,2035.0
2014-04-22,2030.0
2014-04-23,2030.0
2014-04-25,1983.0
2014-04-28,1982.54
2014-04-29,1980.0
2014-04-30,1954.0
2014-05-02,1963.0
2014-05-05,1884.18
2014-05-06,1856.03
2014-05-07,1886.0
2014-05-08,1891.4
2014-05-09,1890.0
2014-05-12,1832.41
2014-05-13,1809.2
2014-05-14,1811.0
2014-05-15,1836.8
2014-05-16,1887.99
2014-05-19,1901.0
2014-05-20,1901.0
2014-05-21,1900.0
2014-05-22,1890.0
2014-05-23,1900.0
2014-05-26,1885.0
2014-05-27,1900.0
2014-05-28,1924.0
2014-05-29,1905.03
2014-05-30,1890.0
2014-06-02,1895.0
2014-06-03,1924.0
2014-06-04,1917.27
2014-06-05,1915.0
2014-06-06,1915.6
2014-06-09,1900.0
2014-06-10,1899.9
2014-06-11,1885.18
2014-06-12,1901.0
2014-06-13,1904.1
2014-06-16,1924.0
2014-06-17,1923.95
2014-06-18,1923.5
2014-06-19,1907.1
2014-06-20,1910.0
2014-06-23,1920.0
2014-06-24,1929.0
2014-06-25,1865.0
2014-06-26,1897.15
2014-06-27,1920.0
2014-06-30,1903.0
2014-07-01,1907.0
2014-07-02,1920.0
2014-07-03,1915.0
2014-07-04,1900.01
2014-07-07,1925.0
2014-07-08,1920.7
2014-07-09,1909.85
2014-07-10,1905.0
2014-07-11,1873.2
2014-07-14,1828.07
2014-07-15,1853.33
2014-07-16,1865.0
2014-07-17,1865.0
2014-07-18,1874.0
2014-07-21,1875.0
2014-07-22,1897.65
2014-07-23,1900.0
2014-07-24,1869.0
2014-07-25,1895.0
2014-07-28,1891.8
2014-07-30,1905.0
2014-08-01,1891.64
2014-08-04,1890.0
2014-08-05,1888.11
2014-08-06,1919.0
2014-08-07,1900.0
2014-08-08,1831.79
2014-08-11,1898.0
2014-08-12,1825.22
2014-08-13,1829.67
2014-08-14,1858.84
2014-08-18,1863.55
2014-08-19,1849.63
2014-08-20,1847.15
2014-08-21,1829.09
2014-08-22,2010.58
2014-08-25,2000.0
2014-08-26,2124.89
2014-08-27,1987.99
2014-08-28,2032.0
2014-09-01,2034.0
2014-09-02,2050.0
2014-09-03,2081.36
2014-09-04,2110.0
2014-09-05,2067.04
2014-09-08,2015.0
2014-09-09,2065.0
2014-09-10,2048.75
2014-09-11,2075.5
2014-09-12,2099.95
2014-09-15,2099.8
2014-09-16,2090.0
2014-09-17,2065.0
2014-09-18,2040.95
2014-09-19,2085.0
2014-09-22,2086.0
2014-09-23,2023.67
2014-09-24,2073.86
2014-09-25,2086.99
2014-09-26,2074.99
2014-09-29,1990.0
2014-09-30,1980.0
2014-10-01,1981.18
2014-10-07,2023.75
2014-10-08,2000.0
2014-10-09,2040.0
2014-10-10,2000.0
2014-10-13,1982.21
2014-10-14,2024.0
2014-10-16,2000.0
2014-10-17,1985.0
2014-10-20,2069.98
2014-10-21,2070.0
2014-10-22,2050.0
2014-10-23,2043.7
2014-10-27,2035.0
2014-10-28,2029.7
2014-10-29,2049.0
2014-10-30,2099.87
2014-10-31,2017.74
2014-11-03,2050.0
2014-11-05,1985.0
2014-11-07,1911.01
2014-11-10,2000.0
2014-11-11,2000.0
2014-11-12,2026.0
2014-11-13,1970.5
