Date,SUNDARMFIN
2013-01-01,515.15
2013-01-02,526.35
2013-01-03,532.5
2013-01-04,533.0
2013-01-07,526.05
2013-01-08,514.4
2013-01-09,513.15
2013-01-10,506.55
2013-01-11,500.25
2013-01-14,495.25
2013-01-15,492.8
2013-01-16,486.2
2013-01-17,486.55
2013-01-18,483.2
2013-01-21,480.45
2013-01-22,475.4
2013-01-23,469.55
2013-01-24,459.7
2013-01-25,468.8
2013-01-28,471.25
2013-01-29,487.3
2013-01-30,487.55
2013-01-31,489.2
2013-02-01,480.25
2013-02-04,473.3
2013-02-05,471.25
2013-02-06,470.15
2013-02-07,469.95
2013-02-08,467.85
2013-02-11,469.7
2013-02-12,473.35
2013-02-13,469.9
2013-02-14,473.4
2013-02-15,470.9
2013-02-18,472.2
2013-02-19,488.35
2013-02-20,518.3
2013-02-21,515.55
2013-02-22,510.85
2013-02-25,510.75
2013-02-26,500.9
2013-02-27,500.4
2013-02-28,482.05
2013-03-01,490.65
2013-03-04,476.05
2013-03-05,488.7
2013-03-06,491.7
2013-03-07,491.15
2013-03-08,496.55
2013-03-11,505.7
2013-03-12,505.4
2013-03-13,503.55
2013-03-14,500.2
2013-03-15,500.15
2013-03-18,493.9
2013-03-19,491.5
2013-03-20,490.05
2013-03-21,491.45
2013-03-22,490.55
2013-03-25,482.9
2013-03-26,476.15
2013-03-28,473.9
2013-04-01,485.05
2013-04-02,487.9
2013-04-03,498.0
2013-04-04,492.1
2013-04-05,484.2
2013-04-08,485.35
2013-04-09,480.15
2013-04-10,489.1
2013-04-11,480.7
2013-04-12,481.3
2013-04-15,482.65
2013-04-16,488.55
2013-04-17,481.0
2013-04-18,496.0
2013-04-22,509.7
2013-04-23,500.4
2013-04-25,514.5
2013-04-26,504.4
2013-04-29,519.9
2013-04-30,519.9
2013-05-02,532.9
2013-05-03,522.5
2013-05-06,521.8
2013-05-07,523.1
2013-05-08,529.15
2013-05-09,531.6
2013-05-10,540.9
2013-05-11,544.7
2013-05-13,528.9
2013-05-14,539.9
2013-05-15,539.8
2013-05-16,533.25
2013-05-17,531.3
2013-05-20,553.9
2013-05-21,562.0
2013-05-22,562.95
2013-05-23,557.6
2013-05-24,560.35
2013-05-27,568.45
2013-05-28,571.6
2013-05-29,553.75
2013-05-30,561.4
2013-05-31,560.4
2013-06-03,556.75
2013-06-04,560.6
2013-06-05,558.3
2013-06-06,559.35
2013-06-07,560.1
2013-06-10,549.7
2013-06-11,550.7
2013-06-12,540.55
2013-06-13,539.95
2013-06-14,537.35
2013-06-17,540.55
2013-06-18,540.45
2013-06-19,554.45
2013-06-20,548.05
2013-06-21,549.35
2013-06-24,544.7
2013-06-25,539.8
2013-06-26,540.85
2013-06-27,520.4
2013-06-28,534.8
2013-07-01,542.8
2013-07-02,560.05
2013-07-03,556.6
2013-07-04,558.1
2013-07-05,559.8
2013-07-08,548.8
2013-07-09,542.85
2013-07-10,544.25
2013-07-11,545.8
2013-07-12,547.75
2013-07-15,548.3
2013-07-16,544.65
2013-07-17,519.5
2013-07-18,533.85
2013-07-19,528.8
2013-07-22,542.85
2013-07-23,545.4
2013-07-24,529.9
2013-07-25,525.1
2013-07-26,515.9
2013-07-29,520.1
2013-07-30,522.45
2013-07-31,515.8
2013-08-01,515.85
2013-08-02,516.15
2013-08-05,522.1
2013-08-06,503.75
2013-08-07,501.55
2013-08-08,500.2
2013-08-12,498.3
2013-08-13,497.5
2013-08-14,499.8
2013-08-16,499.4
2013-08-19,498.7
2013-08-20,499.0
2013-08-21,497.35
2013-08-22,485.65
2013-08-23,492.7
2013-08-26,492.75
2013-08-27,488.05
2013-08-28,480.7
2013-08-29,485.05
2013-08-30,483.8
2013-09-02,480.5
2013-09-03,473.1
2013-09-04,464.85
2013-09-05,465.6
2013-09-06,479.2
2013-09-10,535.0
2013-09-11,512.0
2013-09-12,507.25
2013-09-13,508.15
2013-09-16,512.5
2013-09-17,509.7
2013-09-18,513.7
2013-09-19,522.45
2013-09-20,516.85
2013-09-23,510.05
2013-09-24,505.35
2013-09-25,505.45
2013-09-26,498.4
2013-09-27,499.95
2013-09-30,506.8
2013-10-01,495.45
2013-10-03,502.25
2013-10-04,509.95
2013-10-07,512.8
2013-10-08,502.0
2013-10-09,510.35
2013-10-10,510.85
2013-10-11,512.25
2013-10-14,513.9
2013-10-15,510.0
2013-10-17,513.5
2013-10-18,525.95
2013-10-21,525.65
2013-10-22,518.55
2013-10-23,512.45
2013-10-24,511.4
2013-10-25,515.65
2013-10-28,521.4
2013-10-29,532.4
2013-10-30,530.05
2013-10-31,530.0
2013-11-01,531.35
2013-11-03,541.4
2013-11-05,534.05
2013-11-06,537.7
2013-11-07,553.7
2013-11-08,556.65
2013-11-11,555.45
2013-11-12,565.1
2013-11-13,581.3
2013-11-14,578.85
2013-11-18,575.2
2013-11-19,573.25
2013-11-20,576.4
2013-11-21,571.3
2013-11-22,574.3
2013-11-25,573.1
2013-11-26,574.1
