Date,ADLABS
2015-04-06,192.65
2015-04-07,185.8
2015-04-08,178.8
2015-04-09,172.25
2015-04-10,177.55
2015-04-13,174.95
2015-04-15,175.9
2015-04-16,172.5
2015-04-17,167.0
2015-04-20,159.8
2015-04-21,157.75
2015-04-22,159.45
2015-04-23,159.15
2015-04-24,144.45
2015-04-27,135.7
2015-04-28,137.3
2015-04-29,140.15
2015-04-30,140.65
2015-05-04,143.95
2015-05-05,146.95
2015-05-06,139.95
2015-05-07,135.15
2015-05-08,137.7
2015-05-11,140.0
2015-05-12,136.1
2015-05-13,140.2
2015-05-14,162.85
2015-05-15,158.15
2015-05-18,153.95
2015-05-19,165.95
2015-05-20,177.45
2015-05-21,179.75
2015-05-22,171.7
2015-05-25,169.75
2015-05-26,168.05
2015-05-27,163.1
2015-05-28,147.2
2015-05-29,150.85
2015-06-01,151.55
2015-06-02,146.9
2015-06-03,139.55
2015-06-04,132.65
2015-06-05,137.05
2015-06-08,138.7
2015-06-09,134.35
2015-06-10,135.75
2015-06-11,130.7
2015-06-12,137.45
2015-06-15,161.6
2015-06-16,155.35
2015-06-17,149.5
2015-06-18,158.6
2015-06-19,170.8
2015-06-22,166.95
2015-06-23,162.35
2015-06-24,161.55
2015-06-25,159.75
2015-06-26,154.95
2015-06-29,147.8
2015-06-30,159.4
2015-07-01,156.5
2015-07-02,160.3
2015-07-03,158.25
2015-07-06,156.2
2015-07-07,156.65
2015-07-08,156.95
2015-07-09,150.5
2015-07-10,153.3
2015-07-13,152.65
2015-07-14,152.0
2015-07-15,157.95
2015-07-16,161.35
2015-07-17,161.5
2015-07-20,165.15
2015-07-21,167.45
2015-07-22,167.7
2015-07-23,163.05
2015-07-24,160.45
2015-07-27,156.75
2015-07-28,153.65
2015-07-29,154.65
2015-07-30,156.55
2015-07-31,164.95
2015-08-03,169.9
2015-08-04,158.95
2015-08-05,157.2
2015-08-06,157.25
2015-08-07,154.25
2015-08-10,155.6
2015-08-11,151.95
2015-08-12,145.85
2015-08-13,141.8
2015-08-14,142.2
2015-08-17,142.5
2015-08-18,141.5
2015-08-19,141.75
2015-08-20,145.75
2015-08-21,145.6
2015-08-24,122.8
2015-08-25,121.9
2015-08-26,122.35
2015-08-27,129.6
2015-08-28,125.05
2015-08-31,125.3
2015-09-01,125.2
2015-09-02,125.0
2015-09-03,126.1
2015-09-04,123.3
2015-09-07,114.85
2015-09-08,113.95
2015-09-09,126.35
2015-09-10,121.95
2015-09-11,119.75
2015-09-14,118.35
2015-09-15,117.85
2015-09-16,112.9
2015-09-18,115.05
2015-09-21,119.15
2015-09-22,119.85
2015-09-23,118.0
2015-09-24,114.9
2015-09-28,114.65
2015-09-29,112.4
2015-09-30,112.15
2015-10-01,110.9
2015-10-05,112.65
2015-10-06,112.15
2015-10-07,113.8
2015-10-08,114.5
2015-10-09,121.45
2015-10-12,120.35
2015-10-13,118.75
2015-10-14,118.35
2015-10-15,118.55
2015-10-16,118.95
2015-10-19,118.7
2015-10-20,117.55
2015-10-21,120.5
2015-10-23,120.1
2015-10-26,118.0
2015-10-27,123.5
2015-10-28,123.1
2015-10-29,125.0
2015-10-30,125.1
2015-11-02,121.65
2015-11-03,117.1
2015-11-04,106.1
2015-11-05,107.2
2015-11-06,106.95
2015-11-09,104.85
2015-11-10,103.55
2015-11-11,107.05
2015-11-13,106.0
2015-11-16,106.05
2015-11-17,107.9
2015-11-18,107.3
2015-11-19,114.1
2015-11-20,111.7
2015-11-23,109.9
2015-11-24,118.35
2015-11-26,125.8
2015-11-27,128.5
2015-11-30,122.4
2015-12-01,127.85
2015-12-02,130.1
2015-12-03,127.3
2015-12-04,124.25
2015-12-07,123.55
2015-12-08,119.05
2015-12-09,114.0
2015-12-10,112.55
2015-12-11,116.75
2015-12-14,119.3
2015-12-15,114.5
2015-12-16,114.35
2015-12-17,115.15
2015-12-18,118.3
2015-12-21,118.75
2015-12-22,121.35
2015-12-23,123.95
2015-12-24,130.9
2015-12-28,139.3
2015-12-29,134.1
2015-12-30,134.75
2015-12-31,136.45
2016-01-01,139.4
2016-01-04,132.45
2016-01-05,140.3
2016-01-06,134.8
2016-01-07,129.9
2016-01-08,131.4
2016-01-11,134.5
2016-01-12,133.85
2016-01-13,132.8
2016-01-14,130.65
2016-01-15,127.15
2016-01-18,116.85
2016-01-19,113.15
2016-01-20,109.75
2016-01-21,109.7
2016-01-22,109.45
2016-01-25,108.1
2016-01-27,108.3
2016-01-28,107.4
2016-01-29,102.75
2016-02-01,111.45
2016-02-02,110.7
2016-02-03,105.65
2016-02-04,103.3
2016-02-05,104.4
2016-02-08,104.95
2016-02-09,102.85
2016-02-10,95.4
2016-02-11,85.05
2016-02-12,79.65
2016-02-15,79.95
2016-02-16,74.8
2016-02-17,73.65
2016-02-18,72.85
2016-02-19,73.5
2016-02-22,73.95
2016-02-23,72.0
2016-02-24,69.95
2016-02-25,70.0
2016-02-26,69.6
2016-02-29,69.7
2016-03-01,71.0
2016-03-02,78.5
2016-03-03,87.8
2016-03-04,87.5
2016-03-08,86.35
2016-03-09,85.75
2016-03-10,85.9
2016-03-11,86.5
2016-03-14,88.15
2016-03-15,90.35
2016-03-16,90.0
2016-03-17,90.25
2016-03-18,84.45
2016-03-21,87.25
2016-03-22,88.45
2016-03-23,88.45
2016-03-28,86.45
2016-03-29,85.65
2016-03-30,87.25
2016-03-31,85.45
2016-04-01,87.8
2016-04-04,89.4
2016-04-05,88.05
2016-04-06,89.9
2016-04-07,89.8
2016-04-08,87.9
2016-04-11,88.05
2016-04-12,87.65
2016-04-13,87.35
2016-04-18,86.9
2016-04-20,88.05
2016-04-21,86.55
2016-04-22,86.85
2016-04-25,85.35
2016-04-26,88.25
2016-04-27,87.4
2016-04-28,86.05
2016-04-29,85.9
2016-05-02,87.7
2016-05-03,86.85
2016-05-04,85.7
2016-05-05,84.6
2016-05-06,81.35
2016-05-09,82.0
2016-05-10,80.65
2016-05-11,80.9
2016-05-12,80.15
2016-05-13,79.4
2016-05-16,79.35
2016-05-17,79.7
2016-05-18,78.4
2016-05-19,80.8
2016-05-20,85.45
2016-05-23,82.4
2016-05-24,82.5
2016-05-25,81.5
2016-05-26,80.05
2016-05-27,81.95
2016-05-30,81.75
2016-05-31,83.2
2016-06-01,83.5
2016-06-02,84.3
2016-06-03,82.75
2016-06-06,82.9
2016-06-07,81.45
2016-06-08,81.7
2016-06-09,83.2
2016-06-10,82.4
2016-06-13,81.5
2016-06-14,81.1
2016-06-15,80.05
2016-06-16,83.15
2016-06-17,81.45
2016-06-20,81.0
2016-06-21,79.95
2016-06-22,78.5
2016-06-23,76.8
2016-06-24,76.85
