Date,TTKHLTCARE
2015-12-02,990.65
2015-12-03,970.5
2015-12-04,970.1
2015-12-07,983.6
2015-12-08,950.0
2015-12-09,930.0
2015-12-10,947.95
2015-12-11,929.0
2015-12-14,930.75
2015-12-15,959.95
2015-12-16,965.1
2015-12-17,975.5
2015-12-18,959.65
2015-12-21,1076.3
2015-12-22,1040.65
2015-12-23,1040.4
2015-12-24,1051.85
2015-12-28,1055.05
2015-12-29,1046.45
2015-12-30,1048.55
2015-12-31,1049.45
2016-01-01,1045.8
2016-01-04,1050.05
2016-01-05,1050.0
2016-01-06,1018.35
2016-01-07,1007.65
2016-01-08,990.55
2016-01-11,948.7
2016-01-12,946.7
2016-01-13,956.7
2016-01-14,944.8
2016-01-15,949.0
2016-01-18,912.3
2016-01-19,911.85
2016-01-20,886.45
2016-01-21,914.15
2016-01-22,907.65
2016-01-25,897.75
2016-01-27,894.35
2016-01-28,921.45
2016-01-29,906.6
2016-02-01,926.95
2016-02-02,910.0
2016-02-03,938.2
2016-02-04,926.9
2016-02-05,916.45
2016-02-08,917.2
2016-02-09,897.9
2016-02-10,890.85
2016-02-11,875.0
2016-02-12,889.35
2016-02-15,925.0
2016-02-16,849.55
2016-02-17,878.75
2016-02-18,891.8
2016-02-19,893.25
2016-02-22,891.9
2016-02-23,890.0
2016-02-24,862.15
2016-02-25,861.85
2016-02-26,861.9
2016-02-29,872.05
2016-03-01,895.15
2016-03-02,907.55
2016-03-03,897.45
2016-03-04,898.2
2016-03-08,924.4
2016-03-09,905.1
2016-03-10,917.7
2016-03-11,905.0
2016-03-14,938.8
2016-03-15,934.6
2016-03-16,940.05
2016-03-17,915.05
2016-03-18,937.65
2016-03-21,952.0
2016-03-22,946.6
2016-03-23,950.05
2016-03-28,928.05
2016-03-29,922.85
2016-03-30,950.0
2016-03-31,938.7
2016-04-01,980.35
2016-04-04,984.3
2016-04-05,968.65
2016-04-06,955.9
2016-04-07,955.05
2016-04-08,960.0
2016-04-11,945.35
2016-04-12,949.05
2016-04-13,949.5
2016-04-18,976.7
2016-04-20,960.0
2016-04-21,953.6
2016-04-22,960.0
2016-04-25,967.0
2016-04-26,979.9
2016-04-27,970.85
2016-04-28,970.15
2016-04-29,998.8
2016-05-02,1027.7
2016-05-03,990.15
2016-05-04,980.1
2016-05-05,1015.2
2016-05-06,1010.1
2016-05-09,990.0
2016-05-10,1024.95
2016-05-11,979.75
2016-05-12,968.65
2016-05-13,970.0
2016-05-16,979.15
2016-05-17,977.05
2016-05-18,985.0
2016-05-19,980.0
2016-05-23,960.05
2016-05-24,965.0
2016-05-25,965.5
2016-05-26,952.85
2016-05-27,944.1
2016-05-30,976.5
2016-05-31,936.0
2016-06-01,940.05
2016-06-02,924.75
2016-06-03,925.4
2016-06-06,922.5
2016-06-07,920.05
2016-06-08,934.0
2016-06-09,919.95
2016-06-10,922.75
2016-06-13,922.4
2016-06-14,938.75
2016-06-15,943.8
2016-06-16,920.0
2016-06-17,920.5
2016-06-20,942.95
2016-06-21,925.15
2016-06-22,921.0
2016-06-23,925.95
2016-06-24,927.3
2016-06-27,929.4
