Date,TIMESGTY
2014-12-18,29.55
2014-12-19,29.0
2014-12-23,29.95
2014-12-24,29.0
2014-12-26,31.85
2014-12-29,30.0
2014-12-30,31.95
2014-12-31,31.65
2015-01-01,29.7
2015-01-02,30.65
2015-01-05,29.05
2015-01-06,28.5
2015-01-07,27.0
2015-01-08,25.75
2015-01-12,28.3
2015-01-15,29.5
2015-01-16,28.8
2015-01-20,28.7
2015-01-21,29.15
2015-01-22,30.9
2015-01-23,28.1
2015-01-27,30.4
2015-01-28,27.8
2015-01-29,27.25
2015-02-02,27.5
2015-02-03,27.25
2015-02-04,25.65
2015-02-05,26.1
2015-02-06,26.05
2015-02-10,24.5
2015-02-11,25.25
2015-02-12,28.5
2015-02-13,25.95
2015-02-16,25.5
2015-02-18,25.0
2015-02-19,25.1
2015-02-20,25.15
2015-02-23,26.5
2015-02-24,24.8
2015-02-25,26.25
2015-02-26,26.95
2015-02-27,25.0
2015-02-28,25.5
2015-03-02,25.95
2015-03-03,24.8
2015-03-04,25.0
2015-03-05,25.05
2015-03-09,24.95
2015-03-10,22.95
2015-03-11,24.95
2015-03-12,24.95
2015-03-13,23.15
2015-03-16,22.1
2015-03-17,24.85
2015-03-18,24.5
2015-03-19,23.0
2015-03-20,21.45
2015-03-23,21.0
2015-03-24,20.8
2015-03-25,21.15
2015-03-27,20.45
2015-03-30,23.1
2015-04-01,24.6
2015-04-06,23.55
2015-04-07,24.8
2015-04-08,24.0
2015-04-09,23.25
2015-04-13,24.5
2015-04-15,24.0
2015-04-16,24.0
2015-04-17,24.05
2015-04-20,24.0
2015-04-21,22.6
2015-04-22,23.0
2015-04-23,25.3
2015-04-24,24.95
2015-04-27,22.55
2015-05-05,21.35
2015-05-08,21.5
2015-05-12,21.05
2015-05-13,21.1
2015-05-15,21.55
2015-05-18,21.75
2015-05-19,23.9
2015-05-20,23.0
2015-05-21,23.1
2015-05-22,23.95
2015-05-25,25.9
2015-05-27,25.25
2015-05-28,23.45
2015-05-29,22.35
2015-06-01,23.05
2015-06-02,22.5
2015-06-03,22.05
2015-06-04,22.05
2015-06-05,22.05
2015-06-08,21.0
2015-06-09,20.1
2015-06-11,20.05
2015-06-12,20.0
2015-06-15,19.0
2015-06-16,19.05
2015-06-17,20.0
2015-06-19,21.0
2015-06-22,20.9
2015-06-25,21.9
2015-06-26,21.0
2015-06-29,20.5
2015-06-30,20.55
2015-07-01,20.0
2015-07-02,20.4
2015-07-07,21.0
2015-07-08,22.0
2015-07-09,23.0
2015-07-10,21.85
2015-07-13,21.05
2015-07-14,21.1
2015-07-15,20.65
2015-07-16,20.7
2015-07-17,21.0
2015-07-20,20.75
2015-07-21,21.75
2015-07-23,22.15
2015-07-24,21.3
2015-07-27,21.85
2015-07-29,21.8
2015-07-30,21.5
2015-07-31,21.7
2015-08-03,22.5
2015-08-04,22.0
2015-08-05,22.3
2015-08-06,22.0
2015-08-07,21.05
2015-08-10,22.1
2015-08-11,22.1
2015-08-12,21.0
2015-08-14,20.5
2015-08-17,21.15
2015-08-18,21.2
2015-08-20,21.1
2015-08-25,20.3
2015-08-26,20.85
2015-08-27,20.0
2015-08-28,20.3
2015-08-31,20.0
2015-09-01,19.95
2015-09-02,20.9
2015-09-04,20.95
2015-09-07,20.0
2015-09-09,20.0
2015-09-10,19.1
2015-09-11,20.55
2015-09-14,20.0
2015-09-15,20.5
2015-09-16,21.0
2015-09-21,20.3
2015-09-22,19.85
2015-09-23,19.5
2015-09-24,19.3
2015-09-28,19.5
2015-09-29,19.6
2015-10-01,21.45
2015-10-05,20.9
2015-10-06,20.7
2015-10-07,20.1
2015-10-08,20.0
2015-10-09,19.9
2015-10-12,19.85
2015-10-13,20.8
2015-10-14,21.8
2015-10-15,20.8
2015-10-16,21.05
2015-10-19,22.0
2015-10-20,21.15
2015-10-21,22.2
2015-10-27,22.95
2015-10-28,22.05
2015-10-29,21.55
2015-10-30,20.7
2015-11-02,20.75
2015-11-03,21.45
2015-11-04,21.4
2015-11-06,21.35
2015-11-09,20.5
2015-11-10,20.0
2015-11-13,20.9
2015-11-17,19.9
2015-11-18,20.65
2015-11-20,21.0
2015-11-23,21.9
2015-11-24,20.9
2015-11-26,21.2
2015-11-27,20.4
2015-11-30,20.75
2015-12-01,20.9
2015-12-02,21.6
2015-12-03,20.75
2015-12-08,20.55
2015-12-09,21.55
2015-12-10,22.6
2015-12-11,23.7
2015-12-14,24.5
2015-12-15,25.5
2015-12-16,26.75
2015-12-17,27.8
2015-12-18,27.0
2015-12-21,25.65
2015-12-22,24.4
2015-12-23,23.55
2015-12-28,24.05
2015-12-29,23.65
2015-12-30,24.8
2015-12-31,24.5
2016-01-01,25.5
2016-01-04,25.0
2016-01-05,24.2
2016-01-06,24.25
2016-01-07,23.25
2016-01-08,23.0
2016-01-11,23.0
2016-01-12,23.25
2016-01-13,23.95
2016-01-15,23.0
2016-01-20,23.45
2016-01-25,24.45
2016-01-27,23.25
2016-02-01,22.1
2016-02-02,21.5
2016-02-03,21.0
2016-02-04,21.8
2016-02-05,21.75
2016-02-09,20.1
2016-02-11,21.0
2016-02-19,19.55
2016-02-22,18.2
2016-02-23,18.95
2016-02-24,17.55
2016-02-25,18.2
2016-02-26,18.45
2016-02-29,19.3
2016-03-01,17.8
2016-03-02,17.6
2016-03-03,17.75
2016-03-08,18.6
2016-03-09,18.95
2016-03-14,18.3
2016-03-15,18.5
2016-03-21,17.65
2016-03-22,18.5
2016-03-23,18.8
2016-03-28,18.15
2016-03-29,18.4
2016-03-30,17.8
2016-03-31,18.65
2016-04-05,19.5
2016-04-06,18.55
2016-04-07,19.45
2016-04-11,18.5
2016-04-12,19.4
2016-04-13,19.7
2016-04-18,20.35
2016-04-20,20.8
2016-04-21,21.0
2016-04-22,19.95
2016-04-25,19.2
2016-04-26,20.15
2016-04-27,19.15
2016-04-28,19.0
2016-04-29,18.05
2016-05-02,17.2
2016-05-03,18.05
2016-05-04,18.85
2016-05-05,18.25
2016-05-06,18.3
2016-05-09,19.2
2016-05-13,18.75
2016-05-16,18.0
2016-05-17,17.65
2016-05-18,18.5
2016-05-20,19.35
2016-05-24,18.4
2016-05-27,19.0
2016-05-30,18.5
2016-05-31,18.25
2016-06-01,18.35
2016-06-02,17.6
2016-06-09,18.05
2016-06-14,18.55
2016-06-15,19.05
2016-06-16,19.5
2016-06-17,20.0
2016-06-21,20.2
2016-06-22,19.6
2016-06-23,19.4
2016-06-27,19.6
2016-06-28,19.15
2016-06-29,20.0
2016-06-30,20.95
2016-07-01,20.1
2016-07-05,19.35
2016-07-07,19.5
2016-07-08,18.8
2016-07-11,19.0
2016-07-12,19.95
2016-07-13,20.0
2016-07-14,20.0
2016-07-15,21.0
2016-07-18,20.1
2016-07-21,19.2
2016-07-22,20.15
2016-07-25,19.7
2016-07-26,19.7
2016-07-27,19.4
2016-07-29,20.3
2016-08-02,19.5
2016-08-04,19.1
2016-08-08,19.3
2016-08-09,20.25
2016-08-10,20.0
2016-08-11,19.25
2016-08-12,19.3
2016-08-17,20.0
2016-08-23,20.15
2016-08-24,21.15
2016-08-25,22.15
2016-08-30,21.05
2016-08-31,20.0
2016-09-01,19.5
2016-09-02,20.45
2016-09-06,20.0
2016-09-07,20.95
2016-09-08,21.8
2016-09-09,20.75
2016-09-14,21.25
2016-09-16,22.3
2016-09-19,23.35
2016-09-20,24.05
2016-09-21,24.7
2016-09-22,24.75
2016-09-23,24.1
2016-09-26,24.05
2016-09-27,23.4
2016-09-28,24.5
2016-09-29,23.5
2016-09-30,22.4
2016-10-03,21.65
2016-10-04,22.0
2016-10-05,23.1
2016-10-06,23.0
2016-10-10,24.15
2016-10-13,23.0
2016-10-14,22.15
2016-10-17,23.25
2016-10-18,24.4
2016-10-19,24.05
2016-10-20,25.0
2016-10-21,25.75
2016-10-24,25.7
2016-10-25,24.75
2016-10-26,24.0
2016-10-27,25.0
2016-10-28,24.3
2016-10-30,24.1
2016-11-01,25.3
2016-11-02,25.45
2016-11-03,24.2
2016-11-04,24.2
2016-11-07,23.3
2016-11-10,23.1
2016-11-16,21.95
2016-11-18,22.9
2016-11-22,22.9
2016-11-25,23.15
2016-11-28,23.65
2016-11-29,23.0
2016-11-30,23.5
2016-12-01,24.6
2016-12-07,23.4
2016-12-09,24.1
2016-12-12,23.15
2016-12-13,23.05
2016-12-14,24.1
2016-12-15,23.3
2016-12-16,22.3
2016-12-19,23.4
2016-12-20,24.05
2016-12-21,23.0
2016-12-23,22.0
2016-12-26,23.1
2016-12-27,23.6
2016-12-28,23.05
2016-12-29,23.8
2016-12-30,23.4
2017-01-02,22.5
2017-01-03,23.25
2017-01-05,22.4
2017-01-09,21.5
2017-01-12,22.0
2017-01-13,23.1
2017-01-16,24.1
2017-01-17,24.9
2017-01-18,24.55
2017-01-20,24.35
2017-01-23,23.8
2017-01-24,23.2
2017-01-25,23.45
2017-01-27,22.5
2017-01-30,22.6
2017-01-31,22.5
2017-02-02,23.45
2017-02-06,22.6
2017-02-07,23.7
2017-02-08,24.85
2017-02-09,26.05
2017-02-10,27.35
2017-02-13,28.7
2017-02-14,30.1
2017-02-15,31.6
2017-02-16,33.15
2017-02-17,34.8
2017-02-20,36.5
2017-02-21,38.3
2017-02-22,40.2
2017-02-23,42.2
2017-02-27,41.6
2017-02-28,39.55
2017-03-01,37.6
2017-03-02,35.75
2017-03-03,37.5
2017-03-06,39.35
2017-05-30,31.0
2017-05-31,30.2
2017-06-01,31.25
2017-06-02,31.3
2017-06-05,32.7
2017-06-06,32.9
2017-06-07,32.45
2017-06-08,33.8
2017-06-09,33.35
2017-06-12,33.6
2017-06-13,32.85
2017-06-14,34.8
2017-06-15,31.7
2017-06-16,32.95
2017-06-19,31.8
2017-06-20,32.95
2017-06-21,32.2
2017-06-22,31.5
2017-06-23,31.0
2017-06-27,30.5
2017-06-28,32.4
2017-06-29,32.2
2017-06-30,30.55
2017-07-03,32.9
2017-07-04,33.45
2017-07-05,31.4
2017-07-06,32.0
2017-07-07,31.45
2017-07-10,33.4
2017-07-11,32.75
2017-07-12,31.1
2017-07-13,33.95
2017-07-14,34.8
2017-07-17,34.85
2017-07-18,36.0
2017-07-19,35.85
2017-07-20,35.25
2017-07-21,34.1
2017-07-24,34.5
2017-07-25,34.65
2017-07-26,34.6
2017-07-27,34.95
2017-07-28,32.1
2017-07-31,32.3
2017-08-01,33.1
2017-08-02,33.7
2017-08-03,33.5
2017-08-04,31.4
2017-08-07,33.0
2017-08-08,36.2
2017-08-09,35.45
2017-08-10,35.3
2017-08-11,35.9
2017-08-14,35.8
2017-08-16,34.85
2017-08-17,33.05
2017-08-18,35.4
2017-08-21,34.25
2017-08-22,34.2
2017-08-23,34.2
2017-08-24,35.1
2017-08-28,35.1
2017-08-29,35.0
2017-08-30,35.1
2017-08-31,34.5
2017-09-01,34.7
2017-09-04,35.95
2017-09-05,36.1
2017-09-06,37.9
2017-09-07,38.35
2017-09-08,41.25
2017-09-11,39.6
2017-09-12,47.5
2017-09-13,57.0
2017-09-14,62.7
2017-09-15,64.85
2017-09-18,62.1
2017-09-19,62.6
2017-09-20,60.9
2017-09-21,59.35
2017-09-22,55.85
2017-09-25,52.25
2017-09-26,51.35
2017-09-27,49.15
2017-09-28,51.1
2017-09-29,50.95
2017-10-03,56.0
2017-10-04,56.4
2017-10-05,54.35
2017-10-06,55.1
2017-10-09,66.1
2017-10-10,79.3
2017-10-11,75.8
2017-10-12,77.9
2017-10-13,76.6
2017-10-16,73.85
2017-10-17,68.5
2017-10-18,65.85
2017-10-19,68.15
2017-10-23,63.9
2017-10-24,62.85
2017-10-25,69.1
2017-10-26,73.75
2017-10-27,71.5
2017-10-30,71.3
2017-10-31,69.45
2017-11-01,68.8
2017-11-02,69.15
2017-11-03,70.45
2017-11-06,68.15
2017-11-07,68.0
2017-11-08,67.65
2017-11-09,67.5
2017-11-10,66.1
2017-11-13,66.95
2017-11-14,63.9
2017-11-15,61.05
2017-11-16,57.4
2017-11-17,56.35
2017-11-20,61.95
2017-11-21,68.1
2017-11-22,71.0
2017-11-23,68.55
2017-11-24,67.15
2017-11-27,67.5
2017-11-28,66.0
2017-11-29,71.4
2017-11-30,69.0
2017-12-01,67.15
2017-12-04,72.0
2017-12-05,79.2
2017-12-06,87.1
2017-12-07,91.45
2017-12-08,86.9
2017-12-11,82.6
2017-12-12,86.7
2017-12-13,82.4
2017-12-14,78.3
2017-12-15,79.95
2017-12-18,82.6
2017-12-19,81.8
2017-12-20,77.75
2017-12-21,79.65
2017-12-22,79.65
2017-12-26,77.85
2017-12-27,74.0
2017-12-28,70.7
2017-12-29,72.8
