Date,JSWSTEEL
2013-01-01,831.1
2013-01-02,827.3
2013-01-03,831.1
2013-01-04,827.55
2013-01-07,854.8
2013-01-08,845.45
2013-01-09,843.7
2013-01-10,849.05
2013-01-11,831.25
2013-01-14,848.2
2013-01-15,861.1
2013-01-16,839.2
2013-01-17,861.35
2013-01-18,869.8
2013-01-21,865.15
2013-01-22,859.5
2013-01-23,855.1
2013-01-24,834.9
2013-01-25,864.95
2013-01-28,870.7
2013-01-29,868.15
2013-01-30,849.65
2013-01-31,882.5
2013-02-01,878.7
2013-02-04,860.0
2013-02-05,838.25
2013-02-06,845.15
2013-02-07,835.1
2013-02-08,829.75
2013-02-11,824.65
2013-02-12,810.85
2013-02-13,806.85
2013-02-14,785.8
2013-02-15,795.35
2013-02-18,803.35
2013-02-19,813.0
2013-02-20,809.6
2013-02-21,768.0
2013-02-22,773.35
2013-02-25,767.35
2013-02-26,763.05
2013-02-27,777.8
2013-02-28,739.25
2013-03-01,747.4
2013-03-04,716.35
2013-03-05,727.7
2013-03-06,746.95
2013-03-07,730.15
2013-03-08,743.55
2013-03-11,725.15
2013-03-12,706.6
2013-03-13,702.85
2013-03-14,708.95
2013-03-15,700.4
2013-03-18,686.8
2013-03-19,661.05
2013-03-20,640.25
2013-03-21,623.85
2013-03-22,618.8
2013-03-25,609.1
2013-03-26,599.7
2013-03-28,672.35
2013-04-01,663.2
2013-04-02,697.65
2013-04-03,685.7
2013-04-04,680.65
2013-04-05,675.55
2013-04-08,671.5
2013-04-09,662.6
2013-04-10,664.9
2013-04-11,651.15
2013-04-12,679.55
2013-04-15,664.4
2013-04-16,693.25
2013-04-17,732.85
2013-04-18,717.25
2013-04-22,725.5
2013-04-23,725.15
2013-04-25,732.25
2013-04-26,704.4
2013-04-29,699.4
2013-04-30,702.75
2013-05-02,701.15
2013-05-03,709.6
2013-05-06,720.6
2013-05-07,720.95
2013-05-08,710.8
2013-05-09,702.25
2013-05-10,694.55
2013-05-11,695.25
2013-05-13,677.1
2013-05-14,677.45
2013-05-15,692.75
2013-05-16,703.7
2013-05-17,707.0
2013-05-20,700.2
2013-05-21,691.2
2013-05-22,684.8
2013-05-23,687.9
2013-05-24,712.75
2013-05-27,718.55
2013-05-28,719.05
2013-05-29,706.75
2013-05-30,718.05
2013-05-31,684.0
2013-06-03,693.85
2013-06-04,710.7
2013-06-05,726.9
2013-06-06,736.65
2013-06-07,721.8
2013-06-10,726.4
2013-06-11,704.75
2013-06-12,672.9
2013-06-13,671.0
2013-06-14,684.65
2013-06-17,691.2
2013-06-18,703.5
2013-06-19,713.3
2013-06-20,687.55
2013-06-21,669.65
2013-06-24,674.6
2013-06-25,655.7
2013-06-26,645.85
2013-06-27,643.4
2013-06-28,658.3
2013-07-01,659.25
2013-07-02,642.1
2013-07-03,610.7
2013-07-04,611.75
2013-07-05,616.35
2013-07-08,603.8
2013-07-09,608.9
2013-07-10,594.1
2013-07-11,604.0
2013-07-12,601.8
2013-07-15,590.7
2013-07-16,570.9
2013-07-17,560.3
2013-07-18,569.25
2013-07-19,571.4
2013-07-22,564.2
2013-07-23,580.65
2013-07-24,560.3
2013-07-25,566.85
2013-07-26,554.85
2013-07-29,551.25
2013-07-30,533.05
2013-07-31,565.9
2013-08-01,552.95
2013-08-02,536.6
2013-08-05,527.4
2013-08-06,509.75
2013-08-07,521.55
2013-08-08,503.75
2013-08-12,517.4
2013-08-13,518.7
2013-08-14,534.7
2013-08-16,487.35
2013-08-19,499.8
2013-08-20,521.7
2013-08-21,497.35
2013-08-22,545.9
2013-08-23,546.45
2013-08-26,539.85
2013-08-27,519.5
2013-08-28,534.35
2013-08-29,569.55
2013-08-30,541.45
2013-09-02,556.1
2013-09-03,523.8
2013-09-04,540.85
2013-09-05,564.35
2013-09-06,580.65
2013-09-10,594.9
2013-09-11,646.1
2013-09-12,623.95
2013-09-13,633.1
2013-09-16,653.6
2013-09-17,661.65
2013-09-18,666.85
2013-09-19,722.2
2013-09-20,742.65
2013-09-23,729.5
2013-09-24,743.05
2013-09-25,757.35
2013-09-26,744.35
2013-09-27,733.05
2013-09-30,729.65
2013-10-01,750.0
2013-10-03,762.65
2013-10-04,774.25
2013-10-07,787.4
2013-10-08,779.15
2013-10-09,791.45
2013-10-10,785.45
2013-10-11,780.65
2013-10-14,776.8
2013-10-15,788.75
2013-10-17,785.25
2013-10-18,811.0
2013-10-21,838.35
2013-10-22,839.55
2013-10-23,840.25
2013-10-24,846.25
2013-10-25,850.4
2013-10-28,859.15
2013-10-29,862.5
2013-10-30,848.9
2013-10-31,861.45
2013-11-01,865.35
2013-11-03,864.85
2013-11-05,866.95
2013-11-06,863.8
2013-11-07,869.55
2013-11-08,866.4
2013-11-11,856.5
2013-11-12,836.85
2013-11-13,833.05
2013-11-14,864.8
2013-11-18,872.6
2013-11-19,887.3
2013-11-20,895.9
2013-11-21,888.6
2013-11-22,874.55
2013-11-25,887.55
2013-11-26,890.55
2013-11-27,919.65
2013-11-28,915.0
2013-11-29,918.55
2013-12-02,933.95
2013-12-03,933.25
2013-12-04,931.7
2013-12-05,932.45
2013-12-06,927.05
2013-12-09,930.75
2013-12-10,950.05
2013-12-11,941.05
2013-12-12,931.5
2013-12-13,921.55
2013-12-16,913.6
2013-12-17,924.4
2013-12-18,943.4
2013-12-19,960.4
2013-12-20,963.75
2013-12-23,986.95
2013-12-24,988.65
2013-12-26,998.75
2013-12-27,1007.4
2013-12-30,1022.3
2013-12-31,1017.2
2014-01-01,1015.4
2014-01-02,1009.1
2014-01-03,994.05
2014-01-06,1034.3
2014-01-07,1027.55
2014-01-08,1026.3
2014-01-09,1025.6
2014-01-10,1023.3
2014-01-13,1019.3
2014-01-14,1009.85
2014-01-15,990.35
2014-01-16,1023.45
2014-01-17,1000.2
2014-01-20,987.0
2014-01-21,990.75
2014-01-22,994.55
2014-01-23,994.25
2014-01-24,970.05
2014-01-27,914.7
2014-01-28,930.6
2014-01-29,933.05
2014-01-30,896.2
2014-01-31,917.35
2014-02-03,852.6
2014-02-04,843.3
2014-02-05,846.8
2014-02-06,842.35
2014-02-07,868.8
2014-02-10,849.95
2014-02-11,859.6
2014-02-12,843.4
2014-02-13,815.1
2014-02-14,834.25
2014-02-17,846.45
2014-02-18,871.1
2014-02-19,868.85
2014-02-20,867.9
2014-02-21,886.0
2014-02-24,882.8
2014-02-25,857.6
2014-02-26,858.15
2014-02-28,875.95
2014-03-03,868.8
2014-03-04,890.8
2014-03-05,896.7
2014-03-06,908.3
2014-03-07,940.85
2014-03-10,972.3
2014-03-11,936.7
2014-03-12,945.8
2014-03-13,928.5
2014-03-14,939.4
2014-03-18,948.15
2014-03-19,971.7
2014-03-20,948.65
2014-03-21,981.45
2014-03-22,985.25
2014-03-24,979.25
2014-03-25,980.45
2014-03-26,997.5
2014-03-27,1000.15
2014-03-28,984.85
2014-03-31,1036.05
2014-04-01,1022.9
2014-04-02,1031.45
2014-04-03,1057.15
2014-04-04,1064.25
2014-04-07,1058.5
2014-04-09,1065.0
2014-04-10,1073.4
2014-04-11,1059.8
