Date,PGIL
2013-01-01,123.95
2013-01-02,123.85
2013-01-03,123.0
2013-01-04,126.55
2013-01-07,130.65
2013-01-08,135.9
2013-01-09,138.6
2013-01-10,134.0
2013-01-11,128.55
2013-01-14,127.4
2013-01-15,130.2
2013-01-16,124.0
2013-01-17,123.6
2013-01-18,122.7
2013-01-21,124.9
2013-01-22,123.45
2013-01-23,120.15
2013-01-24,120.1
2013-01-25,119.5
2013-01-28,119.15
2013-01-29,117.6
2013-01-30,119.45
2013-01-31,116.55
2013-02-01,119.65
2013-02-04,117.45
2013-02-05,116.45
2013-02-06,117.05
2013-02-07,118.4
2013-02-08,113.4
2013-02-11,114.1
2013-02-12,113.3
2013-02-13,112.7
2013-02-14,111.0
2013-02-15,111.9
2013-02-18,113.0
2013-02-19,114.3
2013-02-20,114.45
2013-02-21,111.7
2013-02-22,111.1
2013-02-25,113.0
2013-02-26,111.2
2013-02-27,111.0
2013-02-28,108.95
2013-03-01,109.25
2013-03-04,108.65
2013-03-05,108.65
2013-03-06,106.2
2013-03-07,111.7
2013-03-08,108.3
2013-03-11,108.2
2013-03-12,106.9
2013-03-13,105.0
2013-03-14,102.65
2013-03-15,101.05
2013-03-18,102.75
2013-03-19,100.25
2013-03-20,99.75
2013-03-21,100.7
2013-03-22,100.25
2013-03-25,99.0
2013-03-26,98.2
2013-03-28,100.25
2013-04-01,103.1
2013-04-02,106.45
2013-04-03,107.85
2013-04-04,107.5
2013-04-05,109.0
2013-04-08,110.45
2013-04-09,108.25
2013-04-10,109.85
2013-04-11,111.9
2013-04-12,111.65
2013-04-15,112.4
2013-04-16,112.2
2013-04-17,112.15
2013-04-18,120.3
2013-04-22,125.55
2013-04-23,127.0
2013-04-25,133.35
2013-04-26,130.45
2013-04-29,130.0
2013-04-30,125.4
2013-05-02,127.5
2013-05-03,125.8
2013-05-06,125.7
2013-05-07,124.6
2013-05-08,125.1
2013-05-09,125.05
2013-05-10,125.0
2013-05-11,123.75
2013-05-13,120.85
2013-05-14,120.0
2013-05-15,125.15
2013-05-16,125.0
2013-05-17,123.75
2013-05-20,126.45
2013-05-21,125.85
2013-05-22,124.1
2013-05-23,125.3
2013-05-24,123.0
2013-05-27,129.35
2013-05-28,129.1
2013-05-29,127.0
2013-05-30,125.0
2013-05-31,122.25
2013-06-03,123.0
2013-06-04,125.55
2013-06-05,124.7
2013-06-06,126.85
2013-06-07,127.6
2013-06-10,124.8
2013-06-11,122.65
2013-06-12,122.6
2013-06-13,119.95
2013-06-14,122.85
2013-06-17,122.45
2013-06-18,125.05
2013-06-19,122.35
2013-06-20,118.7
2013-06-21,119.55
2013-06-24,118.9
2013-06-25,118.3
2013-06-26,119.35
2013-06-27,118.0
2013-06-28,120.6
2013-07-01,127.9
2013-07-02,126.45
2013-07-03,119.85
2013-07-04,119.8
2013-07-05,120.4
2013-07-08,119.8
2013-07-09,120.5
2013-07-10,121.7
2013-07-11,121.5
2013-07-12,121.5
2013-07-15,122.75
2013-07-16,121.0
2013-07-17,120.0
2013-07-18,120.05
2013-07-19,126.65
2013-07-22,124.95
2013-07-23,124.6
2013-07-24,123.9
2013-07-25,121.2
2013-07-26,121.35
2013-07-29,121.95
2013-07-30,121.15
2013-07-31,121.35
2013-08-01,113.85
2013-08-02,123.35
2013-08-05,120.05
2013-08-06,118.8
2013-08-07,119.6
2013-08-08,121.15
2013-08-12,122.7
2013-08-13,123.1
2013-08-14,120.3
2013-08-16,118.15
2013-08-19,118.25
2013-08-20,116.5
2013-08-21,115.1
2013-08-22,119.6
2013-08-23,117.55
2013-08-26,119.0
2013-08-27,118.0
2013-08-28,117.05
2013-08-29,120.55
2013-08-30,122.35
2013-09-02,125.85
2013-09-03,122.15
2013-09-04,120.75
2013-09-05,138.2
2013-09-06,137.95
2013-09-10,141.15
2013-09-11,143.75
2013-09-12,145.7
2013-09-13,145.95
2013-09-16,151.95
2013-09-17,152.0
2013-09-18,151.85
2013-09-19,153.5
2013-09-20,150.15
2013-09-23,150.85
2013-09-24,150.1
2013-09-25,150.2
2013-09-26,149.75
2013-09-27,143.6
2013-09-30,143.05
2013-10-01,142.15
2013-10-03,143.05
2013-10-04,148.9
2013-10-07,155.3
2013-10-08,155.45
2013-10-09,159.25
2013-10-10,159.1
2013-10-11,158.7
2013-10-14,153.45
2013-10-15,153.85
2013-10-17,151.95
2013-10-18,157.85
2013-10-21,164.95
2013-10-22,165.15
2013-10-23,159.95
2013-10-24,153.6
2013-10-25,151.95
2013-10-28,146.65
2013-10-29,157.25
2013-10-30,157.6
2013-10-31,157.85
2013-11-01,154.1
2013-11-03,157.05
2013-11-05,155.55
2013-11-06,155.1
2013-11-07,154.15
2013-11-08,152.5
2013-11-11,161.55
2013-11-12,161.4
2013-11-13,161.7
2013-11-14,161.15
2013-11-18,172.1
2013-11-19,172.65
2013-11-20,171.0
2013-11-21,170.05
2013-11-22,170.0
2013-11-25,168.05
2013-11-26,164.0
2013-11-27,164.05
2013-11-28,163.9
2013-11-29,160.95
2013-12-02,159.4
2013-12-03,159.15
2013-12-04,159.0
2013-12-05,162.2
2013-12-06,164.2
2013-12-09,160.95
2013-12-10,159.25
2013-12-11,157.8
2013-12-12,159.5
2013-12-13,160.45
2013-12-16,156.1
2013-12-17,156.35
2013-12-18,158.2
2013-12-19,156.0
2013-12-20,161.75
2013-12-23,167.4
2013-12-24,161.1
2013-12-26,168.3
2013-12-27,163.7
2013-12-30,172.7
2013-12-31,174.95
2014-01-01,179.55
2014-01-02,176.9
2014-01-03,172.0
2014-01-06,169.95
2014-01-07,167.9
2014-01-08,166.1
2014-01-09,166.25
2014-01-10,165.25
2014-01-13,164.8
2014-01-14,161.55
2014-01-15,164.0
2014-01-16,163.75
2014-01-17,160.65
2014-01-20,156.5
2014-01-21,143.4
2014-01-22,134.8
2014-01-23,131.75
2014-01-24,127.0
2014-01-27,119.65
2014-01-28,119.05
2014-01-29,127.85
2014-01-30,128.65
2014-01-31,140.05
2014-02-03,139.85
2014-02-04,144.2
2014-02-05,148.65
2014-02-06,150.65
2014-02-07,161.7
2014-02-10,160.85
2014-02-11,160.0
2014-02-12,156.15
2014-02-13,154.85
2014-06-13,172.35
2014-06-16,172.0
2014-06-17,172.0
2014-06-18,170.0
2014-06-19,168.0
2014-06-20,170.0
2014-06-23,169.7
2014-06-24,172.3
2014-06-25,171.25
2014-06-26,173.9
2014-06-27,176.05
2014-06-30,184.1
2014-07-01,189.0
2014-07-02,198.15
2014-07-03,201.15
2014-07-04,205.05
2014-07-07,207.95
2014-07-08,205.7
2014-07-09,206.05
2014-07-10,206.75
2014-07-11,207.25
2014-07-14,210.65
2014-07-15,214.2
2014-07-16,217.85
2014-07-17,219.35
2014-07-18,222.35
2014-07-21,222.0
2014-07-22,222.2
2014-07-23,223.55
2014-07-24,223.15
2014-07-25,223.3
2014-07-28,224.15
2014-07-30,224.0
2014-07-31,220.55
2014-08-01,220.85
2014-08-04,221.0
2014-08-05,223.4
2014-08-06,222.0
2014-08-07,220.25
2014-08-08,217.5
2014-08-11,222.95
2014-08-12,220.0
2014-08-13,219.4
2014-08-14,210.6
2014-08-18,200.6
2014-08-19,193.2
2014-08-20,194.0
2014-08-21,187.0
2014-08-22,182.95
2014-08-25,187.55
2014-08-26,190.0
2014-08-27,194.3
2014-08-28,200.0
2014-09-01,206.15
2014-09-02,211.7
2014-09-03,216.65
2014-09-04,208.7
2014-09-05,212.85
2014-09-08,218.0
2014-09-09,220.0
2014-09-10,220.3
2014-09-11,222.05
2014-09-12,224.4
2014-09-15,227.45
2014-09-16,220.45
2014-09-17,224.75
2014-09-18,231.05
2014-09-19,235.35
2014-09-22,236.1
2014-09-23,235.45
2014-09-24,236.1
2014-09-25,234.3
2014-09-26,234.8
2014-09-29,234.45
2014-09-30,233.15
2014-10-01,234.65
2014-10-07,231.3
2014-10-08,232.9
2014-10-09,232.95
2014-10-10,229.8
2014-10-13,232.3
2014-10-14,231.55
2014-10-16,229.65
2014-10-17,225.85
2014-10-20,226.0
2014-10-21,224.55
2014-10-22,224.15
2014-10-23,226.3
2014-10-27,222.05
2014-10-28,226.25
2014-10-29,228.75
2014-10-30,228.15
2014-10-31,225.65
2014-11-03,225.8
2014-11-05,223.95
2014-11-07,222.9
2014-11-10,223.55
2014-11-11,224.4
2014-11-12,223.0
2014-11-13,222.9
2014-11-14,222.25
2014-11-17,224.2
2014-11-18,230.15
2014-11-19,230.1
2014-11-20,230.05
2014-11-21,230.25
2014-11-24,232.6
2014-11-25,225.45
2014-11-26,228.05
2014-11-27,223.1
2014-11-28,223.65
2014-12-01,223.85
2014-12-02,221.75
2014-12-03,223.0
2014-12-04,223.4
2014-12-05,217.35
2014-12-08,222.4
2014-12-09,222.45
2014-12-10,223.05
2014-12-11,223.25
2014-12-12,222.0
2014-12-15,221.85
2014-12-16,220.65
2014-12-17,224.6
2014-12-18,226.0
2014-12-19,227.0
2014-12-22,226.0
2014-12-23,224.6
2014-12-24,225.0
2014-12-26,224.05
2014-12-29,223.55
2014-12-30,223.95
2014-12-31,223.5
2015-01-01,223.45
2015-01-02,223.3
2015-01-05,222.5
2015-01-06,220.55
2015-01-07,221.0
2015-01-08,222.0
2015-01-09,222.0
2015-01-12,226.25
2015-01-13,234.7
2015-01-14,235.4
2015-01-15,237.1
2015-01-16,236.15
2015-01-19,243.35
2015-01-20,245.15
2015-01-21,242.5
2015-01-22,232.0
2015-01-23,230.0
2015-01-27,228.35
2015-01-28,227.0
2015-01-29,225.05
2015-01-30,222.1
2015-02-02,222.0
2015-02-03,221.3
2015-02-04,220.95
2015-02-05,219.75
2015-02-06,218.0
2015-02-09,218.0
2015-02-10,217.55
2015-02-11,216.25
2015-02-12,215.95
2015-02-13,216.9
2015-02-16,218.45
2015-02-18,230.3
2015-02-19,233.3
2015-02-20,238.9
2015-02-23,250.0
2015-02-24,255.9
2015-02-25,256.5
2015-02-26,255.5
2015-02-27,259.6
2015-02-28,260.3
2015-03-02,251.55
2015-03-03,260.15
2015-03-04,260.15
2015-03-05,261.45
2015-03-09,260.1
2015-03-10,260.0
2015-03-11,259.55
2015-03-12,259.5
2015-03-13,253.55
2015-03-16,251.45
2015-03-17,247.2
2015-03-18,248.35
2015-03-19,244.6
2015-03-20,247.2
2015-03-23,245.95
2015-03-24,246.0
2015-03-25,245.85
2015-03-26,244.7
2015-03-27,243.95
2015-03-30,252.7
2015-03-31,245.75
2015-04-01,254.0
2015-04-06,257.2
2015-04-07,257.55
2015-04-08,255.25
2015-04-09,266.3
2015-04-10,274.9
2015-04-13,271.95
2015-04-15,264.7
2015-04-16,261.35
2015-04-17,263.7
2015-04-20,259.0
2015-04-21,262.55
2015-04-22,260.1
2015-04-23,259.65
2015-04-24,254.4
2015-04-27,249.45
2015-04-28,256.4
2015-04-29,254.05
2015-04-30,252.3
2015-05-04,255.85
2015-05-05,260.0
2015-05-06,253.2
2015-05-07,247.65
2015-05-08,250.1
2015-05-11,253.8
2015-05-12,250.85
2015-05-13,257.0
2015-05-14,251.5
2015-05-15,250.0
2015-05-18,249.0
2015-05-19,250.0
2015-05-20,259.8
2015-05-21,258.05
2015-05-22,261.05
2015-05-25,246.3
2015-05-26,244.55
2015-05-27,244.15
2015-05-28,238.95
2015-05-29,237.0
2015-06-01,234.65
2015-06-02,227.75
2015-06-03,223.0
2015-06-04,223.05
2015-06-05,224.5
2015-06-08,223.2
2015-06-09,222.65
2015-06-10,221.65
2015-06-11,220.05
2015-06-12,225.7
2015-06-15,226.5
2015-06-16,229.9
2015-06-17,225.0
2015-06-18,224.85
2015-06-19,223.65
2015-06-22,225.0
2015-06-23,220.05
2015-06-24,219.0
2015-06-25,218.0
2015-06-26,217.5
2015-06-29,216.1
2015-06-30,215.0
2015-07-01,217.05
2015-07-02,218.7
2015-07-03,216.0
2015-07-06,220.5
2015-07-07,222.0
2015-07-08,220.45
2015-07-09,229.95
2015-07-10,244.3
2015-07-13,243.35
2015-07-14,232.0
2015-07-15,228.4
2015-07-16,232.0
2015-07-17,226.3
2015-07-20,227.55
2015-07-21,223.35
2015-07-22,225.0
2015-07-23,221.8
2015-07-24,220.6
2015-07-27,219.9
2015-07-28,219.5
2015-07-29,217.0
2015-07-30,215.65
2015-07-31,220.8
2015-08-03,221.45
2015-08-04,219.25
2015-08-05,220.3
2015-08-06,222.6
2015-08-07,218.15
2015-08-10,218.1
2015-08-11,213.45
2015-08-12,233.85
2015-08-13,222.75
2015-08-14,221.55
2015-08-17,225.0
2015-08-18,220.2
2015-08-19,222.0
2015-08-20,221.0
2015-08-21,221.0
2015-08-24,215.4
2015-08-25,214.9
