Date,CENTENKA
2013-01-01,130.35
2013-01-02,129.8
2013-01-03,132.2
2013-01-04,132.85
2013-01-07,134.95
2013-01-08,134.45
2013-01-09,135.25
2013-01-10,134.15
2013-01-11,130.7
2013-01-14,129.05
2013-01-15,128.2
2013-01-16,125.4
2013-01-17,125.35
2013-01-18,126.55
2013-01-21,128.9
2013-01-22,125.9
2013-01-23,123.1
2013-01-24,118.35
2013-01-25,118.2
2013-01-28,119.35
2013-01-29,119.1
2013-01-30,124.75
2013-01-31,123.5
2013-02-01,122.65
2013-02-04,120.9
2013-02-05,119.7
2013-02-06,119.8
2013-02-07,118.65
2013-02-08,116.7
2013-02-11,117.45
2013-02-12,117.45
2013-02-13,117.35
2013-02-14,113.0
2013-02-15,112.65
2013-02-18,113.45
2013-02-19,114.1
2013-02-20,115.4
2013-02-21,110.7
2013-02-22,113.05
2013-02-25,110.85
2013-02-26,110.85
2013-02-27,109.0
2013-02-28,107.1
2013-03-01,106.45
2013-03-04,107.5
2013-03-05,108.3
2013-03-06,108.45
2013-03-07,110.95
2013-03-08,112.25
2013-03-11,114.9
2013-03-12,113.25
2013-03-13,111.75
2013-03-14,111.95
2013-03-15,109.7
2013-03-18,110.2
2013-03-19,107.3
2013-03-20,99.85
2013-03-21,99.9
2013-03-22,99.25
2013-03-25,99.9
2013-03-26,98.55
2013-03-28,100.75
2013-04-01,103.15
2013-04-02,107.55
2013-04-03,106.2
2013-04-04,101.6
2013-04-05,101.7
2013-04-08,103.3
2013-04-09,99.55
2013-04-10,101.35
2013-04-11,102.8
2013-04-12,102.9
2013-04-15,105.0
2013-04-16,104.45
2013-04-17,104.5
2013-04-18,105.4
2013-04-22,108.8
2013-04-23,110.2
2013-04-25,112.1
2013-04-26,111.15
2013-04-29,111.8
2013-04-30,111.0
2013-05-02,112.15
2013-05-03,113.45
2013-05-06,113.75
2013-05-07,114.1
2013-05-08,114.95
2013-05-09,115.25
2013-05-10,114.55
2013-05-11,114.7
2013-05-13,110.9
2013-05-14,113.05
2013-05-15,114.45
2013-05-16,115.7
2013-05-17,116.1
2013-05-20,116.55
2013-05-21,115.0
2013-05-22,114.55
2013-05-23,111.5
2013-05-24,112.5
2013-05-27,113.15
2013-05-28,115.05
2013-05-29,114.4
2013-05-30,113.85
2013-05-31,112.65
2013-06-03,107.4
2013-06-04,108.2
2013-06-05,108.5
2013-06-06,108.05
2013-06-07,107.9
2013-06-10,107.9
2013-06-11,108.4
2013-06-12,108.9
2013-06-13,107.15
2013-06-14,108.9
2013-06-17,108.75
2013-06-18,108.45
2013-06-19,109.5
2013-06-20,107.05
2013-06-21,107.95
2013-06-24,106.85
2013-06-25,107.95
2013-06-26,107.6
2013-06-27,102.1
2013-06-28,103.9
2013-07-01,102.9
2013-07-02,100.8
2013-07-03,99.05
2013-07-04,100.3
2013-07-05,100.2
2013-07-08,100.9
2013-07-09,99.9
2013-07-10,99.5
2013-07-11,100.5
2013-07-12,99.65
2013-07-15,99.55
2013-07-16,99.75
2013-07-17,98.6
2013-07-18,99.8
2013-07-19,98.95
2013-07-22,104.75
2013-07-23,103.2
2013-07-24,105.75
2013-07-25,108.4
2013-07-26,106.55
2013-07-29,105.65
2013-07-30,102.75
2013-07-31,104.45
2013-08-01,100.9
2013-08-02,99.45
2013-08-05,99.8
2013-08-06,96.4
2013-08-07,99.1
2013-08-08,98.85
2013-08-12,101.75
2013-08-13,102.05
2013-08-14,104.2
2013-08-16,97.6
2013-08-19,96.0
2013-08-20,100.15
2013-08-21,99.1
2013-08-22,101.15
2013-08-23,100.5
2013-08-26,100.6
2013-08-27,99.3
2013-08-28,98.95
2013-08-29,98.2
2013-08-30,99.9
2013-09-02,100.35
2013-09-03,99.75
2013-09-04,99.15
2013-09-05,101.05
2013-09-06,101.4
2013-09-10,102.95
2013-09-11,105.5
2013-09-12,107.1
2013-09-13,110.8
2013-09-16,111.15
2013-09-17,106.9
2013-09-18,105.85
2013-09-19,108.2
2013-09-20,107.65
2013-09-23,110.75
2013-09-24,111.25
2013-09-25,108.65
2013-09-26,108.7
2013-09-27,107.2
2013-09-30,105.5
2013-10-01,105.7
2013-10-03,107.05
2013-10-04,106.7
2013-10-07,106.6
2013-10-08,110.9
2013-10-09,115.0
2013-10-10,118.35
2013-10-11,118.05
2013-10-14,118.35
2013-10-15,114.2
2013-10-17,116.1
2013-10-18,118.0
2013-10-21,117.25
2013-10-22,118.5
2013-10-23,119.25
2013-10-24,120.25
2013-10-25,118.7
2013-10-28,116.85
2013-10-29,119.75
2013-10-30,122.6
2013-10-31,120.35
2013-11-01,131.3
2013-11-03,135.1
2013-11-05,143.0
2013-11-06,138.1
2013-11-07,137.1
2013-11-08,138.75
2013-11-11,136.65
2013-11-12,135.7
2013-11-13,134.75
2013-11-14,137.05
2013-11-18,138.25
2013-11-19,138.0
2013-11-20,138.7
2013-11-21,138.4
2013-11-22,136.7
2013-11-25,135.5
2013-11-26,133.2
2013-11-27,136.9
2013-11-28,138.6
2013-11-29,148.3
2013-12-02,150.65
2013-12-03,145.85
2013-12-04,147.0
2013-12-05,151.05
2013-12-06,150.15
2013-12-09,147.15
2013-12-10,146.05
2013-12-11,145.05
2013-12-12,143.85
2013-12-13,138.5
2013-12-16,139.3
2013-12-17,138.15
2013-12-18,141.5
2013-12-19,139.9
2013-12-20,144.45
2013-12-23,146.35
2013-12-24,149.25
2013-12-26,158.6
2013-12-27,161.15
2013-12-30,157.75
2013-12-31,159.75
2014-01-01,158.2
2014-01-02,153.4
2014-01-03,151.3
2014-01-06,155.35
2014-01-07,155.85
2014-01-08,149.1
2014-01-09,147.25
2014-01-10,150.75
2014-01-13,156.5
2014-01-14,155.2
2014-01-15,154.75
2014-01-16,152.25
2014-01-17,148.8
2014-01-20,150.65
2014-01-21,150.2
2014-01-22,153.25
2014-01-23,151.0
2014-01-24,147.75
2014-01-27,139.95
2014-01-28,139.15
2014-01-29,137.4
2014-01-30,133.15
2014-01-31,136.25
2014-02-03,133.05
2014-02-04,133.45
2014-02-05,133.05
2014-02-06,133.1
2014-02-07,132.6
2014-02-10,132.35
2014-02-11,133.0
2014-02-12,133.35
2014-02-13,130.95
2014-02-14,135.65
2014-02-17,135.55
2014-02-18,135.1
2014-02-19,134.4
2014-02-20,135.45
2014-02-21,134.8
2014-02-24,134.05
2014-02-25,133.7
2014-02-26,132.6
2014-02-28,132.95
2014-03-03,134.7
2014-03-04,133.95
2014-03-05,134.2
2014-03-06,136.1
2014-03-07,136.55
2014-03-10,133.5
2014-03-11,133.65
2014-03-12,133.85
2014-03-13,133.8
2014-03-14,132.45
2014-03-18,132.65
2014-03-19,132.4
2014-03-20,132.75
2014-03-21,132.7
2014-03-22,133.1
2014-03-24,132.55
2014-03-25,132.35
2014-03-26,136.7
2014-03-27,136.35
2014-03-28,137.0
2014-03-31,142.25
2014-04-01,140.9
2014-04-02,145.35
2014-04-03,143.2
2014-04-04,144.9
2014-04-07,147.4
2014-04-09,147.25
2014-04-10,150.85
2014-04-11,151.8
2014-04-15,153.7
2014-04-16,148.35
2014-04-17,149.5
2014-04-21,152.4
2014-04-22,148.9
2014-04-23,149.85
2014-04-25,149.55
2014-04-28,150.45
2014-04-29,156.1
2014-04-30,150.2
2014-05-02,152.15
2014-05-05,155.95
2014-05-06,149.35
2014-05-07,144.8
2014-05-08,147.35
2014-05-09,146.65
2014-05-12,145.75
2014-05-13,146.5
2014-05-14,146.45
2014-05-15,146.75
2014-05-16,147.05
2014-05-19,152.35
2014-05-20,157.4
2014-05-21,159.45
2014-05-22,168.5
2014-05-23,170.1
2014-05-26,163.95
2014-05-27,162.4
2014-05-28,167.5
2014-05-29,163.55
2014-05-30,164.95
2014-06-02,166.0
2014-06-03,168.6
2014-06-04,175.95
2014-06-05,179.05
2014-06-06,182.7
2014-06-09,185.45
2014-06-10,182.4
2014-06-11,180.15
2014-06-12,175.7
2014-06-13,168.2
2014-06-16,168.15
2014-06-17,173.25
2014-06-18,170.45
2014-06-19,170.9
2014-06-20,170.6
2014-06-23,174.4
2014-06-24,179.65
2014-06-25,176.7
2014-06-26,174.55
2014-06-27,181.6
2014-06-30,184.7
2014-07-01,185.0
2014-07-02,184.85
2014-07-03,182.55
2014-07-04,185.2
2014-07-07,185.5
2014-07-08,177.0
2014-07-09,171.4
2014-07-10,171.1
2014-07-11,167.4
2014-07-14,164.85
2014-07-15,167.0
2014-07-16,172.1
2014-07-17,173.05
2014-07-18,173.3
2014-07-21,184.15
2014-07-22,187.95
2014-07-23,186.9
2014-07-24,196.3
2014-07-25,174.25
2014-07-28,167.8
2014-07-30,171.05
2014-07-31,172.05
2014-08-01,167.95
2014-08-04,167.45
2014-08-05,167.15
2014-08-06,166.1
2014-08-07,166.1
2014-08-08,162.85
2014-08-11,163.9
2014-08-12,164.55
2014-08-13,160.6
2014-08-14,163.0
2014-08-18,165.7
2014-08-19,168.55
2014-08-20,168.55
2014-08-21,168.75
2014-08-22,178.65
2014-08-25,182.45
2014-08-26,182.25
2014-08-27,181.8
2014-08-28,171.75
2014-09-01,172.7
2014-09-02,175.25
2014-09-03,173.0
2014-09-04,171.85
2014-09-05,171.5
2014-09-08,174.4
2014-09-09,180.25
2014-09-10,183.2
2014-09-11,183.65
2014-09-12,179.75
2014-09-15,177.15
2014-09-16,172.25
2014-09-17,171.6
2014-09-18,174.45
2014-09-19,173.35
2014-09-22,173.55
2014-09-23,169.1
2014-09-24,169.55
2014-09-25,160.25
2014-09-26,159.5
2014-09-29,162.5
2014-09-30,163.45
2014-10-01,162.6
2014-10-07,162.35
2014-10-08,160.05
2014-10-09,162.65
2014-10-10,161.15
2014-10-13,159.1
2014-10-14,159.5
2014-10-16,157.5
2014-10-17,153.35
2014-10-20,155.75
2014-10-21,153.05
2014-10-22,155.95
2014-10-23,157.05
2014-10-27,159.0
2014-10-28,159.3
2014-10-29,160.2
2014-10-30,159.5
2014-10-31,169.8
2014-11-03,163.75
2014-11-05,163.6
2014-11-07,158.2
2014-11-10,156.05
2014-11-11,156.7
2014-11-12,157.15
2014-11-13,155.75
2014-11-14,157.45
2014-11-17,162.1
2014-11-18,162.8
2014-11-19,162.9
2014-11-20,162.1
2014-11-21,159.25
2014-11-24,158.8
2014-11-25,155.25
2014-11-26,155.65
2014-11-27,157.15
2014-11-28,157.75
2014-12-01,156.45
2014-12-02,156.55
2014-12-03,159.4
2014-12-04,161.25
2014-12-05,165.6
2014-12-08,162.65
2014-12-09,160.25
2014-12-10,159.15
2014-12-11,158.25
2014-12-12,158.0
2014-12-15,157.0
2014-12-16,153.55
2014-12-17,153.5
2014-12-18,155.45
2014-12-19,157.15
2014-12-22,164.85
2014-12-23,166.15
2014-12-24,162.7
2014-12-26,162.55
2014-12-29,162.05
2014-12-30,161.4
2014-12-31,161.75
2015-01-01,164.55
2015-01-02,168.8
2015-01-05,172.45
2015-01-06,165.15
2015-01-07,166.1
2015-01-08,170.5
2015-01-09,171.85
2015-01-12,174.65
2015-01-13,181.15
2015-01-14,176.85
2015-01-15,176.2
2015-01-16,176.0
2015-01-19,175.35
2015-01-20,174.5
2015-01-21,171.95
2015-01-22,172.0
2015-01-23,173.5
2015-01-27,174.9
2015-01-28,172.6
2015-01-29,172.65
2015-01-30,169.2
2015-02-02,171.55
2015-02-03,171.05
2015-02-04,169.55
2015-02-05,164.3
2015-02-06,160.4
2015-02-09,159.35
2015-02-10,157.95
2015-02-11,160.0
2015-02-12,160.2
2015-02-13,160.6
2015-02-16,159.7
2015-02-18,160.9
2015-02-19,159.0
2015-02-20,160.0
2015-02-23,158.7
2015-02-24,158.25
2015-02-25,154.45
2015-02-26,155.05
2015-02-27,158.95
2015-02-28,157.45
2015-03-02,160.3
2015-03-03,165.45
2015-03-04,160.85
2015-03-05,162.9
2015-03-09,159.0
2015-03-10,158.9
2015-03-11,156.1
2015-03-12,158.75
2015-03-13,157.0
2015-03-16,155.2
2015-03-17,155.25
2015-03-18,157.5
2015-03-19,156.5
2015-03-20,153.1
2015-03-23,151.8
2015-03-24,147.25
2015-03-25,146.9
2015-03-26,149.95
2015-03-27,144.3
2015-03-30,150.55
2015-03-31,149.55
2015-04-01,157.1
2015-04-06,156.45
2015-04-07,160.0
2015-04-08,163.7
2015-04-09,164.25
2015-04-10,193.15
2015-04-13,200.35
2015-04-15,190.4
2015-04-16,188.65
2015-04-17,181.85
2015-04-20,174.3
2015-04-21,176.7
2015-04-22,192.1
2015-04-23,189.15
2015-04-24,181.35
2015-04-27,171.05
2015-04-28,175.7
2015-04-29,188.9
2015-04-30,189.95
2015-05-04,198.25
2015-05-05,196.65
2015-05-06,172.5
2015-05-07,166.35
2015-05-08,167.4
2015-05-11,168.35
2015-05-12,162.8
2015-05-13,163.65
2015-05-14,163.25
2015-05-15,163.65
2015-05-18,163.2
2015-05-19,165.0
2015-05-20,162.15
2015-05-21,162.8
2015-05-22,164.1
2015-05-25,164.1
2015-05-26,161.85
2015-05-27,161.3
2015-05-28,161.5
2015-05-29,157.4
2015-06-01,158.8
2015-06-02,157.5
2015-06-03,150.4
2015-06-04,151.8
2015-06-05,152.6
2015-06-08,147.6
2015-06-09,147.95
2015-06-10,150.45
2015-06-11,148.9
