Date,NESTLEIND
2013-01-01,4951.6
2013-01-02,4974.3
2013-01-03,4899.2
2013-01-04,4875.85
2013-01-07,4874.15
2013-01-08,4894.95
2013-01-09,4947.7
2013-01-10,4857.95
2013-01-11,4839.6
2013-01-14,4894.95
2013-01-15,4857.3
2013-01-16,4839.2
2013-01-17,4797.55
2013-01-18,4797.0
2013-01-21,4794.85
2013-01-22,4700.75
2013-01-23,4503.1
2013-01-24,4549.3
2013-01-25,4650.1
2013-01-28,4596.85
2013-01-29,4602.45
2013-01-30,4649.2
2013-01-31,4745.55
2013-02-01,4692.65
2013-02-04,4739.65
2013-02-05,4745.5
2013-02-06,4715.6
2013-02-07,4705.05
2013-02-08,4643.4
2013-02-11,4604.55
2013-02-12,4622.65
2013-02-13,4612.7
2013-02-14,4597.7
2013-02-15,4597.45
2013-02-18,4566.9
2013-02-19,4598.9
2013-02-20,4604.2
2013-02-21,4593.5
2013-02-22,4629.1
2013-02-25,4654.55
2013-02-26,4617.35
2013-02-27,4670.05
2013-02-28,4761.8
2013-03-01,4696.85
2013-03-04,4738.8
2013-03-05,4725.0
2013-03-06,4735.75
2013-03-07,4709.5
2013-03-08,4768.65
2013-03-11,4721.65
2013-03-12,4697.95
2013-03-13,4688.7
2013-03-14,4706.3
2013-03-15,4725.2
2013-03-18,4677.0
2013-03-19,4679.5
2013-03-20,4699.9
2013-03-21,4756.5
2013-03-22,4706.75
2013-03-25,4610.25
2013-03-26,4567.95
2013-03-28,4588.2
2013-04-01,4622.85
2013-04-02,4622.05
2013-04-03,4645.9
2013-04-04,4552.6
2013-04-05,4454.3
2013-04-08,4452.85
2013-04-09,4460.1
2013-04-10,4513.8
2013-04-11,4511.8
2013-04-12,4520.7
2013-04-15,4585.3
2013-04-16,4619.4
2013-04-17,4662.15
2013-04-18,4670.8
2013-04-22,4698.0
2013-04-23,4655.55
2013-04-25,4714.1
2013-04-26,4730.15
2013-04-29,4734.95
2013-04-30,4981.35
2013-05-02,4927.8
2013-05-03,4905.0
2013-05-06,4895.6
2013-05-07,4885.1
2013-05-08,4929.7
2013-05-09,4915.55
2013-05-10,4899.0
2013-05-11,4901.65
2013-05-13,4848.2
2013-05-14,4881.05
2013-05-15,4939.0
2013-05-16,4927.15
2013-05-17,4975.05
2013-05-20,5105.1
2013-05-21,5245.6
2013-05-22,5239.8
2013-05-23,5271.3
2013-05-24,5239.65
2013-05-27,5226.5
2013-05-28,5251.55
2013-05-29,5249.75
2013-05-30,5232.5
2013-05-31,5302.25
2013-06-03,5289.25
2013-06-04,5291.1
2013-06-05,5283.95
2013-06-06,5295.5
2013-06-07,5253.05
2013-06-10,5167.05
2013-06-11,5095.2
2013-06-12,5154.65
2013-06-13,5114.65
2013-06-14,5144.8
2013-06-17,5071.5
2013-06-18,5060.8
2013-06-19,5087.15
2013-06-20,5050.15
2013-06-21,5028.65
2013-06-24,5014.6
2013-06-25,4910.25
2013-06-26,4873.5
2013-06-27,4900.5
2013-06-28,4854.0
2013-07-01,5102.25
2013-07-02,5170.9
2013-07-03,5061.35
2013-07-04,5126.75
2013-07-05,5151.2
2013-07-08,5133.6
2013-07-09,5153.05
2013-07-10,5153.95
2013-07-11,5212.55
2013-07-12,5399.45
2013-07-15,5564.65
2013-07-16,5687.25
2013-07-17,5742.8
2013-07-18,5732.9
2013-07-19,5702.65
2013-07-22,5629.7
2013-07-23,5664.45
2013-07-24,5620.95
2013-07-25,5578.45
2013-07-26,5449.7
2013-07-29,5382.5
2013-07-30,5303.7
2013-07-31,5293.5
2013-08-01,5250.8
2013-08-02,5428.15
2013-08-05,5315.45
2013-08-06,5113.45
2013-08-07,4952.4
2013-08-08,5010.85
2013-08-12,5114.25
2013-08-13,5101.55
2013-08-14,5113.9
2013-08-16,4985.65
2013-08-19,4911.25
2013-08-20,4832.5
2013-08-21,4866.15
2013-08-22,4872.25
2013-08-23,4883.15
2013-08-26,4876.0
2013-08-27,4702.75
2013-08-28,4620.95
2013-08-29,4675.7
2013-08-30,4896.7
2013-09-02,4967.15
2013-09-03,4922.65
2013-09-04,4981.15
2013-09-05,4998.1
2013-09-06,5008.35
2013-09-10,5010.75
2013-09-11,5054.1
2013-09-12,4986.25
2013-09-13,4958.35
2013-09-16,4852.8
2013-09-17,4981.05
2013-09-18,5018.95
2013-09-19,5029.3
2013-09-20,5024.7
2013-09-23,4943.0
2013-09-24,4936.8
2013-09-25,4941.5
2013-09-26,5034.4
2013-09-27,5098.1
2013-09-30,5219.55
2013-10-01,5190.5
2013-10-03,5157.05
2013-10-04,5082.1
2013-10-07,5070.4
2013-10-08,5013.65
2013-10-09,5057.4
2013-10-10,5115.15
2013-10-11,5054.75
2013-10-14,5093.3
2013-10-15,5288.25
2013-10-17,5468.4
2013-10-18,5529.55
2013-10-21,5510.5
2013-10-22,5604.65
2013-10-23,5619.2
2013-10-24,5562.4
2013-10-25,5533.2
2013-10-28,5576.0
2013-10-29,5592.25
2013-10-30,5597.35
2013-10-31,5596.95
2013-11-01,5716.0
2013-11-03,5757.4
2013-11-05,5732.85
2013-11-06,5607.4
2013-11-07,5735.75
2013-11-08,5763.15
2013-11-11,5615.15
2013-11-12,5661.35
2013-11-13,5599.35
2013-11-14,5643.0
2013-11-18,5674.45
2013-11-19,5603.9
2013-11-20,5548.2
2013-11-21,5490.8
2013-11-22,5458.45
2013-11-25,5435.9
2013-11-26,5298.65
2013-11-27,5437.05
2013-11-28,5224.4
2013-11-29,5145.05
2013-12-02,5187.9
2013-12-03,5099.05
2013-12-04,5032.8
2013-12-05,5095.3
2013-12-06,5067.55
2013-12-09,5040.5
2013-12-10,5021.1
2013-12-11,5004.05
2013-12-12,5007.75
2013-12-13,4920.75
2013-12-16,5048.9
2013-12-17,5174.25
2013-12-18,5236.7
2013-12-19,5331.65
2013-12-20,5464.2
2013-12-23,5504.7
2013-12-24,5399.25
2013-12-26,5363.45
2013-12-27,5339.25
2013-12-30,5349.55
2013-12-31,5289.25
2014-01-01,5311.8
2014-01-02,5280.15
2014-01-03,5333.6
2014-01-06,5387.65
2014-01-07,5381.9
2014-01-08,5422.4
2014-01-09,5372.85
2014-01-10,5405.95
2014-01-13,5426.9
2014-01-14,5379.45
2014-01-15,5237.15
2014-01-16,5130.35
2014-01-17,5238.05
2014-01-20,5200.9
2014-01-21,5177.25
2014-01-22,5144.8
2014-01-23,5083.55
2014-01-24,5081.2
2014-01-27,5050.1
2014-01-28,4959.35
2014-01-29,5033.2
2014-01-30,4945.8
2014-01-31,5047.15
2014-02-03,4938.65
2014-02-04,4960.45
2014-02-05,5013.15
2014-02-06,4999.55
2014-02-07,5016.25
2014-02-10,5034.55
2014-02-11,5057.9
2014-02-12,5055.4
2014-02-13,5098.85
2014-02-14,5082.85
2014-02-17,5004.3
2014-02-18,5024.75
2014-02-19,5058.1
2014-02-20,5043.4
2014-02-21,5057.25
2014-02-24,5043.2
2014-02-25,5000.65
2014-02-26,4998.8
2014-02-28,4864.5
2014-03-03,4656.9
2014-03-04,4710.5
2014-03-05,4777.05
2014-03-06,4863.4
2014-03-07,4910.9
2014-03-10,4800.5
2014-03-11,4798.8
2014-03-12,4794.4
2014-03-13,4786.0
2014-03-14,4758.65
2014-03-18,4791.2
2014-03-19,4820.5
2014-03-20,4825.35
2014-03-21,4731.4
2014-03-22,4777.35
2014-03-24,4721.3
2014-03-25,4720.1
2014-03-26,4771.15
2014-03-27,4859.75
2014-03-28,4964.65
2014-03-31,5028.75
2014-04-01,4847.85
2014-04-02,4865.55
2014-04-03,4885.7
2014-04-04,4835.85
2014-04-07,4917.25
2014-04-09,4929.65
2014-04-10,4881.3
2014-04-11,4829.65
2014-04-15,4833.8
2014-04-16,4779.15
2014-04-17,4763.25
2014-04-21,4723.5
2014-04-22,4722.75
2014-04-23,4728.95
2014-04-25,4776.55
2014-04-28,4705.25
2014-04-29,4725.25
2014-04-30,4768.8
2014-05-02,4733.75
2014-05-05,4709.9
2014-05-06,4686.55
2014-05-07,4681.05
2014-05-08,4698.0
2014-05-09,4781.9
2014-05-12,4841.6
2014-05-13,4873.5
2014-05-14,4775.2
2014-05-15,4708.8
2014-05-16,4630.15
2014-05-19,4585.85
2014-05-20,4565.95
2014-05-21,4693.15
2014-05-22,4733.95
2014-05-23,4744.25
2014-05-26,4743.6
2014-05-27,4737.75
2014-05-28,4767.75
2014-05-29,4784.05
2014-05-30,4961.0
2014-06-02,4799.65
2014-06-03,4809.75
2014-06-04,4769.6
2014-06-05,4852.15
2014-06-06,4921.0
2014-06-09,4892.55
2014-06-10,4965.2
2014-06-11,5015.55
2014-06-12,4997.95
2014-06-13,4971.95
2014-06-16,5006.0
2014-06-17,5004.2
2014-06-18,4956.7
2014-06-19,4939.5
2014-06-20,4938.15
2014-06-23,4946.1
2014-06-24,4928.8
2014-06-25,4950.8
2014-06-26,4989.15
2014-06-27,4936.7
2014-06-30,4929.75
2014-07-01,4933.85
2014-07-02,4989.4
2014-07-03,4997.95
2014-07-04,4973.95
2014-07-07,5022.9
2014-07-08,4983.2
2014-07-09,5007.0
2014-07-10,4954.35
2014-07-11,4992.0
2014-07-14,4957.7
2014-07-15,4946.5
2014-07-16,4970.55
2014-07-17,4994.8
2014-07-18,5012.8
2014-07-21,5038.55
2014-07-22,5203.0
2014-07-23,5171.8
2014-07-24,5149.1
2014-07-25,5166.0
2014-07-28,5186.6
2014-07-30,5181.85
2014-07-31,5128.35
2014-08-01,5203.1
2014-08-04,5208.65
2014-08-05,5209.5
2014-08-06,5299.65
2014-08-07,5405.0
2014-08-08,5363.35
2014-08-11,5383.15
2014-08-12,5334.1
2014-08-13,5561.05
2014-08-14,5572.3
2014-08-18,5655.15
2014-08-19,5764.45
2014-08-20,5795.8
2014-08-21,5834.05
2014-08-22,5809.25
2014-08-25,5811.7
2014-08-26,5868.2
2014-08-27,5898.95
2014-08-28,6028.55
2014-09-01,6062.0
2014-09-02,6094.05
2014-09-03,6149.55
2014-09-04,6252.95
2014-09-05,6187.65
2014-09-08,6399.85
2014-09-09,6410.0
2014-09-10,6380.85
2014-09-11,6552.7
2014-09-12,6384.6
2014-09-15,6318.95
2014-09-16,6146.1
2014-09-17,6088.45
2014-09-18,6224.05
2014-09-19,6052.55
2014-09-22,6024.75
2014-09-23,5911.15
2014-09-24,6129.9
2014-09-25,6109.1
2014-09-26,6158.4
2014-09-29,6206.45
2014-09-30,5968.65
2014-10-01,6010.95
2014-10-07,5957.65
2014-10-08,5926.7
2014-10-09,6023.45
2014-10-10,5893.3
2014-10-13,6007.4
2014-10-14,5946.05
2014-10-16,5749.75
2014-10-17,5695.1
2014-10-20,5768.9
2014-10-21,5969.85
2014-10-22,5971.75
2014-10-23,6009.65
2014-10-27,6099.9
2014-10-28,5948.05
2014-10-29,6128.5
2014-10-30,6133.15
2014-10-31,6257.2
2014-11-03,6362.65
2014-11-05,6353.55
2014-11-07,6434.15
2014-11-10,6351.9
2014-11-11,6465.65
2014-11-12,6327.5
2014-11-13,6332.6
2014-11-14,6316.5
2014-11-17,6292.2
2014-11-18,6159.55
2014-11-19,6078.2
2014-11-20,6158.9
2014-11-21,6336.4
2014-11-24,6304.05
2014-11-25,6338.55
2014-11-26,6260.35
2014-11-27,6225.7
2014-11-28,6204.05
2014-12-01,6156.3
2014-12-02,6200.15
2014-12-03,6325.1
2014-12-04,6342.9
2014-12-05,6303.1
2014-12-08,6335.75
2014-12-09,6305.45
2014-12-10,6313.4
2014-12-11,6265.75
2014-12-12,6282.35
2014-12-15,6118.45
2014-12-16,6036.55
2014-12-17,6052.1
2014-12-18,6151.5
2014-12-19,6177.8
2014-12-22,6251.8
2014-12-23,6201.55
2014-12-24,6143.65
2014-12-26,6155.45
2014-12-29,6148.05
2014-12-30,6247.6
2014-12-31,6384.85
2015-01-01,6317.95
2015-01-02,6331.5
2015-01-05,6334.9
2015-01-06,6246.8
2015-01-07,6272.95
2015-01-08,6300.45
2015-01-09,6386.35
2015-01-12,6462.75
2015-01-13,6714.65
2015-01-14,6781.85
2015-01-15,6809.1
2015-01-16,6985.2
2015-01-19,7073.95
2015-01-20,7074.5
2015-01-21,7080.0
2015-01-22,7097.05
2015-01-23,7258.35
2015-01-27,7350.05
2015-01-28,7304.05
2015-01-29,7214.45
2015-01-30,7113.05
2015-02-02,7059.65
2015-02-03,7078.5
2015-02-04,6977.75
2015-02-05,6899.15
2015-02-06,6884.55
2015-02-09,6835.4
2015-02-10,6794.15
2015-02-11,6881.05
2015-02-12,6824.6
2015-02-13,7033.65
2015-02-16,7147.35
2015-02-18,7169.3
2015-02-19,7041.7
2015-02-20,7176.7
2015-02-23,6999.45
2015-02-24,7009.75
2015-02-25,7052.5
2015-02-26,7019.4
2015-02-27,7020.9
2015-02-28,7023.9
2015-03-02,6990.05
2015-03-03,7096.25
2015-03-04,7299.75
2015-03-05,7295.95
2015-03-09,7384.3
