Date,HBLPOWER
2013-01-01,17.0
2013-01-02,16.75
2013-01-03,17.6
2013-01-04,17.9
2013-01-07,17.8
2013-01-08,17.5
2013-01-09,17.1
2013-01-10,17.1
2013-01-11,16.8
2013-01-14,16.8
2013-01-15,16.6
2013-01-16,16.25
2013-01-17,16.4
2013-01-18,16.15
2013-01-21,16.05
2013-01-22,15.75
2013-01-23,15.75
2013-01-24,15.65
2013-01-25,15.75
2013-01-28,15.8
2013-01-29,15.2
2013-01-30,15.2
2013-01-31,15.2
2013-02-01,15.1
2013-02-04,14.75
2013-02-05,14.5
2013-02-06,14.2
2013-02-07,14.2
2013-02-08,13.75
2013-02-11,14.2
2013-02-12,14.35
2013-02-13,13.95
2013-02-14,13.3
2013-02-15,13.35
2013-02-18,13.2
2013-02-19,13.55
2013-02-20,13.0
2013-02-21,12.7
2013-02-22,12.65
2013-02-25,12.85
2013-02-26,12.45
2013-02-27,12.25
2013-02-28,12.2
2013-03-01,12.05
2013-03-04,11.5
2013-03-05,11.45
2013-03-06,11.3
2013-03-07,11.05
2013-03-08,11.15
2013-03-11,11.15
2013-03-12,9.7
2013-03-13,9.7
2013-03-14,9.7
2013-03-15,9.8
2013-03-18,9.5
2013-03-19,9.5
2013-03-20,9.9
2013-03-21,9.95
2013-03-22,9.55
2013-03-25,9.45
2013-03-26,9.45
2013-03-28,9.4
2013-04-01,9.35
2013-04-02,9.4
2013-04-03,9.5
2013-04-04,9.35
2013-04-05,9.6
2013-04-08,9.75
2013-04-09,9.8
2013-04-10,9.95
2013-04-11,9.5
2013-04-12,9.4
2013-04-15,9.55
2013-04-16,9.95
2013-04-17,9.5
2013-04-18,9.6
2013-04-22,9.65
2013-04-23,9.75
2013-04-25,9.8
2013-04-26,9.8
2013-04-29,9.55
2013-04-30,9.45
2013-05-02,9.4
2013-05-03,9.45
2013-05-06,9.4
2013-05-07,9.35
2013-05-08,9.25
2013-05-09,9.25
2013-05-10,9.2
2013-05-11,9.4
2013-05-13,9.2
2013-05-14,9.15
2013-05-15,9.1
2013-05-16,9.25
2013-05-17,9.1
2013-05-20,9.85
2013-05-21,9.5
2013-05-22,9.3
2013-05-23,8.95
2013-05-24,9.2
2013-05-27,9.15
2013-05-28,9.7
2013-05-29,9.7
2013-05-30,9.75
2013-05-31,9.85
2013-06-03,9.6
2013-06-04,9.65
2013-06-05,9.2
2013-06-06,9.05
2013-06-07,9.05
2013-06-10,9.0
2013-06-11,8.8
2013-06-12,8.95
2013-06-13,8.7
2013-06-14,8.65
2013-06-17,8.65
2013-06-18,8.85
2013-06-19,8.8
2013-06-20,8.6
2013-06-21,8.2
2013-06-24,7.85
2013-06-25,7.4
2013-06-26,7.75
2013-06-27,7.7
2013-06-28,7.2
2013-07-01,7.1
2013-07-02,7.1
2013-07-03,7.0
2013-07-04,7.2
2013-07-05,8.15
2013-07-08,8.65
2013-07-09,8.5
2013-07-10,8.25
2013-07-11,9.0
2013-07-12,8.95
2013-07-15,8.55
2013-07-16,8.85
2013-07-17,9.0
2013-07-18,8.95
2013-07-19,8.75
2013-07-22,8.25
2013-07-23,8.25
2013-07-24,8.35
2013-07-25,7.95
2013-07-26,7.45
2013-07-29,7.35
2013-07-30,7.05
2013-07-31,6.4
2013-08-01,6.9
2013-08-02,6.8
2013-08-05,7.15
2013-08-06,6.7
2013-08-07,6.95
2013-08-08,7.65
2013-08-12,7.2
2013-08-13,7.25
2013-08-14,7.6
2013-08-16,7.8
2013-08-19,7.6
2013-08-20,7.45
2013-08-21,6.95
2013-08-22,7.05
2013-08-23,7.6
2013-08-26,8.75
2013-08-27,8.45
2013-08-28,8.4
2013-08-29,8.3
2013-08-30,7.95
2013-09-02,8.35
2013-09-03,7.95
2013-09-04,7.8
2013-09-05,8.25
2013-09-06,8.45
2013-09-10,8.8
2013-09-11,8.2
2013-09-12,8.45
2013-09-13,8.75
2013-09-16,8.95
2013-09-17,8.5
2013-09-18,8.4
2013-09-19,8.35
2013-09-20,8.25
2013-09-23,8.3
2013-09-24,9.0
2013-09-25,8.5
2013-09-26,8.5
2013-09-27,9.05
2013-09-30,8.95
2013-10-01,9.0
2013-10-03,9.35
2013-10-04,9.0
2013-10-07,8.85
2013-10-08,8.75
2013-10-09,8.8
2013-10-10,9.0
2013-10-11,9.05
2013-10-14,9.0
2013-10-15,9.15
2013-10-17,8.95
2013-10-18,9.0
2013-10-21,9.25
2013-10-22,9.4
2013-10-23,9.35
2013-10-24,9.5
2013-10-25,9.25
2013-10-28,9.7
2013-10-29,9.35
2013-10-30,9.8
2013-10-31,9.45
2013-11-01,9.35
2013-11-03,9.6
2013-11-05,10.9
2013-11-06,10.5
2013-11-07,10.0
2013-11-08,9.95
2013-11-11,10.0
2013-11-12,9.7
2013-11-13,10.1
