Date,AGRITECH
2015-02-23,6.15
2015-02-24,6.45
2015-02-25,6.75
2015-02-26,6.7
2015-02-27,6.55
2015-02-28,6.55
2015-03-02,6.55
2015-03-03,6.4
2015-03-04,6.25
2015-03-05,6.55
2015-03-09,6.95
2015-03-10,6.5
2015-03-11,6.1
2015-03-12,6.7
2015-03-13,6.95
2015-03-16,6.4
2015-03-17,6.65
2015-03-18,6.5
2015-03-19,6.8
2015-03-20,6.25
2015-03-23,6.45
2015-03-24,5.95
2015-03-25,5.9
2015-03-26,5.8
2015-03-27,6.2
2015-03-30,5.75
2015-03-31,6.1
2015-04-01,5.75
2015-04-06,6.2
2015-04-07,6.2
2015-04-08,6.05
2015-04-09,6.15
2015-04-10,5.8
2015-04-13,5.6
2015-04-15,5.65
2015-04-17,5.6
2015-04-20,5.55
2015-04-21,5.8
2015-04-22,6.0
2015-04-23,5.3
2015-04-27,4.55
2015-04-28,4.05
2015-04-29,4.45
2015-05-04,4.85
2015-05-05,5.3
2015-05-06,5.55
2015-05-07,5.35
2015-05-11,5.6
2015-05-13,5.85
2015-05-15,5.6
2015-05-20,5.55
2015-05-21,5.3
2015-05-22,5.55
2015-05-25,5.55
2015-05-26,5.5
2015-05-28,5.5
2015-06-01,5.75
2015-06-02,5.55
2015-06-03,5.5
2015-06-04,5.7
2015-06-05,5.5
2015-06-10,5.75
2015-06-11,5.85
2015-06-15,5.3
2015-06-16,5.05
2015-06-17,5.5
2015-06-19,5.5
2015-06-22,5.0
2015-06-24,5.5
2015-06-26,5.0
2015-06-30,5.0
2015-07-01,5.0
2015-07-02,5.5
2015-07-07,5.5
2015-07-08,5.6
2015-07-13,5.55
2015-07-14,5.05
2015-07-16,4.7
2015-07-17,5.15
2015-07-21,5.65
2015-07-22,5.1
2015-07-23,5.15
2015-07-24,5.5
2015-07-28,5.0
2015-07-29,5.5
2015-07-30,5.25
2015-08-03,5.75
2015-08-05,6.3
2015-08-06,6.3
2015-08-07,6.05
2015-08-10,6.35
2015-08-11,6.65
2015-08-12,6.35
2015-08-14,6.6
2015-08-17,6.3
2015-08-18,6.6
2015-08-31,6.3
2015-09-01,6.0
2015-09-07,5.75
2015-09-08,6.3
2015-09-11,5.7
2015-09-14,5.7
2015-09-16,5.15
2015-09-18,5.65
2015-09-21,5.6
2015-09-23,6.0
2015-09-29,5.45
2015-09-30,5.15
2015-10-05,5.15
2015-10-07,5.6
2015-10-09,5.15
2015-10-12,5.05
2015-10-13,4.7
2015-10-15,5.15
2015-10-19,5.65
2015-10-20,5.15
2015-10-23,5.55
2015-10-26,5.0
2015-10-28,5.5
2015-10-29,6.0
2015-11-02,5.4
2015-11-04,5.9
2015-11-10,5.9
2015-11-13,5.65
2015-11-16,5.6
2015-11-20,5.85
2015-11-23,5.6
2015-11-24,5.45
2015-11-26,5.7
2015-11-27,5.7
2015-11-30,5.95
2015-12-01,5.75
2015-12-02,5.6
2015-12-03,5.85
2015-12-04,5.65
2015-12-07,5.9
2015-12-08,6.15
2015-12-09,6.45
2015-12-10,6.75
2015-12-11,7.05
2015-12-14,7.4
2015-12-15,7.75
2015-12-16,8.1
2015-12-17,8.5
2015-12-18,8.45
2015-12-21,8.85
2015-12-22,8.45
2015-12-23,8.25
2015-12-24,7.85
2015-12-28,8.0
2015-12-29,7.7
2015-12-30,7.6
2015-12-31,7.4
2016-01-01,7.35
2016-01-04,7.7
2016-03-09,8.8
2016-03-10,9.05
2016-03-11,9.45
2016-03-14,9.0
2016-03-15,9.0
2016-03-17,9.25
2016-03-21,8.8
2016-03-22,8.45
2016-03-23,8.45
2016-03-28,8.5
2016-03-29,8.1
2016-03-30,8.1
2016-03-31,8.0
2016-04-01,7.45
2016-04-04,7.35
2016-04-05,7.4
2016-04-06,7.5
2016-04-07,7.25
2016-04-08,7.95
2016-04-11,7.35
2016-04-12,7.3
2016-04-13,7.3
2016-04-18,7.3
2016-04-20,7.35
2016-04-21,7.15
2016-04-22,7.5
2016-04-25,7.5
2016-04-26,7.5
2016-04-27,7.5
2016-04-29,7.5
2016-05-02,8.25
2016-05-03,8.25
2016-05-25,7.9
2016-05-26,7.55
2016-05-27,7.2
2016-05-31,7.55
2016-06-01,7.9
2016-06-02,7.6
2016-06-03,7.65
2016-06-06,7.7
2016-06-07,8.05
2016-06-08,8.45
2016-06-09,8.8
2016-06-10,8.45
2016-06-13,8.85
2016-06-14,9.0
2016-06-15,8.55
2016-06-20,8.3
2016-06-21,8.7
2016-06-22,8.3
2016-06-23,8.3
2016-06-24,8.1
2016-06-27,8.5
2016-06-28,8.9
2016-06-29,9.3
2016-07-01,9.75
2016-07-04,10.2
2016-07-05,10.7
2016-07-07,11.2
2016-07-08,11.75
2016-07-11,12.3
2016-07-12,12.9
2016-07-13,13.5
2016-07-14,14.15
2016-07-15,14.85
2016-07-18,15.55
2016-07-19,16.3
2016-07-20,17.1
2016-07-21,17.95
2016-07-22,18.8
2016-07-25,19.7
2016-07-26,20.65
2016-07-27,21.65
2016-07-28,22.7
2016-07-29,23.8
2016-08-01,24.95
2016-08-02,26.15
2016-08-03,27.45
2016-08-04,28.8
2016-08-05,30.2
2016-08-08,31.7
2016-10-13,31.0
2016-10-14,32.55
2016-10-17,34.15
2016-10-18,35.85
2016-10-19,37.6
2016-10-20,39.45
2016-10-21,41.4
2016-10-24,43.45
2016-10-25,41.3
2016-10-26,39.25
2016-10-27,41.1
2016-10-28,40.1
2016-10-30,41.15
2016-11-01,40.05
2016-11-02,39.1
2016-11-03,39.3
2016-11-04,38.0
2016-11-07,38.65
2016-12-06,32.45
2016-12-07,32.4
2016-12-08,34.0
2016-12-09,35.7
2016-12-12,34.5
2016-12-13,34.85
2016-12-14,33.25
2016-12-15,33.4
2016-12-16,32.05
2016-12-19,33.0
2016-12-20,32.0
2016-12-21,31.7
2016-12-22,30.85
2016-12-23,31.8
2016-12-26,31.2
2016-12-27,31.55
2016-12-28,32.3
2016-12-29,30.75
2016-12-30,30.2
2017-01-02,30.85
2017-01-03,31.6
2017-01-04,31.3
2017-01-05,31.95
2017-01-06,31.25
2017-01-09,30.85
2017-01-10,32.35
2017-01-11,33.95
2017-01-12,33.0
