Date,SCHAEFFLER
2013-01-01,1694.55
2013-01-02,1685.9
2013-01-03,1680.7
2013-01-04,1691.35
2013-01-07,1686.8
2013-01-08,1685.6
2013-01-09,1684.95
2013-01-10,1684.95
2013-01-11,1675.3
2013-01-14,1656.5
2013-01-15,1665.0
2013-01-16,1676.75
2013-01-17,1660.7
2013-01-18,1655.65
2013-01-21,1650.25
2013-01-22,1650.8
2013-01-23,1642.45
2013-01-24,1641.55
2013-01-25,1664.3
2013-01-28,1665.0
2013-01-29,1645.15
2013-01-30,1600.7
2013-01-31,1534.7
2013-02-01,1507.85
2013-02-04,1510.0
2013-02-05,1475.3
2013-02-06,1475.75
2013-02-07,1422.4
2013-02-08,1423.15
2013-02-11,1400.7
2013-02-12,1424.05
2013-02-13,1427.7
2013-02-14,1388.05
2013-02-15,1412.7
2013-02-18,1440.3
2013-02-19,1442.95
2013-02-20,1455.05
2013-02-21,1456.25
2013-02-22,1444.0
2013-02-25,1422.95
2013-02-26,1443.2
2013-02-27,1507.15
2013-02-28,1520.35
2013-03-01,1520.8
2013-03-04,1501.25
2013-03-05,1501.0
2013-03-06,1503.1
2013-03-07,1517.6
2013-03-08,1505.45
2013-03-11,1541.85
2013-03-12,1556.25
2013-03-13,1539.5
2013-03-14,1512.6
2013-03-15,1484.3
2013-03-18,1480.3
2013-03-19,1438.85
2013-03-20,1437.75
2013-03-21,1429.35
2013-03-22,1417.25
2013-03-25,1422.85
2013-03-26,1436.0
2013-03-28,1470.1
2013-04-01,1505.9
2013-04-02,1509.45
2013-04-03,1474.3
2013-04-04,1432.75
2013-04-05,1417.05
2013-04-08,1440.85
2013-04-09,1398.85
2013-04-10,1389.1
2013-04-11,1358.1
2013-04-12,1356.05
2013-04-15,1375.4
2013-04-16,1366.5
2013-04-17,1370.4
2013-04-18,1370.45
2013-04-22,1366.65
2013-04-23,1367.55
2013-04-25,1335.6
2013-04-26,1342.25
2013-04-29,1350.2
2013-04-30,1361.0
2013-05-02,1391.25
2013-05-03,1421.4
2013-05-06,1408.15
2013-05-07,1422.75
2013-05-08,1425.0
2013-05-09,1426.75
2013-05-10,1449.8
2013-05-11,1470.0
2013-05-13,1413.35
2013-05-14,1413.35
2013-05-15,1400.5
2013-05-16,1402.0
2013-05-17,1449.9
2013-05-20,1462.2
2013-05-21,1470.55
2013-05-22,1470.8
2013-05-23,1445.1
2013-05-24,1451.55
2013-05-27,1459.85
2013-05-28,1456.9
2013-05-29,1470.05
2013-05-30,1439.1
2013-05-31,1440.3
2013-06-03,1454.1
2013-06-04,1450.5
2013-06-05,1451.0
2013-06-06,1456.8
2013-06-07,1433.35
2013-06-10,1455.5
2013-06-11,1446.9
2013-06-12,1447.75
2013-06-13,1442.75
2013-06-14,1449.1
2013-06-17,1446.8
2013-06-18,1458.1
2013-06-19,1463.55
2013-06-20,1432.5
2013-06-21,1422.25
2013-06-24,1440.45
2013-06-25,1423.85
2013-06-26,1425.75
2013-06-27,1425.0
2013-06-28,1425.05
2013-07-01,1443.75
2013-07-02,1425.1
2013-07-03,1425.0
2013-07-04,1443.55
2013-07-05,1426.2
2013-07-08,1425.5
2013-07-09,1438.7
2013-07-10,1425.05
2013-07-11,1444.8
2013-07-12,1451.8
2013-07-15,1446.9
2013-07-16,1448.65
2013-07-17,1442.45
2013-07-18,1429.05
2013-07-19,1430.7
2013-07-22,1442.7
2013-07-23,1446.35
2013-07-24,1431.2
2013-07-25,1436.5
2013-07-26,1403.6
2013-07-29,1390.0
2013-07-30,1355.35
2013-07-31,1252.9
2013-08-01,1274.6
2013-08-02,1218.4
2013-08-05,1189.95
2013-08-06,1153.6
2013-08-07,1127.6
2013-08-08,1148.9
2013-08-12,1134.7
2013-08-13,1140.6
2013-08-14,1156.25
2013-08-16,1187.95
2013-08-19,1159.95
2013-08-20,1159.8
2013-08-21,1157.0
2013-08-22,1147.5
2013-08-23,1147.0
2013-08-26,1161.4
2013-08-27,1172.1
2013-08-28,1139.75
2013-08-29,1197.0
2013-08-30,1200.0
2013-09-02,1204.9
2013-09-03,1173.7
2013-09-04,1163.55
2013-09-05,1166.9
2013-09-06,1156.25
2013-09-10,1158.55
2013-09-11,1159.85
2013-09-12,1159.8
2013-09-13,1168.65
2013-09-16,1200.05
2013-09-17,1175.45
2013-09-18,1169.0
2013-09-19,1171.15
2013-09-20,1201.4
2013-09-23,1208.65
2013-09-24,1220.2
2013-09-25,1237.75
2013-09-26,1268.9
2013-09-27,1271.55
2013-09-30,1254.6
2013-10-01,1279.1
2013-10-03,1284.95
2013-10-04,1298.15
2013-10-07,1300.0
2013-10-08,1323.8
2013-10-09,1350.15
2013-10-10,1331.9
2013-10-11,1318.9
2013-10-14,1269.65
2013-10-15,1254.4
2013-10-17,1260.8
2013-10-18,1267.95
2013-10-21,1275.05
2013-10-22,1296.65
2013-10-23,1295.25
2013-10-24,1323.1
2013-10-25,1296.8
2013-10-28,1313.7
2013-10-29,1295.9
2013-10-30,1325.9
2013-10-31,1348.65
2013-11-01,1373.45
2013-11-03,1372.0
2013-11-05,1433.8
2013-11-06,1404.55
2013-11-07,1375.45
2013-11-08,1358.65
2013-11-11,1382.65
2013-11-12,1375.6
2013-11-13,1359.4
2013-11-14,1383.1
2013-11-18,1356.2
2013-11-19,1366.55
2013-11-20,1353.2
2013-11-21,1369.1
2013-11-22,1388.0
2013-11-25,1419.8
2013-11-26,1433.1
2013-11-27,1558.6
2013-11-28,1516.6
2013-11-29,1493.5
2013-12-02,1525.25
2013-12-03,1549.05
2013-12-04,1554.9
2013-12-05,1554.1
2013-12-06,1555.65
2013-12-09,1580.0
2013-12-10,1567.65
2013-12-11,1589.95
2013-12-12,1604.35
2013-12-13,1582.5
2013-12-16,1556.75
2013-12-17,1561.15
2013-12-18,1551.95
2013-12-19,1573.35
2013-12-20,1574.35
2013-12-23,1552.8
2013-12-24,1533.7
2013-12-26,1529.3
2013-12-27,1549.8
2013-12-30,1593.4
2013-12-31,1633.25
2014-01-01,1603.3
2014-01-02,1564.4
2014-01-03,1565.3
2014-01-06,1571.1
2014-01-07,1526.15
2014-01-08,1578.65
2014-01-09,1564.05
2014-01-10,1525.0
2014-01-13,1565.55
2014-01-14,1566.45
2014-01-15,1567.15
2014-01-16,1598.75
2014-01-17,1614.4
2014-01-20,1549.6
2014-01-21,1536.65
2014-01-22,1540.3
2014-01-23,1546.95
2014-01-24,1542.1
2014-01-27,1526.3
2014-01-28,1556.0
2014-01-29,1560.05
2014-01-30,1550.3
2014-01-31,1555.6
2014-02-03,1596.3
2014-02-04,1598.85
2014-02-05,1599.5
2014-02-06,1570.3
2014-02-07,1572.1
2014-02-10,1587.05
2014-02-11,1600.6
2014-02-12,1600.0
2014-02-13,1608.3
2014-02-14,1604.85
2014-02-17,1559.2
2014-02-18,1553.9
2014-02-19,1570.4
2014-02-20,1553.45
2014-02-21,1562.8
2014-02-24,1644.05
2014-02-25,1661.6
2014-02-26,1702.35
2014-02-28,1733.0
2014-03-03,1709.0
2014-03-04,1711.8
2014-03-05,1777.2
2014-03-06,1776.55
2014-03-07,1832.15
2014-03-10,1829.6
2014-03-11,1805.65
2014-03-12,1777.15
2014-03-13,1764.15
2014-03-14,1778.7
2014-03-18,1804.3
2014-03-19,1836.8
2014-03-20,1856.75
2014-03-21,1871.05
2014-03-22,1826.7
2014-03-24,1840.25
2014-03-25,1813.45
2014-03-26,1832.6
2014-03-27,1834.9
2014-03-28,1886.9
2014-03-31,1879.6
2014-04-01,1851.85
